name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
OperatingCashFlow,"110,900,000","7,300,000","57,000,000","7,600,000","39,000,000","20,600,000","25,900,000","9,000,000","9,300,000","18,900,000","53,600,000","22,900,000","56,500,000","24,600,000","272,200,000","10,900,000","18,300,000","8,500,000","43,900,000","-28,600,000","-6,000,000","-10,600,000","62,800,000","18,600,000","24,300,000","5,500,000","13,200,000","45,900,000","42,600,000","26,800,000","35,800,000","23,900,000","8,800,000","-29,400,000","71,100,000","-92,600,000","8,400,000","-25,200,000","23,700,000","11,500,000","2,600,000","-26,900,000","92,100,000","2,400,000"
	CashFlowFromContinuingOperatingActivities,"110,900,000","7,300,000","57,000,000","7,600,000","39,000,000","20,600,000","25,900,000","9,000,000","9,300,000","18,900,000","53,600,000","22,900,000","56,500,000","24,600,000","272,200,000","10,900,000","18,300,000","8,500,000","43,900,000","-28,600,000","-6,000,000","-10,600,000","62,800,000","18,600,000","24,300,000","5,500,000","13,200,000","45,900,000","42,600,000","26,800,000","35,800,000",,"8,800,000","-29,400,000","71,100,000","-92,600,000","8,400,000","-25,200,000","23,700,000","11,500,000","2,600,000","-26,900,000","92,100,000","2,400,000"
		NetIncomeFromContinuingOperations,"36,900,000","11,000,000","6,400,000","6,500,000","13,000,000","9,900,000","1,100,000","3,200,000","-4,700,000","5,600,000","5,000,000","-50,900,000","-1,200,000","8,700,000","-135,800,000","15,600,000","3,000,000","47,400,000","212,100,000","6,600,000",,,,,,,,,,,,,,,,,"12,800,000","-20,900,000",,,,,,
		OperatingGainsLosses,"-7,600,000","1,600,000","-1,100,000","-2,600,000","-5,500,000","-2,400,000","200,000","-11,100,000","0","-3,400,000","2,100,000","-2,200,000","-500,000","-3,400,000","19,000,000","-12,600,000","-2,300,000","-45,200,000","11,800,000","-12,700,000",,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-8,100,000","-1,600,000","1,500,000","-2,600,000","-5,400,000","-2,100,000","200,000","-2,100,000","0","-2,900,000","2,100,000","-2,100,000","-600,000","-800,000","10,900,000","-1,200,000","-1,600,000","4,800,000","2,300,000","-2,600,000",,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,"3,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"49,100,000","11,300,000","12,700,000","12,300,000","12,800,000","12,600,000","12,800,000","13,100,000","13,800,000","13,600,000","13,900,000","13,200,000","12,500,000","10,900,000","11,200,000","10,300,000","11,100,000","10,200,000","10,000,000","10,400,000",,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationAndAmortization,"49,100,000","11,300,000","12,700,000","12,300,000","12,800,000","12,600,000","12,800,000","13,100,000","13,800,000","13,600,000","13,900,000","13,200,000","12,500,000","10,900,000","11,200,000","10,300,000","11,100,000","10,200,000","10,000,000","10,400,000",,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,"0","0","0","0","0","19,000,000","300,000","0","-2,700,000","-218,100,000","19,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,,,,,,,,"0","0","0","0","0","19,000,000","300,000","0","-2,700,000","-218,100,000","19,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"29,000,000","0",,,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"6,000,000","1,500,000","1,500,000","1,600,000","1,400,000","1,400,000","1,400,000","1,400,000","1,500,000","1,500,000","1,300,000","1,400,000","1,300,000","1,400,000","700,000","1,300,000","1,400,000","1,300,000","1,000,000","1,200,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-6,900,000",,,,,,,,,,"-49,000,000","-700,000","46,000,000","-4,600,000","-6,600,000","-6,600,000","-6,200,000","-7,200,000","-5,800,000","-5,500,000",,,,,,,,,,,,,,,,,"-4,400,000","-4,300,000",,,,,,
		ChangeInWorkingCapital,"-2,500,000","-18,100,000","8,500,000","-10,200,000","17,300,000","-900,000","10,400,000","2,400,000","-6,900,000","1,600,000","80,300,000","12,400,000","-1,600,000","11,600,000","96,700,000","2,600,000","11,300,000","4,700,000","32,900,000","-47,600,000",,,,,,,,,,,,,,,,,"-4,400,000","-4,300,000",,,,,,
			ChangeInReceivables,"-7,500,000","-6,800,000","-4,800,000","-4,400,000","8,500,000","5,400,000","10,900,000","-2,200,000","-6,900,000","7,000,000","15,400,000","4,100,000","0","-11,000,000","700,000","6,800,000","-9,600,000","-2,100,000","1,800,000","1,500,000",,,,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,,,,,,,"10,900,000","-2,200,000","-6,900,000","7,000,000","15,400,000","4,100,000","0","-11,000,000","700,000","3,300,000","-4,000,000","-4,200,000","-1,900,000","7,300,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"10,700,000","-2,700,000","10,200,000","1,800,000","1,400,000","-6,600,000","3,100,000","1,600,000","4,200,000","-3,200,000","68,200,000","4,300,000","-30,900,000","29,200,000","23,200,000","3,400,000","12,900,000","24,400,000","29,300,000","17,600,000",,,,,,,,,,,,,,,,,"-4,400,000","-4,300,000",,,,,,
			ChangeInPrepaidAssets,"-3,400,000","-5,700,000","1,000,000","-6,700,000","8,000,000","-1,000,000","5,100,000","-6,400,000","11,900,000","2,400,000","2,700,000","-5,600,000","35,900,000","-4,500,000","-9,100,000","-5,600,000","2,900,000","-1,400,000","-3,200,000","-16,100,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"800,000","-3,700,000","1,100,000","4,900,000","-1,500,000","400,000","-9,400,000","8,700,000","-16,800,000","-5,200,000","-6,000,000","8,100,000","-8,100,000","-3,700,000","80,800,000","500,000","1,200,000","-17,300,000","4,400,000","-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInPayable,"3,600,000","2,500,000","-1,000,000","3,200,000","-1,100,000","800,000","-1,000,000","-1,500,000","-200,000","-3,500,000","-2,600,000","100,000","-5,600,000","-4,800,000","-700,000","-5,600,000","6,000,000","-8,700,000","6,300,000","600,000",,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"3,600,000","2,500,000","-1,000,000","3,200,000","-1,100,000","800,000","-1,000,000","-1,500,000","-200,000","-3,500,000","-2,600,000","100,000","-5,600,000","-4,800,000","-700,000","-5,600,000","6,000,000","-8,700,000","6,300,000","600,000",,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"-2,800,000","-6,200,000","2,100,000","1,700,000","-400,000","-400,000","-8,400,000","10,200,000","-16,600,000","-1,700,000","-3,400,000","8,000,000","-2,500,000","1,100,000","81,500,000","6,100,000","-4,800,000","-8,600,000","-1,900,000","-1,600,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-3,100,000","800,000","1,000,000","-5,800,000","900,000","900,000","700,000","700,000","700,000","600,000","0","1,500,000","1,500,000","1,600,000","1,100,000","-2,500,000","3,900,000","1,100,000","600,000","-49,600,000",,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"82,200,000","-3,900,000","82,600,000","-1,100,000","4,600,000","10,400,000","-8,500,000","16,700,000","900,000","2,900,000","-2,100,000","-2,800,000","-183,300,000","-52,200,000","-43,900,000","-600,000","-4,100,000","-56,100,000","34,100,000","-14,700,000","-9,700,000","-13,600,000","29,000,000","-2,600,000","45,200,000","-97,200,000","-5,500,000","-18,500,000","1,600,000","23,400,000","-61,400,000","-28,000,000","3,900,000","57,500,000","-78,800,000","-96,200,000","-26,200,000","-10,500,000","-10,300,000","-21,000,000","-7,900,000","-10,900,000","-53,200,000","-12,200,000"
	CashFlowFromContinuingInvestingActivities,"82,200,000","-3,900,000","82,600,000","-1,100,000","4,600,000","10,400,000","-8,500,000","16,700,000","900,000","2,900,000","-2,100,000","-2,800,000","-183,300,000","-52,200,000","-43,900,000","-600,000","-4,100,000","-56,100,000","34,100,000","-14,700,000","-9,700,000","-13,600,000","29,000,000","-2,600,000","45,200,000","-97,200,000","-5,500,000","-18,500,000","1,600,000","23,400,000","-61,400,000","-28,000,000","3,900,000","57,500,000","-78,800,000","-96,200,000","-26,200,000","-10,500,000","-10,300,000","-21,000,000","-7,900,000","-10,900,000","-53,200,000","-12,200,000"
		CapitalExpenditureReported,"-52,100,000","-3,800,000","-27,400,000","-11,300,000","-9,600,000","-5,200,000","-7,400,000","-6,800,000","-4,700,000","-6,200,000","-4,900,000","-4,400,000","-186,800,000","-59,000,000","-54,500,000","-21,600,000","-12,600,000","-207,400,000","-8,800,000","-10,300,000","-17,300,000","-6,100,000","-4,600,000","-5,500,000","-7,600,000","-98,400,000","-8,500,000","-14,500,000","-13,100,000","-8,600,000","-47,800,000","-7,600,000","-11,200,000","-8,500,000","-402,400,000","-89,800,000","-6,600,000","-6,500,000","-11,000,000","-22,000,000","-7,500,000","-4,900,000","-55,500,000","-4,300,000"
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,"155,400,000","37,400,000","100,000","5,000,000","4,700,000","8,200,000","9,500,000","1,900,000","0","17,800,000","0","0","5,100,000","1,000,000",,"7,800,000","400,000","-1,100,000","0","8,700,000","-6,400,000","1,600,000","0","4,900,000","-4,100,000","7,300,000","0"
			SaleOfPPE,,,,,,,,,,,,,,,,,,"155,400,000","37,400,000","100,000","5,000,000","4,700,000","8,200,000","9,500,000","1,900,000","0","17,800,000","0","0","5,100,000","1,000,000",,"7,800,000","400,000","-1,100,000","0","2,200,000","100,000","1,600,000","0","0","800,000","7,300,000","0"
		NetBusinessPurchaseAndSale,"-2,200,000","-100,000","-1,900,000","0","-200,000","-600,000","-1,000,000","0","0","0","0","0","-800,000","-2,500,000","-1,300,000","-5,500,000","-11,700,000","-4,100,000","19,000,000","-5,700,000","-8,000,000","-13,900,000","24,100,000","-6,600,000","-18,300,000","-5,100,000","-100,000","-4,000,000","-3,200,000","22,300,000","-29,600,000","-20,700,000","1,700,000","-4,500,000","-11,700,000","-6,400,000","-21,800,000","-4,100,000",,,,"-6,800,000",,
			PurchaseOfBusiness,"-2,200,000","-100,000","-1,900,000","0","-200,000","-600,000","-1,000,000","0","0","0","0","0","-800,000","-2,500,000","-1,300,000","-5,500,000","-6,600,000","-9,200,000","-10,400,000","-7,600,000","-9,400,000","-14,500,000","-11,200,000","-9,600,000","-21,000,000","-5,400,000","-6,900,000","-4,400,000","-7,000,000","-11,100,000","-51,400,000","-28,900,000","-4,000,000","-5,000,000","-13,200,000","-7,900,000","-23,300,000","-4,700,000",,,,"-6,900,000",,
			SaleOfBusiness,,,,,,,,,,,,,,,,,,"5,100,000","29,400,000","1,900,000","1,400,000","600,000","35,300,000","3,000,000","2,700,000","300,000","6,800,000","400,000","3,800,000","33,400,000","21,800,000","8,200,000","5,700,000","500,000","1,500,000","1,500,000","1,500,000","600,000",,,,"100,000",,
