name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,03/31/1995,12/31/1994
TotalAssets,"1,483,804,000","1,412,318,000","1,393,146,000","1,397,140,000","1,378,121,000","1,432,712,000","1,467,589,000","1,533,436,000","1,534,216,000","1,526,164,000","1,825,669,000","1,726,354,000","1,529,699,000","1,505,491,000","1,502,707,000","1,566,915,000","1,467,178,000","1,199,103,000","1,120,008,000","1,149,273,000","1,163,627,000","1,172,276,000","1,238,610,000","1,272,273,000","1,400,540,000","1,422,015,000","1,510,004,000","1,712,974,000","1,725,663,000","1,833,805,000","1,961,445,000","2,043,838,000","2,209,491,000","2,217,848,000","2,275,621,000","2,296,218,000","2,262,147,000","2,297,915,000","2,276,098,000","2,256,664,000","2,239,701,000","2,168,366,000","2,074,795,000","2,081,607,000","1,996,189,000","1,913,183,000","1,014,246,000","962,759,000","947,330,000","892,608,000","849,603,000","844,171,000","874,518,000","943,129,000","987,041,000","1,025,640,000","823,908,000","866,701,000","807,632,000","787,947,000","771,612,000","906,201,000","875,517,000","900,091,000","919,066,000","886,820,000","1,026,000,000","1,006,000,000","1,029,000,000","1,068,000,000","1,036,000,000","1,036,000,000","1,031,000,000","967,000,000","924,000,000","919,000,000","880,000,000","859,000,000","826,000,000","869,000,000","817,000,000","797,000,000","838,000,000","835,000,000","879,000,000","908,000,000","862,000,000","898,000,000","892,000,000","933,000,000","992,000,000","1,006,000,000","1,110,000,000","1,137,000,000","1,169,000,000","1,273,000,000","1,230,000,000","1,233,000,000","1,185,000,000","1,201,000,000","1,066,000,000","988,000,000","913,000,000","877,000,000","884,000,000","864,000,000","896,000,000","919,000,000","778,000,000"
	CurrentAssets,"702,929,000","627,857,000","604,522,000","604,340,000","583,730,000","629,167,000","657,571,000","712,973,000","706,192,000","682,580,000","1,000,757,000","881,339,000","671,087,000","638,051,000","630,641,000","694,250,000","631,076,000","354,542,000","296,429,000","325,312,000","328,781,000","330,933,000","371,121,000","397,615,000","408,487,000","426,878,000","513,315,000","589,776,000","600,696,000","644,995,000","681,314,000","742,383,000","795,565,000","775,658,000","805,344,000","831,691,000","796,374,000","823,001,000","820,236,000","810,710,000","786,722,000","731,950,000","682,537,000","676,389,000","613,407,000","545,884,000","521,898,000","495,981,000","479,913,000","428,898,000","389,961,000","391,809,000","382,591,000","463,423,000","493,046,000","516,755,000","463,773,000","508,793,000","454,071,000","448,034,000","438,192,000","569,245,000","454,796,000","467,878,000","490,465,000","459,687,000","455,000,000","450,000,000","457,000,000","480,000,000","482,000,000","470,000,000","465,000,000","388,000,000","355,000,000","348,000,000","318,000,000","313,000,000","304,000,000","361,000,000","320,000,000","322,000,000","331,000,000","340,000,000","350,000,000","361,000,000","365,000,000","398,000,000","387,000,000","420,000,000","467,000,000","486,000,000","586,000,000","578,000,000","615,000,000","623,000,000","575,000,000","566,000,000","549,000,000","557,000,000","505,000,000","483,000,000","475,000,000","430,000,000","432,000,000","403,000,000","445,000,000","488,000,000","362,000,000"
		CashCashEquivalentsAndShortTermInvestments,"85,053,000","57,514,000","86,656,000","114,131,000","96,446,000","145,442,000","158,841,000","187,656,000","152,109,000","80,935,000","381,164,000","205,255,000","42,289,000","49,880,000","102,507,000","166,140,000","138,373,000","13,365,000","16,376,000","11,930,000","18,481,000","11,610,000","12,147,000","13,409,000","9,832,000","6,927,000","13,461,000","14,505,000","10,961,000","17,550,000","10,878,000","20,728,000","17,324,000","11,888,000","11,470,000","10,986,000","11,304,000","17,317,000","16,193,000","7,137,000","12,817,000","12,429,000","11,340,000","9,296,000","11,248,000","13,096,000","66,503,000","63,376,000","88,532,000","50,181,000","8,665,000","17,629,000","6,113,000","11,664,000","11,132,000","13,563,000","6,974,000","54,741,000","8,882,000","33,474,000","26,733,000","149,517,000","18,710,000","6,433,000","21,301,000","5,968,000","6,000,000","10,000,000","16,000,000","24,000,000","61,000,000","56,000,000","66,000,000","34,000,000","6,000,000","8,000,000","9,000,000","11,000,000","18,000,000","51,000,000","33,000,000","38,000,000","20,000,000","35,000,000","56,000,000","47,000,000","11,000,000","11,000,000","15,000,000","20,000,000","19,000,000","18,000,000","68,000,000","58,000,000","86,000,000","70,000,000","51,000,000","58,000,000","72,000,000","60,000,000","77,000,000","95,000,000","91,000,000","39,000,000","48,000,000","53,000,000","102,000,000","158,000,000","60,000,000"
			CashAndCashEquivalents,"85,053,000","57,514,000","86,656,000","114,131,000","96,446,000","145,442,000","158,841,000","187,656,000","152,109,000","80,935,000","381,164,000","205,255,000","42,289,000","49,880,000","102,507,000","166,140,000","138,373,000","13,365,000","16,376,000","11,930,000","18,481,000","11,610,000","12,147,000","13,409,000","9,832,000","6,927,000","13,461,000","14,505,000","10,961,000","17,550,000","10,878,000","20,728,000","17,324,000","11,888,000","11,470,000","10,986,000","11,304,000","17,317,000","16,193,000","7,137,000","12,817,000","12,429,000","11,340,000","9,296,000","11,248,000","13,096,000","66,503,000","63,376,000","88,532,000","50,181,000","8,665,000","17,629,000","6,113,000","11,664,000","11,132,000","13,563,000","6,974,000","54,741,000","8,882,000","33,474,000","26,733,000","149,517,000","18,710,000","6,433,000","21,301,000","5,968,000","6,000,000","10,000,000","16,000,000","24,000,000","61,000,000","56,000,000","66,000,000","34,000,000","6,000,000","8,000,000","9,000,000","11,000,000","18,000,000","51,000,000","33,000,000","38,000,000","20,000,000","35,000,000","56,000,000","47,000,000","11,000,000","11,000,000","15,000,000","17,000,000","13,000,000","18,000,000","68,000,000","58,000,000","86,000,000","70,000,000","51,000,000","58,000,000","72,000,000","60,000,000","77,000,000","95,000,000","91,000,000","39,000,000","48,000,000","53,000,000","102,000,000","158,000,000","60,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000","6,000,000",,,,,,,,,,,,,,,,,,
		Receivables,"213,280,000","248,408,000","183,562,000","173,409,000","195,930,000","193,313,000","164,195,000","181,308,000","198,943,000","260,941,000","264,157,000","313,636,000","278,410,000","267,528,000","204,704,000","220,631,000","252,216,000","135,468,000","80,132,000","81,997,000","74,659,000","93,552,000","74,613,000","80,459,000","91,407,000","112,902,000","111,024,000","121,686,000","155,108,000","202,756,000","163,971,000","177,541,000","205,685,000","199,566,000","205,427,000","206,661,000","188,761,000","261,654,000","230,096,000","217,487,000","189,915,000","253,151,000","239,376,000","237,715,000","203,546,000","179,755,000","158,687,000","153,837,000","123,066,000","117,620,000","110,450,000","92,208,000","91,452,000","146,986,000","188,031,000","188,590,000","158,450,000","158,486,000","168,756,000","153,233,000","157,420,000","166,528,000","144,357,000","160,286,000","161,654,000","184,580,000","172,000,000","170,000,000","176,000,000","206,000,000","183,000,000","185,000,000","163,000,000","126,000,000","123,000,000","119,000,000","99,000,000","108,000,000","103,000,000","117,000,000","97,000,000","95,000,000","103,000,000","97,000,000","98,000,000","121,000,000","126,000,000","147,000,000","145,000,000","171,000,000","181,000,000","190,000,000","211,000,000","198,000,000","205,000,000","235,000,000","228,000,000","242,000,000","233,000,000","247,000,000","203,000,000","185,000,000","176,000,000","197,000,000","194,000,000","180,000,000","164,000,000","156,000,000","148,000,000"
			AccountsReceivable,"213,280,000","207,547,000","183,562,000","173,409,000","195,930,000","182,647,000","164,195,000","181,308,000","198,943,000","247,051,000","264,157,000","313,636,000","278,410,000","248,286,000","204,704,000","220,631,000","252,216,000","116,841,000","80,132,000","81,997,000","74,659,000","80,568,000","74,613,000","80,459,000","91,407,000","102,815,000","111,024,000","121,686,000","155,108,000","162,919,000","163,971,000","177,541,000","205,685,000","199,566,000","205,427,000","206,661,000","188,761,000","236,429,000","230,096,000","217,487,000","189,915,000","257,304,000","239,376,000","237,715,000","203,546,000","179,755,000","158,687,000","153,837,000","123,066,000","117,620,000","104,450,000","92,208,000","91,452,000","146,986,000","188,031,000","188,590,000","158,450,000","158,486,000","168,756,000","153,233,000","157,420,000","166,528,000","144,357,000","160,286,000","161,654,000","184,580,000","172,000,000","170,000,000","176,000,000","206,000,000","183,000,000","185,000,000","163,000,000","126,000,000","123,000,000","119,000,000","99,000,000","108,000,000","103,000,000","117,000,000","97,000,000","95,000,000","103,000,000","97,000,000","98,000,000","121,000,000",,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"221,298,000","214,382,000","191,586,000","181,586,000","204,995,000","190,890,000","173,168,000","189,555,000","206,328,000","252,525,000","268,320,000","315,575,000","279,446,000","249,415,000","205,669,000","222,037,000","253,210,000","117,938,000","80,519,000","82,364,000","75,024,000","80,894,000",,"80,871,000","91,893,000","103,119,000","117,446,000","128,145,000","161,690,000","170,390,000","172,563,000","186,104,000","214,314,000","206,284,000","212,630,000","213,521,000","195,097,000","244,000,000","234,249,000","222,281,000","194,440,000",,"243,268,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-8,018,000","-6,835,000","-8,024,000","-8,177,000","-9,065,000","-8,243,000","-8,973,000","-8,247,000","-7,385,000","-5,474,000","-4,163,000","-1,939,000","-1,036,000","-1,129,000","-965,000","-1,406,000","-994,000","-1,097,000","-387,000","-367,000","-365,000","-326,000",,"-412,000","-486,000","-304,000","-6,422,000","-6,459,000","-6,582,000","-7,471,000","-8,592,000","-8,563,000","-8,629,000","-6,718,000","-7,203,000","-6,860,000","-6,336,000","-7,571,000","-4,153,000","-4,794,000","-4,525,000",,"-3,892,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"6,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
