name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
OperatingCashFlow,"1,489,900,000","237,200,000","365,700,000","433,100,000","453,900,000","246,500,000","425,100,000","381,300,000","-52,800,000","450,900,000","423,300,000","577,900,000","301,000,000","283,600,000","379,500,000","484,100,000","393,300,000","490,500,000","402,900,000","463,500,000","440,500,000","275,400,000","627,200,000","352,600,000","387,200,000","265,200,000","387,100,000","151,300,000","186,800,000","91,500,000","354,200,000","255,700,000","254,100,000","188,800,000","300,200,000","292,700,000","189,700,000","180,500,000","368,000,000","345,000,000","231,500,000","207,400,000","393,100,000","350,600,000","251,000,000","182,200,000","341,000,000","320,300,000","272,700,000","259,500,000","385,500,000","352,300,000","195,100,000","184,600,000","206,900,000","307,900,000","280,600,000","242,700,000","421,900,000","166,800,000","282,500,000","213,200,000","247,100,000","285,700,000","305,200,000","202,700,000","250,500,000","231,600,000","243,600,000","152,500,000","257,900,000","206,000,000","204,300,000","194,000,000","169,000,000","98,900,000","122,100,000","104,800,000","83,200,000","55,400,000","49,100,000","32,500,000","51,600,000","8,300,000"
	CashFlowFromContinuingOperatingActivities,"1,591,400,000","315,700,000","365,700,000","433,100,000","453,900,000","246,500,000","425,100,000","381,300,000","-52,800,000","450,900,000","423,300,000","577,900,000","301,000,000","283,600,000","379,500,000","484,100,000","393,300,000","490,500,000","402,900,000","463,500,000","440,500,000","275,400,000","627,200,000","352,600,000","387,200,000","265,200,000","387,100,000","151,300,000","186,800,000","91,500,000","354,200,000","255,700,000","254,100,000","188,800,000","300,200,000","292,700,000","189,700,000","180,500,000","368,000,000","345,000,000","231,500,000","207,400,000","393,100,000","350,600,000","251,000,000","182,200,000","341,000,000","320,300,000","272,700,000","259,500,000","385,500,000","352,300,000","195,100,000","184,600,000","206,900,000","307,900,000","280,600,000","242,700,000","421,900,000","166,800,000","282,500,000","213,200,000","247,100,000","285,700,000","305,200,000","202,700,000","250,500,000","231,600,000","243,600,000","152,500,000","257,900,000","206,000,000","204,300,000","194,000,000","169,000,000","98,900,000","122,100,000","104,800,000","83,200,000","55,400,000","49,100,000","32,500,000","51,600,000","8,300,000"
		NetIncomeFromContinuingOperations,"282,300,000","73,200,000","-83,900,000","145,800,000","142,500,000","197,700,000","333,800,000","246,100,000","-208,200,000","-509,100,000","321,400,000","432,000,000","131,900,000","246,200,000","-902,500,000","162,100,000","184,900,000","176,200,000","1,231,200,000","98,800,000","184,100,000","299,300,000","69,700,000","157,900,000","-28,800,000","105,800,000","126,700,000","900,000","-158,200,000","176,800,000","156,500,000","165,300,000","176,100,000","221,100,000","235,400,000","154,100,000","151,700,000","218,000,000","152,300,000","177,700,000","214,000,000","208,900,000","156,100,000","191,200,000","203,800,000","208,900,000","34,900,000","191,100,000","165,500,000","205,400,000","155,200,000","149,900,000","210,100,000","202,200,000","167,500,000","214,700,000","227,100,000","239,300,000","263,800,000","44,500,000","231,500,000","233,400,000","244,700,000","183,300,000","200,900,000","205,600,000","199,600,000","168,600,000","190,700,000","173,600,000","200,000,000","127,900,000","116,300,000","97,600,000","37,000,000","85,000,000","89,000,000","135,300,000","72,200,000","65,100,000","65,900,000","54,600,000","43,200,000","27,400,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,100,000","10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"38,500,000","-30,100,000",,,,,,,,,,"18,200,000","34,700,000","500,000","2,100,000","2,000,000","3,300,000","6,500,000",,,"53,900,000","-80,500,000","80,500,000","-89,100,000",,,,,,
		DepreciationAmortizationDepletion,"1,065,500,000","233,800,000","267,100,000","265,100,000","266,500,000","268,700,000","265,400,000","258,600,000","255,700,000","253,000,000","253,900,000","251,500,000","253,000,000","247,700,000","254,800,000","260,600,000","261,600,000","263,500,000","264,500,000","266,500,000","264,100,000","267,600,000","252,000,000","288,100,000","252,300,000","246,900,000","284,300,000","239,500,000","99,600,000","89,000,000","92,600,000","90,900,000","91,300,000","101,000,000","90,100,000","91,900,000","91,400,000","85,100,000","90,200,000","82,700,000","93,400,000","96,800,000","94,300,000","90,900,000","88,600,000","86,100,000","90,700,000","83,700,000","80,900,000","84,900,000","87,800,000","88,200,000","81,800,000","79,600,000","79,100,000","66,800,000","67,400,000","61,800,000","62,400,000","58,200,000","56,000,000","53,400,000","52,600,000","51,300,000","47,300,000","46,200,000","49,700,000","45,600,000","45,300,000","45,100,000","46,700,000","47,300,000","45,600,000","41,700,000","40,600,000","21,300,000","21,800,000","19,600,000","6,600,000","6,400,000","6,800,000","5,500,000","5,200,000","5,700,000"
			DepreciationAndAmortization,"1,065,500,000","233,800,000","267,100,000","265,100,000","266,500,000","268,700,000","265,400,000","258,600,000","255,700,000","253,000,000","253,900,000","251,500,000","253,000,000","247,700,000","254,800,000","260,600,000","261,600,000","263,500,000","264,500,000","266,500,000","264,100,000","267,600,000","252,000,000","288,100,000","252,300,000","246,900,000","284,300,000","239,500,000","99,600,000","89,000,000","92,600,000","90,900,000","91,300,000","101,000,000","90,100,000","91,900,000","91,400,000","85,100,000","90,200,000","82,700,000","93,400,000","96,800,000","94,300,000","90,900,000","88,600,000","86,100,000","90,700,000","83,700,000","80,900,000","84,900,000","87,800,000","88,200,000","81,800,000","79,600,000","79,100,000","66,800,000","67,400,000","61,800,000","62,400,000","58,200,000","56,000,000","53,400,000","52,600,000","51,300,000","47,300,000","46,200,000","49,700,000","45,600,000","45,300,000","45,100,000","46,700,000","47,300,000","45,600,000","41,700,000","40,600,000","21,300,000","21,800,000","19,600,000","6,600,000","6,400,000","6,800,000","5,500,000","5,200,000","5,700,000"
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74,800,000","2,700,000","1,100,000","6,200,000","-17,400,000","1,100,000","3,300,000","6,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,000,000",,,,"59,100,000",,"3,300,000","-1,600,000","20,300,000",,"9,900,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-74,800,000","2,700,000","1,100,000","6,200,000","-17,400,000","1,100,000","3,300,000","6,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,000,000",,,,"59,100,000",,"3,300,000","-1,600,000","20,300,000",,"9,900,000"
		AssetImpairmentCharge,,,"0","0","16,300,000","0","0","0","33,000,000","612,000,000","0","0",,,"975,900,000","3,800,000",,,"272,000,000","32,700,000",,,"2,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"88,400,000","23,200,000","17,700,000","21,200,000","24,800,000","21,600,000","17,700,000","23,700,000","21,800,000","16,500,000","22,700,000","21,600,000","19,700,000","20,300,000","20,200,000","19,300,000","12,100,000","13,900,000","13,600,000","12,400,000","13,700,000","14,000,000","11,400,000","15,200,000","18,000,000","12,700,000","11,700,000","13,500,000","8,300,000","12,900,000","12,400,000","12,800,000","13,000,000","11,200,000","11,400,000","10,900,000","12,200,000","14,000,000","13,300,000","13,900,000","15,000,000","12,800,000","14,400,000","14,400,000","17,400,000","14,300,000","16,600,000","14,800,000","17,900,000","12,700,000","17,600,000","17,600,000","23,000,000","17,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
