name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,03/31/2017,03/31/2016
OperatingCashFlow,"99,000,000","-87,000,000","120,000,000","-146,000,000","212,000,000","30,000,000","-191,000,000","-173,000,000","-13,000,000","-180,000,000","82,000,000","66,000,000"
	CashFlowFromContinuingOperatingActivities,"99,000,000","-87,000,000","120,000,000","-146,000,000","212,000,000","30,000,000","-191,000,000","-173,000,000","-13,000,000","-180,000,000","82,000,000","66,000,000"
		NetIncomeFromContinuingOperations,"-132,000,000","-121,000,000","-53,000,000","23,000,000","19,000,000","-91,000,000","-127,000,000","-51,000,000","17,000,000","-64,000,000","0","30,000,000"
		OperatingGainsLosses,,,"-5,000,000","-19,000,000","-19,000,000","5,000,000","-3,000,000","-17,000,000","-58,000,000","39,000,000","-8,000,000","-12,000,000"
			GainLossOnSaleOfBusiness,,,,,,"0",,,,"56,000,000",,
			GainLossOnSaleOfPPE,"-52,000,000","-7,000,000","-5,000,000","-19,000,000","-21,000,000","-15,000,000","-11,000,000","-18,000,000","-2,000,000","-17,000,000",,
			GainLossOnInvestmentSecurities,,,"0","0","2,000,000","20,000,000","8,000,000","2,000,000","35,000,000","-42,000,000","-8,000,000","-12,000,000"
		DepreciationAmortizationDepletion,"43,000,000","13,000,000","10,000,000","10,000,000","10,000,000","8,000,000","10,000,000","8,000,000","7,000,000","8,000,000","13,000,000","18,000,000"
			DepreciationAndAmortization,"43,000,000","13,000,000","10,000,000","10,000,000","10,000,000","8,000,000","10,000,000","8,000,000","7,000,000","8,000,000","13,000,000","18,000,000"
		DeferredTax,"-50,000,000","-40,000,000","-23,000,000","18,000,000","-5,000,000","-22,000,000","-5,000,000","64,000,000","-37,000,000","-36,000,000","-23,000,000","3,000,000"
			DeferredIncomeTax,"-50,000,000","-40,000,000","-23,000,000","18,000,000","-5,000,000","-22,000,000","-5,000,000","64,000,000","-37,000,000","-36,000,000","-23,000,000","3,000,000"
		AmortizationOfSecurities,,,"0","0",,,,"0",,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,"0","0"
		StockBasedCompensation,"11,000,000","3,000,000","3,000,000","3,000,000","2,000,000","3,000,000","2,000,000","2,000,000","2,000,000","2,000,000","18,000,000","11,000,000"
		OtherNonCashItems,,,,"0","-18,000,000","5,000,000","6,000,000","1,000,000","35,000,000","-25,000,000","43,000,000",
		ChangeInWorkingCapital,"269,000,000","58,000,000","188,000,000","-181,000,000","204,000,000","127,000,000","-70,000,000","-180,000,000","21,000,000","-104,000,000","39,000,000","16,000,000"
			ChangeInReceivables,"-3,000,000","-9,000,000","1,000,000","3,000,000","2,000,000","-20,000,000","14,000,000","1,000,000","15,000,000","31,000,000","-7,000,000","2,000,000"
				ChangesInAccountReceivables,"-3,000,000","-9,000,000","1,000,000","3,000,000","2,000,000","-20,000,000","14,000,000","1,000,000","15,000,000","31,000,000","-7,000,000","2,000,000"
