name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
OperatingCashFlow,"-162,979,000","-102,315,000","58,805,000","-92,574,000","-26,895,000","28,694,000","135,302,000","68,589,000","-12,577,000","40,734,000","161,631,000","-52,882,000","-31,400,000","52,703,000","31,392,000","13,974,000","-3,471,000","29,790,000","25,217,000","18,308,000","6,031,000","26,759,000","49,390,000","31,410,000","-12,999,000","48,623,000","6,735,000","8,219,000","4,037,000","7,721,000","40,732,000","7,671,000","-35,000","-7,762,000","31,112,000","2,583,000","8,041,000","156,000","26,564,000","11,802,000","-4,337,000","3,832,000","36,654,000","24,974,000","-5,990,000","97,000","14,280,000","9,709,000","14,642,000","10,526,000","16,075,000","12,699,000","-2,467,000","14,334,000","19,437,000","-486,000","-20,000","179,000","-1,500,000","-18,840,000","2,221,000","2,447,000","1,335,000","-1,816,000","-5,871,000","6,927,000","-2,134,503"
	CashFlowFromContinuingOperatingActivities,"-162,979,000","-102,315,000","58,805,000","-92,574,000","-26,895,000","28,694,000","135,302,000","68,589,000","-12,577,000","40,734,000","161,631,000","-52,882,000","-31,400,000","52,703,000","31,392,000","13,974,000","-3,471,000","29,790,000","25,217,000","18,308,000","6,031,000","26,759,000","49,390,000","31,410,000","-12,999,000","48,623,000","6,735,000","8,219,000","4,037,000","7,721,000","40,732,000","7,671,000","-35,000","-7,762,000","31,112,000","2,583,000","8,041,000","156,000","26,564,000","11,802,000","-4,337,000","3,832,000","36,654,000","24,974,000","-5,990,000","97,000","14,280,000","9,709,000","14,642,000","10,526,000","16,075,000","12,699,000","-2,467,000","14,334,000","19,437,000","-486,000","-20,000","179,000","-1,500,000","-18,840,000","2,221,000","2,447,000","1,335,000","-1,816,000","-5,871,000","6,927,000","-2,134,503"
		NetIncomeFromContinuingOperations,"-7,459,000","-30,406,000","-31,511,000","57,216,000","-2,758,000","7,443,000","13,335,000","93,252,000","58,616,000","-18,135,000","20,041,000","35,532,000","7,207,000","22,520,000","25,191,000","31,929,000","10,471,000","20,401,000","4,621,000","22,081,000","7,903,000","16,359,000","13,681,000","19,512,000","4,814,000","3,932,000","19,331,000","12,793,000","7,252,000","4,754,000","9,386,000","14,607,000","8,530,000","5,280,000","3,188,000","7,804,000","8,294,000","8,355,000","-5,938,000",,,,,,,"7,477,000","7,000,000","7,032,000","5,314,000","6,168,000","5,132,000","2,594,000","-2,609,000","-1,787,000","5,422,000","3,852,000","-4,513,000","-4,005,000","20,715,000","-1,378,000","-4,776,000","-5,501,000","-1,783,000","10,042,000","-1,777,000","-2,917,000","14,830"
		OperatingGainsLosses,,"16,835,000","-3,134,000",,,,"-337,000",,,,,,,,,,,,"-224,000","15,000","-1,046,000","53,000","-1,370,000","23,000",,,"-3,274,000","177,000","2,000","22,000","219,000","37,000","0","-10,000","540,000","-632,000","99,000","182,000","554,000","612,000","97,000","69,000","123,000","3,000","3,000","470,000","87,000","70,000","2,000","45,000","26,000","74,000","87,000","15,000","-49,000","212,000","23,000","45,000","0","13,000","0","35,000","5,000",,,"525,000",
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,"-1,267,000","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,"4,000","0","42,000","6,000","23,000",,,"13,000","177,000","2,000","22,000","219,000","37,000","0","-10,000",,"-632,000","99,000","182,000","554,000","612,000","97,000","69,000","123,000","3,000","3,000","470,000","87,000","70,000","2,000","45,000","26,000","74,000","87,000","15,000",,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"16,835,000",,,,,,,,,,,,,,,,,,"0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,"33,000","11,000","10,000","11,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"37,049,000","11,241,000","9,331,000","8,343,000","8,134,000","7,501,000","9,057,000","7,921,000","10,325,000","7,459,000","9,415,000","9,839,000","9,181,000","8,724,000","9,497,000","9,415,000","8,915,000","8,747,000","10,976,000","5,708,000","5,329,000","3,486,000","3,435,000","3,442,000","3,354,000","3,375,000","4,521,000","3,558,000","3,450,000","3,561,000","3,471,000","3,258,000","3,178,000","3,142,000","3,140,000","2,480,000","3,265,000","3,284,000","3,491,000","2,868,000","2,711,000","2,602,000","3,075,000","2,597,000","2,457,000","2,183,000","1,868,000","1,918,000","1,917,000","1,838,000","1,921,000","2,289,000","1,950,000","1,914,000","1,894,000","1,844,000","1,725,000","1,566,000","1,322,000","1,530,000","1,253,000","1,206,000","3,575,000","893,000","922,000","922,000","890,324"
			DepreciationAndAmortization,"37,049,000","11,241,000","9,331,000","8,343,000","8,134,000","7,501,000","9,057,000","7,921,000","10,325,000","7,459,000","9,415,000","9,839,000","9,181,000","8,724,000","9,497,000","9,415,000","8,915,000","8,747,000","10,976,000","5,708,000","5,329,000","3,486,000","3,435,000","3,442,000","3,354,000","3,375,000","4,521,000","3,558,000","3,450,000","3,561,000","3,471,000","3,258,000","3,178,000","3,142,000","3,140,000","2,480,000","3,265,000","3,284,000","3,491,000","2,868,000","2,711,000","2,602,000","3,075,000","2,597,000","2,457,000","2,183,000","1,868,000","1,918,000","1,917,000","1,838,000","1,921,000","2,289,000","1,950,000","1,914,000","1,894,000","1,844,000","1,725,000","1,566,000","1,322,000","1,530,000","1,253,000","1,206,000","3,575,000","893,000","922,000","922,000","890,324"
