name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
TotalAssets,"3,077,128,000","3,180,795,000","3,205,973,000","3,201,094,000","3,266,558,000","3,360,949,000","3,365,525,000","3,373,854,000","3,391,066,000","3,623,557,000","3,827,010,000","3,917,057,000","4,026,309,000","4,014,271,000","4,106,685,000","4,079,881,000","4,111,781,000","3,782,051,000","3,784,589,000","3,770,603,000","3,593,103,000","3,499,625,000","3,398,220,000","3,273,166,000","3,179,484,000","3,204,230,000","3,214,162,000","3,096,006,000","2,981,401,000","2,909,681,000","2,685,920,000","2,630,280,000","2,363,457,000","2,309,796,000","2,193,672,000","2,074,578,000","1,976,575,000","1,916,341,000","1,629,025,000","1,592,889,000","1,511,081,000","1,374,186,000","1,245,126,000","1,200,193,000","1,082,316,000","1,047,449,000","920,973,000","830,729,000","817,092,000","808,832,000","796,706,000","402,630,644","403,363,785","403,150,260","404,438,928","401,645,852","402,057,779"
	CurrentAssets,"351,423,000","424,410,000","392,570,000","321,782,000","322,313,000","347,821,000","286,539,000","229,309,000","180,262,000","342,935,000","293,922,000","320,741,000","396,888,000","390,384,000","497,413,000","495,923,000","572,185,000","411,072,000","452,764,000","462,982,000","516,725,000","516,770,000","531,199,000","536,898,000","506,379,000","481,718,000","621,553,000","591,618,000","602,286,000","573,113,000","638,431,000","616,444,000","361,482,000","369,558,000","378,479,000","376,020,000","383,234,000","367,166,000","287,751,000","264,711,000","240,941,000","227,242,000","215,773,000","195,589,000","193,756,000","208,729,000","179,980,000","190,203,000","210,381,000","221,056,000","222,094,000","176,403","85,582","143,474","536,510","118,630","844,763"
		CashCashEquivalentsAndShortTermInvestments,"232,015,000","320,913,000","289,006,000","219,394,000","222,316,000","244,726,000","182,702,000","119,115,000","67,289,000","223,561,000","171,629,000","175,846,000","275,659,000","273,352,000","381,454,000","375,944,000","450,732,000","297,626,000","350,361,000","356,521,000","419,135,000","410,495,000","426,374,000","443,088,000","412,137,000","388,994,000","512,570,000","476,848,000","488,198,000","472,385,000","523,080,000","500,487,000","255,208,000","262,989,000","270,322,000","275,689,000","271,925,000","254,418,000","189,399,000","166,662,000","146,928,000","136,366,000","124,833,000","103,767,000","103,942,000","119,932,000","104,636,000","120,743,000","145,653,000","147,178,000","136,631,000","118,070","2,249","129,140","489,843","36,963","728,096"
			CashAndCashEquivalents,"232,015,000","320,913,000","287,004,000","213,408,000","214,835,000","237,178,000","182,702,000","119,115,000","67,289,000","223,561,000","171,629,000","175,846,000","275,659,000","273,352,000","381,454,000","176,105,000","430,721,000","285,873,000","330,061,000","335,199,000","386,201,000","371,167,000","374,006,000","366,981,000","287,202,000","185,665,000","290,682,000","198,874,000","217,778,000","211,249,000","307,121,000","336,328,000","184,484,000","186,342,000","196,997,000","196,848,000","205,310,000","254,418,000","189,399,000","166,662,000","146,928,000","136,366,000","124,833,000","103,767,000","103,942,000","119,932,000","104,636,000","120,743,000","145,653,000","147,178,000","136,631,000","118,070","2,249","129,140","489,843","36,963","728,096"
				CashFinancial,"33,078,000","28,496,000","43,323,000","40,837,000","13,668,000","27,168,000","20,886,000","19,034,000","11,247,000","13,943,000","14,775,000","13,246,000","10,649,000","20,879,000","16,562,000","20,112,000","21,954,000","24,092,000","140,957,000","117,885,000","117,189,000","102,194,000","114,237,000","136,660,000","115,899,000","67,005,000","182,514,000","97,813,000","109,845,000","86,792,000","133,546,000","209,538,000","79,704,000","86,074,000","91,911,000","95,975,000","90,272,000",,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"198,937,000","292,417,000","243,681,000","172,571,000","201,167,000","210,010,000","161,816,000","100,081,000","56,042,000","209,618,000","156,854,000","162,600,000","265,010,000","252,473,000","364,892,000","155,993,000","408,767,000","261,781,000","189,104,000","217,314,000","269,012,000","268,973,000","259,769,000","230,321,000","171,303,000","118,660,000","108,168,000","101,061,000","107,933,000","124,457,000","173,575,000","126,790,000","104,780,000","100,268,000","105,086,000","100,873,000","115,038,000",,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,"2,002,000","5,986,000","7,481,000","7,548,000",,,,,,,,"0","0","199,839,000","20,011,000","11,753,000","20,300,000","21,322,000","32,934,000","39,328,000","52,368,000","76,107,000","124,935,000","203,329,000","221,888,000","277,974,000","270,420,000","261,136,000","215,959,000","164,159,000","70,724,000","76,647,000","73,325,000","78,841,000","66,615,000",,,,,,,,,,,,,,,,,,,,
		Receivables,"80,055,000","63,410,000","70,390,000","63,958,000","59,895,000","61,151,000","59,340,000","60,397,000","64,485,000","68,697,000","70,060,000","91,628,000","68,460,000","71,210,000","73,531,000","74,719,000","75,130,000","68,031,000","61,032,000","63,379,000","57,547,000","57,373,000","61,608,000","58,544,000","53,284,000","51,668,000","50,996,000","56,634,000","50,897,000","50,672,000","60,280,000","70,612,000","59,048,000","55,443,000","65,459,000","56,391,000","58,511,000","60,437,000","59,069,000","63,725,000","63,152,000","61,748,000","65,853,000","66,176,000","64,930,000","61,381,000","54,391,000","46,729,000","45,358,000","41,189,000","46,571,000","0","0","2,667",,,
			AccountsReceivable,"80,055,000","63,410,000","70,390,000","63,958,000","59,895,000","61,151,000","59,340,000","60,397,000","64,485,000","68,697,000","70,060,000","91,628,000","68,460,000","71,210,000","73,531,000","74,719,000","75,130,000","68,031,000","61,032,000","63,379,000","57,547,000","57,373,000","61,608,000","58,544,000","53,284,000","51,668,000","50,996,000","56,634,000","50,897,000","50,672,000","60,280,000","70,261,000","58,356,000","54,758,000","64,550,000","55,091,000","57,210,000","56,135,000","54,734,000","59,378,000","58,804,000","57,418,000","59,295,000","59,568,000","54,127,000","50,278,000","54,391,000","46,729,000","45,358,000","41,189,000","46,571,000",,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,"58,373,000",,,,"52,268,000",,,,"51,572,000",,,,"55,258,000",,,,"57,235,000",,,,,,,,,,,,,,,,,,,
