name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,06/30/2013
OperatingCashFlow,"-294,625,485","-82,849,000","-73,184,535","-79,266,764","-59,325,234","-47,766,952","-68,242,719","-63,579,111","-47,024,797","-51,226,218","-35,055,916","-29,989,290","-27,308,710","-35,629,325","-29,161,536","-28,409,537","-33,614,041","-26,983,999","-24,792,734","-14,412,227","-24,888,290","-16,398,561","-28,450,347","-29,657,041","-13,499,416","-19,650,423","-35,055,633","-20,510,560","-31,004,682","-15,709,090","-6,206,335","-4,420,502","-5,197,476","-6,982,837","-8,627,808","-9,921"
	CashFlowFromContinuingOperatingActivities,"-294,625,485","-82,849,000","-73,184,535","-79,266,764","-59,325,234","-47,766,952","-68,242,719","-63,579,111","-47,024,797","-51,226,218","-35,055,916","-29,989,290","-27,308,710","-35,629,325","-29,161,536","-28,409,537","-33,614,041","-26,983,999","-24,792,734","-14,412,227","-24,888,290","-16,398,561","-28,450,347","-29,657,041","-13,499,416","-19,650,423","-35,055,633","-20,510,560","-31,004,682","-15,709,090","-6,206,335","-4,420,502","-5,197,476","-6,982,837","-8,627,808","-9,921"
		NetIncomeFromContinuingOperations,"-303,504,666","-72,119,000","-85,733,937","-76,908,004","-68,743,782","-52,739,943","-60,699,178","-55,183,625","-63,712,258","-47,410,602","-40,582,851","-34,862,399","-37,441,165","-34,835,763","-40,748,036","-41,522,914","-37,376,383","-35,480,078","-30,208,712","-22,870,416","-17,760,704","-26,933,582","-27,485,039","-30,265,327","-30,834,453","-27,841,449","-28,834,516","-32,160,483","-21,511,318","-22,286,824","-15,199,130","-6,415,507","-4,533,539","-4,543,284","-8,040,810","-10,883"
		DepreciationAmortizationDepletion,"577,360","171,000","146,826","133,945","125,581","127,008","125,972","121,044","132,300","148,802","141,660","129,052","105,056","101,353","95,467","94,930","95,778","82,498","58,610","53,461","51,372","50,429","50,088","50,070","48,747","47,967","47,032","45,474","31,880","15,240","6,325","6,409","6,430","6,317","7,428",
			DepreciationAndAmortization,"577,360","171,000","146,826","133,945","125,581","127,008","125,972","121,044","132,300","148,802","141,660","129,052","105,056","101,353","95,467","94,930","95,778","82,498","58,610","53,461","51,372","50,429","50,088","50,070","48,747","47,967","47,032","45,474","31,880","15,240","6,325","6,409","6,430","6,317","7,428",
				Depreciation,"577,360","171,000","146,826","133,945","125,581","127,008","125,972","121,044","132,300","148,802","141,660","129,052","105,056","101,353","95,467","94,930","95,778","82,498","58,610","53,461","51,372","50,429","50,088","50,070","48,747","47,967","47,032","45,474","31,880","15,240","6,325","6,409","6,430","6,317","7,428",
		AmortizationOfSecurities,"-7,072,828","-4,079,000","-778,777","-1,593,187","-621,916","-1,085,948","-470,874","157,483","-36,647","-298,210","-260,185","-224,829","-289,785","-356,798","-398,523","-310,460","-177,958","-56,298","28,783","86,230","172,861","141,965","124,079","101,473","136,384","182,418","192,347","175,465","193,538","151,325","153,206","102,264",,,,
		StockBasedCompensation,"35,630,029","8,105,000","9,377,619","9,530,269","8,616,705","6,778,436","4,763,047","6,900,719","6,947,134","5,504,297","5,939,279","4,806,768","4,987,424","5,055,217","4,424,650","4,373,688","4,310,705","4,287,103","3,610,948","2,500,753","4,369,141","4,160,678","3,725,288","3,686,746","3,696,724","3,592,461","3,424,310","2,865,990","2,500,779","2,099,826","1,651,018","1,702,645","290,461","199,754","108,943",
		OtherNonCashItems,"148,534","24,000","34,335","38,734","51,923","53,542","53,520","53,528","53,522","53,533","48,514","48,571","48,571","48,549","48,579","48,543","47,709","47,699","47,726","47,703","47,730","47,726","62,713","62,729","62,655","45,675","45,615","45,646","45,656","45,682","44,547",,,,"108,943","3,400"
		ChangeInWorkingCapital,"-20,403,914","-14,951,000","3,769,399","-10,468,521","1,246,255","-900,047","-12,015,206","-15,628,260","9,591,152","-9,224,038","-342,333","113,547","5,281,189","-5,641,883","7,416,327","8,906,676","-513,892","4,135,077","1,669,911","5,770,042","-11,768,690","6,134,223","-4,927,476","-3,292,732","13,390,527","4,322,505","-9,930,421","8,517,348","-12,265,217","4,265,661","7,137,699","52,149","-1,002,581","-2,645,624","-703,369","-2,438"
			ChangeInReceivables,"-19,170,411","-12,676,000","-3,221,642","-1,746,538","-1,525,822","-2,897,409","-3,283,979","-5,127,349","-1,002,242","-1,351,013",,,,,"0","0","0","0","6,309","55,626","6,265","26,139","-93,030","96,931","-98,240","30,660","-30,660","9,118","-5,803","48,288","72,811","94,824","-51,451","168,531","-85,027",
				ChangesInAccountReceivables,"-19,170,411","-12,676,000","-3,221,642","-1,746,538","-1,525,822","-2,897,409","-3,283,979","-5,127,349","-1,002,242","-1,351,013",,,,,"0","0","0","0","6,309","55,626","6,265","26,139","-93,030","96,931","-98,240","30,660","-30,660","9,118","-5,803","48,288","72,811","94,824","-51,451","168,531","-85,027",
			ChangeInInventory,"-313,741","55,000","218,809","-398,087","-189,455","-523,008","-4,109,247","-612,096","-943,918","-1,391,124",,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-19,875,917","-8,927,000","4,014,073","-7,268,245","-7,694,816","-258,929","-3,144,681","-6,364,640","3,150,271","-1,562,620","-2,555,046","-717,010","5,263,529","-526,089","-642,705","-1,368,845","249,944","-1,265,302","423,064","837,462","-2,383,537","243,811","18,312","-3,313","2,766,122","1,235,043","-6,492,239","7,078,812","-7,345,282","21,584","85,425","-881,022","221,251","108,247","43,245",
			ChangeInPayablesAndAccruedExpense,"17,309,265","4,813,000","2,811,177","-1,013,371","10,698,410","2,817,049","-1,450,038","-3,507,337","8,403,666","-5,171,454","1,058,636","830,557","17,660","-5,115,794","7,206,612","10,311,001","-728,355","5,385,037","2,323,818","4,901,799","-9,366,572","5,770,950","-5,157,571","-3,691,163","10,434,396","2,683,160","-4,123,484","1,068,903","-5,274,648","4,035,677","6,979,463","838,347","-1,172,381","-2,922,402","-244,905","-2,438"
				ChangeInPayable,"2,928,395","2,958,000","-3,339,394","-3,910,142","7,219,799","3,219,132","-3,067,323","3,096,161","-5,521,095","3,569,058","1,194,101","598,140","-2,941,650","-5,386,627","3,507,874","5,074,316","-4,659,980","3,865,311","1,765,884","2,632,403","-5,382,494","3,403,099","-1,662,804","1,527,885","1,930,294","326,367","927,862","-4,206,022","336,714","2,521,586","1,548,883","88,091","-1,726,988","-1,252,288","-632,030","-2,438"
					ChangeInAccountPayable,"2,928,395","2,958,000","-3,339,394","-3,910,142","7,219,799","3,219,132","-3,067,323","3,096,161","-5,521,095","3,569,058","1,194,101","598,140","-2,941,650","-5,386,627","3,507,874","5,074,316","-4,659,980","3,865,311","1,765,884","2,632,403","-5,382,494","3,403,099","-1,662,804","1,527,885","1,930,294","326,367","927,862","-4,206,022","336,714","2,521,586","1,548,883","88,091","-1,726,988","-1,252,288","-632,030","-2,438"
				ChangeInAccruedExpense,"14,380,870","1,855,000","6,150,571","2,896,771","3,478,611","-402,083","1,617,285","-6,603,498","13,924,761","-8,740,512","-135,465","232,417","2,959,310","270,833","3,698,738","5,236,685","3,931,625","1,519,726","557,934","2,269,396","-3,984,078","2,367,851","-3,494,767","-5,219,048","8,504,102","2,356,793","-5,051,346","5,274,925","-5,611,362","1,514,091","5,430,580","750,256","554,607","-1,670,114","387,125",
			ChangeInOtherCurrentLiabilities,"1,646,890","1,784,000","-53,018","-42,280","-42,062","-37,750","-27,261","-16,838","-16,625","-12,436",,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,"0","0","0","264,609",,,,,"852,420","-35,480","-35,481","15,342","-1,083,280","-24,845","-24,846","93,323","304,813","304,813","288,249","373,642","715,962","360,515","360,516","160,112",,,,,"-416,682",
InvestingCashFlow,"-157,960,369","-322,035,000","51,509,306","63,771,275","48,793,801","116,269,249","-176,335,663","-143,216,760","-7,757,631","-152,984,946","37,737,008","40,236,525","54,721,787","44,741,667","14,146,218","28,264,050","28,953,570","63,277,475","-151,884,303","37,162,300","30,873,812","-8,869,524","1,677,126","52,970,014","28,047,273","9,568,002","-250,937,721","-45,583,842","1,446,822","-66,704,655","-1,447,831","-17,833,348","-47,449,991","-3,120","0","0"
	CashFlowFromContinuingInvestingActivities,"-157,960,369","-322,035,000","51,509,306","63,771,275","48,793,801","116,269,249","-176,335,663","-143,216,760","-7,757,631","-152,984,946","37,737,008","40,236,525","54,721,787","44,741,667","14,146,218","28,264,050","28,953,570","63,277,475","-151,884,303","37,162,300","30,873,812","-8,869,524","1,677,126","52,970,014","28,047,273","9,568,002","-250,937,721","-45,583,842","1,446,822","-66,704,655","-1,447,831","-17,833,348","-47,449,991","-3,120","0","0"
