name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"1,647,200,000","1,693,100,000","1,630,900,000","1,972,500,000","1,905,000,000","2,262,400,000","2,157,800,000","2,085,800,000","2,110,800,000","2,443,200,000","2,329,800,000","2,320,900,000","2,308,600,000","2,367,900,000","2,353,000,000","2,274,300,000","2,412,800,000","2,571,000,000","2,446,800,000","2,297,900,000","2,323,300,000","2,466,500,000","2,102,400,000","1,656,600,000","1,651,900,000","1,628,900,000","1,528,700,000","1,530,300,000","1,551,500,000","1,637,200,000","1,546,500,000","1,541,200,000","1,379,200,000","1,404,800,000","1,312,300,000","1,284,900,000","1,289,900,000","1,300,600,000","1,238,000,000","1,192,000,000","1,230,300,000","1,205,500,000","1,125,100,000","1,129,800,000","1,132,600,000","1,114,300,000","1,001,300,000","968,500,000","1,026,800,000","1,003,800,000","898,500,000","836,400,000","817,900,000","822,600,000","752,800,000","701,800,000","799,700,000","820,000,000","721,600,000","674,400,000","691,200,000","706,300,000","670,600,000","664,000,000","701,700,000","750,300,000","686,000,000","666,700,000","707,300,000","723,900,000","641,700,000","646,700,000","676,800,000","686,500,000"
	CurrentAssets,"522,200,000","585,200,000","531,400,000","883,300,000","809,100,000","757,200,000","685,400,000","620,400,000","626,200,000","785,000,000","695,400,000","625,200,000","619,200,000","721,200,000","645,100,000","546,800,000","596,500,000","737,500,000","632,100,000","539,500,000","548,100,000","715,000,000","860,800,000","436,400,000","459,800,000","512,300,000","554,200,000","571,000,000","630,600,000","702,700,000","610,900,000","599,000,000","556,200,000","577,400,000","489,400,000","481,100,000","484,100,000","506,900,000","470,900,000","462,700,000","509,000,000","515,800,000","458,400,000","447,300,000","463,600,000","521,400,000","433,800,000","428,600,000","488,000,000","483,400,000","410,200,000","373,400,000","389,000,000","390,500,000","309,100,000","253,300,000","351,900,000","365,700,000","272,400,000","232,500,000","261,300,000","283,800,000","248,400,000","241,700,000","285,800,000","334,400,000","242,800,000","224,900,000","256,800,000","266,000,000","189,600,000","194,800,000","216,600,000","220,400,000"
		CashCashEquivalentsAndShortTermInvestments,"44,900,000","20,300,000","18,100,000","26,300,000","42,800,000","21,000,000","34,100,000","67,200,000","109,800,000","34,700,000","23,900,000","20,400,000","43,800,000","27,000,000","36,100,000","40,800,000","44,500,000","36,600,000","39,100,000","33,900,000","48,900,000","77,400,000","432,200,000","92,700,000","85,200,000","58,400,000","119,100,000","233,700,000","313,800,000","266,800,000","220,000,000","304,000,000","283,400,000","159,600,000","123,900,000","196,400,000","175,500,000","100,100,000","116,400,000","147,600,000","183,600,000","130,300,000","123,400,000","158,000,000","177,600,000","91,100,000","68,900,000","112,400,000","118,500,000","13,500,000","13,200,000","66,300,000","117,400,000","34,600,000","11,800,000","40,700,000","102,800,000","12,100,000","2,000,000","31,300,000","35,400,000","7,400,000","8,400,000","58,100,000","100,800,000","47,100,000","23,800,000","55,500,000","67,000,000","9,700,000","8,300,000","54,900,000","71,300,000","2,600,000"
			CashAndCashEquivalents,"44,900,000","20,300,000","18,100,000","26,300,000","42,800,000","21,000,000","34,100,000","67,200,000","109,800,000","34,700,000","23,900,000","20,400,000","43,800,000","27,000,000","36,100,000","40,800,000","44,500,000","36,600,000","39,100,000","33,900,000","48,900,000","77,400,000","432,200,000","92,700,000","85,200,000","58,400,000","119,100,000","233,700,000","313,800,000","266,800,000","220,000,000","304,000,000","283,400,000","159,600,000","123,900,000","196,400,000","175,500,000","100,100,000","116,400,000","147,600,000","183,600,000","130,300,000","123,400,000","158,000,000","177,600,000","91,100,000","68,900,000","112,400,000","118,500,000","13,500,000","13,200,000","66,300,000","117,400,000","34,600,000","11,800,000","40,700,000","102,800,000","12,100,000","2,000,000","31,300,000","35,400,000","7,400,000","8,400,000","58,100,000","100,800,000","47,100,000","23,800,000","55,500,000","67,000,000","9,700,000","8,300,000","54,900,000","71,300,000","2,600,000"
				CashFinancial,,,,,,,"34,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"197,300,000","199,700,000","132,800,000","91,000,000","158,600,000","296,700,000","194,200,000","168,600,000","225,000,000","342,400,000","216,000,000","178,500,000","241,300,000","311,600,000","213,000,000","174,600,000","275,000,000","344,500,000","209,600,000","176,300,000","226,300,000","320,900,000","115,100,000","71,900,000","134,800,000","147,800,000","138,100,000","90,500,000","143,600,000","213,000,000","145,300,000","100,700,000","158,400,000","211,900,000","96,900,000","72,900,000","149,300,000","143,700,000","110,000,000","85,000,000","120,600,000","158,800,000","136,400,000","105,600,000","138,400,000","197,200,000","97,400,000","74,500,000","123,700,000","167,500,000","96,900,000","70,100,000","97,800,000","210,400,000","131,900,000","80,400,000","164,300,000","206,600,000","96,800,000","64,500,000","116,900,000","114,000,000","73,800,000","57,600,000","86,700,000","183,000,000","74,700,000","59,300,000","111,100,000","143,000,000","64,500,000","54,000,000","86,000,000","117,400,000"
			AccountsReceivable,"197,300,000","199,700,000","132,800,000","91,000,000","158,600,000","296,700,000","194,200,000","168,600,000","225,000,000","342,400,000","216,000,000","178,500,000","241,300,000","311,600,000","213,000,000","174,600,000","275,000,000","344,500,000","209,600,000","176,300,000","226,300,000","320,900,000","115,100,000","71,900,000","134,800,000","147,800,000","138,100,000","90,500,000","143,600,000","213,000,000","145,300,000","100,700,000","158,400,000","211,900,000","96,900,000","72,900,000","149,300,000","143,700,000","110,000,000","85,000,000","120,600,000","158,800,000","136,400,000","105,600,000","138,400,000",,,,,,,,,,"131,900,000","80,400,000","164,300,000","206,600,000","96,800,000","64,500,000","116,900,000","114,000,000","73,800,000","57,600,000","86,700,000","183,000,000","74,700,000","59,300,000","111,100,000","143,000,000","64,500,000","54,000,000","86,000,000","117,400,000"
				GrossAccountsReceivable,"201,200,000","203,500,000",,"93,400,000","162,900,000","307,800,000","202,400,000","177,900,000","234,500,000","353,100,000","226,300,000","189,000,000","251,200,000","321,500,000","222,800,000","184,200,000","285,800,000","355,400,000","220,500,000","185,700,000","235,500,000","329,900,000",,"73,500,000","136,400,000","149,100,000","139,500,000","92,000,000","145,200,000","214,400,000","146,600,000","102,100,000","159,700,000","213,500,000","98,600,000","74,500,000","150,800,000","146,100,000","112,200,000","87,000,000","122,500,000","161,200,000","138,700,000","107,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,900,000","-3,800,000",,"-2,400,000","-4,300,000","-11,100,000","-8,200,000","-9,300,000","-9,500,000","-10,700,000","-10,300,000","-10,500,000","-9,900,000","-9,900,000","-9,800,000","-9,600,000","-10,800,000","-10,900,000","-10,900,000","-9,400,000","-9,200,000","-9,000,000",,"-1,600,000","-1,600,000","-1,300,000","-1,400,000","-1,500,000","-1,600,000","-1,400,000","-1,300,000","-1,400,000","-1,300,000","-1,600,000","-1,700,000","-1,600,000","-1,500,000","-2,400,000","-2,200,000","-2,000,000","-1,900,000","-2,400,000","-2,300,000","-2,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"210,700,000","307,700,000","321,700,000","289,000,000","219,900,000","370,600,000","385,500,000","325,100,000","254,200,000","311,500,000","337,100,000","309,000,000","226,100,000","266,600,000","312,000,000","247,700,000","217,200,000","289,900,000","336,000,000","287,900,000","237,700,000","280,600,000","272,600,000","240,900,000","211,100,000","275,300,000","268,700,000","224,300,000","151,400,000","199,000,000","217,800,000","159,800,000","94,100,000","180,700,000","236,300,000","184,900,000","135,000,000","229,700,000","227,300,000","215,200,000","187,200,000","207,200,000","185,800,000","168,800,000","128,400,000","205,000,000","242,500,000","215,600,000","211,100,000","273,200,000","261,200,000","201,600,000","135,100,000","123,300,000","143,800,000","108,500,000","64,800,000","128,400,000","155,400,000","119,900,000","92,800,000","146,100,000","144,700,000","106,200,000","79,200,000","81,500,000","119,500,000","91,100,000","58,700,000","96,300,000","113,400,000","82,700,000","56,800,000","96,700,000"
