name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,"261,000",,,,"522,000",,,,"1,044,000",,,,,,,,,,,,"16,825,000","16,867,000","16,056,000","11,695,000","10,913,527","14,199,000","13,629,000","18,475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"9,117,000","12,516,000",,,,"1,063,000",,,,"1,252,000","0","0","26,944,000","24,685,000","17,160,000","18,382,000","19,455,000","21,204,000",,,,"929,000",,"1,017,000","313,000","878,000","973,000","1,068,000",,"1,257,000",,,,"0","12,960,000","12,916,000","13,517,000","16,182,628","12,500,000","5,639,000","1,038,000","0","3,927,000","4,144,000","4,364,000","4,595,765","7,352,000","7,719,000","6,627,000","6,926,628","16,943,000","16,913,000","17,430,000","15,064,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"9,117,000","11,525,000",,,,,,,,"0","0","0","26,944,000","23,750,000","17,160,000","18,382,000","19,455,000","20,219,000",,,,,,,,,,,,,,,,"0","12,960,000","12,916,000","13,517,000","16,182,628","12,500,000","4,807,000",,"0","2,508,000","2,485,000","2,476,000","2,483,645","5,010,000","5,144,000","5,294,000","5,390,350","15,143,000","14,765,000","14,986,000","15,064,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,"672,000",,,,"786,000",,,,"969,000",,,,"982,000",,,,"1,095,000",,,,"925,000",,,,"991,000",,,,,,,,,,,,"412,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,,"6,259,000",,,,"6,508,000",,,,"6,147,000",,,,"5,713,000",,,,"6,093,000",,,,"5,857,000",,,,"6,281,000",,,,,,,,,,,,"3,694,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"26,925,000","13,977,000","21,171,000","20,300,000","19,593,000","10,950,000","19,362,000","18,311,000","18,672,000","9,669,000","18,863,000","18,657,000","18,620,000","9,924,000","20,214,000","19,364,000","19,427,000","10,011,000","19,190,000","18,373,000","18,668,000","11,282,000","19,103,000","18,027,000","18,229,000","11,600,000","19,334,000","18,331,000","18,757,000","2,321,000","2,025,000","1,965,000","846,000","1,460,479","897,000","956,000","1,043,000","6,126,087","464,000","1,257,000","1,362,000","2,492,778","1,402,000","1,525,000","1,506,000","4,577,076","2,961,000","1,276,000","1,639,000","1,617,872","1,656,000","2,097,000","1,773,000","3,919,948","4,164,000","1,609,000","1,359,000","1,440,907","1,474,000","1,266,000","526,000","562,893","600,000","633,000","662,000","689,114","1,397,000","1,632,000","1,769,000","2,301,385","2,603,000","2,755,000","2,906,000","2,971,598","3,169,000","3,276,000","1,114,000","1,150,650","1,202,000","1,363,000","1,428,000","1,467,212","194,000"
TotalLiabilitiesNetMinorityInterest,"560,361,000","435,281,000","303,621,000","301,507,000","268,679,000","202,064,000","208,918,000","203,127,000","225,577,000","218,874,000","230,344,000","232,280,000","225,425,000","208,805,000","219,683,000","222,330,000","223,693,000","229,968,000","247,308,000","180,842,000","172,501,000","236,576,000","205,493,000","200,089,000","199,255,000","224,753,000","197,707,000","195,106,000","199,921,000","194,801,000","186,435,000","184,136,000","99,589,000","87,577,986","62,725,000","62,983,000","68,157,000","96,800,766","83,150,000","82,772,000","85,111,000","86,609,490","94,844,000","96,602,000","96,516,000","102,198,891","105,282,000","104,088,000","106,823,000","110,518,357","124,345,000","150,563,000","180,832,000","191,826,332","268,590,000","140,834,000","149,971,000","144,870,363","148,814,000","126,537,000","129,372,000","129,176,861","126,085,000","96,558,000","113,905,000","122,375,213","124,798,000","126,301,000","110,320,000","109,620,837","122,448,000","131,904,000","146,610,000","154,200,941","172,772,000","178,368,000","77,856,000","89,768,026","101,261,000","99,140,000","97,831,000","92,052,438","232,013,000"
	CurrentLiabilities,"283,245,000","199,770,000","144,662,000","122,060,000","121,660,000","93,423,000","96,666,000","98,781,000","99,002,000","85,465,000","93,488,000","94,144,000","89,788,000","85,386,000","91,955,000","88,442,000","87,636,000","94,588,000","94,219,000","89,605,000","79,897,000","97,092,000","84,706,000","73,922,000","77,692,000","86,046,000","74,115,000","73,160,000","76,439,000","66,996,000","65,545,000","75,182,000","55,482,000","44,905,135","37,376,000","38,190,000","38,134,000","72,586,105","68,359,000","36,158,000","53,504,000","46,349,710","44,733,000","41,438,000","37,387,000","36,903,382","36,279,000","35,080,000","35,798,000","34,556,175","41,347,000","44,973,000","53,298,000","56,281,483","74,512,000","50,080,000","56,414,000","50,409,119","49,630,000","45,732,000","57,075,000","66,120,289","69,692,000","51,382,000","63,837,000","69,882,571","65,255,000","61,696,000","43,445,000","44,758,302","50,587,000","48,375,000","46,138,000","47,757,624","48,856,000","48,439,000","48,879,000","49,930,318","58,961,000","53,053,000","47,920,000","35,897,794","61,146,000"
		PayablesAndAccruedExpenses,"193,364,000","170,165,000","73,033,000","61,155,000","59,797,000","73,821,000","48,619,000","54,183,000","51,095,000","66,204,000","50,291,000","50,180,000","48,143,000","43,744,000","50,268,000","46,772,000","46,810,000","73,806,000","55,034,000","52,435,000","46,606,000","82,761,000","45,397,000","38,224,000","36,164,000","64,751,000","34,654,000","29,098,000","26,901,000","49,416,000","21,847,000","24,247,000","11,942,000","27,202,802","10,302,000","11,977,000","12,513,000","25,973,826","10,381,000","9,064,000","8,628,000","25,350,303","11,332,000","10,552,000","8,524,000","25,201,377","25,890,000","24,873,000","25,530,000","24,282,784","28,389,000","30,852,000","38,268,000","33,773,721","51,900,000","34,879,000","36,284,000","36,304,990","39,539,000","36,361,000","48,496,000","58,638,661","53,257,000","44,409,000","55,358,000","60,021,979","57,857,000","54,791,000","37,165,000","38,024,544","39,468,000","40,254,000","36,968,000","39,455,897","36,884,000","36,675,000","33,437,000","32,959,870","34,236,000","34,914,000","4,328,000","30,275,931","34,594,000"
			Payables,"193,364,000","156,199,000",,,,"63,008,000",,,,"58,996,000","50,291,000","50,180,000","48,143,000","43,744,000","50,268,000","46,772,000","46,810,000","66,939,000","55,034,000","52,435,000","46,606,000","74,317,000","45,397,000","38,224,000","36,164,000","55,485,000","34,654,000","29,098,000","26,901,000","38,293,000","21,847,000","24,247,000","11,942,000","19,550,677","10,302,000","11,977,000","12,513,000","17,061,255",,,,"9,018,156","11,332,000",,,"7,943,515","7,681,000","7,531,000","7,894,000","8,143,281","10,787,000","9,720,000","12,574,000","12,440,207","12,885,000","7,365,000","8,587,000","10,202,777","11,838,000","10,042,000","11,278,000","13,744,554","12,998,000","7,700,000","8,620,000","12,081,732","9,464,000","5,553,000","5,923,000","5,993,159","6,834,000","6,466,000","4,228,000","9,461,986","2,615,000","2,632,000","2,195,000","3,296,638","3,450,000","3,506,000","4,328,000","1,967,599","8,933,000"
				AccountsPayable,"164,224,000","109,753,000",,,,"49,877,000",,,,"45,726,000","50,291,000","50,180,000","48,143,000","43,744,000","50,268,000","46,772,000","46,810,000","50,597,000","55,034,000","52,435,000","46,606,000","58,837,000","45,397,000","38,224,000","36,164,000","41,098,000","32,109,000","26,301,000","24,265,000","27,314,000","19,129,000","21,717,000","9,576,000","10,272,039","10,302,000","11,977,000","12,513,000","10,129,605",,,,,"10,728,000",,,,"7,349,000",,,,"8,539,000",,"11,813,000","12,440,207","12,885,000","7,365,000","8,587,000","10,202,777","11,838,000","10,042,000","11,278,000","13,744,554","12,998,000","7,700,000","8,620,000","12,081,732","9,464,000","5,553,000","5,923,000","5,993,159","6,834,000","6,466,000","4,228,000","9,461,986","2,615,000","2,632,000","2,195,000","3,296,638","3,450,000","3,506,000","4,328,000","1,967,599","8,933,000"
				TotalTaxPayable,"29,140,000","46,446,000",,,,"13,131,000",,,,"13,270,000",,,,,,,,"16,342,000",,,,"15,480,000",,,,"14,387,000","2,545,000","2,797,000","2,636,000","10,979,000","2,718,000","2,530,000","2,366,000","9,278,638",,,,"6,931,650",,,,,"604,000",,,,"332,000",,,,"2,248,000",,"761,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"29,140,000","7,307,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604,000",,,,"332,000",,,,"2,248,000",,"761,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,"0",,,,,,,,"0","0","0","0","0",,"0","0","0",,,,,,,,,"0",,,,"0",,,,"0",,"0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0"
			CurrentAccruedExpenses,,"13,966,000",,,,"10,813,000",,,,"7,208,000",,,,,,"32,559,000","31,586,000","6,867,000","32,039,000","31,073,000","28,745,000","8,444,000","30,651,000","28,964,000","28,317,000","9,266,000","32,613,000","34,251,000","36,230,000","11,123,000",,"37,046,000","20,672,000","7,652,125","19,956,000","20,338,000","19,541,000","8,912,571","17,839,000","17,570,000","16,738,000","16,332,147","17,345,000","15,566,000","15,311,000","17,257,862","18,209,000","17,342,000","17,636,000","16,139,503","17,602,000","21,132,000","25,694,000","21,333,514","39,015,000","27,514,000","27,697,000","26,102,213","27,701,000","26,319,000","37,218,000","44,894,107","40,259,000","36,709,000","46,738,000","47,940,247","48,393,000","49,238,000","31,242,000","32,031,385","32,634,000","33,788,000","32,740,000","29,993,911","34,269,000","34,043,000","31,242,000","29,663,232","30,786,000","31,408,000",,"28,308,332","25,661,000"
				InterestPayable,,,,,,,,,,,,,,,,,,"5,105,000","32,039,000","31,073,000","28,745,000","33,243,000","30,651,000","28,964,000","28,317,000","29,402,000","32,613,000","34,251,000","36,230,000","28,731,000",,"37,046,000","20,672,000","19,148,312","19,956,000","20,338,000","19,541,000","21,650,000","17,839,000","17,570,000","16,738,000",,"17,345,000","15,566,000","15,311,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"74,733,000","12,475,000","54,875,000","52,153,000","53,383,000","11,596,000","39,961,000","36,274,000","37,199,000","10,829,000","34,683,000","34,577,000","31,690,000","33,332,000","31,666,000","32,559,000","31,586,000","11,062,000","32,039,000","31,073,000","28,745,000","9,319,000","30,651,000","28,964,000","28,317,000","8,160,000","32,613,000","34,251,000","36,230,000","9,202,000","34,012,000","37,046,000","20,672,000","4,621,543","19,956,000","20,338,000","19,541,000","5,806,012","17,839,000","17,570,000","16,738,000",,"17,345,000","15,566,000","15,311,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"5,776,000","8,266,000","7,788,000","7,807,000","4,803,000","4,509,000","4,732,000","4,883,000","4,965,000","4,878,000","4,936,000","5,132,000","5,063,000","5,235,000","7,454,000","6,250,000","5,625,000","6,875,000",,,,"2,263,000","2,272,000","2,033,000","6,049,000","8,071,000","88,000","3,104,000","6,608,000","3,607,000","4,607,000","11,711,000","19,400,000","8,483,088","146,000","232,000","338,000","33,682,348","34,275,000","3,959,000","22,960,000","16,997,533","11,893,000","10,975,000","9,495,000","7,957,495","6,395,000","6,047,000","5,676,000","5,733,299","5,863,000","7,136,000","8,177,000","15,825,642","9,214,000","3,093,000","7,849,000","5,066,757","1,196,000","1,500,000","1,966,000","1,550,089","2,619,000","2,288,000","3,598,000","5,482,762","2,440,000","2,600,000","1,661,000","2,407,644","6,208,000","3,671,000","4,668,000","4,943,777","6,021,000","6,275,000","9,532,000","14,361,917","13,248,000","9,881,000","6,878,000","3,789,603","22,354,000"
			CurrentDebt,"1,750,000","4,176,000","3,426,000","3,426,000",,,,,,,,,,"5,235,000","7,454,000","6,250,000","5,625,000","6,875,000",,,,"2,263,000","2,272,000","2,033,000","6,049,000","8,071,000","88,000","3,104,000","6,608,000","3,607,000","4,607,000","11,711,000","19,400,000","8,483,088","146,000","232,000","338,000","33,682,348","34,275,000","3,959,000","22,960,000","16,997,533","11,893,000","10,975,000","9,495,000","7,957,495","6,395,000","6,047,000","5,676,000","5,733,299","5,863,000","7,136,000","8,177,000","15,825,642","9,214,000","3,093,000","7,849,000","5,066,757","1,196,000","1,500,000","1,966,000","1,550,089","2,619,000","2,288,000","3,598,000","5,482,762","2,440,000","2,600,000","1,661,000","2,407,644","6,208,000","3,671,000","4,668,000","4,943,777","6,021,000","6,275,000","9,532,000","14,361,917","13,248,000","9,881,000","6,878,000","3,789,603","22,354,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,581",,"273,000","820,000","1,365,009","134,000"
				OtherCurrentBorrowings,"1,750,000","4,176,000","3,426,000","3,426,000",,,,,,,,,,"5,235,000","7,454,000","6,250,000","5,625,000","6,875,000",,,,,,,,,,,,,,,,"8,483,000",,"232,000","338,000","33,682,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,311,336",,"9,608,000","6,058,000","2,424,594","22,220,000"
			CurrentCapitalLeaseObligation,"4,026,000","4,090,000","4,362,000","4,381,000","4,803,000","4,509,000","4,732,000","4,883,000","4,965,000","4,878,000","4,936,000","5,132,000","5,063,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,163,000","2,184,000","4,249,000","3,947,000","3,939,000","1,981,000","638,000","622,000","560,000","534,827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2,039,000","1,740,000","1,716,000","1,981,000","638,000","622,000","560,000","534,827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"9,372,000","8,864,000","8,966,000","945,000","3,677,000","3,497,000","3,354,000","3,441,000","5,743,000","3,554,000","3,578,000","4,255,000","4,892,000","3,075,000","2,567,000","2,861,000","3,615,000","2,845,000","7,146,000","6,097,000","4,546,000","2,749,000","6,386,000","4,701,000","4,999,000","2,880,000","2,511,000","2,760,000","2,761,000","2,790,000","4,441,000","1,556,000","2,908,000","4,062,875","6,972,000","5,643,000","5,742,000","7,123,919","5,864,000","5,565,000","5,178,000","4,001,874","4,163,000","4,345,000","4,057,000","3,744,510","3,994,000","4,160,000","4,592,000","4,540,092","7,095,000","6,985,000","6,853,000","6,682,120","13,398,000","12,108,000","12,281,000","9,037,372","8,895,000","7,871,000","6,613,000","5,931,539","13,816,000","4,685,000","4,881,000","4,377,830","4,958,000","4,305,000","4,619,000","4,326,114","4,911,000","4,450,000","4,502,000","3,357,950","5,951,000","5,489,000","5,910,000","2,608,531","11,477,000","8,258,000","36,714,000","1,832,260","4,198,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"277,116,000","235,511,000","158,959,000","179,447,000","147,019,000","108,641,000","112,252,000","104,346,000","126,575,000","133,409,000","136,856,000","138,136,000","135,637,000","123,419,000","127,728,000","133,888,000","136,057,000","135,380,000","153,089,000","91,237,000","92,604,000","139,484,000","120,787,000","126,167,000","121,563,000","138,707,000","123,592,000","121,946,000","123,482,000","127,805,000","120,890,000","108,954,000","44,107,000","42,672,851","25,349,000","24,793,000","30,023,000","24,214,661","14,791,000","46,614,000","31,607,000","40,259,780","50,111,000","55,164,000","59,129,000","65,295,509","69,003,000","69,008,000","71,025,000","75,962,182","82,998,000","105,590,000","127,534,000","135,544,849","194,078,000","90,754,000","93,557,000","94,461,244","99,184,000","80,805,000","72,297,000","63,056,572","56,393,000","45,176,000","50,068,000","52,492,642","59,543,000","64,605,000","66,875,000","64,862,535","71,861,000","83,529,000","100,472,000","106,443,317","123,916,000","129,929,000","28,977,000","39,837,708","42,300,000","46,087,000","49,911,000","56,154,644","170,867,000"
		LongTermDebtAndCapitalLeaseObligation,"228,179,000","187,219,000","110,945,000","124,244,000","110,003,000","71,068,000","71,800,000","65,858,000","85,640,000","90,044,000","90,668,000","92,060,000","97,915,000","77,944,000","83,132,000","90,494,000","92,314,000","92,259,000","95,331,000","35,344,000","36,169,000","84,760,000","70,236,000","77,738,000","65,267,000","81,803,000","71,918,000","68,655,000","68,664,000","70,467,000","60,751,000","53,086,000","144,000","93,231","109,000","125,000","143,000","176,309","231,000","32,269,000","16,777,000","25,047,986","34,060,000","38,988,000","42,401,000","45,555,501","48,710,000","50,303,000","51,566,000","56,781,179","63,619,000","85,902,000","109,266,000","117,254,854","135,194,000","31,248,000","34,292,000","34,384,717","42,918,000","27,506,000","24,393,000","19,978,627","18,062,000","8,144,000","15,144,000","19,946,463","28,836,000","35,770,000","39,912,000","39,866,753","54,212,000","65,880,000","82,823,000","88,793,769","112,903,000","118,916,000","17,963,000","28,452,603","32,047,000","35,620,000","39,192,000","45,075,406","161,710,000"
			LongTermDebt,"218,475,000","176,366,000","98,665,000","110,777,000","96,025,000","55,834,000","56,038,000","49,101,000","67,648,000","70,974,000","70,556,000","70,613,000","75,489,000","77,944,000","83,132,000","90,494,000","92,314,000","92,259,000","95,331,000","35,344,000","36,169,000","84,760,000","70,236,000","77,738,000","65,267,000","81,803,000","71,918,000","68,655,000","68,664,000","70,467,000","60,751,000","53,086,000","144,000","93,231","109,000","125,000","143,000","176,309","231,000","32,269,000","16,777,000","25,047,986","34,060,000","38,988,000","42,401,000","45,555,501","48,710,000","50,303,000","51,566,000","56,375,978","63,619,000","85,902,000","109,266,000","117,254,854","135,194,000","31,248,000","34,292,000","34,384,717","42,918,000","27,506,000","24,393,000","19,978,627","18,062,000","8,144,000","15,144,000","19,946,463","28,836,000","35,770,000","39,912,000","39,866,753","54,212,000","65,880,000","82,823,000","88,793,769","112,903,000","118,916,000","17,963,000","28,452,603","32,047,000","35,620,000","39,192,000","45,075,406","161,710,000"
			LongTermCapitalLeaseObligation,"9,704,000","10,853,000","12,280,000","13,467,000","13,978,000","15,234,000","15,762,000","16,757,000","17,992,000","19,070,000","20,112,000","21,447,000","22,426,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"405,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"207,000","2,647,000","9,388,000","9,515,000","6,858,000","9,067,000","6,874,000","6,860,000","7,555,000","9,739,000","7,824,000","7,791,000","4,812,000","7,859,000",,,,"8,447,000","14,763,000","14,353,000","13,751,000","19,637,000","12,585,000","12,188,000","18,945,000","22,360,000","16,598,000","19,692,000","19,142,000","22,001,000","19,535,000","18,475,000","17,659,000","20,264,000",,,,"3,035,290","0","0","95,000","58,111",,,,,,,,,,,,,"49,767,000","49,544,000","49,545,000","49,546,800","45,880,000","43,302,000","47,904,000","43,077,945","38,331,000","37,032,000","34,924,000","32,546,179","30,707,000","28,835,000","26,963,000","24,995,782","17,649,000","17,649,000","17,649,000","17,649,548","11,013,000","11,013,000","11,014,000","10,778,749","9,102,000","8,962,000","8,800,000","8,570,361","6,554,000"
			NonCurrentDeferredTaxesLiabilities,"207,000","190,000","9,388,000","9,515,000","6,858,000","6,592,000","6,874,000","6,860,000","7,555,000","7,523,000","7,824,000","7,791,000",,"95,000",,,,"105,000","14,763,000","14,353,000","13,751,000","13,154,000","12,585,000","12,188,000","18,945,000","18,475,000","16,598,000","19,692,000","19,142,000","18,038,000","19,535,000","18,475,000","17,659,000","16,849,051",,,,"0","0","0","95,000","58,111",,,,,,,,,,,,,"49,767,000","49,544,000","49,545,000","49,546,800","45,880,000","43,302,000","47,904,000","43,077,945","38,331,000","37,032,000","34,924,000","32,546,179","30,707,000","28,835,000","26,963,000","24,995,782","17,649,000","17,649,000","17,649,000","17,649,548","11,013,000","11,013,000","11,014,000","10,778,749","9,102,000","8,962,000","8,800,000","8,570,361","6,554,000"
			NonCurrentDeferredRevenue,,,,,,,,,,,,,"4,812,000","6,039,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,"26,443,000","13,537,000","25,521,000","24,790,000","24,624,000","12,720,000","25,677,000","25,042,000","27,392,000","14,484,000","29,616,000","29,764,000","29,887,000","29,299,000","30,566,000","29,215,000","29,705,000","15,597,000","30,695,000","29,066,000","29,512,000","16,053,000","30,156,000","28,532,000","30,001,000","16,056,000","30,594,000","28,749,000","30,427,000","17,847,000","32,546,000","28,302,000","19,653,000","13,227,096","17,335,000","16,824,000","22,147,000","16,347,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,"11,777,000",,,,"12,692,000",,,,"12,454,000",,,,"12,997,000",,,,"13,160,000",,,,"12,817,000",,,,"14,014,000",,,,"14,221,000",,,,"5,076,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,811,000","1,954,000","2,289,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"22,287,000","20,331,000","13,105,000","20,898,000","5,534,000","3,094,000","7,901,000","6,586,000","5,988,000","6,688,000","8,748,000","8,521,000","7,835,000","8,317,000","14,030,000","14,179,000","14,038,000","5,917,000","12,300,000","12,474,000","13,172,000","6,217,000","7,810,000","7,709,000","7,350,000","4,474,000","4,482,000","4,850,000","5,249,000","3,269,000","8,058,000","9,091,000","6,651,000","4,012,524","7,905,000","7,844,000","7,733,000","4,655,720","14,560,000","14,345,000","14,735,000","15,153,683","16,051,000","16,176,000","16,728,000","19,740,008","20,293,000","18,705,000","19,459,000","19,181,003","17,568,000","17,734,000","15,979,000","18,289,995","9,117,000","9,962,000","9,720,000","10,529,727","10,386,000","9,997,000",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"606,356","1,151,000","1,505,000","1,919,000","2,508,877","2,603,000"
TotalEquityGrossMinorityInterest,"356,073,000","297,528,000","216,799,000","192,131,000","173,674,000","154,909,000","148,920,000","149,074,000","161,402,000","163,500,000","163,647,000","164,688,000","216,010,000","218,198,000","237,255,000","236,871,000","236,101,000","237,719,000","209,348,000","201,648,000","195,894,000","151,802,000","159,243,000","144,277,000","160,785,000","141,344,000","142,019,000","136,548,000","133,577,000","130,332,000","150,033,000","157,243,000","160,270,000","160,666,580","212,773,000","211,546,000","213,239,000","209,122,789","218,188,000","234,478,000","249,540,000","249,300,297","251,100,000","249,276,000","247,212,000","246,008,876","251,591,000","249,330,000","247,600,000","246,070,538","243,417,000","241,990,000","237,209,000","234,023,112","398,752,000","392,392,000","386,373,000","390,437,198","387,832,000","382,018,000","378,017,000","374,855,578","366,148,000","367,218,000","363,446,000","359,286,044","355,858,000","352,399,000","350,397,000","346,373,938","338,478,000","333,269,000","327,270,000","320,523,269","317,023,000","313,926,000","308,555,000","300,831,787","297,895,000","290,716,000","277,550,000","269,927,069","128,761,000"
	StockholdersEquity,"356,073,000","297,528,000","216,799,000","191,597,000","173,140,000","154,375,000","148,410,000","148,647,000","160,757,000","162,632,000","162,893,000","163,961,000","215,316,000","217,528,000","236,607,000","236,267,000","235,500,000","237,089,000","208,702,000","200,954,000","195,278,000","151,243,000","158,696,000","143,807,000","160,297,000","140,848,000","141,553,000","136,118,000","133,137,000","129,878,000","149,709,000","156,945,000","160,270,000","160,666,580","212,773,000","211,546,000","213,239,000","209,122,789","218,188,000","234,478,000","249,540,000","249,300,297","251,100,000","249,276,000","247,212,000","246,008,876","251,591,000","249,330,000","247,600,000","246,070,538","243,417,000","241,990,000","237,209,000","234,023,112","398,752,000","392,392,000","386,373,000","390,437,198","387,832,000","382,018,000","378,017,000","374,855,578","366,148,000","367,218,000","363,446,000","359,286,044","355,858,000","352,399,000","350,397,000","346,373,938","338,478,000","333,269,000","327,270,000","320,523,269","317,023,000","313,926,000","308,555,000","300,831,787","297,895,000","290,716,000","277,550,000","269,927,069","128,761,000"
		CapitalStock,"4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,109","3,000","3,000","3,000","3,090","3,000","3,000","3,000","3,081","3,000","3,000","3,000","3,110","3,000","3,000","3,000","3,101","3,000","3,000","3,000","3,077","3,000","3,000","3,000","3,158","3,000","3,000","3,000","3,210","3,000","3,000","3,000","3,213","3,000","3,000","3,000","3,220","3,000","3,000","3,000","3,180","3,000","3,000","3,000","3,223","3,000","3,000","3,000","3,221","2,000"
			CommonStock,"4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,109","3,000","3,000","3,000","3,090","3,000","3,000","3,000","3,081","3,000","3,000","3,000","3,110","3,000","3,000","3,000","3,101","3,000","3,000","3,000","3,077","3,000","3,000","3,000","3,158","3,000","3,000","3,000","3,210","3,000","3,000","3,000","3,213","3,000","3,000","3,000","3,220","3,000","3,000","3,000","3,180","3,000","3,000","3,000","3,223","3,000","3,000","3,000","3,221","2,000"
			OtherCapitalStock,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",,"0",,"0",,"0",,"0","0",,,"0","0","0",,"0","0"
