name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"4,238,402,000","1,325,345,000","1,159,442,000","924,068,000","829,547,000","875,988,000","848,819,000","788,377,000","726,361,000","684,124,000","2,721,768,000","705,382,000","688,685,000","641,220,000"
	OperatingRevenue,"4,238,402,000","1,325,345,000","1,159,442,000","924,068,000","829,547,000","875,988,000","848,819,000","788,377,000","726,361,000","684,124,000","2,721,768,000","705,382,000","688,685,000","641,220,000"
CostOfRevenue,"1,615,081,000","537,103,000","504,564,000","331,384,000","250,207,000","245,681,000","249,122,000","207,643,000","178,639,000","179,327,000","679,686,000","158,161,000","149,725,000","139,848,000"
GrossProfit,"2,623,321,000","788,242,000","654,878,000","592,684,000","579,340,000","630,307,000","599,697,000","580,734,000","547,722,000","504,797,000","2,042,082,000","547,221,000","538,960,000","501,372,000"
OperatingExpense,"2,861,972,000","897,056,000","724,228,000","624,751,000","607,760,000","642,134,000","624,063,000","656,187,000","654,741,000","605,162,000","1,423,390,000","533,309,000","552,730,000","535,555,000"
	SellingGeneralAndAdministration,"2,412,893,000","728,843,000","636,818,000","531,486,000","515,746,000","521,697,000","521,015,000","509,413,000","549,551,000","481,948,000","1,140,484,000","445,764,000","474,676,000","457,649,000"
		GeneralAndAdministrativeExpense,"872,643,000","238,355,000","276,278,000","183,299,000","174,711,000","177,431,000","208,899,000","168,889,000","240,725,000","173,741,000","440,573,000","135,463,000","158,463,000","154,451,000"
			OtherGandA,"872,643,000","238,355,000","276,278,000","183,299,000","174,711,000","177,431,000","208,899,000","168,889,000","240,725,000","173,741,000","440,573,000","135,463,000","158,463,000","154,451,000"
		SellingAndMarketingExpense,"1,540,250,000","490,488,000","360,540,000","348,187,000","341,035,000","344,266,000","312,116,000","340,524,000","308,826,000","308,207,000","699,911,000","310,301,000","316,213,000","303,198,000"
	ResearchAndDevelopment,"247,824,000","80,787,000","36,191,000","61,403,000","61,266,000","82,410,000","75,243,000","67,870,000","62,283,000","61,963,000","205,066,000","49,991,000","45,935,000","44,425,000"
	DepreciationAmortizationDepletionIncomeStatement,"201,255,000","87,426,000","51,219,000","31,862,000","30,748,000","38,027,000","27,805,000","78,904,000","42,907,000","61,251,000","77,840,000","37,554,000","32,119,000","33,481,000"
		DepreciationAndAmortizationInIncomeStatement,"201,255,000","87,426,000","51,219,000","31,862,000","30,748,000","38,027,000","27,805,000","78,904,000","42,907,000","61,251,000","77,840,000","37,554,000","32,119,000","33,481,000"
			DepreciationIncomeStatement,"86,065,000","30,236,000","20,922,000","17,795,000","17,112,000","19,301,000","18,434,000","18,753,000","16,604,000","15,492,000","49,357,000","15,009,000","12,893,000","11,140,000"
			Amortization,"115,190,000","57,190,000","30,297,000","14,067,000","13,636,000","18,726,000","9,371,000","60,151,000","26,303,000","45,759,000","28,483,000","22,545,000","19,226,000","22,341,000"
				AmortizationOfIntangiblesIncomeStatement,"115,190,000","57,190,000","30,297,000","14,067,000","13,636,000","18,726,000","9,371,000","60,151,000","26,303,000","45,759,000","28,483,000","22,545,000","19,226,000","22,341,000"
OperatingIncome,"-238,651,000","-108,814,000","-69,350,000","-32,067,000","-28,420,000","-11,827,000","-24,366,000","-75,453,000","-107,019,000","-100,365,000","618,692,000","13,912,000","-13,770,000","-34,183,000"
NetNonOperatingInterestIncomeExpense,"-48,208,000","-21,912,000","-15,381,000","-5,816,000","-5,535,000","-6,224,000","-5,955,000","-4,836,000","-455,000","2,183,000","-156,091,000","799,000","763,000","-7,567,000"
	InterestIncomeNonOperating,,,"420,000","216,000","279,000","456,000","632,000","971,000","1,100,000","4,400,000",,"3,697,000","4,000,000","-4,300,000"
