name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009
TotalAssets,"15,295,400,000","15,208,200,000","15,972,700,000","15,411,800,000","15,648,400,000","15,875,700,000","16,052,100,000","15,965,400,000","16,026,800,000","18,815,100,000","18,918,500,000","18,318,200,000","17,569,200,000","16,938,200,000","16,569,100,000","15,596,100,000","14,753,200,000","14,388,600,000","13,998,300,000","13,918,400,000","13,653,800,000","12,871,200,000","13,055,600,000","13,000,100,000","12,949,200,000","13,253,700,000","13,418,200,000","13,352,900,000","13,625,300,000","6,453,500,000","6,491,900,000","6,328,400,000","6,055,200,000","6,048,600,000","5,725,300,000","5,407,100,000","5,148,500,000","5,105,000,000","3,881,500,000","3,780,500,000","3,698,400,000","3,831,000,000","3,790,400,000","3,501,300,000","3,322,400,000","3,393,800,000","3,442,000,000","3,321,400,000","3,367,500,000"
	CurrentAssets,"1,900,500,000","1,769,800,000","1,993,300,000","1,317,900,000","1,408,800,000","1,460,300,000","1,444,400,000","1,225,000,000","1,214,300,000","1,658,300,000","1,476,000,000","1,211,900,000","1,181,000,000","1,418,900,000","1,726,400,000","1,431,500,000","1,160,300,000","1,269,900,000","1,200,800,000","914,900,000","812,100,000","1,006,800,000","976,700,000","856,700,000","715,900,000","920,000,000","1,001,100,000","963,500,000","1,067,600,000","882,600,000","1,053,100,000","939,200,000","809,900,000","897,200,000","809,000,000","697,900,000","631,200,000","733,300,000","666,400,000","649,500,000","676,200,000","866,500,000","890,700,000","779,400,000","638,700,000","750,500,000","785,700,000","688,700,000","745,000,000"
		CashCashEquivalentsAndShortTermInvestments,"135,900,000","158,500,000","228,600,000","209,000,000","248,500,000","242,800,000","275,000,000","196,200,000","375,200,000","331,100,000","326,300,000","226,500,000","124,900,000","232,100,000","203,200,000","281,600,000","219,800,000","137,200,000","114,100,000","98,700,000","80,000,000","73,500,000","141,100,000","170,900,000","114,500,000","140,200,000","102,900,000","105,700,000","170,700,000","81,000,000","78,800,000","75,900,000","94,900,000","66,700,000","83,700,000","82,900,000","112,700,000","76,300,000","120,700,000","117,500,000","121,200,000","145,800,000","154,100,000","154,700,000","147,700,000","188,400,000","332,000,000","249,400,000","252,400,000"
			CashAndCashEquivalents,"135,900,000","158,500,000","228,600,000","209,000,000","248,500,000","242,800,000","275,000,000","196,200,000","375,200,000","331,100,000","326,300,000","226,500,000","124,900,000","232,100,000","203,200,000","281,600,000","219,800,000","137,200,000","114,100,000","98,700,000","80,000,000","73,500,000","141,100,000","170,900,000","114,500,000","140,200,000","102,900,000","105,700,000","170,700,000","81,000,000","78,800,000","75,900,000","94,900,000","66,700,000","83,700,000","82,900,000","112,700,000","76,300,000","120,700,000","117,500,000","121,200,000","145,800,000","154,100,000","154,700,000","147,700,000","188,400,000","332,000,000","249,400,000","252,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,,,,,,,
		Receivables,"1,567,200,000","1,331,900,000","1,291,000,000","901,800,000","997,100,000","862,800,000","609,800,000","547,200,000","438,100,000","855,000,000","744,000,000","637,200,000","752,800,000","865,500,000","1,037,200,000","867,200,000","745,600,000","827,600,000","715,000,000","552,400,000","608,300,000","742,400,000","625,900,000","490,100,000","428,400,000","515,800,000","621,000,000","602,500,000","675,600,000","567,300,000","698,100,000","682,600,000","610,400,000","658,800,000","498,500,000","435,800,000","427,600,000","514,900,000","416,200,000","368,100,000","462,600,000","575,700,000","544,500,000","495,800,000","444,600,000","466,600,000","350,500,000","330,700,000","404,300,000"
			AccountsReceivable,"1,567,200,000","1,331,900,000","1,291,000,000","901,800,000","997,100,000","862,800,000","609,800,000","547,200,000","438,100,000","855,000,000","744,000,000","637,200,000","752,800,000","865,500,000","1,037,200,000","867,200,000","745,600,000","827,600,000","710,400,000","550,400,000","537,700,000","674,600,000","547,400,000","490,100,000","428,400,000","515,800,000","621,000,000","602,500,000","675,600,000","567,300,000","698,100,000","682,600,000","610,400,000","658,800,000","498,500,000","435,800,000","427,600,000","514,900,000","416,200,000","368,100,000","462,600,000","575,700,000","544,500,000","495,800,000","444,600,000","466,600,000","350,500,000","330,700,000","404,300,000"
				GrossAccountsReceivable,"1,567,300,000","1,332,000,000","1,294,600,000","905,700,000","1,002,000,000","862,900,000","609,900,000","547,300,000","438,200,000","855,000,000","744,000,000","637,200,000","753,000,000","865,600,000","1,037,300,000","867,200,000","745,700,000","827,700,000","710,500,000","550,600,000","537,800,000","675,500,000","547,500,000",,,"515,900,000",,,"676,500,000","567,300,000","699,200,000",,,"659,900,000","499,400,000",,"428,500,000","515,800,000","418,200,000","370,200,000","464,700,000","578,100,000","546,700,000","503,700,000",,,,,
				AllowanceForDoubtfulAccountsReceivable,"-100,000","-100,000","-3,600,000","-3,900,000","-4,900,000","-100,000","-100,000","-100,000","-100,000","0","0",,"-200,000","-100,000","-100,000","0","-100,000","-100,000","-100,000","-200,000","-100,000","-900,000","-100,000",,,"-100,000",,,"-900,000","0","-1,100,000",,,"-1,100,000","-900,000",,"-900,000","-900,000","-2,000,000","-2,100,000","-2,100,000","-2,400,000","-2,200,000","-7,900,000",,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,"0","4,600,000","2,000,000","70,600,000","67,800,000","78,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,
