name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"736,908,000","190,279,000","187,261,000","180,357,000","179,011,000","179,778,000","163,284,000","158,633,000","163,701,000","175,063,000","173,376,000","168,607,000","164,792,000","163,712,000","158,978,000","155,331,000","155,518,000","152,836,000","150,247,000","147,705,000","145,550,000","141,432,000","141,199,000","134,541,000","130,926,000","126,980,000","126,377,000","123,143,000","117,208,000","116,187,000","115,315,000","109,856,000","105,613,000","104,064,000","103,227,000","100,621,000","96,121,000","92,565,000","86,896,000","85,013,000","90,535,000","89,882,000","86,021,000","79,862,000","74,966,000","70,802,000","72,839,000","65,881,000","65,833,000","63,162,000","67,681,000","64,388,000","58,681,000","57,963,000","61,921,000","58,573,000","57,026,000","55,200,000","52,525,000","47,783,000","46,421,000","42,713,000","40,534,000","38,074,000","38,133,000","43,470,000","40,910,000","34,994,000","36,378,000","33,081,000","32,399,000","33,439,000","33,260,000","35,891,000","28,648,000","27,022,000","24,094,000","23,573,000","22,827,000","24,097,000","23,149,000","24,376,000","20,354,000","19,191,000","20,104,000","20,877,000","20,552,000","20,168,000","19,584,000","20,587,000","14,043,000","19,000,000","19,200,000","23,900,000","16,012,000","17,200,000","15,300,000","15,500,000","13,335,000","13,200,000","12,000,000","11,300,000","9,669,000","9,200,000","7,600,000","6,900,000","5,880,380","5,300,000","4,700,000","4,400,000","3,900,000","3,100,000","2,800,000","2,400,000","2,300,000","1,400,000","1,000,000","800,000","800,000","900,000","500,000","500,000","400,000","500,000","500,000","500,000","500,000","500,000","500,000","400,000","400,000","500,000","500,000","400,000","400,000","500,000","500,000","400,000","400,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000"
	OperatingRevenue,"736,908,000","190,279,000","187,261,000","180,357,000","179,011,000","179,778,000","163,284,000","158,633,000","163,701,000","175,063,000","185,241,000","164,590,000","160,938,000","163,712,000","153,834,000","151,619,000","151,748,000","148,678,000","145,909,000","144,091,000","141,850,000","137,572,000","136,466,000","131,128,000","127,678,000","123,390,000","121,816,000","119,674,000","113,884,000","112,672,000","111,223,000","106,533,000","102,385,000","100,832,000","99,320,000","97,508,000","92,972,000","89,588,000","75,453,000","85,013,000","90,535,000","89,882,000","86,021,000","79,862,000","74,966,000","70,802,000","97,938,000","56,656,000","65,833,000","56,626,000","75,034,000","57,035,000","58,681,000","57,963,000","61,921,000","58,573,000","57,026,000","56,521,000","53,875,000","48,576,000","47,445,000","44,348,000","37,867,000","38,910,000","39,376,000","44,316,000","41,691,000","35,520,000","36,787,000","34,629,000","32,399,000","33,439,000","33,260,000","37,144,000","25,668,000","28,047,000","25,285,000","24,337,000","24,009,000","24,354,000","24,286,000","25,107,000","23,527,000","19,506,000","20,104,000","20,877,000","20,380,000","20,263,000","18,664,000","20,587,000","14,000,000","19,000,000","19,200,000","23,900,000","16,100,000","17,200,000","15,300,000","15,500,000","13,300,000","13,200,000","12,000,000","11,300,000","9,700,000","9,200,000","7,600,000","6,900,000","5,900,000","5,300,000","4,700,000","4,400,000","3,900,000","3,100,000","2,800,000","2,400,000","2,300,000","1,400,000","1,000,000","800,000","800,000","900,000","500,000","500,000","400,000","500,000","500,000","500,000","500,000","500,000","500,000","400,000","400,000","500,000","500,000","400,000","400,000","500,000","500,000","400,000","400,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000"
CostOfRevenue,"27,858,000","7,198,000","7,520,000","6,521,000","6,619,000","7,725,000","8,058,000","6,345,000","6,323,000","7,635,000","7,258,000","6,706,000","6,600,000","7,093,000","7,650,000","5,759,000","5,828,000","5,862,000","6,465,000","5,553,000","5,424,000","5,663,000","6,555,000","4,942,000","4,567,000","4,787,000","5,575,000","4,782,000","4,658,000","4,759,000","5,236,000","4,583,000","4,746,000","4,340,000","5,520,000","4,420,000","4,301,000","3,954,000","-13,911,000","3,878,000","11,506,000","15,674,000","27,808,000","11,563,000","15,786,000","12,574,000","13,093,000","8,579,000","11,421,000","0","16,092,000","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"709,050,000","183,081,000","179,741,000","173,836,000","172,392,000","172,053,000","155,226,000","152,288,000","157,378,000","167,428,000","166,118,000","161,901,000","158,192,000","156,619,000","151,328,000","149,572,000","149,690,000","146,974,000","143,782,000","142,152,000","140,126,000","135,769,000","134,644,000","129,599,000","126,359,000","122,193,000","120,802,000","118,361,000","112,550,000","111,428,000","110,079,000","105,273,000","100,867,000","99,724,000","97,707,000","96,201,000","91,820,000","88,611,000","100,807,000","81,135,000","79,029,000","74,208,000","58,213,000","68,299,000","59,180,000","58,228,000","59,746,000","57,302,000","54,412,000","63,162,000","51,589,000","64,388,000","58,681,000","57,963,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"252,107,000","63,810,000","63,393,000","62,139,000","62,765,000","61,766,000","58,382,000","58,823,000","58,331,000","59,324,000","58,312,000","57,125,000","55,592,000","55,753,000","52,386,000","51,022,000","52,045,000","53,195,000","52,554,000","55,763,000","50,146,000","49,062,000","48,395,000","48,086,000","45,224,000","43,904,000","44,506,000","42,250,000","42,032,000","40,746,000","36,898,000","38,775,000","36,081,000","36,927,000","34,487,000","33,390,000","31,964,000","32,019,000","47,334,000","26,117,000","26,056,000","25,720,000","12,398,000","26,442,000","20,439,000","20,182,000","22,035,000","20,809,000","17,736,000","27,665,000","14,045,000","27,331,000","21,171,000","20,711,000","21,189,000","19,160,000","19,188,000","20,156,000","18,553,000","15,308,000","15,657,000","15,226,000","23,585,000","11,903,000","13,805,000","13,889,000","20,924,000","14,912,000","13,277,000","12,770,000","13,728,000","13,157,000","16,117,000","13,189,000","11,085,000","6,970,000","5,955,000","5,833,000","5,634,000","5,307,000","5,920,000","5,791,000","15,184,000","5,703,000","4,388,000","4,509,000","4,026,000","3,844,000","3,857,000","4,129,000","46,470,000","-3,100,000","-5,300,000","-7,000,000","27,094,000","-1,700,000","-1,600,000","-6,200,000","15,425,000","-2,000,000","-1,900,000","-1,700,000","9,997,000","-1,400,000","-1,200,000","-1,100,000","6,438,721","-900,000","-800,000","-700,000","-700,000","-600,000","-600,000","-400,000","-500,000","-300,000","-200,000","-300,000","-300,000","-200,000","-100,000","-100,000","-100,000","-200,000","-100,000","-100,000","-100,000","-100,000","-100,000","-100,000","0","-100,000","-100,000",,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"44,187,000","11,130,000","10,004,000","11,163,000","11,890,000","11,786,000","9,287,000","9,419,000","9,395,000","10,136,000","10,210,000","8,777,000","9,351,000","9,573,000","8,268,000","8,543,000","8,741,000","8,697,000","8,712,000","7,354,000","8,820,000","8,919,000","9,408,000","9,116,000","8,735,000","9,249,000","9,658,000","8,643,000","7,830,000","8,605,000","6,523,000","9,007,000","8,074,000","8,915,000","7,367,000","7,534,000","9,412,000","8,264,000","8,904,000","8,652,000","7,024,000","7,603,000","-3,502,000","11,495,000","6,568,000","6,657,000","9,369,000","8,912,000","5,775,000","15,810,000","1,650,000","15,981,000","9,025,000","8,892,000","16,558,000","5,242,000","6,040,000","7,560,000","6,045,000","5,230,000","5,946,000","6,321,000","5,096,000","4,663,000","7,088,000","7,200,000","6,570,000","6,232,000","5,797,000","4,813,000","5,845,000","5,848,000","5,399,000","5,912,000","3,687,000","2,561,000","2,641,000","2,600,000","2,349,000","2,136,000","2,728,000","2,264,000","1,799,000","1,536,000","1,724,000","1,853,000","1,141,000","1,223,000","1,236,000","1,250,000","780,000","1,200,000","1,900,000","2,300,000","2,335,000","2,200,000","1,400,000","1,800,000","216,000","300,000","200,000","500,000","283,000","300,000","300,000","400,000","121,850","100,000","200,000","200,000","100,000","100,000","100,000","300,000","200,000","200,000","100,000",,,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"44,187,000","11,130,000","10,004,000","11,163,000","11,890,000","11,786,000","9,287,000","9,419,000","9,395,000","10,136,000","10,210,000","8,777,000","9,351,000","9,573,000","8,268,000","8,543,000","8,741,000","8,697,000","8,712,000","7,354,000","8,820,000","8,919,000","9,408,000","9,116,000","8,735,000","9,249,000","9,658,000","8,643,000","7,830,000","8,605,000","6,523,000","9,007,000","8,074,000","8,915,000","7,367,000","7,534,000","9,412,000","8,264,000","8,903,000",,,,,,,,,,,,,,,,,,"6,040,000","7,560,000","6,045,000","5,230,000","5,946,000","6,321,000","5,096,000","4,663,000","7,088,000","7,200,000","6,570,000","6,232,000","5,797,000","4,813,000","5,845,000","5,848,000","5,399,000","5,912,000","3,687,000","2,561,000","2,641,000","2,600,000","2,349,000","2,136,000","2,728,000","2,264,000","1,799,000","1,536,000","1,724,000","1,853,000","1,141,000","1,223,000","1,236,000","1,250,000","780,000","1,200,000","1,900,000","2,300,000","2,335,000","2,200,000","1,400,000","1,800,000","216,000","300,000","200,000","500,000","283,000","300,000","300,000","400,000","121,850","100,000","200,000","200,000","100,000","100,000","100,000","300,000","200,000","200,000","100,000",,,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,040,000","7,560,000","6,045,000","5,230,000","5,946,000","6,321,000","5,096,000","4,663,000","7,088,000","7,200,000","6,570,000","6,232,000","5,797,000","4,813,000","5,845,000","5,848,000","5,399,000","5,912,000","3,687,000","2,561,000","2,641,000","2,600,000","2,349,000","2,136,000","2,728,000","2,264,000","1,799,000","1,536,000","1,724,000","1,853,000","1,141,000","1,223,000","1,236,000","1,250,000","800,000","1,200,000","1,900,000","2,300,000","2,300,000","2,200,000","1,400,000","1,800,000","200,000","300,000","200,000","500,000","300,000","300,000","300,000","400,000","100,000","100,000","200,000","200,000","100,000","100,000","100,000","300,000","200,000","200,000","100,000",,,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,"253,000","88,000","57,000","86,000","22,000","38,000","40,000","0","0","36,000","83,000","51,000","75,000","52,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"43,934,000","11,042,000","9,947,000","11,077,000","11,868,000","11,748,000","9,247,000","9,419,000","9,395,000","10,100,000","10,127,000","8,726,000","9,276,000","9,521,000","8,268,000","8,543,000","8,741,000","8,697,000","8,712,000","7,354,000","8,820,000","8,919,000","9,408,000","9,116,000","8,735,000","9,249,000","9,658,000","8,643,000","7,830,000","8,605,000","6,523,000","9,007,000","8,074,000","8,915,000","7,367,000","7,534,000","9,412,000","8,264,000","8,903,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
