name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"239,245,000","66,050,000","64,897,000","59,285,000","49,013,000","46,660,000","43,143,000","39,735,000","36,316,000","33,174,000","31,020,000","28,264,000","27,235,000","25,584,000"
	OperatingRevenue,"239,245,000","66,050,000","64,897,000","59,285,000","49,013,000","46,660,000","43,143,000","39,735,000","36,316,000","33,174,000","31,020,000","28,264,000","27,235,000","25,584,000"
CostOfRevenue,"56,332,000","17,103,000","16,641,000","12,403,000","10,185,000","9,250,000","10,216,000","8,593,000","7,837,000","7,480,000","8,065,000","6,806,000","6,227,000","5,925,000"
GrossProfit,"182,913,000","48,947,000","48,256,000","46,882,000","38,828,000","37,410,000","32,927,000","31,142,000","28,479,000","25,694,000","22,955,000","21,458,000","21,008,000","19,659,000"
OperatingExpense,"250,534,000","72,466,000","69,671,000","58,405,000","49,992,000","45,952,000","46,731,000","41,197,000","35,862,000","33,149,000","32,712,000","31,735,000","31,653,000","29,967,000"
	SellingGeneralAndAdministration,"173,257,000","49,485,000","48,034,000","40,471,000","35,267,000","32,417,000","32,789,000","29,073,000","24,517,000","22,228,000","21,751,000","20,873,000","21,185,000","19,135,000"
		GeneralAndAdministrativeExpense,"62,543,000","17,312,000","17,750,000","14,370,000","13,110,000","11,608,000","12,212,000","9,745,000","7,714,000","6,466,000","6,456,000","5,527,000","5,222,000","4,999,000"
			OtherGandA,"62,543,000","17,312,000","17,750,000","14,370,000","13,110,000","11,608,000","12,212,000","9,745,000","7,714,000","6,466,000","6,456,000","5,527,000","5,222,000","4,999,000"
		SellingAndMarketingExpense,"110,714,000","32,173,000","30,284,000","26,101,000","22,157,000","20,809,000","20,577,000","19,328,000","16,803,000","15,762,000","15,295,000","15,346,000","15,963,000","14,136,000"
	ResearchAndDevelopment,"71,956,000","20,944,000","19,755,000","16,532,000","14,725,000","13,535,000","13,942,000","12,124,000","11,345,000","10,921,000","10,961,000","10,862,000","10,468,000","10,832,000"
	DepreciationAmortizationDepletionIncomeStatement,"5,321,000","2,037,000","1,882,000","1,402,000",,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"5,321,000","2,037,000","1,882,000","1,402,000",,,,,,,,,,
			Amortization,"5,321,000","2,037,000","1,882,000","1,402,000",,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"5,321,000","2,037,000","1,882,000","1,402,000",,,,,,,,,,
OperatingIncome,"-67,621,000","-23,519,000","-21,415,000","-11,523,000","-11,164,000","-8,542,000","-13,804,000","-10,055,000","-7,383,000","-7,455,000","-9,757,000","-10,277,000","-10,645,000","-10,308,000"
NetNonOperatingInterestIncomeExpense,"-1,297,000","-587,000","-638,000","-101,000","29,000","12,000","-437,000","-739,000","-1,135,000","-761,000","-483,000","-355,000","-324,000","-205,000"
	InterestIncomeNonOperating,"240,000","122,000","65,000","24,000","29,000","12,000","11,000","2,000","17,000","1,000","0","4,000","86,000","155,000"
	InterestExpenseNonOperating,"475,000","221,000","129,000","125,000","0","0","448,000","741,000","1,152,000","762,000","483,000","359,000","410,000","360,000"
	TotalOtherFinanceCost,,"488,000",,,,,,,,,,,,
OtherIncomeExpense,"-36,171,000","-12,816,000","-12,488,000","-9,787,000","-1,080,000","-14,000","59,000","-75,000","40,000","4,210,000","-45,000","-86,000","-56,000","-21,000"
	GainOnSaleOfSecurity,,,,,,,"0",,,"4,413,000",,,,
	SpecialIncomeCharges,"-35,959,000","-12,660,000","-12,400,000","-9,792,000","-1,107,000",,,,,,,,,
		RestructuringAndMergernAcquisition,"35,959,000","12,660,000","12,400,000","9,792,000","1,107,000",,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-212,000","-156,000","-88,000","5,000","27,000","-14,000","59,000","-75,000","40,000","-203,000","-45,000","-86,000","-56,000","-21,000"
PretaxIncome,"-105,089,000","-36,922,000","-34,541,000","-21,411,000","-12,215,000","-8,544,000","-14,182,000","-10,869,000","-8,478,000","-4,006,000","-10,285,000","-10,718,000","-11,025,000","-10,534,000"
TaxProvision,"81,000","115,000","-297,000","257,000","6,000","0","19,000","-14,000","3,000","17,000","7,000","7,000","7,000","7,000"
NetIncomeCommonStockholders,"-105,170,000","-37,037,000","-34,244,000","-21,668,000","-12,221,000","-8,544,000","-14,201,000","-8,123,000","-10,434,000","-3,643,000","-3,788,000","-12,590,000","-12,830,000","-12,277,000"
	NetIncome,"-105,170,000","-37,037,000","-34,244,000","-21,668,000","-12,221,000","-8,544,000","-14,201,000","-10,855,000","-8,481,000","-4,023,000","-10,292,000","-10,725,000","-11,032,000","-10,541,000"
		NetIncomeIncludingNoncontrollingInterests,"-105,170,000","-37,037,000","-34,244,000","-21,668,000","-12,221,000","-8,544,000","-14,201,000","-10,855,000","-8,481,000","-4,023,000","-10,292,000","-10,725,000","-11,032,000","-10,541,000"
			NetIncomeContinuousOperations,"-105,170,000","-37,037,000","-34,244,000","-21,668,000","-12,221,000","-8,544,000","-14,201,000","-10,855,000","-8,481,000","-4,023,000","-10,292,000","-10,725,000","-11,032,000","-10,541,000"
	PreferredStockDividends,,,,,,,"0","-2,732,000","1,953,000","1,745,000",,"1,865,000","1,798,000","1,736,000"
	OtherunderPreferredStockDividend,,,,,,,,,,"-380,000",,,,
DilutedNIAvailtoComStockholders,"-105,170,000","-37,037,000","-34,244,000","-21,668,000","-12,221,000","-8,544,000","-14,201,000","-8,123,000","-10,434,000","-3,643,000","-3,788,000","-12,590,000","-12,830,000","-12,277,000"
BasicEPS,,"-0.51",,"-0.3","-0.17","-0.12","-0.21","-0.16","-0.158","-0.06",,"-0.221","-0.225","-0.216"
DilutedEPS,,"-0.51",,"-0.3","-0.17","-0.12","-0.21","-0.16","-0.158","-0.06",,"-0.221","-0.225","-0.216"
BasicAverageShares,,"72,476,000",,"71,372,000","70,622,000","69,792,000","68,638,000","49,355,000","65,843,546","56,902,000",,"56,902,000","56,902,000","56,902,000"
DilutedAverageShares,,"72,476,000",,"71,372,000","70,622,000","69,792,000","68,638,000","49,355,000","65,843,546","56,902,000",,"56,902,000","56,902,000","56,902,000"
TotalOperatingIncomeAsReported,"-103,580,000","-36,179,000","-33,815,000","-21,315,000","-12,271,000","-8,542,000","-13,804,000","-10,055,000","-7,383,000","-7,455,000","-9,757,000","-10,277,000","-10,645,000","-10,308,000"
TotalExpenses,"306,866,000","89,569,000","86,312,000","70,808,000","60,177,000","55,202,000","56,947,000","49,790,000","43,699,000","40,629,000","40,777,000","38,541,000","37,880,000","35,892,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-105,170,000","-37,037,000","-34,244,000","-21,668,000","-12,221,000","-8,544,000","-14,201,000","-10,855,000","-8,481,000","-4,023,000","-10,292,000","-10,725,000","-11,032,000","-10,541,000"
NormalizedIncome,"-83,594,600","-29,441,000","-21,950,621.117","-14,519,840","-11,412,890","-8,544,000","-14,201,000","-10,855,000","-8,481,000","-7,244,490","-10,292,000","-10,725,000","-11,032,000","-10,541,000"
