name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995
			DepreciationAndAmortization,"722,000,000","182,000,000","181,000,000","183,000,000","176,000,000","159,000,000","160,000,000","156,000,000","164,000,000","160,000,000","144,000,000","143,000,000","153,000,000","135,000,000","137,000,000","132,000,000","142,000,000","133,000,000","129,000,000","127,000,000","127,000,000","119,000,000","112,000,000","106,000,000","109,800,000","103,300,000","103,500,000","98,100,000","110,700,000","100,000,000","98,000,000","100,600,000","104,600,000","95,600,000","95,500,000","88,900,000","89,700,000","90,400,000",,,,,,,,,"66,500,000","68,800,000","66,900,000","69,100,000","62,400,000","65,300,000","62,200,000","65,900,000","63,300,000","62,600,000","66,200,000","62,600,000","62,900,000","59,000,000","54,400,000","49,000,000","52,900,000","50,900,000","51,400,000","49,900,000","49,900,000","47,200,000","52,700,000","49,500,000","47,600,000","46,900,000","52,500,000","47,400,000","46,700,000","45,100,000","47,000,000","42,700,000","43,400,000","41,700,000","44,400,000","40,200,000","39,700,000","37,700,000","43,300,000","38,800,000","40,700,000","40,100,000","39,000,000","37,500,000","36,300,000","34,000,000","28,600,000","30,000,000","29,000,000","29,700,000","26,900,000","27,100,000","23,700,000","19,800,000","20,400,000","19,200,000","19,000,000","17,400,000","16,900,000","17,600,000","13,800,000","10,500,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,300,000","38,800,000","38,500,000","35,700,000",,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","2,200,000","4,400,000",,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","2,200,000","4,400,000",,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-217,000,000","-47,000,000","14,000,000","-57,000,000","-127,000,000","-54,000,000","-10,000,000","-39,000,000","-78,000,000","-72,000,000","-4,000,000","11,000,000","-20,000,000","0","-37,000,000","-9,000,000","91,000,000","-22,000,000","109,000,000","-3,000,000","-34,000,000","-29,000,000","-23,000,000","-32,000,000","-42,700,000","-19,400,000","-11,200,000","-20,800,000","3,600,000","-23,400,000","-14,500,000","-18,300,000","-22,700,000","-15,400,000","5,100,000","-23,400,000","-32,800,000","-21,000,000","-3,500,000","-18,800,000","6,600,000","-15,100,000","-4,000,000","-9,600,000","-16,400,000","-21,000,000","6,800,000","6,100,000","4,000,000","200,000","-7,100,000","-21,800,000","-92,300,000","-13,800,000","5,000,000","-7,100,000","-35,500,000","-71,800,000","-1,900,000","-6,400,000","26,200,000","-3,900,000","-6,400,000","-6,000,000","-16,800,000","-38,900,000","-8,800,000","-9,800,000","68,800,000","14,000,000","10,800,000","11,300,000","6,300,000","12,300,000",,,"10,700,000","8,000,000","10,300,000","7,500,000","-42,600,000","10,000,000","8,000,000","2,000,000","7,700,000","-1,000,000","0","-2,000,000","3,500,000","-1,000,000","-4,000,000","-4,000,000","-4,100,000","7,900,000","-4,000,000","-4,000,000","-1,500,000","-1,700,000","-2,900,000","-6,100,000","1,700,000","-3,700,000","-7,600,000","-3,000,000","-13,800,000","2,000,000","8,500,000","-2,000,000"
			DeferredIncomeTax,"-217,000,000","-47,000,000","14,000,000","-57,000,000","-127,000,000","-54,000,000","-10,000,000","-39,000,000","-78,000,000","-72,000,000","-4,000,000","11,000,000","-20,000,000","0","-37,000,000","-9,000,000","91,000,000","-22,000,000","109,000,000","-3,000,000","-34,000,000","-29,000,000","-23,000,000","-32,000,000","-42,700,000","-19,400,000","-11,200,000","-20,800,000","3,600,000","-23,400,000","-14,500,000","-18,300,000","-22,700,000","-15,400,000","5,100,000","-23,400,000","-32,800,000","-21,000,000","-3,500,000","-18,800,000","6,600,000","-15,100,000","-4,000,000","-9,600,000","-16,400,000","-21,000,000","6,800,000","6,100,000","4,000,000","200,000","-7,100,000","-21,800,000","-92,300,000","-13,800,000","5,000,000","-7,100,000","-35,500,000","-71,800,000","-1,900,000","-6,400,000","26,200,000","-3,900,000","-6,400,000","-6,000,000","-16,800,000","-38,900,000","-8,800,000","-9,800,000","68,800,000","14,000,000","10,800,000","11,300,000","6,300,000","12,300,000",,,"10,700,000","8,000,000","10,300,000","7,500,000","-42,600,000","10,000,000","8,000,000","2,000,000","7,700,000","-1,000,000","0","-2,000,000","3,500,000","-1,000,000","-4,000,000","-4,000,000","-4,100,000","7,900,000","-4,000,000","-4,000,000","-1,500,000","-1,700,000","-2,900,000","-6,100,000","1,700,000","-3,700,000","-7,600,000","-3,000,000","-13,800,000","2,000,000","8,500,000","-2,000,000"
		AssetImpairmentCharge,"290,000,000","216,000,000",,,"74,000,000","33,000,000",,,"303,000,000","346,000,000",,,"0","52,000,000",,,,,,,,,,,,,,,,,,,,,,,"17,700,000","0",,,"15,000,000","0",,,"1,700,000","36,300,000",,,"2,800,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"355,000,000","91,000,000","113,000,000","79,000,000","72,000,000","86,000,000","105,000,000","64,000,000","3,000,000","71,000,000","83,000,000","56,000,000","42,000,000","70,000,000","73,000,000","58,000,000","40,000,000","64,000,000","75,000,000","57,000,000","44,000,000","41,000,000","46,000,000","88,000,000","36,200,000","36,100,000","42,500,000","68,700,000","31,100,000","33,000,000","38,800,000","62,100,000","27,800,000","29,900,000","38,600,000","56,300,000","27,400,000","29,600,000","34,300,000","54,500,000","23,700,000","24,400,000","31,200,000","45,400,000","20,300,000","20,100,000","23,800,000","30,600,000","12,200,000","14,000,000","11,600,000","19,200,000","8,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,"0","0","0","0","-8,000,000","-23,000,000","-4,000,000","-10,000,000","-5,000,000","-5,400,000","-8,900,000","-3,800,000","-6,900,000","-26,600,000","-6,700,000","-7,400,000","-8,300,000","-6,600,000","-15,500,000","-9,800,000","-6,200,000","-14,300,000","-17,800,000","-15,600,000","-9,600,000","-14,100,000","-23,100,000","-11,000,000","-11,600,000","-20,800,000","-16,400,000","-900,000","-3,100,000","-6,700,000","-1,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-80,000,000","-11,000,000","-15,000,000","-6,000,000","-48,000,000","92,000,000","-32,000,000","-17,000,000","-25,000,000","-5,000,000","-39,000,000","-11,000,000","-59,000,000","-24,000,000","-13,000,000","-21,000,000","-66,000,000","-64,000,000","-9,000,000","-10,000,000","-98,000,000","-4,000,000","-8,000,000","-3,000,000","-56,700,000","1,500,000","10,500,000","-1,800,000","-38,400,000","2,700,000","-8,600,000","-7,600,000","-19,000,000","28,400,000","-6,100,000","-6,800,000","-15,800,000","-8,000,000","-34,000,000","-100,000","5,900,000","700,000","500,000","100,000","-658,800,000","662,900,000","4,600,000","1,300,000","14,300,000","2,800,000","-2,800,000","10,100,000","3,100,000","-12,900,000","9,600,000","22,000,000","19,600,000","9,100,000","14,000,000","19,100,000","15,100,000","5,300,000","10,400,000","14,900,000","29,400,000",,,"-18,200,000",,"4,700,000","300,000","200,000",,,,,,,,"-1,400,000",,,,"-2,000,000","29,100,000","-1,200,000","2,000,000","-2,100,000",,,,,,,,,,,,,,,,"100,000",,,,
		ChangeInWorkingCapital,"-861,000,000","-904,000,000","524,000,000","-996,000,000","515,000,000","-4,000,000","399,000,000","-356,000,000","374,000,000","172,000,000","433,000,000","-990,000,000","457,000,000","-255,000,000","598,000,000","-802,000,000","225,000,000","-28,000,000","907,000,000","-529,000,000","209,000,000","18,000,000","402,000,000","-608,000,000","310,500,000","-50,400,000","347,900,000","-463,000,000","281,300,000","18,200,000","301,700,000","-253,000,000","900,000","22,000,000","178,600,000","-396,800,000","88,900,000","1,100,000","243,500,000","-541,800,000","131,000,000","69,100,000","164,400,000","-422,100,000","186,200,000","15,600,000","107,800,000","-343,200,000","87,800,000","44,500,000","238,400,000","-213,300,000","358,900,000","-19,900,000","173,700,000","-327,300,000","-10,800,000","63,800,000","189,000,000","-245,300,000","20,400,000","-7,200,000","113,200,000","-191,100,000","151,500,000","1,400,000","224,700,000","-153,700,000","-4,600,000","-188,600,000","198,800,000","-253,100,000","-15,500,000","4,100,000","248,300,000","-170,100,000","16,800,000","-91,400,000","201,700,000","-118,800,000","115,600,000","1,500,000","225,300,000","-239,800,000","-40,100,000","-93,900,000","92,200,000","-157,500,000","-2,100,000","2,500,000","143,000,000","-158,000,000","-42,300,000","800,000","155,700,000","-156,200,000","-48,100,000","-17,000,000","107,800,000","-111,500,000","-18,400,000","-17,300,000","117,500,000","-131,100,000","-28,700,000","-77,800,000","153,600,000","-129,000,000"
			ChangeInReceivables,"-440,000,000","-141,000,000","176,000,000","-583,000,000","108,000,000","214,000,000","-113,000,000","-607,000,000","673,000,000","299,000,000","140,000,000","-487,000,000","208,000,000","-34,000,000","203,000,000","-546,000,000","220,000,000","-44,000,000","109,000,000","-390,000,000","150,000,000","1,000,000","122,000,000","-365,000,000","150,200,000","25,700,000","112,200,000","-389,000,000","197,400,000","15,600,000","58,100,000","-167,900,000","30,500,000","91,700,000","56,700,000","-375,100,000","184,000,000","147,900,000","73,200,000","-518,100,000","218,600,000","97,400,000","-12,300,000","-482,100,000","309,200,000","-46,000,000","-18,700,000","-369,200,000","211,700,000","93,800,000","-7,600,000","-218,700,000","216,800,000","-24,100,000","88,700,000","-177,600,000","103,400,000","11,600,000","-26,900,000","-174,600,000","106,700,000","37,800,000","-3,300,000","-209,200,000","151,300,000","-60,700,000","68,800,000","-144,800,000","108,600,000","-86,600,000","99,500,000","-228,100,000","110,500,000","-25,400,000","110,700,000","-214,200,000","127,200,000","-31,700,000","100,500,000","-157,400,000","80,800,000","-20,500,000","121,700,000","-197,400,000","95,700,000","-27,500,000","68,700,000","-194,200,000","58,000,000","70,700,000","2,300,000","-155,400,000","69,900,000","16,900,000","51,100,000","-175,900,000","55,300,000","8,600,000","9,200,000","-105,000,000","61,100,000","16,100,000","9,400,000","-142,900,000","52,800,000","-46,000,000","73,600,000","-129,900,000"
				ChangesInAccountReceivables,"-440,000,000","-141,000,000","176,000,000","-583,000,000","108,000,000","214,000,000","-113,000,000","-607,000,000","673,000,000","299,000,000","140,000,000","-487,000,000","208,000,000","-34,000,000","203,000,000","-546,000,000","220,000,000","-44,000,000","109,000,000","-390,000,000","150,000,000","1,000,000","122,000,000","-365,000,000","150,200,000","25,700,000","112,200,000","-389,000,000","197,400,000","15,600,000","58,100,000","-167,900,000","30,500,000","91,700,000","56,700,000","-375,100,000","184,000,000","147,900,000","73,200,000","-518,100,000","218,600,000","97,400,000","-12,300,000","-482,100,000","309,200,000","-46,000,000","-18,700,000","-369,200,000","211,700,000","93,800,000","-7,600,000","-218,700,000","216,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-551,000,000","-234,000,000","14,000,000","-178,000,000","-153,000,000","-54,000,000","161,000,000","-94,000,000","38,000,000","-72,000,000","114,000,000","-83,000,000","-191,000,000","-163,000,000","15,000,000","-36,000,000","-147,000,000","-66,000,000","82,000,000","-16,000,000","-144,000,000","-19,000,000","109,000,000","-31,000,000","-121,900,000","-48,900,000","84,800,000","17,000,000","-131,100,000","-2,200,000","116,800,000","-9,700,000","-69,400,000","-74,500,000","45,200,000","-58,100,000","-130,300,000","-15,900,000","70,900,000","-59,200,000","-107,200,000","6,800,000","80,600,000","-21,400,000","-94,700,000","-600,000","34,800,000","-34,600,000","-64,800,000","-44,600,000","91,200,000","-42,600,000","49,100,000","61,900,000","111,500,000","-96,800,000","-51,900,000","-10,800,000","76,900,000","-84,900,000","-41,500,000","-22,800,000","62,300,000","-68,800,000","-34,200,000","12,300,000","81,400,000","-57,600,000","-63,900,000","-26,100,000","37,700,000","-52,800,000","-85,300,000","800,000","73,300,000","-34,500,000","-38,700,000","6,000,000","55,300,000","-38,300,000","-13,600,000","41,300,000","81,700,000","-7,200,000","-142,800,000","3,300,000","24,100,000","13,300,000","-99,400,000","13,300,000","43,900,000","10,900,000",,"29,700,000","53,700,000","19,400,000","-94,300,000","-3,200,000","19,400,000","6,300,000","-80,500,000","22,600,000","75,800,000","-13,500,000","-55,300,000","5,400,000","13,500,000","-38,700,000"
			ChangeInPayablesAndAccruedExpense,"120,000,000","-504,000,000","379,000,000","-206,000,000","451,000,000","-129,000,000","518,000,000","295,000,000","-222,000,000","-132,000,000","246,000,000","-369,000,000","429,000,000","-38,000,000","415,000,000","-202,000,000","141,000,000","93,000,000","717,000,000","-136,000,000","253,000,000","34,000,000","207,000,000","-216,000,000","272,500,000","22,000,000","161,500,000","-69,100,000","192,800,000","22,100,000","86,800,000","-38,300,000","19,900,000","25,100,000","184,700,000","-26,800,000","95,400,000","54,000,000","-185,700,000","27,600,000","-10,100,000","12,100,000","60,500,000","102,400,000","3,400,000","32,200,000","42,800,000","7,700,000","-73,500,000","25,200,000","31,000,000","42,100,000","105,600,000","-62,500,000","-11,900,000","-18,600,000","18,800,000","-14,000,000","23,800,000","-11,500,000","38,400,000","-14,400,000","-17,500,000","39,900,000","16,700,000","-6,500,000","-6,900,000","5,800,000","7,800,000","-41,000,000","20,500,000","-11,200,000","42,200,000","-6,000,000","-95,600,000","89,200,000","28,200,000","-19,300,000","-39,500,000","22,200,000","14,800,000","40,200,000","-72,300,000","-15,300,000","54,800,000","-32,900,000","900,000","-8,600,000","46,600,000","-36,600,000","15,000,000","-12,800,000","68,700,000","-22,000,000","12,500,000","-45,200,000","59,100,000","-6,000,000","4,600,000","-17,000,000","31,700,000","-10,100,000","900,000","-28,000,000","30,000,000","-5,600,000","-2,400,000","-5,900,000"
				ChangeInPayable,"186,000,000","-159,000,000","151,000,000","-191,000,000","385,000,000","-8,000,000","84,000,000","-21,000,000","9,000,000","58,000,000","25,000,000","-400,000,000","424,000,000","69,000,000","88,000,000","-262,000,000","329,000,000","131,000,000","55,000,000","-166,000,000","222,000,000","-25,000,000","27,000,000","-170,000,000","147,000,000","35,300,000","19,900,000","-100,800,000","131,700,000","15,900,000","-13,100,000","12,000,000","7,600,000","20,800,000","32,400,000","-26,800,000","95,400,000","54,000,000","-185,700,000","27,600,000","-10,100,000","12,100,000","60,500,000","102,400,000","3,400,000","178,600,000","-32,100,000","-63,800,000","78,800,000","-48,300,000","67,000,000","6,100,000","81,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,900,000","-105,300,000","-9,200,000","98,100,000","113,000,000","-60,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,900,000","-105,300,000","-9,200,000","98,100,000","113,000,000","-60,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
