name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"207,695,000","69,714,000","55,562,000","44,220,000","38,176,000","33,130,000","22,550,000","23,117,000","16,970,000"
	OperatingRevenue,"202,974,000","69,714,000","50,862,000","44,217,000","38,181,000","33,130,000","22,527,000","23,078,000","16,936,000"
CostOfRevenue,"20,165,000","21,204,000","1,881,000","1,828,000","2,355,000","9,903,000","1,199,000","1,183,000","1,014,000"
GrossProfit,"187,530,000","48,510,000","53,681,000","42,392,000","35,821,000","23,227,000","21,351,000","21,934,000","15,956,000"
OperatingExpense,"263,016,000","79,065,000","81,638,000","60,965,000","39,488,000","23,995,000","27,759,000","23,133,000","11,369,000"
	SellingGeneralAndAdministration,"153,680,000","45,252,000","43,692,000","36,999,000","26,043,000","17,205,000","19,993,000","12,648,000","10,941,000"
		GeneralAndAdministrativeExpense,"103,457,000","33,836,000","27,582,000","23,468,000","16,877,000","12,842,000","16,337,000","9,727,000","9,308,000"
			SalariesAndWages,"60,864,000","22,043,000","15,142,000","15,483,000","8,183,000","7,057,000","8,496,000","4,672,000","5,031,000"
			InsuranceAndClaims,,,"2,551,000","2,158,000","1,923,000",,"1,689,000","1,137,000","1,223,000"
			OtherGandA,"34,340,000","11,793,000","9,889,000","5,827,000","6,771,000","5,785,000","6,152,000","3,918,000","3,054,000"
		SellingAndMarketingExpense,"50,223,000","11,416,000","16,110,000","13,531,000","9,166,000","4,363,000","3,656,000","2,921,000","1,633,000"
	DepreciationAmortizationDepletionIncomeStatement,,,"890,000","486,000","502,000",,"297,000","286,000","271,000"
		DepreciationAndAmortizationInIncomeStatement,,,"890,000","486,000","502,000",,"297,000","286,000","271,000"
	ProvisionForDoubtfulAccounts,"78,085,000","23,044,000","24,105,000","15,238,000","15,698,000","5,708,000","6,707,000","10,456,000","-33,000"
	OtherOperatingExpenses,"28,859,000","10,769,000","12,951,000","8,242,000","-2,755,000","1,082,000","762,000","-257,000","190,000"
OperatingIncome,"-75,486,000","-30,555,000","-27,957,000","-18,573,000","-3,667,000","-768,000","-6,408,000","-1,199,000","4,587,000"
NetNonOperatingInterestIncomeExpense,"-36,519,000","-6,174,000","-8,343,000","-8,397,000","-8,361,000","-1,471,000","-5,384,000","-4,562,000","-3,510,000"
	InterestExpenseNonOperating,"11,954,000","6,174,000","2,304,000","1,627,000","1,849,000","1,471,000","634,000","865,000","779,000"
	TotalOtherFinanceCost,,,"6,039,000","6,770,000","6,512,000",,"4,750,000","3,697,000","2,731,000"
OtherIncomeExpense,"-13,850,000","2,312,000","4,318,000","6,686,000","-27,168,000","-71,142,000","-18,623,000","271,000","70,000"
	GainOnSaleOfSecurity,"-45,935,000","3,910,000","-39,014,000","6,686,000","-17,546,000","-31,230,000","-14,623,000","271,000","70,000"
	SpecialIncomeCharges,"-6,911,000","-682,000",,,,"0",,,
		RestructuringAndMergernAcquisition,"6,911,000","682,000",,,,"0",,,
	OtherNonOperatingIncomeExpenses,,"-916,000","7,684,000",,"-9,622,000","-39,912,000",,,
PretaxIncome,"-125,855,000","-34,417,000","-31,982,000","-20,284,000","-39,196,000","-73,381,000","-30,415,000","-5,490,000","1,147,000"
TaxProvision,"-28,386,000","-28,417,000","15,000","-1,000","17,000","25,000","19,000","0","0"
