name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
OperatingCashFlow,"200,000","-7,900,000","-2,700,000","12,300,000","-1,000,000","22,200,000","25,400,000","10,400,000","5,500,000","5,300,000","-1,000,000","11,000,000","3,700,000","16,300,000","1,400,000","13,700,000","-8,100,000","3,400,000","-10,200,000","-5,400,000","-2,700,000","-8,700,000","-3,700,000","3,700,000","-400,000","-11,900,000","-5,400,000","-9,400,000","-9,000,000","-3,100,000","25,500,000","-8,200,000","-12,400,000","1,200,000","9,800,000","2,300,000","3,900,000","5,300,000","16,400,000","27,400,000","-19,700,000","29,500,000","-4,900,000","17,700,000","-6,900,000","-3,200,000","3,600,000","18,600,000","7,200,000","-1,100,000","2,500,000","9,100,000","5,200,000","6,000,000","400,000","-9,700,000","1,700,000","1,800,000","-2,200,000","-4,500,000","5,200,000","600,000","8,000,000","-1,600,000","1,300,000","-3,700,000","0","-6,000,000","2,300,000","11,000,000","3,600,000","16,300,000","-4,600,000","-6,800,000","-4,500,000","-2,300,000","10,000,000","5,000,000","14,600,000","8,300,000","8,800,000","1,300,000","4,800,000","7,700,000","-4,500,000","-2,800,000","-610,000","-19,893,000","3,167,000","-20,964,000","21,644,066","-4,957,621"
	CashFlowFromContinuingOperatingActivities,"4,700,000","-7,900,000","700,000","12,600,000","-700,000","22,700,000","25,600,000","8,300,000","6,800,000","4,000,000","-1,300,000","10,200,000","4,000,000","16,000,000","2,700,000","14,000,000","-5,100,000","6,500,000","-10,300,000","-5,400,000","-2,600,000","-8,700,000","-3,700,000","3,700,000","-900,000","-11,500,000","-6,300,000","-8,300,000","-12,200,000","-2,900,000","25,900,000","-7,900,000","-12,000,000","1,700,000","11,600,000","2,600,000","3,300,000","5,100,000","17,200,000","25,300,000","-19,700,000","29,500,000","-4,800,000","17,800,000","-6,900,000","-3,200,000","3,600,000","18,100,000","7,300,000","-700,000","3,000,000","9,900,000","6,300,000","7,000,000","-5,000,000","-9,100,000","1,500,000","2,400,000","-9,400,000","-2,100,000","12,400,000","-14,600,000","-5,800,000","-1,900,000","2,100,000","-3,500,000","11,200,000","-6,000,000","2,500,000","11,400,000","4,000,000","16,500,000","-4,500,000","-6,800,000","-4,500,000","-2,300,000","10,000,000","5,000,000","14,600,000","8,300,000","8,800,000","1,300,000","4,800,000","7,700,000","-4,500,000","-2,800,000","-610,000","-19,893,000","3,167,000","-20,964,000","21,644,066","-4,957,621"
		NetIncomeFromContinuingOperations,"-17,100,000","-15,700,000","-1,500,000","-1,100,000","1,200,000","1,900,000","78,100,000","2,600,000","-600,000","200,000","3,300,000","2,600,000","1,300,000","3,700,000","5,200,000","1,400,000","-3,800,000","1,300,000","-21,900,000","-4,400,000","-6,400,000","-9,900,000","-4,400,000","-23,500,000","-10,300,000","-22,200,000","-7,000,000","4,200,000","-13,900,000","-16,500,000","-2,200,000","-11,100,000","-49,800,000","-14,900,000","-6,900,000","-9,500,000","-7,300,000","-8,200,000","-91,100,000","-4,400,000","-14,200,000","-3,200,000","-8,700,000","-6,900,000","-5,300,000","-3,800,000","600,000","3,300,000","11,100,000","-400,000","500,000","2,400,000","1,200,000","-42,400,000","-109,800,000","-200,000","800,000","-1,900,000","-11,500,000","-13,400,000","4,200,000","-20,100,000","-55,400,000","-1,100,000","-400,000","-1,000,000","-2,100,000","5,700,000","4,300,000","3,500,000","12,200,000","-15,000,000","4,300,000","5,900,000","8,100,000","6,600,000","4,800,000","4,000,000","3,100,000","2,500,000","2,200,000","-71,700,000","-10,400,000","-42,400,000","1,200,000","-8,500,000","9,050,000","9,043,000","7,886,000","5,821,000","4,206,424","2,764,152"
		OperatingGainsLosses,,"13,000,000",,,,,,,,,,,,,,,,,"15,200,000","0","0","2,100,000",,,,,"0",,,,"0","0",,,,,,,,,,,"0","0","0","-300,000","-200,000","-300,000","-300,000","-200,000","-300,000","0",,,,,,,,,,,,"-300,000","-300,000","900,000","600,000","200,000","200,000","300,000","-3,500,000","200,000","1,700,000","800,000",,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"35,800,000","9,600,000","8,600,000","8,300,000","9,300,000","8,500,000","8,200,000","8,200,000","8,400,000","9,200,000","9,600,000","9,000,000","7,700,000","8,800,000","4,300,000","4,400,000","4,700,000","4,500,000","5,500,000","6,000,000","5,400,000","5,600,000","5,500,000","5,600,000","5,600,000","6,100,000","6,000,000","5,900,000","5,100,000","8,500,000","9,900,000","9,900,000","9,700,000","9,600,000","12,700,000","12,900,000","13,600,000","14,200,000","15,500,000","16,600,000","12,200,000","13,700,000","16,600,000","15,200,000","11,400,000","4,800,000","4,200,000","3,900,000","2,900,000","1,900,000","2,700,000","2,000,000","2,100,000","2,200,000","2,000,000","2,000,000","1,700,000","1,800,000","700,000","1,100,000","1,300,000","1,200,000","900,000","1,900,000","2,100,000","2,100,000","1,900,000","2,100,000","2,200,000","1,800,000","1,900,000","2,100,000","1,800,000","1,600,000",,,,,"3,400,000",,,,"6,000,000",,,,"4,866,000","2,828,000","1,893,000","1,113,000",,
			DepreciationAndAmortization,"35,800,000","9,600,000","8,600,000","8,300,000","9,300,000","8,500,000","8,200,000","8,200,000","8,400,000","9,200,000","9,600,000","9,000,000","7,700,000","8,800,000","4,300,000","4,400,000","4,700,000","4,500,000","5,500,000","6,000,000","5,400,000","5,600,000","5,500,000","5,600,000","5,600,000","6,100,000","6,000,000","5,900,000","5,100,000","8,500,000","9,900,000","9,900,000","9,700,000","9,600,000","12,700,000","12,900,000","13,600,000","14,200,000","15,500,000","16,600,000","12,200,000","13,700,000","16,600,000","15,200,000","11,400,000","4,800,000","4,200,000","3,900,000","2,900,000","1,900,000","2,700,000","2,000,000","2,100,000","2,200,000","2,000,000","2,000,000","1,700,000","1,800,000","700,000","1,100,000","1,300,000","1,200,000","900,000","1,900,000","2,100,000","2,100,000","1,900,000","2,100,000","2,200,000","1,800,000","1,900,000","2,100,000","1,800,000","1,600,000",,,,,"3,400,000",,,,"6,000,000",,,,"4,866,000","2,828,000","1,893,000","1,113,000",,
				Depreciation,"35,800,000","9,600,000","8,600,000","8,300,000","9,300,000","8,500,000","8,200,000","8,200,000","8,400,000","9,200,000","9,600,000","9,000,000","7,700,000","8,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-500,000","0","300,000","200,000","-1,000,000","100,000","-77,900,000","800,000","-100,000","-1,000,000","-800,000","-1,000,000","300,000","-3,400,000","-900,000","1,200,000",,,"-12,100,000","-400,000","1,500,000","800,000","1,500,000","1,200,000","800,000","1,200,000","-5,000,000","-16,400,000","1,800,000","1,800,000",,,,,"-400,000","0",,,"-3,900,000","100,000","1,300,000","0","-300,000","0","-100,000","300,000","500,000","-1,200,000",,,"0","0","0","0","-2,600,000","200,000","200,000","200,000","-6,300,000","6,800,000","100,000","100,000","14,300,000","-100,000","0","-500,000","1,300,000","1,200,000","1,800,000","1,200,000",,,"3,900,000","-700,000",,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-500,000","0","300,000","200,000","-1,000,000","100,000","-77,900,000","800,000","-100,000","-1,000,000","-800,000","-1,000,000","300,000","-3,400,000","-900,000","1,200,000",,,"-12,100,000","-400,000","1,500,000","800,000","1,500,000","1,200,000","800,000","1,200,000","-5,000,000","-16,400,000","1,800,000","1,800,000",,,,,"-400,000","0",,,"-3,900,000","100,000","1,300,000","0","-300,000","0","-100,000","300,000","500,000","-1,200,000",,,"0","0","0","0","-2,600,000","200,000","200,000","200,000","-6,300,000","6,800,000","100,000","100,000","14,300,000","-100,000","0","-500,000","1,300,000","1,200,000","1,800,000","1,200,000",,,"3,900,000","-700,000",,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000","300,000","100,000","300,000","-1,600,000","1,200,000","900,000","400,000","400,000","300,000","2,000,000","2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
