name,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalRevenue,"2,360,592,000"
	OperatingRevenue,"2,360,592,000"
CostOfRevenue,"1,949,331,000"
GrossProfit,"411,261,000"
OperatingExpense,"310,628,000"
	SellingGeneralAndAdministration,"273,047,000"
	OtherTaxes,"37,581,000"
OperatingIncome,"100,633,000"
NetNonOperatingInterestIncomeExpense,"-41,706,000"
	InterestExpenseNonOperating,"41,706,000"
OtherIncomeExpense,"-321,718,000"
	SpecialIncomeCharges,"-332,236,000"
		GainOnSaleOfPPE,"8,477,000"
	OtherNonOperatingIncomeExpenses,"10,518,000"
PretaxIncome,"-262,791,000"
TaxProvision,"-36,726,000"
NetIncomeCommonStockholders,"-226,148,000"
	NetIncome,"-226,145,000"
		NetIncomeIncludingNoncontrollingInterests,"-226,065,000"
			NetIncomeContinuousOperations,"-226,065,000"
		MinorityInterests,"-80,000"
	OtherunderPreferredStockDividend,"3,000"
AverageDilutionEarnings,"0"
DilutedNIAvailtoComStockholders,"-226,148,000"
TotalOperatingIncomeAsReported,"-231,603,000"
TotalExpenses,"2,259,959,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-226,145,000"
NormalizedIncome,"59,659,808.156"
InterestExpense,"41,706,000"
NetInterestIncome,"-41,706,000"
EBIT,"-221,085,000"
EBITDA,"-12,293,000"
ReconciledCostOfRevenue,"1,949,331,000"
ReconciledDepreciation,"208,792,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-226,145,000"
TotalUnusualItemsExcludingGoodwill,"-332,236,000"
TotalUnusualItems,"-332,236,000"
NormalizedEBITDA,"319,943,000"
TaxRateForCalcs,"0.14"
TaxEffectOfUnusualItems,"-46,431,191.844"
