name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,12/31/2009
TotalAssets,"90,952,000,000","85,373,000,000","89,300,000,000","94,300,000,000","86,651,000,000","85,158,000,000","84,020,000,000","84,593,000,000","86,317,000,000","98,556,000,000","98,139,000,000","96,896,000,000","96,436,000,000","92,940,000,000","53,031,000,000","51,736,000,000","50,364,000,000","49,047,000,000","46,806,000,000","45,447,000,000","45,821,000,000","44,413,000,000","43,293,000,000","44,133,000,000","41,758,000,000","43,115,000,000","30,161,000,000","30,653,000,000","30,182,000,000","30,460,000,000","31,705,000,000","29,376,000,000","29,159,000,000","28,385,000,000","29,003,000,000","29,695,000,000","30,773,000,000","27,223,000,000","26,583,000,000","24,681,000,000","25,306,000,000","25,745,000,000","25,225,000,000","23,964,000,000","23,777,000,000","23,232,000,000","21,968,000,000","21,254,000,000"
	CurrentAssets,"36,388,000,000","30,496,000,000","34,143,000,000","38,592,000,000","30,361,000,000","28,287,000,000","26,200,000,000","14,643,000,000","15,693,000,000","20,170,000,000","19,139,000,000","18,396,000,000","18,151,000,000","18,023,000,000","15,873,000,000","15,548,000,000","14,525,000,000","13,401,000,000","11,631,000,000","10,443,000,000","11,042,000,000","10,401,000,000","9,545,000,000","10,304,000,000","8,097,000,000","9,471,000,000","10,861,000,000","11,431,000,000","11,053,000,000","11,339,000,000","12,887,000,000","13,596,000,000","13,448,000,000","12,737,000,000","13,531,000,000","14,252,000,000","15,297,000,000","13,029,000,000","12,516,000,000","10,706,000,000","11,580,000,000","12,001,000,000","11,669,000,000","10,513,000,000","10,580,000,000","10,056,000,000","8,461,000,000","7,900,000,000"
		CashCashEquivalentsAndShortTermInvestments,"10,597,000,000","10,839,000,000","13,226,000,000","17,257,000,000","624,000,000","415,000,000","618,000,000","1,091,000,000","1,690,000,000","1,527,000,000","1,525,000,000","1,247,000,000","877,000,000","1,687,000,000","4,992,000,000","4,999,000,000","4,653,000,000","3,011,000,000","2,088,000,000","1,450,000,000","2,167,000,000","887,000,000","709,000,000","1,754,000,000","308,000,000","1,127,000,000","2,044,000,000","1,881,000,000","2,078,000,000","1,494,000,000","1,854,000,000","2,125,000,000","2,166,000,000","2,292,000,000","2,018,000,000","3,069,000,000","4,737,000,000","4,860,000,000","3,387,000,000","1,895,000,000","2,205,000,000","3,079,000,000","2,957,000,000","1,622,000,000","2,984,000,000","2,522,000,000","383,000,000","992,000,000"
			CashAndCashEquivalents,"7,148,000,000","5,291,000,000","5,874,000,000","11,839,000,000","624,000,000","415,000,000","618,000,000","1,091,000,000","1,690,000,000","1,527,000,000","1,525,000,000","1,247,000,000","877,000,000","1,687,000,000","4,992,000,000","4,999,000,000","4,653,000,000","3,011,000,000","2,088,000,000","1,450,000,000","2,167,000,000","887,000,000","709,000,000","1,754,000,000","308,000,000","1,127,000,000","2,044,000,000","1,881,000,000","2,078,000,000","1,494,000,000","1,854,000,000","2,125,000,000","2,166,000,000","2,292,000,000","2,018,000,000","3,069,000,000","4,737,000,000","4,860,000,000","3,387,000,000","1,895,000,000","2,205,000,000","3,079,000,000","2,957,000,000","1,622,000,000","219,000,000","118,000,000","117,000,000","128,000,000"
				CashFinancial,"3,528,000,000",,"3,050,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"3,620,000,000",,"2,824,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"3,449,000,000","5,548,000,000","7,352,000,000","5,418,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,765,000,000","2,404,000,000","266,000,000","864,000,000"
		Receivables,"15,661,000,000","11,034,000,000","9,511,000,000","9,771,000,000","7,468,000,000","5,760,000,000","4,911,000,000","4,361,000,000","5,583,000,000","7,872,000,000","7,461,000,000","7,603,000,000","6,893,000,000","5,853,000,000","5,408,000,000","4,919,000,000","4,613,000,000","4,695,000,000","3,900,000,000","3,259,000,000","3,284,000,000","3,617,000,000","3,136,000,000","3,199,000,000","2,602,000,000","2,927,000,000","3,124,000,000","3,876,000,000","3,364,000,000","4,058,000,000","5,271,000,000","5,725,000,000","5,420,000,000","5,559,000,000","5,593,000,000","6,163,000,000","5,509,000,000","4,610,000,000","5,101,000,000","4,708,000,000","5,867,000,000","5,461,000,000","4,914,000,000","5,042,000,000","4,755,000,000","4,398,000,000","4,071,000,000","3,543,000,000"
			AccountsReceivable,"15,661,000,000","11,034,000,000","9,511,000,000","9,771,000,000","7,468,000,000","5,760,000,000","4,911,000,000","4,361,000,000","5,583,000,000","7,872,000,000","7,461,000,000","7,603,000,000","6,893,000,000","5,853,000,000","5,408,000,000","4,919,000,000","4,613,000,000","4,695,000,000","3,900,000,000","3,259,000,000","3,284,000,000","3,617,000,000","3,136,000,000","3,199,000,000","2,602,000,000","2,927,000,000","3,124,000,000","3,876,000,000","3,364,000,000","4,058,000,000","5,271,000,000","5,725,000,000","5,420,000,000","5,559,000,000","5,593,000,000","6,163,000,000","5,509,000,000","4,610,000,000","5,101,000,000","4,708,000,000","5,867,000,000","5,459,000,000",,"5,041,000,000",,,,"3,526,000,000"
				GrossAccountsReceivable,"15,700,000,000","11,074,000,000","9,554,000,000","9,815,000,000","7,512,000,000","5,778,000,000","4,933,000,000","4,379,000,000","5,601,000,000","7,889,000,000","7,482,000,000","7,613,000,000","6,902,000,000","5,862,000,000","5,418,000,000","4,929,000,000","4,623,000,000","4,706,000,000","3,910,000,000","3,269,000,000","3,294,000,000","3,629,000,000","3,148,000,000","3,211,000,000","2,613,000,000","2,939,000,000","3,159,000,000","3,906,000,000","3,376,000,000","4,071,000,000","5,281,000,000","5,734,000,000","5,429,000,000","5,568,000,000","5,602,000,000","6,172,000,000","5,518,000,000","4,620,000,000","5,103,000,000","4,710,000,000","5,869,000,000","5,462,000,000",,"5,045,000,000",,,,
