name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"6,857,000,000","7,210,000,000","7,193,000,000","7,407,000,000","6,894,000,000","6,934,000,000","7,048,000,000","7,433,000,000","7,461,000,000","7,543,000,000","7,717,000,000","7,954,000,000","7,811,000,000","7,290,000,000","7,438,000,000","7,491,000,000","7,325,000,000","7,337,000,000","7,521,000,000","7,426,000,000","7,330,000,000","7,421,000,000","7,455,000,000","7,630,000,000","7,400,000,000","7,531,000,000","8,029,000,000","7,846,000,000","7,432,000,000","7,538,000,000","7,646,000,000","7,443,000,000","7,227,000,000","7,326,000,000","7,182,000,000","7,299,000,000","7,415,000,000","7,445,000,000","7,351,000,000","7,362,000,000","7,337,000,000","7,350,000,000","7,897,000,000","7,980,000,000","7,913,000,000","8,029,000,000"
	CurrentAssets,"803,000,000","1,188,000,000","1,225,000,000","1,424,000,000","869,000,000","944,000,000","1,221,000,000","1,582,000,000","1,580,000,000","1,211,000,000","862,000,000","910,000,000","771,000,000","768,000,000","905,000,000","929,000,000","760,000,000","789,000,000","942,000,000","861,000,000","733,000,000","818,000,000","826,000,000","1,083,000,000","844,000,000","961,000,000","1,431,000,000","1,302,000,000","952,000,000","1,026,000,000","1,128,000,000","1,033,000,000","818,000,000","917,000,000","787,000,000","879,000,000","962,000,000","978,000,000","868,000,000","870,000,000","825,000,000","806,000,000","867,000,000","922,000,000","819,000,000","898,000,000"
		CashCashEquivalentsAndShortTermInvestments,"306,000,000","735,000,000","701,000,000","859,000,000","404,000,000","520,000,000","380,000,000","686,000,000","628,000,000","235,000,000","266,000,000","270,000,000","243,000,000","225,000,000","226,000,000","230,000,000","182,000,000","227,000,000","348,000,000","219,000,000","205,000,000","274,000,000","224,000,000","423,000,000","283,000,000","415,000,000","567,000,000","359,000,000","184,000,000","313,000,000","268,000,000","209,000,000","119,000,000","236,000,000","173,000,000","187,000,000","366,000,000","376,000,000","141,000,000","138,000,000","148,000,000","143,000,000","102,000,000","154,000,000","93,000,000","192,000,000"
			CashAndCashEquivalents,"306,000,000","735,000,000","701,000,000","859,000,000","404,000,000","520,000,000","380,000,000","686,000,000","628,000,000","235,000,000","266,000,000","270,000,000","243,000,000","225,000,000","226,000,000","230,000,000","182,000,000","227,000,000","348,000,000","219,000,000","205,000,000","274,000,000","224,000,000","423,000,000","283,000,000","415,000,000","567,000,000","359,000,000","184,000,000","313,000,000","268,000,000","209,000,000","119,000,000","236,000,000","173,000,000","187,000,000","366,000,000","376,000,000","141,000,000","138,000,000","148,000,000","143,000,000","102,000,000","154,000,000","93,000,000","192,000,000"
		Receivables,"299,000,000","262,000,000","325,000,000","351,000,000","274,000,000","267,000,000","109,000,000","92,000,000","102,000,000","79,000,000","423,000,000","475,000,000","378,000,000","377,000,000","514,000,000","534,000,000","413,000,000","376,000,000","441,000,000","470,000,000","370,000,000","396,000,000","462,000,000","531,000,000","427,000,000","420,000,000","522,000,000","597,000,000","456,000,000","413,000,000","530,000,000","514,000,000","408,000,000","391,000,000","462,000,000","540,000,000","439,000,000","446,000,000","558,000,000","566,000,000","507,000,000","498,000,000","591,000,000","577,000,000","519,000,000","500,000,000"
			AccountsReceivable,"124,000,000","123,000,000","140,000,000","145,000,000","130,000,000","128,000,000","109,000,000","92,000,000","102,000,000","79,000,000","155,000,000","185,000,000","155,000,000","146,000,000","180,000,000","198,000,000","163,000,000","153,000,000","166,000,000","178,000,000","147,000,000","152,000,000","172,000,000","175,000,000","139,000,000","141,000,000","171,000,000","163,000,000","127,000,000","116,000,000","174,000,000","165,000,000","131,000,000","121,000,000","137,000,000","134,000,000","118,000,000","122,000,000","145,000,000","147,000,000","122,000,000","120,000,000","142,000,000","149,000,000","125,000,000","114,000,000"
				GrossAccountsReceivable,"135,000,000","134,000,000","151,000,000","156,000,000","142,000,000","141,000,000","122,000,000","106,000,000","115,000,000","90,000,000","167,000,000","197,000,000","166,000,000","155,000,000","189,000,000","207,000,000","173,000,000","164,000,000","176,000,000","189,000,000","159,000,000","165,000,000","186,000,000","191,000,000","157,000,000","161,000,000","191,000,000","187,000,000","153,000,000","143,000,000","204,000,000","196,000,000","163,000,000","158,000,000","177,000,000","178,000,000","168,000,000","173,000,000","199,000,000","205,000,000","187,000,000","184,000,000","208,000,000","215,000,000","191,000,000","181,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-11,000,000","-11,000,000","-11,000,000","-11,000,000","-12,000,000","-13,000,000","-13,000,000","-14,000,000","-13,000,000","-11,000,000","-12,000,000","-12,000,000","-11,000,000","-9,000,000","-9,000,000","-9,000,000","-10,000,000","-11,000,000","-10,000,000","-11,000,000","-12,000,000","-13,000,000","-14,000,000","-16,000,000","-18,000,000","-20,000,000","-20,000,000","-24,000,000","-26,000,000","-27,000,000","-30,000,000","-31,000,000","-32,000,000","-37,000,000","-40,000,000","-44,000,000","-50,000,000","-51,000,000","-54,000,000","-58,000,000","-65,000,000","-64,000,000","-66,000,000","-66,000,000","-66,000,000","-67,000,000"
			OtherReceivables,"175,000,000","139,000,000","185,000,000","206,000,000","144,000,000","139,000,000",,,,,"268,000,000","290,000,000","223,000,000","231,000,000","334,000,000","336,000,000","250,000,000","223,000,000","275,000,000","292,000,000","223,000,000","244,000,000","290,000,000","356,000,000","288,000,000","279,000,000","351,000,000","434,000,000","329,000,000","297,000,000","356,000,000","349,000,000","277,000,000","270,000,000","325,000,000","406,000,000","321,000,000","324,000,000","413,000,000","419,000,000","385,000,000","378,000,000","449,000,000","428,000,000","394,000,000","386,000,000"
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000","7,000,000","5,000,000","9,000,000",,,,,,,,
