name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
OperatingCashFlow,"-781,385","-318,481","-101,781","166,212","-527,335","-1,282,639"
	CashFlowFromContinuingOperatingActivities,"-781,385","-318,481","-101,781","166,212","-527,335","-1,282,639"
		NetIncomeFromContinuingOperations,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
		OperatingGainsLosses,"-7,767,441","-2,782,214","134,385","-4,090,597","-1,029,015","638,925"
			GainLossOnInvestmentSecurities,"-7,767,441","-2,782,214","134,385","-4,090,597","-1,029,015","638,925"
		StockBasedCompensation,,,"0","0",,
		OtherNonCashItems,"-57,052","-32,803","-7,289","-4,439","-12,521","573,144"
		ChangeInWorkingCapital,"1,030,638","123,537","330,536","689,169","-112,604","-1,161,404"
			ChangeInPrepaidAssets,"590,062","114,046","173,173","173,171","129,672","-1,216,484"
			ChangeInPayablesAndAccruedExpense,"440,576","9,491","157,363","515,998","-242,276","55,080"
				ChangeInAccruedExpense,"440,576","9,491","157,363","515,998","-242,276","55,080"
InvestingCashFlow,"0","0","0","0","0","-345,000,000"
	CashFlowFromContinuingInvestingActivities,"0","0","0","0","0","-345,000,000"
		NetOtherInvestingChanges,,,"0","0","0","-345,000,000"
FinancingCashFlow,"-416,321","0","-5,000","-411,321","0","348,239,783"
	CashFlowFromContinuingFinancingActivities,"-416,321","0","-5,000","-411,321","0","348,239,783"
		NetIssuancePaymentsOfDebt,"0","0","0","0","0","0"
			NetLongTermDebtIssuance,"0","0","0","0","0","0"
				LongTermDebtIssuance,"0","0","0","0","0","188,890"
				LongTermDebtPayments,"0","0","0","0","0","-188,890"
		NetCommonStockIssuance,"0","0","0","0","0","348,450,000"
			CommonStockIssuance,"0","0","0","0","0","348,450,000"
		NetOtherFinancingCharges,,,"-5,000","-411,321","0","-210,217"
EndCashPosition,"784,438","784,438","1,102,919","1,209,700","1,454,809","1,982,144"
	ChangesInCash,"-1,197,706","-318,481","-106,781","-245,109","-527,335","1,957,144"
	BeginningCashPosition,"1,982,144","1,102,919","1,209,700","1,454,809","1,982,144","25,000"
IssuanceOfCapitalStock,"0","0","0","0","0","348,450,000"
IssuanceOfDebt,"0","0","0","0","0","188,890"
RepaymentOfDebt,"0","0","0","0","0","-188,890"
FreeCashFlow,"-781,385","-318,481","-101,781","166,212","-527,335","-1,282,639"
