name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
TotalRevenue,"570,887,000","138,093,000","139,782,000","145,730,000","149,484,000","149,686,000","144,051,000","155,205,000","151,873,000","148,171,000","130,870,000","123,070,000","129,616,000","126,134,000","122,610,000","116,157,000","105,755,000","97,272,000","91,607,000","95,153,000","94,261,000","93,603,000","88,890,000","83,043,000","79,365,000","79,235,000","76,183,000","78,795,000","78,865,000","73,145,000","61,323,000","65,265,000","66,548,000","64,374,000","59,877,000","63,247,000","63,713,000","63,624,000","57,136,000","57,656,000","57,434,000","57,152,000","57,702,000","57,500,000","58,069,000","55,980,000","57,323,000","56,962,000","55,733,000","55,674,000","57,853,000","58,984,000","55,560,000","50,563,000","53,337,000","55,257,000","55,450,000","53,693,000","46,511,000","40,769,000","41,743,000","43,229,000","41,207,000","42,383,000","43,254,000","36,397,000","42,176,000","42,428,000","43,808,000","43,032,000","38,679,000","36,544,000","34,454,000","35,088,000","35,689,000","35,110,000","32,347,000","33,089,000","33,962,000","32,829,000","33,308,000","31,355,000","29,288,000","28,194,000","27,751,000","26,936,000","27,613,000","26,104,000","26,782,000","26,404,000","27,200,000","26,600,000","30,600,000","26,800,000","28,100,000","27,400,000","31,800,000","27,200,000","21,800,000","21,200,000","20,400,000","20,200,000","20,400,000","19,000,000","17,500,000","17,400,000","16,800,000","16,700,000","16,900,000","16,600,000","16,800,000","16,800,000","16,800,000","16,800,000","12,700,000","13,000,000","12,800,000","12,600,000","12,500,000","12,000,000","10,500,000","10,700,000","12,800,000","9,100,000","8,800,000","8,500,000","8,600,000","8,100,000","8,200,000","7,900,000",,,,,,,,,,,,
	OperatingRevenue,"570,887,000","138,093,000","139,782,000","145,730,000","149,484,000","149,686,000","144,051,000","155,205,000","151,873,000","148,171,000","130,870,000","123,070,000","129,616,000","126,134,000","122,610,000","116,157,000","105,755,000","97,272,000","91,607,000","95,153,000","94,261,000","93,603,000","88,890,000","83,043,000","79,365,000","79,235,000","76,183,000","78,795,000","78,865,000","73,145,000","61,323,000","65,265,000","66,548,000","64,374,000","59,877,000","63,247,000","63,713,000","63,624,000","57,136,000","57,656,000","57,434,000","57,152,000","57,702,000","57,500,000","58,069,000","55,980,000","57,323,000","56,962,000","55,733,000","55,674,000","57,853,000","58,984,000","55,560,000","50,563,000","53,337,000","55,257,000","55,450,000","53,693,000","46,511,000","40,769,000","41,743,000","43,229,000","41,207,000","42,383,000","43,254,000","36,397,000","42,176,000","42,428,000","43,808,000","43,032,000","38,679,000","36,544,000","34,454,000","35,088,000","35,689,000","35,110,000","32,347,000","33,089,000","33,962,000","32,829,000","33,308,000","31,355,000","29,288,000","28,194,000","27,751,000","26,936,000","27,613,000","26,104,000","26,782,000","26,404,000","27,200,000","26,600,000","30,600,000","26,800,000","28,100,000","27,400,000","31,800,000","27,200,000","21,800,000","21,200,000","20,400,000","20,200,000","20,400,000","19,000,000","17,500,000","17,400,000","16,800,000","16,700,000","16,900,000","16,600,000","16,800,000","16,800,000","16,800,000","16,800,000","12,700,000","13,000,000","12,800,000","12,600,000","12,500,000","12,000,000","10,500,000","10,700,000","12,800,000","9,100,000","8,800,000","8,500,000","8,600,000","8,100,000","8,200,000","7,900,000",,,,,,,,,,,,
PretaxIncome,"264,515,000","53,983,000","66,292,000","55,059,000","89,180,000","91,317,000","64,558,000","48,974,000","4,530,000","27,017,000","43,422,000","45,681,000","54,917,000","49,195,000","54,485,000","39,002,000","40,504,000","40,533,000","38,904,000","36,883,000","35,994,000","36,508,000","32,682,000","23,228,000","30,194,000","31,568,000","31,167,000","30,016,000","29,595,000","18,415,000","21,694,000","24,524,000","25,395,000","22,080,000","20,301,000","20,419,000","23,193,000","20,775,000","16,030,000","16,369,000","15,447,000","15,285,000","12,577,000","13,057,000","15,564,000","12,448,000","12,186,000","9,503,000","9,491,000","8,780,000","5,915,000","5,079,000","5,746,000","6,201,000","4,564,000","12,635,000","13,657,000","11,754,000","11,751,000","11,665,000","13,890,000","15,384,000","13,164,000","14,186,000","14,003,000","6,945,000","13,399,000","12,624,000","14,396,000","14,060,000","11,292,000","12,201,000","11,512,000","12,153,000","12,594,000","12,182,000","8,983,000","11,054,000","11,702,000","10,742,000","11,664,000","11,339,000","10,244,000","9,607,000","10,441,000","10,992,000","10,281,000","9,112,000","9,907,000","9,895,000","8,700,000","8,900,000","12,300,000","9,200,000","8,900,000","11,000,000","11,500,000","10,300,000","7,200,000","8,000,000","7,700,000","7,500,000","7,100,000","6,900,000","7,000,000","7,100,000","5,700,000","6,300,000","6,700,000","6,700,000","5,900,000","2,500,000","6,600,000","6,400,000","4,300,000","5,300,000","5,000,000","5,000,000","4,200,000","4,400,000","3,700,000","4,400,000","4,000,000","3,000,000","3,300,000","3,100,000","2,700,000","3,000,000","3,000,000","2,900,000",,,,,,,,,,,,
TaxProvision,"51,246,000","9,859,000","12,144,000","10,651,000","18,592,000","18,202,000","11,703,000","7,669,000","42,000","3,621,000","7,046,000","8,334,000","10,103,000","8,858,000","10,557,000","6,516,000","7,335,000","7,004,000","23,006,000","10,527,000","9,653,000","10,622,000","8,464,000","5,793,000","8,085,000","8,694,000","8,165,000","7,768,000","7,962,000","4,528,000","5,182,000","6,358,000","6,520,000","5,659,000","4,948,000","4,884,000","6,176,000","4,754,000","3,380,000","3,463,000","3,449,000","3,295,000","1,940,000","2,044,000","3,646,000","2,208,000","1,877,000","350,000","1,253,000","870,000","-1,382,000","-363,000","2,000","752,000","-1,257,000","1,126,000","2,373,000","2,251,000","1,087,000","1,902,000","1,595,000","3,437,000","2,528,000","2,632,000","2,742,000","1,361,000","2,850,000","2,754,000","3,138,000","2,980,000","2,260,000","2,173,000","2,149,000","2,394,000","2,884,000","2,390,000","1,242,000","2,165,000","2,582,000","1,782,000","2,986,000","3,271,000","2,953,000","2,601,000","3,141,000","3,587,000","3,356,000","2,724,000","3,226,000","2,965,000","2,100,000","2,700,000","4,300,000","2,400,000","2,900,000","3,600,000","3,700,000","3,300,000","2,000,000","2,100,000","2,100,000","2,000,000","2,000,000","1,700,000","2,000,000","2,200,000","1,500,000","1,800,000","1,900,000","2,000,000","1,600,000","400,000","1,900,000","1,800,000","800,000","1,400,000","1,300,000","1,400,000","1,000,000","1,200,000","1,000,000","1,300,000","1,000,000","800,000","900,000","800,000","600,000","700,000","700,000","700,000",,,,,,,,,,,,
NetIncomeCommonStockholders,"203,144,000","41,593,000","51,617,000","41,877,000","68,057,000","70,584,000","50,211,000","41,305,000","4,488,000","23,396,000","36,376,000","37,347,000","44,814,000","40,337,000","43,928,000","32,486,000","33,169,000","33,529,000","15,898,000","26,356,000","26,341,000","25,886,000","24,218,000","17,435,000","22,109,000","22,874,000","23,002,000","22,248,000","21,633,000","13,887,000","16,512,000","18,166,000","18,875,000","16,421,000","15,353,000","15,535,000","17,017,000","16,021,000","12,650,000","12,906,000","11,998,000","11,990,000","10,637,000","11,013,000","11,918,000","10,240,000","10,309,000","9,153,000","8,238,000","7,910,000","7,297,000","2,321,000","4,687,000","4,394,000","5,528,000","11,509,000","11,284,000","9,503,000","10,664,000","9,763,000","12,295,000","11,947,000","10,636,000","11,554,000","11,261,000","5,584,000","10,549,000","9,870,000","11,258,000","11,080,000","9,032,000","10,028,000","9,363,000","9,759,000","9,710,000","9,792,000","7,741,000","8,889,000","9,120,000","8,960,000","8,678,000","8,068,000","7,291,000","7,006,000","7,300,000","7,405,000","6,925,000","6,388,000","6,681,000","6,930,000","6,600,000","6,200,000","8,000,000","6,800,000","6,000,000","7,400,000","7,800,000","7,000,000","5,200,000","5,900,000","5,600,000","5,500,000","5,100,000","5,200,000","5,000,000","4,900,000","4,100,000","4,500,000","4,800,000","4,700,000","4,200,000","2,100,000","4,700,000","4,600,000","3,500,000","3,900,000","3,700,000","3,600,000","2,600,000","3,200,000","2,700,000","3,100,000","3,000,000","2,200,000","2,400,000","2,300,000","2,100,000","2,300,000","2,300,000","2,200,000",,,,,,,,,,,,
	NetIncome,"213,269,000","44,124,000","54,148,000","44,408,000","70,588,000","73,115,000","52,855,000","41,305,000","4,488,000","23,396,000","36,376,000","37,347,000","44,814,000","40,337,000","43,928,000","32,486,000","33,169,000","33,529,000","15,898,000","26,356,000","26,341,000","25,886,000","24,218,000","17,435,000","22,109,000","22,874,000","23,002,000","22,248,000","21,633,000","13,887,000","16,512,000","18,166,000","18,875,000","16,421,000","15,353,000","15,535,000","17,017,000","16,021,000","12,650,000","12,906,000","11,998,000","11,990,000","10,637,000","11,013,000","11,918,000","10,240,000","10,309,000","9,153,000","8,238,000","7,910,000","7,297,000","5,442,000","5,744,000","5,449,000","5,821,000","11,509,000","11,284,000","9,503,000","10,664,000","9,763,000","12,295,000","11,947,000","10,636,000","11,554,000","11,261,000","5,584,000","10,549,000","9,870,000","11,258,000","11,080,000","9,032,000","10,028,000","9,363,000","9,759,000","9,710,000","9,792,000","7,741,000","8,889,000","9,120,000","8,960,000","8,678,000","8,068,000","7,291,000","7,006,000","7,300,000","7,405,000","6,925,000","6,388,000","6,681,000","6,930,000","6,600,000","6,200,000","8,000,000","6,800,000","6,000,000","7,400,000","7,800,000","7,000,000","5,200,000","5,900,000","5,600,000","5,500,000","5,100,000","5,200,000","5,000,000","4,900,000","4,200,000","4,500,000","4,800,000","4,700,000","4,300,000","2,100,000","4,700,000","4,600,000","3,500,000","3,900,000","3,700,000","3,600,000","2,600,000","3,200,000","2,700,000","3,100,000","3,000,000","2,200,000","2,400,000","2,300,000","2,100,000","2,300,000","2,300,000","2,200,000",,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"213,269,000","44,124,000","54,148,000","44,408,000","70,588,000","73,115,000","52,855,000","41,305,000","4,488,000","23,396,000","36,376,000","37,347,000","44,814,000","40,337,000","43,928,000","32,486,000","33,169,000","33,529,000","15,898,000","26,356,000","26,341,000","25,886,000","24,218,000","17,435,000","22,109,000","22,874,000","23,002,000","22,248,000","21,633,000","13,887,000","16,512,000","18,166,000","18,875,000","16,421,000","15,353,000","15,535,000","17,017,000","16,021,000","12,650,000","12,906,000","11,998,000","11,990,000","10,637,000","11,013,000","11,918,000","10,240,000","10,309,000","9,153,000","8,238,000","7,910,000","7,297,000","5,442,000","5,744,000","5,449,000","5,821,000","11,509,000","11,284,000","9,503,000","10,664,000","9,763,000","12,295,000","11,947,000","10,636,000","11,554,000","11,261,000","5,584,000","10,549,000","9,870,000","11,258,000","11,080,000","9,032,000","10,028,000","9,363,000","9,759,000","9,710,000","9,792,000","7,741,000","8,889,000","9,120,000","8,960,000","8,678,000","8,068,000","7,291,000","7,006,000","7,300,000","7,405,000","6,925,000","6,388,000","6,681,000","6,930,000","6,600,000","6,200,000","8,000,000","6,800,000","6,000,000","7,400,000","7,800,000","7,000,000","5,200,000","5,900,000","5,600,000","5,500,000","5,100,000","5,200,000","5,000,000","4,900,000","4,200,000","4,500,000","4,800,000","4,700,000","4,300,000","2,100,000","4,700,000","4,600,000","3,500,000","3,900,000","3,700,000","3,600,000","2,600,000","3,200,000","2,700,000","3,100,000","3,000,000","2,200,000","2,400,000","2,300,000","2,100,000","2,300,000","2,300,000","2,200,000","2,000,000","2,100,000","2,200,000","2,200,000","2,100,000","1,900,000","1,900,000","1,700,000","1,500,000","1,600,000","1,400,000","1,600,000"
			NetIncomeContinuousOperations,"213,269,000","44,124,000","54,148,000","44,408,000","70,588,000","73,115,000","52,855,000","41,305,000","4,488,000","23,396,000","36,376,000","37,347,000","44,814,000","40,337,000","43,928,000","32,486,000","33,169,000","33,529,000","15,898,000","26,356,000","26,341,000","25,886,000","24,218,000","17,435,000","22,109,000","22,874,000","23,002,000","22,248,000","21,633,000","13,887,000","16,512,000","18,166,000","18,875,000","16,421,000","15,353,000","15,535,000","17,017,000","16,021,000","12,650,000","12,906,000","11,998,000","11,990,000","10,637,000","11,013,000","11,918,000","10,240,000","10,309,000","9,153,000","8,238,000","7,910,000","7,297,000","5,442,000","5,744,000","5,449,000","5,821,000","11,509,000","11,284,000","9,503,000","10,664,000","9,763,000","12,295,000","11,947,000","10,636,000","11,554,000","11,261,000","5,584,000","10,549,000","9,870,000","11,258,000","11,080,000","9,032,000","10,028,000","9,363,000","9,759,000","9,710,000","9,792,000","7,741,000","8,889,000","9,120,000","8,960,000","8,678,000","8,068,000","7,291,000","7,006,000","7,300,000","7,405,000","6,925,000","6,388,000","6,681,000","6,930,000","6,600,000","6,200,000","8,000,000","6,800,000","6,000,000","7,400,000","7,800,000","7,000,000","5,200,000","5,900,000","5,600,000","5,500,000","5,100,000","5,200,000","5,000,000","4,900,000","4,200,000","4,500,000","4,800,000","4,700,000","4,300,000","2,100,000","4,700,000","4,600,000","3,500,000","3,900,000","3,700,000","3,600,000","3,200,000","3,200,000","2,700,000","3,100,000","3,000,000","2,200,000","2,400,000","2,300,000","2,100,000","2,300,000","2,300,000","2,200,000","2,000,000","2,100,000","2,200,000","2,200,000","2,100,000","1,900,000","1,900,000","1,700,000","1,500,000","1,600,000","1,400,000","1,600,000"
	PreferredStockDividends,"10,125,000","2,531,000","2,531,000","2,531,000","2,531,000","2,531,000","2,644,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,121,000","1,057,000","1,055,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"203,144,000","41,593,000","51,617,000","41,877,000","68,057,000","70,584,000","50,211,000","41,305,000","4,488,000","23,396,000","36,376,000","37,347,000","44,814,000","40,337,000","43,928,000","32,486,000","33,169,000","33,529,000","15,898,000","26,356,000","26,341,000","25,886,000","24,218,000","17,435,000","22,109,000","22,874,000","23,002,000","22,248,000","21,633,000","13,887,000","16,512,000","18,166,000","18,875,000","16,421,000","15,353,000","15,535,000","17,017,000","16,021,000","12,650,000","12,906,000","11,998,000","11,990,000","10,637,000","11,013,000","11,918,000","10,240,000","10,309,000","9,153,000","8,238,000","7,910,000","7,297,000","2,321,000","4,687,000","4,394,000","5,528,000","11,509,000","11,284,000","9,503,000","10,664,000","9,763,000","12,295,000","11,947,000","10,636,000","11,554,000","11,261,000","5,584,000","10,549,000","9,870,000","11,258,000","11,080,000","9,032,000","10,028,000","9,363,000","9,759,000","9,710,000","9,792,000","7,741,000","8,889,000","9,120,000","8,960,000","8,678,000","8,068,000","7,291,000","7,006,000","7,300,000","7,405,000","6,925,000","6,388,000","6,681,000","6,930,000","6,600,000","6,200,000","8,000,000","6,800,000","6,000,000","7,400,000","7,800,000","7,000,000","5,200,000","5,900,000","5,600,000","5,500,000","5,100,000","5,200,000","5,000,000","4,900,000","4,100,000","4,500,000","4,800,000","4,700,000","4,200,000","2,100,000","4,700,000","4,600,000","3,500,000","3,900,000","3,700,000","3,600,000","2,600,000","3,200,000","2,700,000","3,100,000","3,000,000","2,200,000","2,400,000","2,300,000","2,100,000","2,300,000","2,300,000","2,200,000",,,,,,,,,,,,
BasicEPS,,"0.68","0.82","0.64","1.02","1.05","0.75","0.61","0.07","0.35","0.6","0.68","0.82","0.74","0.8","0.65","0.71","0.76","0.36","0.6","0.6","0.59","0.55","0.44","0.58","0.6","0.6","0.58","0.56","0.4","0.56","0.62","0.65","0.56","0.52","0.53","0.58","0.55","0.46","0.48","0.45","0.45",,"0.41","0.45","0.39",,"0.34","0.31","0.3",,"0.09","0.18","0.17",,"0.43","0.42","0.36",,"0.47","0.59","0.56",,"0.53","0.52","0.25",,"0.44","0.5","0.48",,"0.5","0.48","0.49",,"0.49","0.38","0.44",,"0.43","0.41","0.42",,"0.39","0.4","0.4",,"0.34","0.35","0.35",,"0.3","0.4","0.33",,"0.36","0.37","0.34",,"0.37","0.36","0.35",,"0.34","0.36","0.36",,"0.35","0.37","0.36",,"0.16","0.36","0.35",,"0.4","0.37","0.37",,"0.33","0.33","0.39",,"0.31","0.33","0.33",,"0.31","0.33","0.31",,,,"0.31",,,,"0.23",,,,"0.22"
DilutedEPS,,"0.68","0.82","0.64","1.01","1.05","0.75","0.61","0.07","0.35","0.6","0.68","0.82","0.74","0.8","0.64","0.71","0.76","0.36","0.6","0.6","0.59","0.55","0.44","0.58","0.6","0.6","0.58","0.56","0.4","0.56","0.62","0.64","0.56","0.52","0.53","0.58","0.55","0.46","0.48","0.45","0.45",,"0.41","0.45","0.39",,"0.34","0.31","0.3",,"0.09","0.18","0.17",,"0.43","0.42","0.36",,"0.47","0.59","0.56",,"0.53","0.52","0.25",,"0.44","0.5","0.48",,"0.5","0.48","0.49",,"0.49","0.38","0.44",,"0.43","0.41","0.42",,"0.39","0.4","0.4",,"0.34","0.35","0.35",,"0.3","0.4","0.33",,"0.36","0.37","0.34",,"0.37","0.36","0.35",,"0.34","0.36","0.36",,"0.35","0.37","0.36",,"0.16","0.36","0.35",,"0.4","0.37","0.37",,"0.33","0.33","0.39",,"0.31","0.33","0.33",,"0.31","0.33","0.31",,,,"0.31",,,,"0.23",,,,"0.22"
