name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalRevenue,"0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0"
OperatingExpense,"4,005,646","709,315","851,318","295,124","2,149,889","449,355","404,962","5,000"
	SellingGeneralAndAdministration,"4,005,646","709,315","851,318","295,124","2,149,889","449,355","404,962","5,000"
		GeneralAndAdministrativeExpense,"4,005,646","709,315","851,318","295,124","2,149,889","449,355","404,962","5,000"
			OtherGandA,"4,005,646","709,315","851,318","295,124","2,149,889","449,355","404,962","5,000"
OperatingIncome,"-4,005,646","-709,315","-851,318","-295,124","-2,149,889","-449,355","-404,962","-5,000"
NetNonOperatingInterestIncomeExpense,"189,188","102,529","28,992","28,992","28,675","28,360",,
	InterestIncomeNonOperating,"189,188","102,529","28,992","28,992","28,675","28,360",,
OtherIncomeExpense,"55,650,000","29,017,500","-3,577,500","7,552,500","22,657,500","25,495,000",,
	GainOnSaleOfSecurity,"55,650,000","29,017,500","-3,577,500","7,552,500","22,657,500","25,495,000",,
PretaxIncome,"51,833,542","28,410,714","-4,399,826","7,286,368","20,536,286","25,074,005","-380,384","-5,000"
NetIncomeCommonStockholders,"51,833,542","28,410,714","-4,399,826","7,286,368","20,536,286","25,074,005","-380,384","-5,000"
	NetIncome,"51,833,542","28,410,714","-4,399,826","7,286,368","20,536,286","25,074,005","-380,384","-5,000"
		NetIncomeIncludingNoncontrollingInterests,"51,833,542","28,410,714","-4,399,826","7,286,368","20,536,286","25,074,005","-380,384","-5,000"
			NetIncomeContinuousOperations,"51,833,542","28,410,714","-4,399,826","7,286,368","20,536,286","25,074,005","-380,384","-5,000"
DilutedNIAvailtoComStockholders,"51,833,542","28,410,714","-4,399,826","7,286,368","20,536,286","25,074,005","-380,384","-5,000"
BasicEPS,,"0.2",,"0.05","0.143","0.174",,"-0"
DilutedEPS,,"0.2",,"0.05","0.143","0.174",,"-0"
BasicAverageShares,,"143,750,000",,"143,750,000","143,750,000","143,750,000",,"143,750,000"
DilutedAverageShares,,"143,750,000",,"143,750,000","143,750,000","143,750,000",,"143,750,000"
TotalOperatingIncomeAsReported,"-4,005,646","-709,315","-851,318","-295,124","-2,149,889","-449,355",,
TotalExpenses,"4,005,646","709,315","851,318","295,124","2,149,889","449,355","404,962","5,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"51,833,542","28,410,714","-4,399,826","7,286,368","20,536,286","25,074,005","-380,384","-5,000"
NormalizedIncome,"18,443,542","11,000,214","-822,326","1,773,043","3,996,311","6,462,655","-380,384","-5,000"
InterestIncome,"189,188","102,529","28,992","28,992","28,675","28,360",,
NetInterestIncome,"189,188","102,529","28,992","28,992","28,675","28,360",,
EBIT,"-4,005,646","-709,315","-851,318","-295,124","-2,149,889","-449,355","-404,962","-5,000"
EBITDA,"-4,005,646"
NetIncomeFromContinuingOperationNetMinorityInterest,"51,833,542","28,410,714","-4,399,826","7,286,368","20,536,286","25,074,005","-380,384","-5,000"
TotalUnusualItemsExcludingGoodwill,"55,650,000","29,017,500","-3,577,500","7,552,500","22,657,500","25,495,000",,
TotalUnusualItems,"55,650,000","29,017,500","-3,577,500","7,552,500","22,657,500","25,495,000",,
NormalizedEBITDA,"-59,655,646","-29,726,815","2,726,182","-7,847,624","-24,807,389","-25,944,355","-404,962","-5,000"
TaxRateForCalcs,"0.4","0.4","0","0.27","0.27","0.27","0","0"
TaxEffectOfUnusualItems,"22,260,000","11,607,000","0","2,039,175","6,117,525","6,883,650","0","0"
