name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"422,222,000","449,657,000","239,503,000","263,059,000","279,672,000","300,613,000","179,309,000","192,628,000","105,155,000","63,525,000","76,381,000","87,390,000","99,392,000","83,938,000","96,467,000","105,370,000","119,957,000","137,186,000","124,493,000","134,666,000","97,667,000","109,013,000","117,729,000","127,856,000","136,259,000","89,903,000","102,839,000","12,816,000","12,326,000","9,660,000","13,083,000","17,061,000"
	CurrentAssets,"420,056,000","448,396,000","238,252,000","262,555,000","278,947,000","298,864,000","177,432,000","191,807,000","104,206,000","62,331,000","74,850,000","85,775,000","97,633,000","83,346,000","95,846,000","104,696,000","119,306,000","133,442,000","123,971,000","134,167,000","97,057,000","108,510,000","117,267,000","127,379,000","135,767,000","88,007,000","101,271,000","12,444,000","11,917,000","5,171,000","9,750,000","14,544,000"
		CashCashEquivalentsAndShortTermInvestments,"410,909,000","439,936,000","229,714,000","253,132,000","271,335,000","293,065,000","170,159,000","186,753,000","99,005,000","59,775,000","72,238,000","80,520,000","92,742,000","80,911,000","89,599,000","98,385,000","113,223,000","129,974,000","120,594,000","129,955,000","92,785,000","105,330,000","115,567,000","125,457,000","133,670,000","87,294,000","100,461,000","12,208,000","11,691,000","5,010,000","9,497,000","14,264,000"
			CashAndCashEquivalents,"188,773,000","221,965,000","71,433,000","68,041,000","64,386,000","115,243,000","56,356,000","53,611,000","44,629,000","24,609,000","30,581,000","26,666,000","58,116,000","33,769,000","26,705,000","32,204,000","27,981,000","35,168,000","20,732,000","22,988,000","22,356,000","23,844,000","12,753,000","14,441,000","23,187,000","23,179,000","54,214,000","10,009,000","11,589,000","4,680,000","6,840,000","10,104,000"
				CashFinancial,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,"221,965,000",,,,"115,243,000",,,,"24,609,000",,,,,,,,,,,,,,,,,,,,"5,010,000","6,949,000","10,242,000"
			OtherShortTermInvestments,"222,136,000","217,971,000","158,281,000","185,091,000","206,949,000","177,822,000","113,803,000","133,142,000","54,376,000","35,166,000","41,657,000","53,854,000","34,626,000","47,142,000","62,894,000","66,181,000","85,242,000","94,806,000","99,862,000","106,967,000","70,429,000","81,486,000","102,814,000","111,016,000","110,483,000","64,115,000","46,247,000","2,199,000","102,000","330,000","2,657,000","4,160,000"
		Receivables,"158,000","429,000","182,000","433,000","279,000","175,000","228,000","222,000","167,000","116,000","216,000","208,000","223,000","253,000","254,000","252,000","325,000","377,000","572,000","419,000","210,000","306,000","199,000","270,000","345,000","258,000","258,000","35,000",,,,
			AccruedInterestReceivable,"158,000","429,000","182,000","433,000","279,000","175,000","228,000","222,000","167,000","116,000","216,000","208,000","223,000","253,000","254,000","252,000","325,000","377,000","572,000","419,000","210,000","306,000","199,000","270,000","345,000","258,000","258,000","35,000",,,,
			OtherReceivables,,,,,,,,,,,,,,,,,"1,870,000","0","0","0","0","0","0","0","0","0","0",,,,,
