name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
TotalAssets,"16,006,602,000","14,402,318,000","13,330,744,000","12,245,656,000","10,919,642,000","10,589,303,000","10,885,431,000","11,622,300,000","11,861,444,000","10,975,615,000","9,967,133,000","10,529,387,000","10,302,533,000","8,496,886,000","8,511,699,000","8,952,809,000","9,117,548,000","7,504,263,000","7,810,524,000","8,251,426,000","7,823,517,000","6,764,266,000","6,417,029,000","7,043,426,000","6,927,174,000","6,156,241,000","6,265,354,000","6,713,516,000","6,338,401,000","5,988,361,000","6,047,731,000","6,872,120,000","6,260,175,000","5,683,521,000","5,775,560,000","6,082,811,000","5,688,283,000","5,290,806,000","5,432,248,000","5,748,425,000","5,549,739,000","5,087,771,000","5,168,701,000","5,652,228,000","5,475,252,000","5,195,560,000","5,392,549,000","5,509,899,000","5,137,438,000","2,341,759,000","2,696,861,000","3,136,584,000","2,785,766,000","2,478,657,000","2,948,401,000","3,359,545,000","2,956,969,000","2,752,103,000","2,762,781,000","2,813,290,000","2,536,457,000","2,225,002,000","2,128,767,000","2,353,126,000","1,892,302,000","1,776,584,000"
	CurrentAssets,"8,110,435,000","6,684,093,000","6,555,291,000","5,423,251,000","4,096,098,000","3,649,768,000","3,859,857,000","4,433,194,000","4,851,025,000","4,192,899,000","3,849,723,000","4,284,887,000","4,424,874,000","3,848,074,000","3,881,047,000","4,263,356,000","4,644,690,000","3,152,742,000","3,563,629,000","3,984,278,000","3,601,449,000","2,673,551,000","2,407,205,000","2,969,952,000","2,966,254,000","2,288,315,000","2,296,595,000","2,752,748,000","2,653,113,000","2,267,691,000","2,497,935,000","3,311,346,000","2,711,757,000","2,160,104,000","2,364,550,000","2,687,357,000","2,319,769,000","1,812,812,000","1,842,368,000","2,175,863,000","2,032,809,000","1,576,790,000","1,636,801,000","2,035,491,000","1,847,594,000","1,603,497,000","1,806,149,000","1,977,352,000","1,609,101,000","717,866,000","954,314,000","1,298,843,000","988,185,000","639,818,000","871,102,000","1,273,604,000","1,057,588,000","834,408,000","978,378,000","1,262,011,000","1,006,757,000","738,109,000","1,064,397,000","1,267,759,000","854,772,000","755,692,000"
		CashCashEquivalentsAndShortTermInvestments,"5,871,905,000","4,884,729,000","4,628,880,000","4,042,619,000","3,009,487,000","2,537,787,000","2,625,082,000","3,290,052,000","3,269,863,000","2,470,362,000","1,795,166,000","2,270,341,000","2,670,538,000","2,371,540,000","1,900,305,000","2,293,264,000","2,942,407,000","1,825,322,000","1,801,013,000","2,216,812,000","2,227,555,000","1,526,591,000","1,039,706,000","1,512,099,000","1,699,281,000","1,303,125,000","1,061,383,000","1,525,819,000","1,606,658,000","1,382,029,000","1,358,300,000","2,041,686,000","1,629,142,000","1,299,184,000","1,302,578,000","1,385,260,000","1,246,415,000","1,001,055,000","783,671,000","1,005,039,000","1,071,412,000","844,253,000","782,573,000","1,003,960,000","987,186,000","892,758,000","855,616,000","999,928,000","825,197,000","236,955,000","258,089,000","469,830,000","357,104,000","199,660,000","205,916,000","453,368,000","433,865,000","338,991,000","351,342,000","466,661,000","394,766,000","313,880,000","496,586,000","603,432,000","408,829,000","403,716,000"
			CashAndCashEquivalents,"5,871,905,000","4,884,729,000","4,628,880,000","4,042,619,000","3,009,487,000","2,537,787,000","2,625,082,000","3,290,052,000","3,269,863,000","2,470,362,000","1,795,166,000","2,270,341,000","2,670,538,000","2,371,540,000","1,900,305,000","2,293,264,000","2,942,407,000","1,825,322,000","1,801,013,000","2,216,812,000","2,227,555,000","1,526,591,000","1,039,706,000","1,512,099,000","1,699,281,000","1,303,125,000","1,061,383,000","1,525,819,000","1,606,658,000","1,382,029,000","1,358,300,000","2,041,686,000","1,629,142,000","1,299,184,000","1,302,578,000","1,385,260,000","1,246,415,000","1,001,055,000","783,671,000","1,005,039,000","1,071,412,000","844,253,000","782,573,000","1,003,960,000","987,186,000","892,758,000","855,616,000","999,928,000","825,197,000","236,955,000","258,089,000","469,830,000","357,104,000","199,660,000","205,916,000","453,368,000","433,865,000","338,991,000","351,342,000","466,661,000","394,766,000","313,880,000","496,586,000","603,432,000","408,829,000","403,716,000"
		Receivables,"1,210,007,000","1,085,779,000","1,182,242,000","646,705,000","467,792,000","501,290,000","564,873,000","618,580,000","759,432,000","1,029,448,000","1,215,465,000","1,096,754,000","920,035,000","844,520,000","1,252,585,000","949,422,000","783,807,000","725,304,000","991,215,000","865,107,000","584,638,000","568,936,000","785,418,000","634,562,000","480,681,000","452,600,000","631,344,000","524,227,000","434,543,000","419,301,000","607,150,000","563,394,000","509,119,000","439,151,000","578,426,000","634,509,000","486,173,000","415,790,000","583,322,000","492,484,000","421,919,000","389,346,000","489,236,000","487,843,000","385,988,000","329,947,000","470,503,000","365,034,000","263,952,000","176,179,000","324,835,000","250,545,000","214,449,000","217,286,000","358,621,000","384,292,000","284,703,000","264,316,000","390,349,000","405,169,000","263,730,000","248,772,000","313,863,000","291,509,000","196,229,000","190,207,000"
			AccountsReceivable,"1,210,007,000","1,066,573,000","1,182,242,000","646,705,000","467,792,000","486,734,000","564,873,000","618,580,000","759,432,000","994,606,000","1,215,465,000","1,096,754,000","920,035,000","829,320,000","1,252,585,000","949,422,000","783,807,000","725,304,000","991,215,000","865,107,000","584,638,000","568,936,000","785,418,000","634,562,000","480,681,000","452,600,000","631,344,000","524,227,000","434,543,000","419,301,000","607,150,000","563,394,000","509,119,000","439,151,000","578,426,000","634,509,000","486,173,000","415,790,000","583,322,000","492,484,000","421,919,000","389,346,000","489,236,000","487,843,000","385,988,000","329,947,000","470,503,000","365,034,000","263,952,000","176,179,000","324,835,000","250,545,000","214,449,000","217,286,000","358,621,000","384,292,000","284,703,000","264,316,000","390,349,000","405,169,000","263,730,000","248,772,000","313,863,000","291,509,000","196,229,000","190,207,000"
				GrossAccountsReceivable,"1,260,232,000","1,117,064,000","1,235,358,000","699,472,000","538,122,000","559,638,000","645,437,000","688,358,000","810,987,000","1,045,122,000","1,257,397,000","1,131,969,000","952,583,000","863,545,000","1,292,581,000","981,667,000","815,236,000","758,059,000","1,022,908,000","897,978,000","613,130,000","598,570,000","812,038,000","652,778,000","499,092,000","469,768,000","651,796,000","542,898,000","454,684,000","436,790,000","624,535,000","581,459,000","528,208,000","459,001,000","595,666,000","654,684,000","506,449,000","435,584,000",,"505,971,000","436,968,000","406,332,000","501,716,000","498,682,000",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-50,225,000","-50,491,000","-53,116,000","-52,767,000","-70,330,000","-72,904,000","-80,564,000","-69,778,000","-51,555,000","-50,516,000","-41,932,000","-35,215,000","-32,548,000","-34,225,000","-39,996,000","-32,245,000","-31,429,000","-32,755,000","-31,693,000","-32,871,000","-28,492,000","-29,634,000","-26,620,000","-18,216,000","-18,411,000","-17,168,000","-20,452,000","-18,671,000","-20,141,000","-17,489,000","-17,385,000","-18,065,000","-19,089,000","-19,850,000","-17,240,000","-20,175,000","-20,276,000","-19,794,000",,"-13,487,000","-15,049,000","-16,986,000","-12,480,000","-10,839,000",,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,"19,206,000",,,,"14,556,000",,,,"34,842,000",,,,"15,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,"0",,,,,"0",,"0",,,,"0"
