name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,03/31/2018
TotalRevenue,"721,929,000","226,525,000","172,551,000","173,663,000","149,189,000","127,611,000","107,807,000","77,973,000","35,376,000","180,330,000","163,864,000","197,452,000"
	OperatingRevenue,"712,679,000","223,086,000","170,247,000","172,118,000","147,228,000","125,780,000","106,251,000","76,744,000","34,560,000","178,486,000","161,506,000","172,897,000"
CostOfRevenue,"550,917,000","172,914,000","134,473,000","127,627,000","115,903,000","109,788,000","94,664,000","88,640,000","57,977,000","142,095,000","126,479,000","142,217,000"
GrossProfit,"171,012,000","53,611,000","38,078,000","46,036,000","33,286,000","17,823,000","13,143,000","-10,667,000","-22,601,000","38,235,000","37,385,000","55,235,000"
OperatingExpense,"65,764,000","31,778,000","27,212,000","24,031,000","-17,256,000","-12,781,000","17,543,000","-19,497,000","-20,402,000","23,005,000","25,067,000","28,848,000"
	SellingGeneralAndAdministration,"25,578,000","8,628,000","5,658,000","5,470,000","5,822,000","5,110,000","3,447,000","2,921,000","1,630,000","8,572,000","7,974,000","10,854,000"
		SellingAndMarketingExpense,"25,578,000","8,628,000","5,658,000","5,470,000","5,822,000","5,110,000","3,447,000","2,921,000","1,630,000","8,572,000","7,974,000","10,854,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,"12,615,000","12,455,000",,,"10,527,000","9,506,000","2,526,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,"12,615,000","12,455,000",,,"10,527,000","9,506,000","2,526,000"
	OtherTaxes,"-514,000","0","0","-68,000","-446,000","-334,000","-259,000","-2,069,000","0",,,
	OtherOperatingExpenses,"40,700,000","23,150,000","21,554,000","18,629,000","-22,632,000","-17,557,000","14,355,000","-20,349,000","-22,032,000","14,433,000","17,093,000","17,994,000"
OperatingIncome,"105,248,000","21,833,000","10,866,000","22,005,000","50,542,000","30,604,000","-4,400,000","8,830,000","-2,199,000","15,230,000","12,318,000","26,387,000"
NetNonOperatingInterestIncomeExpense,"-27,673,000","-8,538,000","-6,806,000","-6,258,000","-6,071,000","-7,106,000","-5,821,000","-5,131,000","-5,379,000","-5,365,000","-4,151,000","-243,000"
	InterestIncomeNonOperating,"94,000","24,000","33,000","28,000","9,000","15,000","37,000","26,000","63,000","251,000","319,000","96,000"
	InterestExpenseNonOperating,"27,767,000","8,562,000","6,839,000","6,286,000","6,080,000","7,121,000","5,858,000","5,157,000","5,442,000","5,616,000","4,470,000","339,000"
OtherIncomeExpense,"6,445,000","-6,876,000","-3,881,000","453,000","16,750,000","-5,676,000","-69,000","151,000","-360,000","-169,000","-1,537,000","-234,000"
	SpecialIncomeCharges,"-1,308,000","0","0","-3,000","-1,304,000","-5,671,000","-29,000","-13,000","-35,000","0","-714,000","-271,000"
		RestructuringAndMergernAcquisition,,,,,,"5,664,000",,,,,,"271,000"
		OtherSpecialCharges,,,"0","3,000","1,304,000","7,000","29,000","13,000","35,000",,,
	OtherNonOperatingIncomeExpenses,"7,753,000","-6,876,000","-3,881,000","456,000","18,054,000","-5,000","-40,000","164,000","-325,000","-169,000","-823,000","37,000"
