name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,12/31/1995
TotalAssets,"1,892,249,000","1,906,480,000","1,974,409,000","2,049,980,000","1,950,099,000","1,957,076,000","1,816,711,000","1,794,493,000","1,746,319,000","1,769,006,000","1,736,905,000","1,791,098,000","1,755,101,000","1,694,446,000","1,746,237,000","1,746,363,000","1,774,669,000","1,589,872,000","1,547,331,000","1,507,145,000","1,494,416,000","1,474,045,000","1,751,815,000","1,780,869,000","1,511,473,000","1,505,843,000","1,553,458,000","1,602,620,000","1,612,617,000","1,614,434,000","1,573,249,000","1,603,614,000","1,641,621,000","1,821,062,000","1,688,487,000","1,392,707,000","1,207,793,000","1,152,907,000","1,115,723,000","1,134,971,000","1,028,487,000","990,956,000","898,848,000","888,203,000","856,818,000","892,224,000","819,710,000","772,567,000","770,810,000","748,449,000","740,958,000","707,599,000","699,037,000","709,772,000","681,771,000","690,037,000","697,215,000","683,243,000","719,471,000","686,199,000","688,627,000","664,849,000","651,643,000","650,275,000","656,827,000","678,866,000","674,538,000","669,692,000","659,496,000","609,737,000","575,939,000","618,163,000","603,875,000","623,747,000","623,552,000","602,097,000","598,785,000","611,838,000","594,998,000","595,433,000","582,606,000","582,352,000","578,073,000","576,075,000","567,102,000","590,803,000","589,249,000","592,028,000","579,193,000","643,200,000","615,300,000","586,100,000","575,800,000","606,400,000","478,600,000","461,600,000","485,000,000","352,400,000","326,300,000","306,800,000","342,100,000","331,700,000","118,200,000"
	CurrentAssets,"849,208,000","872,950,000","890,872,000","961,522,000","900,888,000","903,198,000","772,262,000","785,840,000","729,569,000","740,166,000","739,129,000","788,183,000","747,682,000","799,237,000","826,315,000","815,039,000","833,801,000","777,789,000","749,229,000","720,299,000","705,839,000","714,337,000","982,469,000","1,010,700,000","742,158,000","706,392,000","776,883,000","807,707,000","823,149,000","834,667,000","805,422,000","846,047,000","920,118,000","1,118,334,000","1,013,357,000","765,796,000","619,303,000","599,403,000","605,079,000","644,840,000","550,538,000","530,087,000","443,897,000","433,550,000","415,250,000","422,526,000","403,416,000","364,015,000","370,178,000","337,943,000","337,528,000","303,788,000","293,125,000","290,404,000","274,482,000","273,029,000","272,241,000","266,344,000","293,848,000","268,244,000","271,121,000","276,959,000","278,533,000","282,895,000","295,488,000","308,154,000","311,834,000","308,723,000","305,604,000","268,349,000","273,833,000","320,554,000","298,499,000","276,737,000","285,415,000","265,137,000","261,960,000","276,439,000","246,067,000","242,741,000","235,544,000","237,861,000","221,278,000","216,989,000","204,178,000","221,891,000","234,438,000","234,854,000","220,393,000","282,900,000","295,300,000","326,100,000","321,900,000","354,800,000","329,000,000","316,000,000","351,200,000","276,300,000","272,000,000","253,500,000","290,000,000","280,200,000","104,300,000"
		CashCashEquivalentsAndShortTermInvestments,"317,529,000","354,814,000","301,602,000","379,258,000","362,714,000","423,899,000","378,011,000","386,300,000","361,665,000","344,043,000","327,492,000","368,365,000","318,326,000","398,257,000","401,454,000","410,231,000","430,099,000","438,246,000","371,752,000","353,084,000","347,337,000","368,126,000","532,597,000","556,351,000","265,059,000","303,725,000","316,691,000","303,932,000","316,344,000","300,208,000","207,171,000","233,728,000","303,283,000","547,127,000","565,598,000","411,432,000","334,254,000","333,403,000","337,733,000","385,440,000","289,901,000","290,701,000","242,034,000","233,403,000","215,941,000","230,337,000","197,627,000","172,674,000","180,136,000","158,045,000","160,639,000","125,302,000","117,034,000","114,586,000","101,276,000","94,378,000","99,447,000","92,552,000","125,724,000","99,011,000","113,006,000","121,353,000","118,287,000","123,553,000","145,598,000","155,409,000","152,814,000","162,242,000","156,577,000","120,095,000","123,598,000","169,774,000","135,363,000","122,568,000","144,435,000","113,650,000","103,867,000","120,341,000","105,411,000","95,058,000","73,799,000","75,923,000","65,871,000","61,314,000","51,537,000","63,996,000","49,899,000","48,014,000","33,131,000","110,200,000","108,200,000","146,800,000","160,000,000","188,800,000","174,300,000","156,200,000","159,100,000","166,300,000","154,200,000","151,400,000","196,800,000","207,100,000","63,200,000"
			CashAndCashEquivalents,"302,216,000","339,593,000","282,412,000","354,759,000","339,099,000","402,683,000","366,710,000","375,512,000","352,578,000","335,630,000","320,034,000","360,632,000","310,288,000","386,911,000","390,066,000","402,031,000","421,484,000","426,399,000","363,769,000","345,102,000","335,578,000","357,246,000","516,994,000","544,848,000","250,087,000","289,354,000","305,808,000","292,414,000","304,712,000","288,415,000","194,944,000","219,501,000","284,580,000","525,153,000","553,499,000","402,678,000","325,720,000","320,025,000","321,929,000","371,801,000","276,206,000","272,974,000","242,034,000","233,403,000","215,941,000","230,337,000","197,627,000","172,674,000","180,136,000","158,045,000","160,639,000","125,302,000","117,034,000","114,586,000","101,276,000","92,558,000","97,537,000","87,327,000","118,024,000","99,011,000","100,806,000","121,353,000","118,287,000","121,553,000","129,773,000","155,409,000","152,814,000","151,637,000","150,802,000","109,865,000","123,598,000","169,774,000","135,363,000","122,568,000","144,435,000","113,650,000","103,867,000","120,341,000","105,411,000","95,058,000","73,799,000","75,923,000","65,871,000","61,314,000","51,537,000","63,996,000","49,899,000","48,014,000","33,131,000","110,200,000","108,200,000","146,800,000","160,000,000","188,800,000","174,300,000","156,200,000","159,100,000","166,300,000","154,200,000","151,400,000","196,800,000","207,100,000","63,200,000"
			OtherShortTermInvestments,"15,313,000","15,221,000","19,190,000","24,499,000","23,615,000","21,216,000","11,301,000","10,788,000","9,087,000","8,413,000","7,458,000","7,733,000","8,038,000","11,346,000","11,388,000","8,200,000","8,615,000","11,847,000","7,983,000","7,982,000","11,759,000","10,880,000","15,603,000","11,503,000","14,972,000","14,371,000","10,883,000","11,518,000","11,632,000","11,793,000","12,227,000","14,227,000","18,703,000","21,974,000","12,099,000","8,754,000","8,534,000","13,378,000","15,804,000","13,639,000","13,695,000","17,727,000",,,,,,,,,,,,"0",,"1,820,000","1,910,000","5,225,000","7,700,000",,"12,200,000",,,"2,000,000","15,825,000",,,"10,605,000","5,775,000","10,230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"52,171,000","41,299,000","52,441,000","64,701,000","60,625,000","63,370,000","60,016,000","64,371,000","43,973,000","50,378,000","56,342,000","61,571,000","57,390,000","53,282,000","57,175,000","50,180,000","54,014,000","33,196,000","37,725,000","35,010,000","28,838,000","31,199,000","35,985,000","31,706,000","31,985,000","35,464,000","35,682,000","43,543,000","34,919,000","35,834,000","40,612,000","41,712,000","56,644,000","68,652,000","50,506,000","59,043,000","43,809,000","36,850,000","42,293,000","44,198,000","38,092,000","31,615,000","36,228,000","32,885,000","30,622,000","25,701,000","29,132,000","26,150,000","22,406,000","22,513,000","20,898,000","20,614,000","19,829,000","16,496,000","22,167,000","25,802,000","23,938,000","23,424,000","26,822,000","24,320,000","20,509,000","19,421,000","18,935,000","17,695,000","16,511,000","16,683,000","16,605,000","17,295,000","17,390,000","16,057,000","15,880,000","16,054,000","18,123,000","15,054,000","17,189,000","16,028,000","17,248,000","19,476,000","23,608,000","29,644,000","34,957,000","32,279,000","35,193,000","33,662,000","33,461,000","18,191,000","34,621,000","32,924,000","36,394,000","34,600,000","33,000,000","43,700,000","38,000,000","36,100,000","32,200,000","30,400,000","46,200,000","20,300,000","18,900,000","15,200,000","19,300,000","16,900,000","5,000,000"
			AccountsReceivable,"52,171,000","41,299,000","52,441,000","64,701,000","60,625,000","63,370,000","60,016,000","64,371,000","43,973,000","50,378,000","56,342,000","61,571,000","57,390,000","53,282,000","57,175,000","50,180,000","54,014,000","33,196,000","37,725,000","35,010,000","28,838,000","31,199,000","35,985,000","31,706,000","31,985,000","35,464,000","35,682,000","43,543,000","34,919,000","35,834,000","40,612,000","41,712,000","56,644,000","68,652,000","50,506,000","59,043,000","43,809,000","36,850,000","42,293,000","44,198,000","38,092,000","31,615,000","36,228,000","32,885,000","30,622,000","25,701,000","29,132,000","26,150,000","22,406,000","22,513,000","20,898,000","20,614,000","19,829,000","16,496,000","22,167,000","25,802,000","23,938,000","23,424,000","26,822,000","24,320,000","20,509,000","19,421,000","18,935,000","17,695,000","16,511,000","16,683,000","16,605,000","17,295,000","17,390,000","16,057,000","15,880,000","16,054,000","18,123,000","15,054,000","17,189,000","16,028,000","16,680,000","18,914,000","22,454,000","24,579,000","22,980,000","19,318,000","22,426,000","33,662,000","20,793,000",,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"568,000","562,000","1,154,000","5,065,000","11,977,000","12,961,000","12,767,000",,"12,668,000",,,,,,,,,,,,,,,,,,
		Inventory,"381,585,000","399,931,000","415,203,000","390,977,000","363,431,000","314,366,000","270,319,000","261,969,000","257,474,000","275,891,000","282,997,000","292,696,000","304,311,000","295,821,000","289,291,000","283,730,000","282,983,000","253,454,000","252,470,000","246,658,000","251,947,000","249,936,000","253,350,000","259,933,000","275,281,000","265,256,000","260,464,000","305,027,000","312,788,000","338,491,000","369,107,000","389,650,000","410,668,000","339,669,000","254,187,000","178,183,000","149,089,000","135,874,000","137,052,000","124,677,000","120,718,000","112,111,000","105,400,000","108,431,000","112,812,000","114,475,000","118,283,000","113,819,000","114,473,000","105,661,000","109,136,000","111,922,000","112,917,000","114,378,000","110,092,000","107,675,000","100,836,000","100,792,000","97,550,000","94,929,000","93,544,000","92,092,000","101,746,000","104,462,000","99,746,000","99,399,000","104,009,000","95,486,000","91,260,000","87,474,000","88,433,000","87,773,000","93,862,000","83,338,000","87,059,000","89,386,000","91,790,000","88,306,000","87,103,000","90,287,000","89,719,000","84,255,000","83,077,000","83,852,000","79,164,000","82,015,000","89,494,000","92,035,000","90,731,000","85,800,000","80,900,000","71,000,000","72,700,000","79,500,000","65,400,000","80,600,000","100,800,000","52,400,000","59,700,000","58,100,000","54,700,000","44,900,000","32,700,000"
			RawMaterials,"163,746,000","179,891,000","182,656,000","172,411,000","143,998,000","118,877,000","92,911,000","92,460,000","85,167,000","87,942,000","89,026,000","92,768,000","89,984,000","91,610,000","89,830,000","99,984,000","98,199,000","87,683,000","95,339,000","104,050,000","104,177,000","108,276,000","118,313,000","126,663,000","135,496,000","114,193,000","132,808,000","139,599,000",,"101,479,000",,,,"117,982,000",,,,"32,332,000",,,,"24,668,000",,,,"31,497,000",,,,"31,557,000",,,,"33,182,000",,,,"25,605,000",,,,"24,550,000",,,,"20,941,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
