name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"8,419,900,000","8,502,600,000","8,160,300,000","7,662,100,000","7,213,700,000","7,237,100,000","6,800,800,000","6,424,100,000","6,076,100,000","6,488,100,000","5,966,300,000","5,573,500,000","5,469,300,000","5,323,700,000","5,958,200,000","5,686,100,000","5,825,100,000","5,695,800,000","5,488,400,000","5,138,500,000","4,780,400,000","4,510,000,000","4,339,000,000","4,051,400,000","3,853,800,000","4,059,300,000","3,876,600,000","3,608,300,000","3,488,400,000","3,524,300,000","3,350,000,000","3,326,600,000","2,651,700,000","2,724,700,000","2,530,600,000","2,339,700,000","2,296,600,000","2,221,500,000","2,195,800,000","2,075,100,000","2,004,200,000","1,980,500,000","1,982,900,000","2,002,400,000","1,931,100,000","1,767,200,000","1,725,400,000","1,641,900,000","1,604,400,000","1,615,500,000","1,602,100,000","1,465,100,000","1,358,900,000","1,400,200,000","1,381,200,000","1,348,300,000","1,310,300,000","1,345,100,000","1,299,700,000","1,251,800,000","1,249,200,000","1,246,800,000","1,240,300,000","1,259,200,000","1,240,000,000","1,229,100,000","1,145,000,000","1,150,800,000","1,123,100,000","1,112,700,000","1,071,900,000","1,089,600,000","1,103,800,000","1,101,400,000","1,070,800,000","1,079,700,000","1,035,900,000","1,008,200,000","918,400,000","983,300,000","965,400,000","973,000,000","959,600,000","1,007,200,000","1,102,900,000","1,088,000,000","1,105,800,000","1,123,000,000","1,381,000,000"
	CurrentAssets,"3,241,300,000","3,180,700,000","3,515,500,000","3,322,900,000","3,069,200,000","3,091,000,000","2,980,400,000","2,690,300,000","2,507,900,000","2,984,000,000","2,739,700,000","2,354,700,000","2,368,800,000","2,286,900,000","2,912,600,000","2,696,000,000","2,716,900,000","2,532,100,000","2,566,400,000","2,283,400,000","2,018,400,000","2,240,000,000","2,171,400,000","1,985,100,000","1,819,300,000","2,047,900,000","2,145,500,000","2,297,000,000","2,254,800,000","2,294,600,000","2,309,200,000","2,278,100,000","1,603,300,000","1,725,800,000","1,570,400,000","1,390,600,000","1,360,700,000","1,291,900,000","1,387,700,000","1,278,800,000","1,188,000,000","1,168,500,000","1,181,900,000","1,216,800,000","1,150,300,000","1,032,600,000","992,400,000","918,900,000","872,700,000","889,200,000","877,200,000","745,600,000","649,000,000","691,900,000","676,300,000","635,100,000","591,600,000","581,700,000","564,800,000","541,200,000","542,100,000","531,600,000","524,900,000","542,300,000","526,000,000","514,200,000","430,400,000","437,100,000","400,600,000","367,500,000","326,200,000","333,300,000","326,700,000","360,200,000","368,300,000","388,200,000","351,100,000","326,400,000","297,300,000","311,700,000","287,000,000","293,000,000","274,900,000","316,200,000","306,400,000","282,000,000","277,200,000","295,000,000","318,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,495,900,000","1,466,800,000","1,794,700,000","1,561,200,000","1,330,600,000","1,402,600,000","1,295,300,000","1,163,800,000","1,031,100,000","1,516,900,000","1,356,900,000","934,300,000","963,000,000","956,500,000","1,595,700,000","1,400,800,000","1,499,300,000","1,337,500,000","1,402,800,000","1,131,800,000","918,200,000","1,271,100,000","1,200,300,000","1,060,200,000","951,800,000","1,224,700,000","1,250,500,000","1,409,000,000","1,370,800,000","1,438,800,000","1,515,100,000","1,484,100,000","831,600,000","936,900,000","757,600,000","575,000,000","557,900,000","521,400,000","622,500,000","506,000,000","409,500,000","450,500,000","451,100,000","468,200,000","433,800,000","396,100,000","361,000,000","320,300,000","321,200,000","334,100,000","289,500,000","188,300,000","150,400,000","226,800,000","214,500,000","208,100,000","189,600,000","191,200,000","175,700,000","164,900,000","180,200,000","182,800,000","151,300,000","167,100,000","189,000,000","178,600,000","88,000,000","96,100,000","72,600,000","48,900,000","31,000,000","40,000,000","37,900,000","61,100,000","38,300,000","50,700,000","29,800,000","34,200,000","39,000,000","35,500,000","28,000,000","48,000,000","23,500,000","61,600,000","17,900,000","28,000,000","13,200,000","2,000,000","6,000,000"
			CashAndCashEquivalents,"1,030,900,000","862,800,000","1,506,900,000","1,312,800,000","1,174,200,000","1,183,200,000","1,024,000,000","903,500,000","662,900,000","1,179,100,000","1,186,600,000","726,800,000","709,200,000","714,100,000","1,261,300,000","1,226,400,000","1,227,000,000","818,300,000","630,300,000","508,200,000","819,300,000","930,100,000","645,000,000","369,900,000","501,400,000","718,400,000","646,100,000","597,600,000","457,000,000","653,800,000","404,100,000","498,600,000","295,700,000","420,400,000","471,000,000","372,700,000","401,500,000","310,900,000","305,800,000","304,300,000","213,300,000","171,200,000","451,100,000","468,200,000","433,800,000","396,100,000","361,000,000","320,300,000","321,200,000","334,100,000","287,600,000","183,100,000","146,700,000","218,700,000","202,400,000","188,200,000","162,900,000","141,800,000","175,700,000","164,900,000","180,200,000","182,800,000","151,300,000","167,100,000","189,000,000","178,600,000","88,000,000","96,100,000","72,600,000","48,900,000","31,000,000","40,000,000","37,900,000","61,100,000","38,300,000","50,700,000","29,800,000","34,200,000","39,000,000","35,500,000","28,000,000","48,000,000","23,500,000","61,600,000","17,900,000","28,000,000","13,200,000","2,000,000","6,000,000"
			OtherShortTermInvestments,"465,000,000","604,000,000","287,800,000","248,400,000","156,400,000","219,400,000","271,300,000","260,300,000","368,200,000","337,800,000","170,300,000","207,500,000","253,800,000","242,400,000","334,400,000","174,400,000","272,300,000","519,200,000","772,500,000","623,600,000","98,900,000","341,000,000","555,300,000","690,300,000","450,400,000","506,300,000","604,400,000","811,400,000","913,800,000","785,000,000","1,111,000,000","985,500,000","535,900,000","516,500,000","286,600,000","202,300,000","156,400,000","210,500,000","316,700,000","201,700,000","196,200,000","279,300,000",,,,,,,,"0","1,900,000","5,200,000","3,700,000","8,100,000","12,100,000","19,900,000","26,700,000","49,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"686,200,000","664,900,000","664,200,000","700,300,000","664,300,000","602,800,000","671,700,000","567,900,000","585,100,000","599,100,000","570,000,000","609,600,000","578,000,000","537,300,000","530,100,000","520,100,000","446,800,000","462,200,000","475,000,000","510,700,000","510,200,000","414,600,000","454,200,000","425,800,000","388,500,000","344,100,000","338,400,000","351,000,000","345,300,000","325,000,000","322,900,000","327,500,000","305,100,000","328,000,000","327,800,000","341,800,000","329,700,000","347,500,000","325,400,000","336,400,000","346,700,000","320,700,000","346,800,000","364,100,000","354,200,000","302,500,000","303,400,000","294,000,000","278,600,000","272,100,000","280,500,000","274,500,000","255,800,000","204,700,000","213,600,000","173,300,000","155,300,000","145,300,000","136,700,000","137,400,000","129,300,000","127,100,000","130,200,000","133,700,000","123,000,000","118,500,000","125,900,000","124,900,000","127,700,000","119,400,000","113,200,000","110,100,000","113,500,000","118,500,000","115,600,000","124,400,000","124,900,000","108,400,000","113,200,000","114,400,000","109,300,000","101,000,000","119,000,000","116,400,000","136,200,000","129,000,000","154,300,000","162,000,000","132,000,000"
			AccountsReceivable,"636,300,000","582,200,000","600,600,000","640,500,000","586,600,000","514,600,000","549,700,000","567,900,000","585,100,000","543,600,000","570,000,000","609,600,000","578,000,000","456,900,000","423,800,000","431,400,000","406,600,000","421,600,000","475,000,000","510,700,000","510,200,000","365,500,000","454,200,000","425,800,000","388,500,000","315,400,000","338,400,000","351,000,000","345,300,000","288,000,000","322,900,000","327,500,000","305,100,000","302,500,000","327,800,000","341,800,000","329,700,000","321,100,000","325,400,000","336,400,000","346,700,000","283,800,000","346,800,000","364,100,000","354,200,000","277,300,000","303,400,000","294,000,000","278,600,000","249,400,000","280,500,000","274,500,000","255,800,000","186,300,000","213,600,000","173,300,000","155,300,000","115,800,000","136,700,000","137,400,000","129,300,000","111,500,000","130,200,000","133,700,000","123,000,000","101,100,000","125,900,000","124,900,000","127,700,000","104,100,000","113,200,000","110,100,000","113,500,000","97,500,000","115,600,000","124,400,000","124,900,000","88,300,000","113,200,000","114,400,000","109,300,000","85,000,000","119,000,000","116,400,000","136,200,000","107,000,000",,,
				GrossAccountsReceivable,"645,000,000","591,500,000","610,100,000","649,500,000","578,100,000","524,200,000","559,600,000","577,200,000","594,100,000","552,300,000","578,800,000","618,400,000","586,600,000","465,800,000","432,100,000","439,700,000","415,600,000","430,100,000","484,400,000","519,200,000","518,800,000","374,500,000","461,900,000","432,500,000","395,700,000","322,200,000","346,600,000","359,100,000","350,900,000","293,100,000","328,700,000","333,100,000","310,600,000","307,900,000","332,900,000","347,300,000","335,200,000","326,700,000","330,800,000","341,500,000","355,400,000","298,600,000","364,200,000","381,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-8,700,000","-9,300,000","-9,500,000","-9,000,000","8,500,000","-9,600,000","-9,900,000","-9,300,000","-9,000,000","-8,700,000","-8,800,000","-8,800,000","-8,600,000","-8,900,000","-8,300,000","-8,300,000","-9,000,000","-8,500,000","-9,400,000","-8,500,000","-8,600,000","-9,000,000","-7,700,000","-6,700,000","-7,200,000","-6,800,000","-8,200,000","-8,100,000","-5,600,000","-5,100,000","-5,800,000","-5,600,000","-5,500,000","-5,400,000","-5,100,000","-5,500,000","-5,500,000","-5,600,000","-5,400,000","-5,100,000","-8,700,000","-14,800,000","-17,400,000","-17,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"49,900,000","82,700,000","63,600,000","59,800,000","77,700,000","88,200,000","122,000,000",,,"55,500,000",,,,"80,400,000","106,300,000","88,700,000","40,200,000","40,600,000",,,,"49,100,000",,,,"28,700,000",,,,"37,000,000",,,,"25,500,000",,,,"26,400,000",,,,"36,900,000",,,,"25,200,000",,,,"22,700,000",,,,"18,400,000",,,,"29,500,000",,,,"15,600,000",,,,"17,400,000",,,,"15,300,000",,,,"21,000,000",,,,"20,100,000",,,,"16,000,000",,,,"22,000,000",,,
