name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"813,500,000","196,200,000","211,600,000","200,600,000","205,100,000","194,200,000","206,400,000","202,000,000","170,400,000","168,900,000","185,100,000","184,100,000","187,900,000","160,400,000","164,400,000","159,400,000","151,200,000","143,000,000","202,200,000","196,200,000","185,700,000","167,800,000","182,100,000","165,400,000","168,200,000","153,000,000","177,500,000","161,700,000","160,500,000","182,500,000","221,500,000","217,100,000","229,300,000","200,100,000","235,700,000","226,400,000","235,200,000","252,800,000","263,600,000","276,300,000","219,800,000","215,000,000","218,200,000","211,000,000","171,100,000","122,800,000","120,800,000","119,900,000","99,100,000","68,700,000","75,200,000","86,100,000","90,600,000","83,900,000","75,300,000","81,500,000","72,300,000","68,200,000","49,300,000","47,500,000","47,800,000","49,000,000","73,400,000","84,300,000","86,200,000","83,900,000","54,400,000","108,900,000","110,800,000","101,200,000","101,400,000","95,800,000","102,700,000","98,000,000","82,900,000","68,600,000","56,800,000","53,900,000","51,000,000","49,100,000","46,800,000","40,100,000","45,000,000","54,800,000","54,700,000","52,700,000","80,059,000","73,073,000","59,435,000","43,333,000","35,789,285","23,800,000","16,552,865","16,552,865"
	OperatingRevenue,"813,500,000","196,200,000","211,600,000","200,600,000","205,100,000","194,200,000","206,400,000","202,000,000","170,400,000","168,900,000","185,100,000","184,100,000","187,900,000","160,400,000","164,400,000","159,400,000","151,200,000","143,000,000","202,200,000","196,200,000","185,700,000","167,800,000","182,100,000","165,400,000","168,200,000","153,000,000","177,500,000","161,700,000","160,500,000","182,500,000","221,500,000","217,100,000","229,300,000","200,100,000","235,700,000","226,400,000","235,200,000","252,800,000","263,600,000","276,300,000","219,800,000","215,000,000","218,200,000","211,000,000","171,100,000","122,800,000","120,800,000","119,900,000","99,100,000","68,700,000","75,200,000","86,100,000","90,600,000","83,900,000","75,300,000","81,500,000","72,300,000","68,200,000","49,300,000","47,500,000","47,800,000","49,000,000","73,400,000","84,300,000","86,200,000","83,900,000","54,400,000","108,900,000","110,800,000","101,200,000","101,400,000","95,800,000","102,700,000","98,000,000","82,900,000","68,600,000","56,800,000","53,900,000","51,000,000","49,100,000","46,800,000","40,100,000","45,000,000","54,800,000","54,700,000","52,700,000","80,059,000","73,073,000","59,435,000","43,333,000","35,789,285","23,800,000","16,552,865","16,552,865"
CostOfRevenue,"587,500,000","144,300,000","150,100,000","140,000,000","153,100,000","143,200,000","152,100,000","144,900,000","124,400,000","123,100,000","136,700,000","135,500,000","139,800,000","115,500,000","118,900,000","115,300,000","111,900,000","102,200,000","145,500,000","148,100,000","138,300,000","122,700,000","135,500,000","139,500,000","123,000,000","117,100,000","135,300,000","121,300,000","119,600,000","135,600,000","165,300,000","164,100,000","172,900,000","147,500,000","174,200,000","174,100,000","174,800,000","187,100,000","195,600,000","202,200,000","162,100,000","157,100,000","159,000,000","150,800,000","125,700,000","95,400,000","94,500,000","94,100,000","77,700,000","52,200,000","58,200,000","68,400,000","73,200,000","66,800,000","59,200,000","63,600,000","59,400,000","55,600,000","40,700,000","39,300,000","40,300,000","41,700,000","65,000,000","69,000,000","70,600,000","69,700,000","41,700,000","85,800,000","85,100,000","78,400,000","76,400,000","82,400,000","78,800,000","76,400,000","62,200,000","49,900,000","39,800,000","39,000,000","37,300,000","37,200,000","35,000,000","29,200,000","32,400,000","37,000,000","32,500,000","39,100,000","40,514,000","40,800,000","33,056,000","25,330,000","15,658,105","13,700,000","9,850,105",
GrossProfit,"226,000,000","51,900,000","61,500,000","60,600,000","52,000,000","51,000,000","54,300,000","57,100,000","46,000,000","45,800,000","48,400,000","48,600,000","48,100,000","44,900,000","45,500,000","44,100,000","39,300,000","40,800,000","56,700,000","48,100,000","47,400,000","45,100,000","46,600,000","25,900,000","45,200,000","35,900,000","42,200,000","40,400,000","40,900,000","46,900,000","56,200,000","53,000,000","56,400,000","52,600,000","61,500,000","52,300,000","60,400,000","65,700,000","68,000,000","74,100,000","57,700,000","57,900,000","59,200,000","60,200,000","45,400,000","27,400,000","26,300,000","25,800,000","21,400,000","16,500,000","17,000,000","17,700,000","17,400,000","17,100,000","16,100,000","17,900,000","12,900,000","12,600,000","8,600,000","8,200,000","7,500,000","7,300,000","8,400,000","15,300,000","15,600,000","14,200,000","12,700,000","23,100,000","25,700,000","22,800,000","25,000,000","13,400,000","23,900,000","21,600,000","20,700,000","18,700,000","17,000,000","14,900,000","13,700,000","11,900,000","11,800,000","10,900,000","12,600,000","17,800,000","22,200,000","13,600,000","39,545,000","32,273,000","26,379,000","18,003,000","20,131,180","10,100,000","6,702,760",
OperatingExpense,"202,000,000","52,500,000","51,300,000","49,800,000","48,400,000","45,900,000","44,900,000","44,000,000","42,000,000","40,600,000","38,100,000","37,100,000","38,200,000","35,400,000","34,400,000","33,900,000","33,700,000","33,400,000","45,700,000","44,900,000","44,700,000","43,100,000","40,500,000","38,700,000","40,400,000","40,600,000","42,600,000","38,400,000","44,600,000","47,400,000","45,300,000","51,700,000","50,800,000","48,600,000","55,000,000","52,600,000","52,800,000","54,100,000","55,000,000","59,700,000","50,300,000","49,700,000","49,900,000","46,500,000","36,700,000","26,000,000","18,100,000","17,000,000","15,800,000","12,900,000","13,600,000","13,200,000","13,600,000","15,400,000","117,500,000","14,900,000","10,000,000","11,900,000","13,200,000","16,600,000","15,800,000","10,600,000","37,600,000","16,100,000","15,500,000","15,600,000","15,800,000","15,300,000","18,900,000","17,200,000","18,200,000","29,500,000","14,600,000","15,000,000","12,800,000","12,600,000","12,000,000","11,700,000","11,200,000","10,300,000","10,600,000","70,900,000","21,800,000","21,500,000","58,700,000","35,700,000","23,618,000","18,254,000","13,583,000","8,746,000","12,598,429","4,800,000","3,980,811",
	SellingGeneralAndAdministration,"165,600,000","43,300,000","42,300,000","41,800,000","38,200,000","37,900,000","37,300,000","36,300,000","36,000,000","34,900,000","33,100,000","32,500,000","33,700,000","31,500,000","30,400,000","29,500,000","30,100,000","29,800,000","40,600,000","40,700,000","40,600,000","38,700,000","36,700,000","35,500,000","36,400,000","37,700,000","38,100,000","34,900,000","40,300,000","42,600,000","39,300,000","45,800,000","44,900,000","43,400,000","48,100,000","47,800,000","48,000,000","49,200,000","50,100,000","55,200,000","44,100,000","45,900,000","46,000,000","43,200,000","35,500,000","25,400,000","17,500,000","17,900,000","15,300,000","12,300,000","13,100,000","13,300,000","13,100,000","15,000,000","15,600,000","13,600,000","11,200,000","11,900,000","11,700,000","15,400,000","15,800,000","10,600,000","15,800,000","16,100,000","15,500,000","15,600,000","15,400,000","17,800,000","18,900,000","17,200,000","35,700,000","14,400,000","13,400,000","13,800,000","11,000,000","11,000,000","10,300,000","10,000,000","9,400,000","8,600,000","9,000,000","47,100,000","16,700,000","15,900,000","40,300,000","30,300,000","18,752,000","15,425,000","11,690,000","7,633,000","9,986,437","4,800,000","3,318,713",
	ResearchAndDevelopment,"36,400,000","9,200,000","9,000,000","8,000,000","10,200,000","8,000,000","7,600,000","7,700,000","6,000,000","5,700,000","5,000,000","4,600,000","4,500,000","3,900,000","4,000,000","4,400,000","3,600,000","3,600,000","5,100,000","4,200,000","4,100,000","4,400,000","3,800,000","3,200,000","4,000,000","2,900,000","4,500,000","3,500,000","4,300,000","4,800,000","6,000,000","5,900,000","5,900,000","5,200,000","6,900,000","4,800,000","4,800,000","4,900,000","4,900,000","4,500,000","4,800,000","3,800,000","3,900,000","3,300,000","1,200,000","600,000","600,000","500,000","500,000","600,000","500,000","400,000","500,000","400,000","0","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,"2,300,000",,,,"2,100,000",,,,"3,700,000",,,,"2,000,000",,,,"3,300,000",,,,"3,300,000",,,,"3,500,000",,,,"7,000,000",,,,"9,600,000",,,,,,,,,,,,,,,"1,700,000",,,,,,,,,,,,,,,,,,,,,,"1,200,000","1,200,000","1,200,000","1,700,000","1,600,000","1,700,000","1,700,000","1,800,000","1,700,000","1,600,000","2,700,000","5,100,000","5,600,000","5,500,000","5,400,000","4,866,000","2,829,000","1,893,000","1,113,000",,,"662,098",
		DepreciationAndAmortizationInIncomeStatement,,,"2,300,000",,,,"2,100,000",,,,"3,700,000",,,,"2,000,000",,,,"3,300,000",,,,"3,300,000",,,,"3,500,000",,,,"7,000,000",,,,"9,600,000",,,,,,,,,,,,,,,"1,700,000",,,,,,,,,,,,,,,,,,,,,,"1,200,000","1,200,000","1,200,000","1,700,000","1,600,000","1,700,000","1,700,000","1,800,000","1,700,000","1,600,000","2,700,000","5,100,000","5,600,000","5,500,000","5,400,000","4,866,000","2,829,000","1,893,000","1,113,000",,,"662,098",
			DepreciationIncomeStatement,,,"1,300,000",,,,"700,000",,,,"1,500,000",,,,"600,000",,,,"800,000",,,,"700,000",,,,"600,000",,,,"1,500,000",,,,"700,000",,,,,,,,,,,,,,,"400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,"1,000,000",,,,"1,400,000",,,,"2,200,000",,,,"1,400,000",,,,"2,500,000",,,,"2,600,000",,,,"2,900,000",,,,"5,500,000",,,,"8,900,000",,,,,,,,,,,,,,,"1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,"1,000,000",,,,"1,400,000",,,,"2,200,000",,,,"1,400,000",,,,"2,500,000",,,,"2,600,000",,,,"2,900,000",,,,"5,500,000",,,,"8,900,000",,,,,,,,,,,,,,,"1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,"100,000",,,,"400,000","0","100,000","100,000","300,000","-400,000","200,000","4,800,000","5,500,000","-2,000,000","400,000",,"1,000,000","0","100,000","900,000","700,000","2,600,000","-6,600,000","1,300,000",,,,"1,400,000",,,,,,"0","-1,400,000",,,"0","-500,000",,,"101,900,000","300,000","-1,200,000",,"1,500,000","1,200,000",,,"21,800,000",,,,"400,000","-2,500,000",,,,"13,900,000",,,,,,,"0",,,"21,100,000","0",,"12,900,000",,,,,,,,,
OperatingIncome,"24,000,000","-600,000","10,200,000","10,800,000","3,600,000","5,100,000","9,400,000","13,100,000","4,000,000","5,200,000","10,300,000","11,500,000","9,900,000","9,500,000","11,100,000","10,200,000","5,600,000","7,400,000","11,000,000","3,200,000","2,700,000","2,000,000","6,100,000","-12,800,000","4,800,000","-4,700,000","-400,000","2,000,000","-3,700,000","-500,000","10,900,000","1,300,000","5,600,000","4,000,000","6,500,000","-300,000","7,600,000","11,600,000","13,000,000","14,400,000","7,400,000","8,200,000","9,300,000","13,700,000","8,700,000","1,400,000","8,200,000","8,800,000","5,600,000","3,600,000","3,400,000","4,500,000","3,800,000","1,700,000","-101,400,000","3,000,000","2,900,000","700,000","-4,600,000","-8,400,000","-8,300,000","-3,300,000","-29,200,000","-800,000","100,000","-1,400,000","-3,100,000","7,800,000","6,800,000","5,600,000","6,800,000","-16,100,000","9,300,000","6,600,000","7,900,000","6,100,000","5,000,000","3,200,000","2,500,000","1,600,000","1,200,000","-60,000,000","-9,200,000","-3,700,000","-36,500,000","-22,100,000","15,927,000","14,019,000","12,796,000","9,257,000","7,532,751","5,300,000","2,721,949","16,552,865"
NetNonOperatingInterestIncomeExpense,"-23,400,000","-5,900,000","-5,900,000","-5,900,000","-5,700,000","-5,900,000","-5,900,000","-5,900,000","-5,600,000","-5,400,000","-5,400,000","-5,400,000","-5,300,000","-5,500,000","-5,000,000","-5,000,000","-5,700,000","-5,100,000","-5,500,000","-7,700,000","-7,200,000","-8,200,000","-8,600,000","-8,700,000","-8,700,000","-8,700,000","-8,700,000","-9,500,000","-8,900,000","-12,200,000","-12,100,000","-12,100,000","-14,000,000","-16,100,000","-15,000,000","-16,200,000","-16,300,000","-16,200,000","-16,200,000","-17,600,000","-16,200,000","-16,100,000","-16,300,000","-15,000,000","-13,100,000","-6,700,000","-6,500,000","-6,400,000","-5,500,000","-3,900,000","-2,700,000","-2,200,000","-3,000,000","-2,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"23,700,000","5,900,000","6,200,000","5,900,000","5,700,000","5,900,000","6,700,000","5,900,000","5,600,000","5,400,000","7,300,000","5,400,000","5,300,000","5,500,000","5,800,000","5,000,000","5,700,000","5,100,000","6,000,000","7,700,000","7,200,000","8,200,000","8,600,000","8,700,000","8,700,000","8,700,000","8,700,000","9,500,000","8,900,000","12,200,000","12,300,000","12,100,000","14,000,000","16,100,000","15,200,000","16,200,000","16,300,000","16,200,000","16,500,000","17,600,000","16,200,000","16,100,000","16,400,000","15,000,000","13,100,000","6,700,000","6,600,000","6,400,000","5,500,000","3,900,000","2,700,000","2,200,000","3,000,000","2,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,"5,400,000","5,400,000","5,400,000","5,300,000","5,500,000","5,000,000","5,000,000","5,700,000","5,100,000","5,500,000","7,700,000","7,200,000","8,200,000","8,600,000","8,700,000","8,700,000","8,700,000","8,700,000","9,500,000","8,900,000","12,200,000","12,100,000","12,100,000","14,000,000","16,100,000","15,000,000","16,200,000","16,300,000","16,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,,"-13,500,000","-1,300,000","-300,000","-300,000",,"-700,000","400,000","-800,000","-1,000,000","-600,000","-700,000","-800,000","-1,800,000","-700,000","-400,000","-3,600,000","-100,000","-39,500,000","500,000","100,000","-2,200,000","-1,100,000","-100,000","-4,600,000","-5,200,000","1,800,000","-3,500,000","-1,000,000","-1,400,000","400,000","-500,000","-39,800,000","-500,000","-1,300,000","7,200,000","1,500,000","-800,000","-93,300,000","100,000","500,000","500,000","-1,100,000","-4,000,000",,"300,000","-1,300,000","-200,000","-700,000","200,000","300,000",,"-200,000","-41,300,000","-104,200,000","-500,000","2,600,000","-400,000","-3,300,000","-1,200,000","200,000","500,000","-21,800,000",,"-200,000","-100,000","-600,000","2,300,000","100,000","-200,000","14,100,000","-13,600,000","-3,400,000","600,000","-200,000","300,000","-300,000","500,000","500,000","600,000","1,400,000","-21,800,000","1,800,000","700,000","-14,500,000","-1,300,000","-1,133,000","223,000","459,000","551,000",,,"-89,944",
	SpecialIncomeCharges,"-15,200,000","-13,600,000","-1,000,000","-300,000","-300,000","-200,000","-400,000","-400,000","-1,100,000","-500,000","-1,000,000","0","-900,000","-1,300,000","-300,000","-100,000","-3,000,000","-400,000","-39,400,000","-100,000","-100,000","-2,400,000","-1,300,000","-200,000","-4,800,000","-5,500,000","1,900,000","-3,800,000","0","-1,000,000","-200,000","-100,000","-40,000,000","-700,000","-1,100,000","6,400,000","1,300,000","-100,000","-93,300,000","100,000","500,000","500,000","-1,100,000","-4,000,000","0","300,000","-1,300,000","-200,000","-700,000","200,000","300,000","0","-200,000","-41,300,000","-104,200,000","-500,000","2,600,000","-400,000","-3,300,000","-1,200,000","200,000","500,000","-21,800,000",,"-200,000","-100,000","-600,000","2,300,000","100,000","-200,000","14,100,000","-13,600,000","-3,400,000","600,000","-200,000","300,000","-300,000","500,000","500,000","600,000","1,400,000","-21,800,000","1,800,000","700,000","-14,500,000","-1,300,000","-1,133,000","223,000","459,000","551,000",,,"-89,944",
		RestructuringAndMergernAcquisition,"2,200,000","600,000","1,000,000","300,000","300,000","200,000","400,000","400,000","1,100,000","500,000","1,000,000","0","900,000","1,300,000","300,000","100,000","3,000,000","400,000","0","100,000","100,000","300,000","1,500,000","200,000","4,800,000","5,500,000","-1,900,000","400,000","0","1,000,000","200,000","100,000","900,000","700,000","1,100,000","-6,400,000","-1,300,000","100,000",,"300,000",,,"1,200,000","3,700,000",,,"1,600,000","400,000","1,100,000",,,,,,,,,,,,,,,,,"100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0",,,,,,,,,,,,,,"0",,,,"24,200,000",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","41,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"13,000,000",,,,,,,,,,,,,,,,,"15,200,000",,,"2,100,000","-200,000",,,,"0","3,400,000",,,"0",,"39,100,000",,,,,,"-600,000","-400,000",,,,"300,000",,,"-300,000","-200,000","-400,000","-200,000","-300,000",,"200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-200,000","100,000","-300,000",,,"200,000","-300,000","800,000","300,000","-500,000","400,000","-700,000","100,000","-500,000","-400,000","-300,000","-600,000","300,000","-100,000","600,000","200,000","200,000","200,000","100,000","200,000","300,000","-100,000","300,000","-1,000,000","-400,000","600,000","-400,000","200,000","200,000","-200,000","800,000","200,000","-700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-14,800,000","-20,000,000","3,000,000","4,600,000","-2,400,000","-800,000","2,800,000","7,600,000","-2,400,000","-1,200,000","4,300,000","5,400,000","3,800,000","2,200,000","5,400,000","4,800,000","-3,700,000","2,200,000","-34,000,000","-4,000,000","-4,400,000","-8,400,000","-3,600,000","-21,600,000","-8,500,000","-18,600,000","-7,300,000","-11,000,000","-13,600,000","-14,100,000","-800,000","-11,300,000","-48,200,000","-12,600,000","-9,800,000","-9,300,000","-7,200,000","-5,400,000","-96,500,000","-3,100,000","-8,300,000","-7,400,000","-8,100,000","-5,300,000","-4,400,000","-5,000,000","400,000","2,200,000","-600,000","-100,000","1,000,000","2,300,000","600,000","-42,100,000","-106,200,000","100,000","1,800,000","-2,000,000","-7,700,000","-8,300,000","-8,100,000","-2,800,000","-30,300,000","-700,000","200,000","-1,400,000","-3,300,000","7,600,000","6,900,000","5,600,000","7,100,000","-15,800,000","5,900,000","7,300,000","8,100,000","6,600,000","4,800,000","4,000,000","3,200,000","25,000","2,200,000","-61,600,000","-8,000,000","-3,900,000","-38,900,000","-24,300,000","14,801,000","14,367,000","13,188,000","9,744,000","7,108,424","4,900,000","2,408,302",
TaxProvision,"2,300,000","-4,300,000","4,500,000","5,700,000","-3,600,000","-2,700,000","-75,300,000","5,000,000","-1,800,000","-1,400,000","1,000,000","2,800,000","2,500,000","-1,500,000","200,000","3,400,000","100,000","900,000","-11,700,000","200,000","1,800,000","1,500,000","800,000","1,900,000","1,800,000","3,600,000","-300,000","-15,300,000","2,300,000","2,400,000","1,400,000","-200,000","1,600,000","2,300,000","-2,900,000","200,000","-100,000","2,800,000","-5,400,000","1,300,000","6,600,000","-4,200,000","600,000","1,600,000","900,000","-1,200,000","-200,000","-1,100,000","-11,700,000","300,000","500,000","-100,000","300,000","300,000","-2,100,000","500,000","400,000","500,000","400,000","400,000","300,000","200,000","13,900,000","400,000","600,000","-400,000","-1,200,000","1,900,000","2,600,000","2,100,000","-5,100,000","-800,000","1,700,000","1,400,000",,,,,"0",,,"10,100,000","2,400,000","-1,000,000","-600,000","-15,800,000","5,751,000","5,324,000","5,302,000","3,923,000","2,902,000","2,100,000","1,090,378",
NetIncomeCommonStockholders,"-19,800,000","-15,900,000","-2,600,000","-2,400,000","1,100,000","1,900,000","78,100,000","2,400,000","-700,000","-200,000","3,000,000","2,500,000","3,900,000","3,100,000","4,700,000","1,700,000","-7,700,000","-2,200,000","-22,200,000","-4,300,000","-6,200,000","-10,000,000","-4,300,000","-23,600,000","-10,400,000","-22,200,000","-4,000,000","55,100,000","-15,000,000","-16,300,000","-2,200,000","-10,900,000","-49,900,000","-15,000,000","-7,400,000","-9,900,000","-9,600,000","-10,300,000","-90,000,000","-4,200,000","-17,200,000","-3,000,000","-8,600,000","-6,900,000","-5,200,000","-3,500,000","400,000","3,200,000","10,700,000","200,000","400,000","2,700,000","-2,500,000","-42,100,000","-109,800,000","-200,000","800,000","-1,900,000","-11,500,000","-13,400,000","4,200,000","-20,100,000","-55,600,000","-900,000","-600,000","-800,000","-9,900,000","5,800,000","4,300,000","3,500,000","12,400,000","-14,900,000","1,700,000","5,900,000","8,100,000","6,600,000","4,800,000","4,000,000","3,100,000","2,500,000","2,200,000","-71,700,000","-10,400,000","-2,900,000","-38,300,000","-8,500,000","9,050,000","9,043,000","7,886,000","5,821,000","4,206,424","2,800,000","1,317,924","1,317,924"
	NetIncome,"-19,800,000","-15,900,000","-2,600,000","-2,400,000","1,100,000","1,900,000","78,100,000","2,400,000","-700,000","-200,000","3,000,000","2,500,000","3,900,000","3,100,000","4,700,000","1,700,000","-7,700,000","-2,200,000","-22,200,000","-4,300,000","-6,200,000","-10,000,000","-4,300,000","-23,600,000","-10,400,000","-22,200,000","-4,000,000","55,100,000","-15,000,000","-16,300,000","-2,200,000","-10,900,000","-49,900,000","-15,000,000","-7,400,000","-9,900,000","-9,600,000","-10,300,000","-90,000,000","-4,200,000","-17,200,000","-3,000,000","-8,600,000","-6,900,000","-5,200,000","-3,500,000","400,000","3,200,000","10,700,000","200,000","400,000","2,700,000","-2,500,000","-42,100,000","-109,800,000","-200,000","800,000","-1,900,000","-11,500,000","-13,400,000","4,200,000","-20,100,000","-55,600,000","-900,000","-600,000","-800,000","-9,900,000","5,800,000","4,300,000","3,500,000","12,400,000","-14,900,000","1,700,000","5,900,000","8,100,000","6,600,000","4,800,000","4,000,000","3,100,000","2,500,000","2,200,000","-71,700,000","-10,400,000","-2,900,000","-38,300,000","-8,500,000","9,050,000","9,043,000","7,886,000","5,821,000","4,206,424","2,800,000","1,317,924","1,317,924"
