name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
OperatingCashFlow,"-557,929","0","28,667","-65,327","-100,526","-1,193,450"
	CashFlowFromContinuingOperatingActivities,"-557,929","0","28,667","-65,327","-100,526","-1,193,450"
		NetIncomeFromContinuingOperations,"3,341,336","4,749,935","1,649,326","1,133,181","-4,191,106","1,567,374"
		OperatingGainsLosses,"-6,067,600","-5,063,467","-2,734,100","-1,835,325","3,986,035","-2,057,033"
			GainLossOnInvestmentSecurities,"-6,067,600","-5,063,467","-2,734,100","-1,835,325","3,986,035","-2,057,033"
		UnrealizedGainLossOnInvestmentSecurities,"-21,197","-4,338","-6,089","-3,996","-6,774","-27,970"
		ChangeInWorkingCapital,"2,189,532","317,870","1,119,530","640,813","111,319","-675,821"
			ChangeInPrepaidAssets,"342,479","35,775","97,568","104,158","104,978","-671,498"
			ChangeInPayablesAndAccruedExpense,"1,847,053","282,095","1,021,962","536,655","6,341","-4,323"
				ChangeInPayable,,"313,944",,,,
				ChangeInAccruedExpense,,"-31,849",,"536,655","6,341","-4,323"
InvestingCashFlow,"0","0","0","0","0","-310,500,000"
	CashFlowFromContinuingInvestingActivities,"0","0","0","0","0","-310,500,000"
		NetOtherInvestingChanges,,,"0","0","0","-310,500,000"
FinancingCashFlow,"-65,000","0","-420,744","-64,999","0","312,642,698"
	CashFlowFromContinuingFinancingActivities,"-65,000","0","-420,744","-64,999","0","312,642,698"
		NetIssuancePaymentsOfDebt,"0","0","0","0","0","0"
			NetLongTermDebtIssuance,"0","0","0","0","0","0"
				LongTermDebtIssuance,"0","0","0","0","0","300,000"
				LongTermDebtPayments,"0","0","0","0","0","-300,000"
		NetCommonStockIssuance,"0","0","-420,744","0","0","304,710,744"
			CommonStockIssuance,"0","0","-420,744","0","0","304,710,744"
		ProceedsFromStockOptionExercised,"0","0","0","0","0","8,210,000"
		NetOtherFinancingCharges,,,"0","-64,999","0","-278,046"
EndCashPosition,,"346,319","346,319","738,396","868,722","969,248"
	ChangesInCash,,,"-392,077","-130,326","-100,526","949,248"
	BeginningCashPosition,"969,248","346,319","738,396","868,722","969,248","20,000"
IncomeTaxPaidSupplementalData,,,,"0",,
IssuanceOfCapitalStock,"0","0","-420,744","0","0","304,710,744"
IssuanceOfDebt,"0","0","0","0","0","300,000"
RepaymentOfDebt,"0","0","0","0","0","-300,000"
FreeCashFlow,"-557,929","0","28,667","-65,327","-100,526","-1,193,450"
