name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
TotalAssets,"1,565,500,000","1,589,500,000","1,577,800,000","1,562,300,000","1,565,200,000","1,562,800,000","1,473,200,000","1,419,200,000","1,183,300,000","1,186,000,000","1,178,300,000","1,173,600,000","1,168,900,000","1,010,100,000","1,011,900,000","998,600,000","1,011,200,000","1,024,000,000","1,142,700,000","950,000,000","961,600,000","948,600,000","875,900,000","874,200,000","884,400,000","903,300,000","921,500,000","1,102,600,000","1,122,600,000","1,138,800,000","1,145,900,000","1,172,100,000","1,196,400,000","1,216,600,000","1,224,700,000","1,222,300,000","1,270,600,000","1,284,000,000","1,372,900,000","1,299,300,000","1,237,400,000","1,216,400,000","1,241,400,000","912,400,000","983,400,000","536,100,000","484,900,000","473,100,000","255,900,000","241,600,000","245,800,000","249,800,000","256,600,000","312,400,000","382,800,000","401,200,000","334,100,000","335,300,000","231,500,000","293,700,000","306,300,000","335,900,000","299,900,000","299,100,000","302,500,000","336,300,000","343,900,000","328,100,000","335,600,000","330,700,000","312,000,000","302,100,000","312,900,000","300,900,000","276,500,000","259,500,000","240,800,000","234,300,000","230,300,000","225,000,000","213,000,000","275,900,000","235,500,000","255,500,000","285,100,000","297,100,000","253,478,000","206,627,000","177,168,000","134,991,751","64,900,000","53,201,002"
	CurrentAssets,"687,900,000","758,100,000","772,600,000","768,700,000","768,600,000","764,800,000","770,800,000","745,000,000","510,300,000","522,200,000","515,600,000","516,000,000","517,100,000","494,700,000","496,600,000","484,800,000","457,100,000","471,300,000","567,800,000","373,800,000","387,300,000","373,100,000","310,400,000","302,100,000","305,300,000","320,400,000","310,400,000","353,200,000","366,200,000","374,900,000","376,700,000","398,500,000","413,300,000","430,300,000","429,300,000","417,800,000","455,100,000","455,400,000","456,600,000","521,100,000","448,600,000","421,000,000","454,400,000","347,900,000","413,700,000","184,200,000","195,600,000","186,000,000","113,500,000","98,800,000","99,900,000","101,700,000","105,700,000","116,200,000","109,300,000","126,000,000","104,700,000","106,900,000","69,400,000","126,000,000","122,900,000","140,000,000","142,000,000","141,200,000","144,600,000","176,500,000","183,600,000","168,000,000","175,000,000","205,400,000","193,700,000","192,300,000","177,400,000","218,000,000","203,500,000","186,800,000","172,200,000","170,800,000","165,400,000","159,400,000","146,200,000","174,300,000","138,500,000","152,600,000","170,100,000","185,400,000","157,855,000","140,632,000","128,328,000","122,112,927","54,000,000","42,895,046"
		CashCashEquivalentsAndShortTermInvestments,"254,400,000","349,400,000","369,900,000","369,300,000","383,600,000","380,800,000","374,700,000","397,200,000","158,600,000","172,600,000","181,000,000","176,200,000","178,400,000","182,700,000","187,200,000","182,800,000","127,800,000","129,600,000","239,200,000","63,300,000","73,400,000","69,100,000","20,500,000","17,600,000","20,100,000","28,500,000","35,800,000","22,200,000","34,400,000","34,700,000","16,200,000","26,900,000","53,600,000","55,700,000","49,800,000","49,700,000","51,600,000","49,000,000","37,600,000","145,700,000","74,800,000","69,800,000","109,400,000","100,400,000","45,500,000","10,800,000","51,300,000","43,400,000","6,300,000","9,900,000","10,900,000","4,000,000","3,200,000","3,200,000","2,500,000","17,400,000","11,000,000","8,600,000","6,200,000","12,300,000","8,000,000","5,400,000","12,900,000","11,600,000","10,000,000","12,900,000","16,100,000","24,300,000","38,100,000","62,000,000","55,900,000","46,900,000","55,700,000","114,200,000","116,100,000","117,200,000","102,300,000","99,100,000","83,000,000","76,100,000","62,300,000","61,100,000","12,000,000","8,200,000","17,700,000","18,500,000","27,505,000","49,109,000","54,458,000","72,286,642","4,400,000","4,026,774"
			CashAndCashEquivalents,"254,400,000","349,400,000","369,900,000","369,300,000","383,600,000","380,800,000","374,700,000","397,200,000","158,600,000","172,600,000","181,000,000","176,200,000","178,400,000","182,700,000","187,200,000","182,800,000","127,800,000","129,600,000","239,200,000","63,300,000","73,400,000","69,100,000","20,500,000","17,600,000","20,100,000","28,500,000","35,800,000","22,200,000","34,400,000","34,700,000","16,200,000","26,900,000","53,600,000","55,700,000","49,800,000","49,700,000","51,600,000","49,000,000","37,600,000","145,700,000","74,800,000","69,800,000","109,400,000","100,400,000","45,500,000","10,800,000","51,300,000","43,400,000","6,300,000","9,900,000","10,900,000","4,000,000","3,200,000","3,200,000","2,500,000","17,400,000","11,000,000","8,600,000","6,200,000","12,300,000","8,000,000","5,400,000","12,900,000","11,600,000","10,000,000","12,900,000","16,100,000","24,300,000","36,100,000","54,400,000","53,900,000","44,900,000","53,700,000","89,600,000","87,700,000","104,200,000","102,300,000","99,100,000","83,000,000","76,100,000","62,300,000","61,100,000","12,000,000","8,200,000","17,700,000","18,500,000","24,315,000","37,129,000","24,907,000","34,321,673","4,400,000","4,026,774"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000","7,600,000","2,000,000","2,000,000","2,000,000","24,600,000","28,400,000","13,000,000",,,,,,,,,,,"3,190,000","11,980,000","29,551,000","37,964,969",,
		Receivables,"280,700,000","284,600,000","274,700,000","265,000,000","264,600,000","272,200,000","276,600,000","246,200,000","259,300,000","264,400,000","241,800,000","236,900,000","239,300,000","237,400,000","226,200,000","226,800,000","208,900,000","270,800,000","244,200,000","226,600,000","227,900,000","234,000,000","208,000,000","211,000,000","208,800,000","211,400,000","194,700,000","204,500,000","238,600,000","249,500,000","255,100,000","265,900,000","248,000,000","267,900,000","269,000,000","253,600,000","281,800,000","275,600,000","281,400,000","256,800,000","259,600,000","253,500,000","248,700,000","162,900,000","161,800,000","128,500,000","94,900,000","94,800,000","94,300,000","79,600,000","81,400,000","90,300,000","93,000,000","101,200,000","90,700,000","89,900,000","80,000,000","80,600,000","52,100,000","70,600,000","56,400,000","117,500,000","117,400,000","119,000,000","124,500,000","109,600,000","154,300,000","131,600,000","127,100,000","133,400,000","132,000,000","138,900,000","112,700,000","97,400,000","80,500,000","63,800,000","65,200,000","66,400,000","74,600,000","73,800,000","76,700,000","97,900,000","105,200,000","114,200,000","129,700,000","152,600,000","124,761,000","80,736,000","69,920,000","46,626,290","47,000,000","37,249,044"
			AccountsReceivable,"65,900,000","93,800,000","85,400,000","80,000,000","85,700,000","95,200,000","83,900,000","59,800,000","78,300,000","85,000,000","65,600,000","67,800,000","81,300,000","64,600,000","60,100,000","66,200,000","57,700,000","100,900,000","244,200,000","226,600,000","227,900,000","101,100,000","208,000,000","211,000,000","208,800,000","94,800,000","194,700,000","204,500,000","238,600,000","131,600,000","255,100,000","265,900,000","248,000,000","147,900,000","269,000,000","253,600,000","281,800,000","271,900,000","281,400,000","256,800,000","259,600,000","250,600,000","248,700,000","162,900,000","161,800,000","125,800,000","92,600,000","92,700,000","93,600,000","78,600,000","80,300,000","89,500,000","91,500,000","100,500,000","90,700,000","89,100,000","79,300,000","77,000,000","47,400,000","45,700,000","54,400,000","115,700,000","107,800,000","104,400,000","107,000,000","109,600,000","154,300,000","131,100,000","126,500,000","133,300,000","132,000,000","138,900,000","112,700,000","95,800,000","78,500,000","61,300,000","62,500,000","60,500,000","71,500,000","71,000,000","68,200,000","88,800,000","92,100,000","83,000,000","95,200,000",,,,,,,
				GrossAccountsReceivable,,"94,200,000",,,,"97,000,000",,,,"86,600,000",,,,"66,500,000",,,,"101,500,000",,,,"102,800,000",,,,"96,600,000",,,,"133,600,000",,,,"150,200,000",,,,"273,300,000",,,"261,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-400,000",,,,"-1,800,000",,,,"-1,600,000",,,,"-1,900,000",,,,"-600,000",,,,"-1,700,000",,,,"-1,800,000",,,,"-2,000,000",,,,"-2,300,000",,,,"-1,400,000",,,"-1,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,000","2,600,000","2,700,000",,,,"9,600,000","14,600,000",,,,"500,000","500,000",,,,,"400,000","700,000","600,000",,,,,,,,,,,,,,,,
