name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
TotalAssets,"6,117,000,000","6,229,300,000","6,159,800,000","6,006,600,000","5,918,700,000","6,083,800,000","5,828,200,000","5,756,300,000","5,671,000,000","5,765,200,000","5,676,400,000","5,216,500,000","5,155,000,000","5,050,200,000","4,997,000,000","4,859,200,000","5,041,100,000","5,280,300,000","5,939,400,000","7,626,900,000","7,421,200,000","7,389,100,000","7,605,800,000","7,526,700,000","7,539,300,000","7,426,000,000","7,586,300,000","7,955,400,000","7,853,500,000","8,041,700,000","8,354,500,000","8,532,300,000","8,570,300,000","9,134,200,000","9,343,800,000","9,219,400,000","9,273,300,000","9,437,200,000","10,177,700,000","11,108,800,000","11,321,000,000","11,496,700,000","5,618,300,000","5,587,300,000","5,490,300,000","5,399,400,000","5,571,600,000","5,338,800,000","5,335,900,000","5,420,100,000","5,332,800,000","5,636,200,000","5,180,900,000","4,986,000,000","5,283,300,000","5,381,600,000","5,558,600,000","5,438,300,000","5,350,300,000","5,198,000,000","5,116,900,000","5,020,900,000","4,844,600,000","5,031,000,000","4,882,000,000","4,864,200,000","4,825,600,000","4,828,700,000","4,820,100,000","4,855,000,000","4,846,100,000","4,763,000,000","4,713,500,000","4,704,100,000","4,790,000,000","4,701,000,000","4,315,600,000","4,260,766,000","4,094,285,000","4,073,761,000","3,982,394,000","3,907,909,000","4,018,714,000","4,013,235,000","4,076,317,000","4,048,098,000","3,989,601,000","3,865,078,000","3,871,994,000","3,855,200,000","3,956,200,000","3,956,600,000","4,018,600,000","4,039,900,000","4,015,500,000","4,055,600,000","4,146,900,000","498,400,000"
	CurrentAssets,"1,947,000,000","2,069,600,000","1,970,900,000","1,806,700,000","1,759,500,000","1,881,500,000","1,667,400,000","1,632,100,000","1,560,200,000","1,564,000,000","1,591,400,000","1,576,600,000","1,555,200,000","1,554,800,000","1,595,400,000","1,531,000,000","1,665,200,000","1,866,400,000","2,575,700,000","4,446,900,000","4,287,500,000","2,215,300,000","2,376,100,000","2,360,000,000","2,319,100,000","2,215,600,000","2,485,600,000","2,745,000,000","2,676,600,000","2,691,600,000","2,912,700,000","2,887,400,000","2,670,500,000","3,417,700,000","3,434,500,000","3,332,200,000","3,276,700,000","3,222,400,000","3,481,900,000","3,039,100,000","3,010,600,000","3,262,600,000","2,290,600,000","2,207,800,000","2,122,100,000","2,040,000,000","2,219,600,000","2,056,600,000","2,036,000,000","2,073,400,000","1,943,700,000","2,302,000,000","1,908,500,000","1,672,700,000","1,694,800,000","1,778,000,000","2,015,000,000","1,936,100,000","1,939,300,000","1,860,500,000","1,825,100,000","1,756,700,000","1,601,100,000","1,814,000,000","1,683,600,000","1,695,400,000","1,672,500,000","1,669,500,000","1,619,800,000","1,611,200,000","1,611,200,000","1,532,200,000","1,454,900,000","1,427,800,000","1,547,300,000","1,464,200,000","1,114,600,000","1,056,258,000","986,291,000","933,392,000","876,901,000","776,352,000","896,829,000","890,834,000","945,791,000","877,080,000","871,714,000","848,830,000","830,985,000","803,200,000","873,500,000","851,400,000","875,600,000","844,600,000","829,900,000","801,000,000","846,400,000","250,800,000"
		CashCashEquivalentsAndShortTermInvestments,"278,200,000","561,000,000","393,700,000","273,100,000","370,000,000","548,700,000","316,800,000","289,700,000","274,600,000","262,400,000","200,000,000","222,200,000","236,000,000","271,700,000","191,300,000","180,100,000","326,900,000","594,000,000","1,304,700,000","243,000,000","258,400,000","363,700,000","332,800,000","297,500,000","315,700,000","358,400,000","334,300,000","569,200,000","536,300,000","322,600,000","420,700,000","356,500,000","413,100,000","992,400,000","776,700,000","640,100,000","625,800,000","679,600,000","540,800,000","503,900,000","538,200,000","722,800,000","800,300,000","705,000,000","696,000,000","675,600,000","761,800,000","662,200,000","627,500,000","694,500,000","487,100,000","789,200,000","426,200,000","128,900,000","274,400,000","267,000,000","430,900,000","430,300,000","419,200,000","418,900,000","455,800,000","407,000,000","311,900,000","578,800,000","480,700,000","499,900,000","454,000,000","455,100,000","414,700,000","412,100,000","517,300,000","475,800,000","412,800,000","365,000,000","511,200,000","450,300,000","150,500,000","126,751,000","77,234,000","15,200,000","28,983,000","13,805,000","51,534,000","64,675,000","102,358,000","11,229,000","6,251,000","18,766,000","17,721,000","13,700,000","74,400,000","60,000,000","85,300,000","45,000,000","39,900,000","34,100,000","59,500,000","35,500,000"
			CashAndCashEquivalents,"278,200,000","561,000,000","393,700,000","273,100,000","370,000,000","548,700,000","316,800,000","289,700,000","274,600,000","262,400,000","200,000,000","222,200,000","236,000,000","271,700,000","191,300,000","180,100,000","326,900,000","594,000,000","1,304,700,000","243,000,000","258,400,000","363,700,000","332,800,000","297,500,000","315,700,000","358,400,000","334,300,000","569,200,000","536,300,000","322,600,000","420,700,000","356,500,000","413,100,000","992,400,000","776,700,000","640,100,000","625,800,000","679,600,000","540,800,000","503,900,000","538,200,000","722,800,000","800,300,000","705,000,000","696,000,000","675,600,000","761,800,000","662,200,000","627,500,000","694,500,000","487,100,000","789,200,000","426,200,000","128,900,000","274,400,000","267,000,000","430,900,000","430,300,000","374,500,000","379,200,000","415,900,000","373,100,000","227,200,000","531,000,000","438,200,000","455,800,000","417,000,000","455,100,000","377,700,000","358,000,000","517,300,000","475,800,000","412,800,000","365,000,000","511,200,000","450,300,000","150,500,000","126,751,000","77,234,000","15,200,000","28,983,000","13,805,000","51,534,000","64,675,000","102,358,000","11,229,000","6,251,000","18,766,000","17,721,000","13,700,000","74,400,000","60,000,000","85,300,000","45,000,000","39,900,000","34,100,000","59,500,000","35,500,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,700,000","39,700,000","39,900,000","33,900,000","84,700,000","47,800,000","42,500,000","44,100,000","37,000,000",,"37,000,000","54,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"775,400,000","732,800,000","766,700,000","744,500,000","690,200,000","681,700,000","663,800,000","600,400,000","581,700,000","669,600,000","571,700,000","630,300,000","593,400,000","613,100,000","630,200,000","615,400,000","577,800,000","727,700,000","638,900,000","403,500,000","534,500,000","1,053,200,000","948,600,000","1,017,500,000","954,700,000","905,900,000","1,081,600,000","1,224,300,000","1,164,200,000","1,406,300,000","1,405,300,000","1,332,100,000","1,066,200,000","1,274,300,000","1,349,700,000","1,373,400,000","1,325,300,000","1,326,000,000","1,354,500,000","1,359,900,000","1,330,600,000","1,385,800,000","717,100,000","731,500,000","696,100,000","697,100,000","691,900,000","642,800,000","641,500,000","666,700,000","690,500,000","677,800,000","637,900,000","682,800,000","689,300,000","716,700,000","796,200,000","789,800,000","792,000,000","748,100,000","704,200,000","721,300,000","699,100,000","673,300,000","657,900,000","674,000,000","669,200,000","642,500,000","634,200,000","662,500,000","613,600,000","589,900,000","578,800,000","615,200,000","588,700,000","570,000,000","553,600,000","546,761,000","535,581,000","543,296,000","499,706,000","418,161,000","486,040,000","460,610,000","473,692,000","505,935,000","491,335,000","483,415,000","473,055,000","470,000,000","465,400,000","450,100,000","449,200,000","453,100,000","438,400,000","423,500,000","416,900,000","140,400,000"
			AccountsReceivable,"677,500,000","620,300,000","638,600,000","627,600,000","584,200,000","541,000,000","582,700,000","515,800,000","491,500,000","556,500,000","449,000,000","485,200,000","464,000,000","473,400,000","508,800,000","495,500,000","465,100,000","552,400,000","540,500,000","310,300,000","450,500,000","898,700,000","779,400,000","839,900,000","787,600,000","758,400,000","898,600,000","1,040,900,000","975,500,000","1,002,200,000","1,042,700,000","961,000,000","911,600,000","1,126,400,000","1,216,400,000","1,373,400,000","1,325,300,000","1,326,000,000","1,354,500,000","1,359,900,000","1,330,600,000","1,385,800,000","717,100,000","731,500,000","696,100,000",,"691,900,000","642,800,000","641,500,000","666,700,000","690,500,000","677,800,000","637,900,000","682,800,000","689,300,000","716,700,000","796,200,000","789,800,000","792,000,000","748,100,000","704,200,000","721,300,000","699,100,000","673,300,000","657,900,000",,,,,,,,,,,,,"546,761,000","535,581,000","543,296,000","499,706,000","418,161,000","486,040,000","460,610,000","473,692,000",,,,,,,,,,,,,
				GrossAccountsReceivable,"690,100,000","631,400,000","649,800,000","638,900,000","595,600,000","552,700,000","594,300,000","525,000,000","499,900,000","564,700,000","458,800,000","495,100,000","473,400,000","482,500,000","516,000,000","502,200,000","471,900,000","558,900,000","547,300,000","318,300,000","459,000,000","919,000,000","803,000,000","862,500,000","812,200,000","783,300,000","924,700,000","1,068,200,000","1,003,000,000","1,031,000,000","1,074,200,000","994,200,000","944,200,000","1,157,800,000","1,252,200,000","1,402,800,000","1,352,500,000","1,351,900,000","1,377,800,000","1,380,200,000","1,349,200,000","1,402,100,000","733,100,000","748,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-12,600,000","-11,100,000","-11,200,000","-11,300,000","-11,400,000","-11,700,000","-11,600,000","-9,200,000","-8,400,000","-8,200,000","-9,800,000","-9,900,000","-9,400,000","-9,100,000","-7,200,000","-6,700,000","-6,800,000","-6,500,000","-6,800,000","-8,000,000","-8,500,000","-20,300,000","-23,600,000","-22,600,000","-24,600,000","-24,900,000","-26,100,000","-27,300,000","-27,500,000","-28,800,000","-31,500,000","-33,200,000","-32,600,000","-31,400,000","-35,800,000","-29,400,000","-27,200,000","-25,900,000","-23,300,000","-20,300,000","-18,600,000","-16,300,000","-16,000,000","-16,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"674,000,000","669,200,000","642,500,000","634,200,000","662,500,000","613,600,000","589,900,000","578,800,000","615,200,000","588,700,000","570,000,000","553,600,000",,,,,,,,,,,,,,,,,,,,,
