name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
TotalAssets,"6,207,500,000","5,242,200,000","4,800,000,000","4,621,100,000","4,934,100,000","4,000,700,000","3,380,500,000","3,876,800,000","4,135,700,000","3,456,000,000","3,028,700,000","3,467,400,000","3,956,500,000","3,225,200,000","3,054,500,000","3,563,900,000","3,575,500,000","2,910,800,000","2,747,000,000","3,347,500,000","3,838,400,000","3,060,400,000","2,808,800,000","3,259,700,000","3,685,600,000","2,727,400,000","2,527,200,000","3,018,100,000","3,009,800,000","2,265,200,000","2,058,300,000","2,506,400,000","3,071,200,000","2,159,400,000","1,937,200,000","2,362,300,000","2,896,900,000","2,128,100,000","2,074,400,000","2,384,100,000","3,069,700,000","2,164,300,000","2,052,200,000","2,527,200,000","3,074,600,000","2,255,200,000","2,164,000,000","2,523,200,000","3,051,600,000","2,286,000,000","2,220,100,000","2,709,200,000","2,967,900,000","2,262,900,000","2,156,300,000","2,733,900,000","3,170,900,000","2,409,000,000","2,277,200,000","2,618,900,000","3,042,800,000","2,328,000,000","2,217,600,000","2,546,500,000","2,859,400,000","2,215,900,000","2,018,900,000","2,374,500,000","2,661,000,000","2,131,100,000","2,047,800,000","2,251,700,000","2,541,300,000","2,015,300,000","2,027,900,000","2,229,100,000","2,459,500,000","1,945,300,000","1,901,400,000","2,070,100,000","2,240,300,000","1,918,100,000","1,843,000,000","2,003,900,000","2,347,000,000","1,893,500,000","1,761,400,000","1,897,900,000","2,272,300,000","1,876,800,000","1,769,600,000","1,769,500,000","2,103,300,000","1,445,500,000","1,035,200,000","1,019,100,000","1,271,800,000","988,300,000","787,600,000","832,700,000","1,064,100,000","778,700,000","731,700,000","768,000,000","988,200,000","864,500,000","807,400,000","797,200,000","708,800,000","574,100,000","528,600,000","496,400,000","622,100,000","353,100,000","321,600,000","296,300,000","410,100,000","341,900,000","268,600,000","266,600,000","362,800,000","300,200,000","260,700,000","262,900,000","365,000,000","304,000,000","270,400,000","273,900,000","371,700,000","318,500,000"
	CurrentAssets,"3,254,400,000","2,292,600,000","2,024,000,000","2,226,000,000","2,573,700,000","1,679,500,000","1,216,600,000","1,778,800,000","2,042,400,000","1,332,800,000","1,041,700,000","1,389,900,000","1,839,400,000","1,078,700,000","885,700,000","1,319,000,000","1,639,300,000","982,900,000","881,700,000","1,484,300,000","2,009,600,000","1,205,100,000","991,700,000","1,481,100,000","2,208,800,000","1,148,000,000","948,600,000","1,440,200,000","1,863,500,000","1,125,900,000","935,000,000","1,411,000,000","1,937,600,000","1,015,700,000","881,000,000","1,308,500,000","1,836,700,000","1,056,900,000","1,000,000,000","1,346,100,000","2,026,600,000","1,112,200,000","992,500,000","1,437,700,000","1,991,600,000","1,196,000,000","1,037,600,000","1,401,000,000","1,920,600,000","1,154,800,000","1,090,900,000","1,613,400,000","1,884,000,000","1,166,200,000","1,044,900,000","1,590,400,000","1,896,800,000","1,134,400,000","999,300,000","1,323,100,000","1,747,400,000","1,036,500,000","942,000,000","1,223,300,000","1,551,800,000","910,900,000","787,800,000","1,146,300,000","1,401,600,000","855,800,000","830,300,000","1,036,200,000","1,315,700,000","790,800,000","810,200,000","1,023,100,000","1,265,700,000","755,800,000","730,100,000","910,700,000","1,108,100,000","771,000,000","694,200,000","877,700,000","1,208,000,000","768,000,000","643,900,000","793,700,000","1,135,400,000","772,100,000","641,700,000","692,800,000","1,018,000,000","566,000,000","367,200,000","389,400,000","649,500,000","401,500,000","285,800,000","344,100,000","572,400,000","345,300,000","292,000,000","320,700,000","533,200,000","409,800,000","349,200,000","329,400,000","425,500,000","296,200,000","250,300,000","212,500,000","341,300,000","174,500,000","143,700,000","131,800,000","243,100,000","174,500,000","115,700,000","114,400,000","210,900,000","150,300,000","109,700,000","110,700,000","210,200,000","146,700,000","110,400,000","114,200,000","208,400,000","151,800,000"
		CashCashEquivalentsAndShortTermInvestments,"17,100,000","16,400,000","244,100,000","58,300,000","14,400,000","21,500,000","16,600,000","48,300,000","30,800,000","27,400,000","18,800,000","36,400,000","37,500,000","22,600,000","33,900,000","29,600,000","33,000,000","54,500,000","120,500,000","119,100,000","74,300,000","88,700,000","50,100,000","77,200,000","57,300,000","49,000,000","71,400,000","79,900,000","54,800,000","130,100,000","89,300,000","147,200,000","152,700,000","124,600,000","129,800,000","105,400,000","99,100,000","115,600,000","131,900,000","132,300,000","122,400,000","127,800,000","130,900,000","164,300,000","128,700,000","78,800,000","89,100,000","78,700,000","39,300,000","52,500,000","71,600,000","149,200,000","48,100,000","48,400,000","84,700,000","166,000,000","76,900,000","64,500,000","67,900,000","66,900,000","43,500,000","36,100,000","48,100,000","63,900,000","27,300,000","37,800,000","80,200,000","176,800,000","34,600,000","29,100,000","172,800,000","39,100,000","14,200,000","26,300,000","155,900,000","56,600,000","12,300,000","16,400,000","99,700,000","76,400,000","37,500,000","9,600,000","18,700,000","73,100,000","18,000,000","22,000,000","33,000,000","79,400,000","29,700,000","15,800,000","30,300,000","34,200,000","18,900,000","8,200,000","10,600,000","29,600,000","11,300,000","20,400,000","13,000,000","28,400,000","12,000,000","5,900,000","10,600,000","16,900,000","8,500,000","7,900,000","7,000,000","10,700,000","6,600,000","5,400,000","10,700,000","8,800,000","4,600,000","800,000","2,300,000","2,000,000","3,000,000","800,000","900,000","2,400,000","2,400,000","2,500,000","2,900,000","1,900,000","2,000,000","800,000","1,100,000","2,800,000","3,400,000","300,000"
			CashAndCashEquivalents,"17,100,000","16,400,000","244,100,000","58,300,000","14,400,000","21,500,000","16,600,000","48,300,000","30,800,000","27,400,000","18,800,000","36,400,000","37,500,000","22,600,000","33,900,000","29,600,000","33,000,000","54,500,000","120,500,000","119,100,000","74,300,000","88,700,000","50,100,000","77,200,000","57,300,000","49,000,000","71,400,000","79,900,000","54,800,000","130,100,000","89,300,000","147,200,000","152,700,000","124,600,000","129,800,000","105,400,000","99,100,000","115,600,000","131,900,000","132,300,000","122,400,000","127,800,000","130,900,000","164,300,000","128,700,000","78,800,000","89,100,000","78,700,000","39,300,000","52,500,000","71,600,000","149,200,000","48,100,000","48,400,000","84,700,000","166,000,000","76,900,000","64,500,000","67,900,000","66,900,000","43,500,000","36,100,000","48,100,000","63,900,000","27,300,000","37,800,000","80,200,000","176,800,000","34,600,000","29,100,000","115,600,000","39,100,000","14,200,000","26,300,000","155,900,000","56,600,000","12,300,000","16,400,000","99,700,000","76,400,000","37,500,000","9,600,000","18,700,000","73,100,000","18,000,000","22,000,000","33,000,000","79,400,000","29,700,000","15,800,000","30,300,000","34,200,000","18,900,000","8,200,000","10,600,000","29,600,000","11,300,000","20,400,000","13,000,000","28,400,000","12,000,000","5,900,000","10,600,000","16,900,000","8,500,000","7,900,000","7,000,000","10,700,000","6,600,000","5,400,000","10,700,000","8,800,000","4,600,000","800,000","2,300,000","2,000,000","3,000,000","800,000","900,000","2,400,000","2,400,000","2,500,000","2,900,000","1,900,000","2,000,000","800,000","1,100,000","2,800,000","3,400,000","300,000"
				CashFinancial,,,,,,,,,"28,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,"2,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"990,100,000","310,800,000","483,400,000","1,058,000,000","1,230,300,000","346,600,000","474,800,000","970,100,000","994,700,000","192,700,000","339,100,000","395,800,000","699,600,000","163,800,000","226,000,000","387,800,000","598,000,000","128,400,000","197,700,000","474,300,000","1,121,300,000","229,400,000","214,100,000","359,700,000","954,700,000","206,400,000","202,500,000","436,500,000","682,100,000","185,400,000","236,700,000","512,300,000","746,900,000","158,200,000","219,500,000","482,400,000","713,900,000","168,400,000","344,300,000","613,900,000","1,133,200,000","180,800,000","323,500,000","693,900,000","1,142,300,000","213,200,000","408,400,000","697,100,000","1,093,400,000","274,800,000","401,300,000","779,000,000","1,008,400,000","325,100,000","406,400,000","796,200,000","1,035,100,000","279,900,000","397,800,000","711,100,000","1,001,000,000","264,500,000","380,400,000","662,100,000","915,800,000","250,800,000","323,300,000","537,700,000","789,800,000","245,700,000","292,400,000","548,800,000","776,000,000","229,100,000","284,700,000","521,500,000","722,800,000","209,100,000","249,900,000","435,100,000","547,000,000","196,000,000","220,800,000","358,100,000","693,000,000","208,900,000","216,000,000","374,200,000","649,300,000","225,300,000","201,400,000","319,200,000","589,600,000","206,700,000","146,600,000","164,600,000","413,800,000","148,000,000","104,300,000","141,600,000","349,700,000","121,600,000","110,400,000","124,300,000","315,400,000","196,400,000","176,500,000","142,300,000","252,500,000","128,500,000","115,800,000","90,500,000","200,800,000","70,900,000","60,800,000","53,800,000","141,100,000","70,900,000","51,600,000","57,400,000","137,100,000","62,400,000","47,100,000","58,100,000","134,600,000","56,500,000","46,600,000","58,800,000","132,900,000","56,000,000"
			AccountsReceivable,"990,100,000","310,800,000","483,400,000","1,058,000,000","1,230,300,000","346,600,000","474,800,000","970,100,000","994,700,000","192,700,000","223,900,000","395,800,000","699,600,000","163,800,000","226,000,000","387,800,000","598,000,000","128,400,000","197,700,000","474,300,000","1,121,300,000","229,400,000","196,400,000","359,700,000","954,700,000","206,400,000","191,300,000","436,500,000","682,100,000","185,400,000","224,000,000","512,300,000","746,900,000","158,200,000","206,600,000","482,400,000","713,900,000","168,400,000","330,900,000","613,900,000","1,133,200,000","180,800,000","323,500,000","693,900,000","1,142,300,000","213,200,000","408,400,000","697,100,000","1,093,400,000","274,800,000","401,300,000","779,000,000","1,008,400,000","325,100,000","406,400,000","796,200,000","1,035,100,000","279,900,000","397,800,000","711,100,000","1,001,000,000","264,500,000","380,400,000","662,100,000","915,800,000","250,800,000","323,300,000","537,700,000","789,800,000","245,700,000","292,400,000","548,800,000","776,000,000","229,100,000","284,700,000","521,500,000","722,800,000","209,100,000","249,900,000","435,100,000","547,000,000","196,000,000","220,800,000","358,100,000","693,000,000",,"216,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"1,006,600,000","320,600,000","500,200,000","1,068,900,000","1,242,700,000","353,400,000","482,300,000","983,400,000","1,007,300,000","196,900,000","228,100,000","403,400,000","708,400,000","167,200,000","229,600,000","394,000,000","604,900,000","130,700,000","200,800,000","481,600,000","1,130,300,000","235,200,000","203,600,000","370,200,000","969,600,000","214,400,000","200,000,000","446,500,000","694,900,000","192,200,000","231,500,000","523,700,000","764,600,000","167,000,000","216,100,000","492,400,000","727,200,000","177,100,000","341,400,000","620,100,000","1,143,000,000","187,000,000",,"707,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
