name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"734,097,000","206,400,000","186,521,000","178,216,000","162,960,000","142,837,000","108,648,000","94,060,000","87,462,000","76,090,000","69,474,000","69,445,000","70,692,000","60,634,000","51,942,000","49,529,000","47,731,000","44,830,000","41,612,000","36,580,000","32,455,000","30,590,000","25,599,000","24,677,000","29,170,000","25,094,000","21,449,000","19,814,000","21,457,267","20,816,276","16,393,233","15,278,185","15,551,077","16,325,853","15,382,610","18,822,053","17,508,967","16,455,993","18,813,960","15,104,295","15,523,820","12,824,461","8,631,378","7,653,725","5,906,385","7,067,789","7,306,978","7,009,872","4,872,273","5,617,348","5,420,594","5,060,853","4,593,755","6,017,598","5,089,924","13,660,245","3,300,777","4,664,366","5,352,321","5,978,818","3,698,812","3,882,439","2,864,820","3,628,168","2,885,280","2,987,753","2,799,724","4,239,647","2,994,660","2,259,763","1,296,432","2,809,453","2,113,579","1,320,846","1,418,955","2,060,961","2,047,819","2,417,030","1,687,490","1,619,442","1,522,405","1,179,892","886,733","712,536","851,756","615,154","465,418","660,794","950,596","900,000","1,000,000","700,000","900,000","500,000","800,000","600,000","500,000","800,000","500,000","700,000","900,000","1,100,000","1,000,000","800,000","900,000","2,100,000","5,000,000","2,800,000","5,100,000","3,600,000","3,400,000","4,800,000","6,500,000","6,700,000","6,800,000","6,200,000","9,800,000","4,300,000","5,200,000","8,900,000","4,700,000","2,300,000","2,000,000","2,700,000","-100,000","2,500,000","2,500,000","2,600,000","4,300,000","3,600,000","2,700,000","2,500,000","2,200,000","2,700,000","1,700,000","1,800,000","3,000,000","1,300,000","1,700,000","5,200,000","1,200,000","1,000,000","900,000","700,000","900,000","900,000","900,000"
	OperatingRevenue,"734,097,000","206,400,000","186,521,000","178,216,000","162,960,000","142,837,000","108,648,000","94,060,000","87,462,000","76,090,000","69,474,000","69,445,000","70,692,000","60,634,000","51,942,000","49,529,000","47,731,000","44,830,000","41,612,000","36,580,000","32,455,000","30,590,000","25,599,000","24,677,000","29,170,000","25,094,000","21,449,000","19,814,000","21,457,267","20,816,276","16,393,233","15,278,185","15,551,077","16,325,853","15,382,610","18,822,053","17,508,967","16,455,993","18,813,960","15,104,295","15,523,820","12,824,461","8,631,378","7,653,725","5,906,385","7,067,789","7,306,978","7,009,872","4,872,273","5,617,348","5,420,594","5,060,853","4,593,755","6,017,598","5,089,924","13,660,245","3,300,777","4,664,366","5,352,321","5,978,818","3,698,812","3,882,439","2,864,820","3,628,168","2,885,280","2,987,753","2,799,724","4,238,647","2,994,660","2,259,763","1,296,432","2,809,453","2,113,579","1,320,846","1,418,955","2,060,961","2,047,819","2,417,030","1,687,490","1,619,442","1,522,405","1,179,892","886,733","712,536","851,756","615,154","465,418","660,794","950,596","900,000","1,000,000","700,000","900,000","500,000","800,000","600,000","500,000","800,000","500,000","700,000","900,000","1,100,000","1,000,000","800,000","900,000","2,100,000","5,000,000","2,800,000","5,100,000","3,600,000","3,400,000","4,800,000","6,500,000","6,700,000","6,800,000","6,200,000","9,800,000","4,300,000","5,200,000","8,900,000","4,700,000","2,300,000","2,000,000","2,700,000","-100,000","2,500,000","2,500,000","2,600,000","4,300,000","3,600,000","2,700,000","2,500,000","2,200,000","2,700,000","1,700,000","1,800,000","3,000,000","1,300,000","1,700,000","5,200,000","1,200,000","1,000,000","900,000","700,000","900,000","900,000","900,000"
CostOfRevenue,"301,889,000","82,356,000","82,048,000","75,495,000","61,990,000","59,747,000","48,163,000","39,626,000","36,863,000","31,982,000","30,121,000","31,425,000","30,708,000","26,845,000","23,592,000","22,183,000","21,088,000","19,668,000","19,137,000","19,987,000","13,937,000","13,990,000","12,162,000","11,242,000","12,644,000","11,069,000","10,148,000","8,444,000","8,586,147","8,072,904","8,084,295","6,931,094","6,671,581","6,335,064","5,365,680","6,383,609","5,940,545","7,473,465","6,540,058","7,013,368","7,882,190","5,488,408","2,511,234","1,968,679","1,769,980","1,861,402","1,848,552","1,637,491","1,230,606","1,427,824","1,259,521","1,588,219","1,611,619","1,572,599","1,421,256","2,171,401","1,303,054","1,730,464","1,412,428","1,714,299","901,952","804,913","914,955","993,016","887,720","817,562","872,184","973,395","1,023,265","1,028,615","703,329","1,132,593","870,084","782,233","740,470","855,590","1,008,090","1,140,908","661,797","669,646","496,597","585,099","554,600","356,439","359,539","252,839","180,432","242,764","182,233","200,000","200,000","100,000","200,000","100,000","100,000",,"100,000","100,000","100,000",,"0","200,000","-100,000","200,000",,"-200,000","300,000","-100,000","-200,000","-300,000","-300,000","-300,000","800,000","600,000","-100,000",,"100,000","-100,000","-300,000","-300,000",,"-500,000","3,000,000","3,100,000","-9,000,000","2,800,000","2,800,000","2,700,000",,,,,,,,,,,,,,,,,,,
GrossProfit,"432,208,000","124,044,000","104,473,000","102,721,000","100,970,000","83,090,000","60,485,000","54,434,000","50,599,000","44,108,000","39,353,000","38,020,000","39,984,000","33,789,000","28,350,000","27,346,000","26,643,000","25,162,000","22,475,000","16,593,000","18,518,000","16,600,000","13,437,000","13,435,000","16,526,000","14,025,000","11,301,000","11,370,000","12,871,120","12,743,372","8,308,938","8,347,091","8,879,496","9,990,789","10,016,930","12,438,444","11,568,422","8,982,528","12,273,902","8,090,927","7,641,630","7,336,053","6,120,144","5,685,046","4,136,405","5,206,387","5,458,426","5,372,381","3,641,667","4,189,524","4,161,073","3,472,634","2,982,136","4,444,999","3,668,668","11,488,844","1,997,723","2,933,902","3,939,893","4,264,519","2,796,860","3,077,526","1,949,865","2,635,152","1,997,560","2,170,191","1,927,540","3,266,252","1,971,395","1,231,148","593,103","1,676,860","1,243,495","538,613","678,485","1,205,371","1,039,729","1,276,122","1,025,693","949,796","1,025,808","594,793","332,133","356,097","492,217","362,315","284,986","418,030","768,363","700,000","800,000","600,000","700,000","400,000","700,000",,"400,000","700,000","400,000",,"900,000","900,000","1,100,000","600,000",,"2,300,000","4,700,000","2,900,000","5,300,000","3,900,000","3,700,000","5,100,000","5,700,000","6,100,000","6,900,000",,"9,700,000","4,400,000","5,500,000","9,200,000",,"2,800,000","-1,000,000","-400,000","8,900,000","-300,000","-300,000","-100,000",,,,,,,,,,,,,,,,,,,
OperatingExpense,"237,888,000","66,455,000","61,176,000","57,527,000","52,730,000","46,707,000","43,066,000","33,473,000","31,062,000","32,202,000","33,459,000","30,056,000","28,930,000","22,618,000","20,497,000","19,460,000","22,370,000","19,186,000","19,213,000","16,999,000","13,045,000","10,924,000","10,606,000","9,013,000","10,030,000","8,557,000","7,904,000","7,449,000","7,493,851","7,592,100","6,302,134","6,120,546","5,755,967","4,584,600","4,788,541","4,331,577","5,430,272","5,491,503","5,566,678","5,903,219","6,323,891","6,168,978","5,567,718","5,806,579","6,222,907","4,909,582","4,931,896","4,483,286","5,404,483","5,559,276","5,367,464","4,900,357","6,197,670","4,983,110","3,993,186","3,530,696","5,862,058","3,932,904","39,357,671","4,279,457","3,148,160","3,334,515","3,045,912","2,756,144","3,011,732","2,576,431","2,607,304","2,385,971","2,520,505","2,281,702","2,413,054","2,418,591","4,596,774","2,766,240","2,912,506","3,331,351","2,829,817","2,182,458","2,263,955","2,109,514","2,160,806","1,671,286","2,010,725","2,043,730","2,204,599","2,488,985","2,048,520","1,901,578","1,658,715","2,400,000","1,600,000","1,000,000","1,100,000","800,000","900,000","1,000,000","700,000","800,000","700,000","800,000","1,100,000","1,000,000","900,000","1,100,000","2,800,000","4,600,000","5,700,000","5,500,000","8,100,000","9,600,000","9,600,000","11,000,000","10,300,000","11,400,000","11,500,000","11,300,000","9,900,000","10,200,000","10,200,000","8,800,000","5,700,000","11,200,000","1,200,000","1,000,000","13,000,000","1,200,000","1,100,000","1,200,000",,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"199,071,000","54,300,000","52,057,000","48,373,000","44,341,000","39,095,000","36,344,000","29,051,000","26,726,000","27,500,000","28,287,000","24,629,000","23,699,000","18,998,000","17,345,000","15,859,000","16,590,000","15,898,000","16,144,000","14,998,000","11,185,000","9,182,000","8,567,000","7,127,000","8,140,000","7,018,000","6,473,000","5,959,000","6,242,275","6,024,526","4,974,428","4,470,682","4,325,834","3,383,610","3,367,108","2,902,048","3,123,940","3,308,099","3,253,719","3,126,244","3,418,233","3,674,759","2,493,093","2,289,118","2,438,636","1,979,361","1,812,617","1,788,238","1,952,133","1,713,750","1,888,619","1,517,357","1,552,871","1,403,881","1,529,767","1,446,571","3,504,362","2,341,108","2,185,799","2,142,131","1,695,945","1,659,931","1,462,854","1,541,561","1,598,497","1,340,691","1,282,655","1,195,496","1,186,861","1,241,890","1,138,856","1,029,479","880,145","915,764","1,011,117","1,902,677","1,447,830","819,399","1,009,734","882,257","577,992","649,900","680,518","617,417","535,860","568,289","657,780","731,084","880,398","400,000","800,000","400,000","600,000","300,000","400,000","400,000","400,000","300,000","300,000","300,000","900,000","400,000","400,000","800,000","400,000","1,400,000","1,700,000","1,300,000","100,000","1,500,000","1,400,000","1,600,000","9,500,000","10,900,000","11,000,000","10,700,000","9,600,000","9,900,000","9,600,000","8,300,000","5,300,000","10,500,000","900,000","800,000","12,800,000","900,000","900,000","1,000,000",,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"38,817,000","12,155,000","9,119,000","9,154,000","8,389,000","7,612,000","6,722,000","4,422,000","4,336,000","4,702,000","5,172,000","5,427,000","5,231,000","3,620,000","3,152,000","3,601,000","5,780,000","3,288,000","3,069,000","2,001,000","1,860,000","1,742,000","2,039,000","1,886,000","1,890,000","1,539,000","1,431,000","1,490,000","1,251,576","1,567,574","1,327,706","1,649,864","1,430,133","1,200,990","1,421,433","1,429,529","2,306,332","2,183,404","2,342,647","2,433,043","2,905,658","2,808,463","3,074,625","3,517,461","3,784,271","2,930,221","3,119,279","2,695,048","3,452,350","3,845,526","3,478,845","3,383,000","4,644,799","3,579,229","2,463,419","2,084,125","2,357,696","1,591,796","1,153,995","2,137,326","1,452,215","1,674,584","1,583,058","1,214,583","1,413,235","1,235,740","1,324,649","1,189,475","1,333,644","1,039,812","1,274,198","1,389,112","1,303,385","1,850,476","1,901,389","1,428,674","1,381,987","1,363,059","1,254,221","1,227,257","1,582,814","1,021,386","1,330,207","1,426,313","1,580,150","1,780,506","1,342,667","1,083,070","653,908","1,900,000","700,000","500,000","400,000","400,000","500,000","500,000","300,000","400,000","400,000","400,000","100,000","600,000","400,000","300,000","2,100,000","2,900,000","3,600,000","3,800,000","7,300,000","7,500,000","7,500,000","8,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,589","140,190","48,073","87,424","124,409","100,000","100,000","100,000","100,000","100,000",,"100,000","0","100,000",,"100,000","100,000",,"100,000",,"300,000","300,000","400,000","400,000","700,000","600,000","700,000","700,000","800,000","500,000","500,000","600,000","300,000","300,000","600,000","500,000","400,000","700,000","300,000","200,000","200,000","300,000","200,000","200,000",,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,589","140,190","48,073","87,424","124,409","100,000","100,000","100,000","100,000","100,000",,"100,000","0","100,000",,"100,000","100,000",,"100,000",,"300,000","300,000","400,000","400,000","700,000","600,000","700,000","700,000","800,000","500,000","500,000","600,000","300,000","300,000","600,000","500,000","400,000","700,000","300,000","200,000","200,000","300,000","200,000","200,000",,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"343,932",,"-314,244",,,,,,,,,,,,,,,"0",,"36,017,877",,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
