name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"12,400,000","1,600,000","8,700,000","-3,600,000","-3,800,000"
	CashFlowFromContinuingOperatingActivities,"12,400,000","1,600,000","8,700,000","-3,600,000","-3,800,000"
		NetIncomeFromContinuingOperations,"-40,100,000","-10,500,000","-7,900,000","-12,900,000","-3,400,000"
		DepreciationAmortizationDepletion,"28,100,000","7,200,000","7,200,000","6,200,000","5,400,000"
			DepreciationAndAmortization,"28,100,000","7,200,000","7,200,000","6,200,000","5,400,000"
				Depreciation,"28,100,000","7,200,000","7,200,000","6,200,000","5,400,000"
		DeferredTax,"5,000,000","-700,000","-200,000","-1,300,000","-1,900,000"
			DeferredIncomeTax,"5,000,000","-700,000","-200,000","-1,300,000","-1,900,000"
		AssetImpairmentCharge,,,"0",,"0"
		StockBasedCompensation,"22,100,000","6,500,000","7,100,000","2,300,000","2,100,000"
		OtherNonCashItems,"18,700,000","4,800,000","8,600,000","9,200,000","1,000,000"
		ChangeInWorkingCapital,"-22,200,000","-5,700,000","-6,100,000","-7,100,000","-7,000,000"
			ChangeInReceivables,"-19,000,000","-15,200,000","-1,500,000","-16,400,000","-3,300,000"
				ChangesInAccountReceivables,"-19,000,000","-15,200,000","-1,500,000","-16,400,000","-3,300,000"
			ChangeInPrepaidAssets,"-10,100,000","-1,600,000","-4,800,000","-1,100,000","-1,900,000"
			ChangeInPayablesAndAccruedExpense,"13,200,000","11,000,000","900,000","12,200,000","400,000"
				ChangeInPayable,"1,000,000","1,300,000","-500,000","-1,900,000","1,300,000"
					ChangeInAccountPayable,"1,000,000","1,300,000","-500,000","-1,900,000","1,300,000"
				ChangeInAccruedExpense,"12,200,000","9,700,000","1,400,000","14,100,000","-900,000"
			ChangeInOtherCurrentLiabilities,"-6,300,000","100,000","-700,000","-1,800,000","-2,200,000"
InvestingCashFlow,"-26,100,000","-8,500,000","-6,700,000","-5,400,000","-29,800,000"
	CashFlowFromContinuingInvestingActivities,"-26,100,000","-8,500,000","-6,700,000","-5,400,000","-29,800,000"
		CapitalExpenditureReported,"-22,100,000","-6,600,000","-5,100,000","-5,200,000","-4,400,000"
		NetPPEPurchaseAndSale,"-4,000,000","-1,900,000","-1,600,000","-200,000","-200,000"
			PurchaseOfPPE,"-4,000,000","-1,900,000","-1,600,000","-200,000","-200,000"
		NetBusinessPurchaseAndSale,,,"0",,"-25,200,000"
			PurchaseOfBusiness,,,"0",,"-25,200,000"
FinancingCashFlow,"114,700,000","700,000","114,400,000","-13,800,000","49,800,000"
	CashFlowFromContinuingFinancingActivities,"114,700,000","700,000","114,400,000","-13,800,000","49,800,000"
		NetIssuancePaymentsOfDebt,,,"-28,500,000",,"-5,000,000"
			NetShortTermDebtIssuance,,,"0",,"-5,000,000"
				ShortTermDebtIssuance,,,"0",,"5,000,000"
				ShortTermDebtPayments,,,"0",,"-10,000,000"
		NetCommonStockIssuance,"139,900,000","0","140,000,000","-12,800,000","53,300,000"
			CommonStockIssuance,,,"140,000,000",,"54,300,000"
			CommonStockPayments,"-100,000","0","0","-12,800,000","-1,000,000"
		NetPreferredStockIssuance,"0","0","0","-2,100,000","0"
			PreferredStockPayments,"0","0","0","-2,100,000","0"
		ProceedsFromStockOptionExercised,"8,600,000","700,000","3,900,000","1,700,000","1,800,000"
		NetOtherFinancingCharges,,,"-1,000,000","-600,000","-300,000"
EndCashPosition,"161,600,000","161,600,000","167,800,000","60,600,000","83,400,000"
	ChangesInCash,"101,000,000","-6,200,000","116,400,000","-22,800,000","16,200,000"
	EffectOfExchangeRateChanges,,,"-100,000",,"100,000"
	BeginningCashPosition,"60,600,000","167,800,000","51,500,000","83,400,000","67,100,000"
IncomeTaxPaidSupplementalData,"500,000","200,000","0","0","0"
InterestPaidSupplementalData,"1,300,000","100,000","900,000","1,300,000","0"
CapitalExpenditure,"-26,100,000","-8,500,000","-6,700,000","-5,400,000","-4,600,000"
IssuanceOfCapitalStock,,,"140,000,000",,"54,300,000"
IssuanceOfDebt,,,"0",,"5,000,000"
RepaymentOfDebt,,,"-28,500,000",,"-10,000,000"
RepurchaseOfCapitalStock,"-100,000","0","0","-14,900,000","-1,000,000"
FreeCashFlow,"-13,700,000","-6,900,000","2,000,000","-9,000,000","-8,400,000"
