name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"1,224,790,000","1,232,015,000","1,181,754,000","1,156,791,000","1,114,545,000","731,687,000","698,045,000","662,645,000","624,075,000","557,799,000","501,006,000","505,421,000","479,902,000","440,985,000","427,360,000","402,796,000","380,043,000","371,641,000","374,658,000","356,241,000","335,640,000","261,245,000","250,348,000","241,930,000","235,868,000","226,095,000","223,125,000","119,222,000","126,731,000","120,932,000"
	CurrentAssets,"888,578,000","917,620,000","870,767,000","837,791,000","795,778,000","397,414,000","387,112,000","348,089,000","309,301,000","243,674,000","263,693,000","268,491,000","240,581,000","228,063,000","213,474,000","193,911,000","174,164,000","163,936,000","155,235,000","137,196,000","119,259,000","190,184,000","183,549,000","177,600,000","171,552,000","161,050,000","166,316,000","60,228,000","70,648,000","71,844,000"
		CashCashEquivalentsAndShortTermInvestments,"671,753,000","710,621,000","700,307,000","662,682,000","642,172,000","253,459,000","247,176,000","205,827,000","171,732,000","119,629,000","164,323,000","150,851,000","122,442,000","146,061,000","124,243,000","105,959,000","96,798,000","96,329,000","84,640,000","68,916,000","63,150,000","140,634,000","135,050,000","134,164,000","135,845,000","128,358,000","126,601,000","20,883,000","39,189,000","42,572,000"
			CashAndCashEquivalents,"671,753,000","710,621,000","700,307,000","662,682,000","642,172,000","253,459,000","247,176,000","205,827,000","171,732,000","119,629,000","164,323,000","150,851,000","122,442,000","146,061,000","124,243,000","105,959,000","96,798,000","96,329,000","84,640,000","68,916,000","63,150,000","140,634,000","135,050,000","134,164,000","135,845,000","128,358,000","126,601,000","20,883,000","39,189,000","42,572,000"
		Receivables,"103,067,000","105,548,000","90,624,000","92,612,000","88,406,000","83,326,000","81,883,000","76,591,000","81,894,000","76,373,000","64,897,000","60,021,000","56,123,000","49,510,000","55,461,000","52,553,000","43,634,000","40,634,000","41,201,000","41,986,000","38,889,000","29,810,000","28,734,000","27,502,000","23,532,000","21,348,000","21,746,000","23,568,000","16,790,000","17,259,000"
			AccountsReceivable,"103,067,000","105,548,000","90,624,000","92,612,000","88,406,000","83,326,000","81,883,000","76,591,000","81,894,000","76,373,000","64,897,000","60,021,000","56,123,000","49,510,000","55,461,000","52,553,000","43,634,000","40,634,000","41,201,000","41,986,000","38,889,000","29,810,000","28,734,000","27,502,000","23,532,000","21,348,000","21,746,000","23,568,000","16,790,000","17,259,000"
				GrossAccountsReceivable,"106,382,000","108,897,000","94,807,000","97,529,000","93,806,000","89,502,000","85,624,000","81,632,000","87,907,000","80,032,000","68,123,000","63,247,000","59,417,000","52,850,000","58,913,000","56,033,000","47,238,000","44,554,000","45,041,000","45,378,000","42,601,000","33,406,000","32,430,000","31,159,000","26,782,000","24,779,000","25,473,000","27,400,000","20,409,000","20,494,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,315,000","-3,349,000","-4,183,000","-4,917,000","-5,400,000","-6,176,000","-3,741,000","-5,041,000","-6,013,000","-3,659,000","-3,226,000","-3,226,000","-3,294,000","-3,340,000","-3,452,000","-3,480,000","-3,604,000","-3,920,000","-3,840,000","-3,392,000","-3,712,000","-3,596,000","-3,696,000","-3,657,000","-3,250,000","-3,431,000","-3,727,000","-3,832,000","-3,619,000","-3,235,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,"-2,154,000","-2,116,000",,,,
		Inventory,"86,436,000","75,276,000","56,526,000","59,611,000","47,228,000","44,281,000","40,199,000","50,406,000","36,841,000","34,168,000","20,978,000","23,895,000","25,714,000","22,990,000","16,906,000","14,718,000","12,890,000","14,177,000","13,617,000","10,263,000","7,289,000","10,543,000","11,504,000","9,453,000","7,583,000","6,474,000","9,625,000","8,344,000","7,893,000","6,852,000"
