name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"315,196,000","84,691,000","75,417,000","76,184,000","78,904,000","68,944,000","63,255,000","59,941,000","58,981,000","61,412,000","68,235,000","61,765,000","62,460,000","50,438,000","59,493,000","42,619,000"
	OperatingRevenue,"315,196,000","84,691,000","75,417,000","76,184,000","78,904,000","68,944,000","63,255,000","59,941,000","58,981,000","61,412,000","68,235,000","61,765,000","62,460,000","50,438,000","59,493,000","42,619,000"
CostOfRevenue,"102,739,000","28,663,000","27,181,000","24,491,000","22,404,000","20,806,000","18,457,000","17,351,000","16,679,000","15,724,000","15,893,000","14,240,000","13,283,000","12,288,000","12,029,000","11,422,000"
GrossProfit,"212,457,000","56,028,000","48,236,000","51,693,000","56,500,000","48,138,000","44,798,000","42,590,000","42,302,000","45,688,000","52,342,000","47,525,000","49,177,000","38,150,000","47,464,000","31,197,000"
OperatingExpense,"290,945,000","72,027,000","76,799,000","70,473,000","71,646,000","66,071,000","55,563,000","48,313,000","48,121,000","50,042,000","52,024,000","44,146,000","43,700,000","39,967,000","41,405,000","33,711,000"
	SellingGeneralAndAdministration,"196,208,000","47,172,000","52,752,000","47,657,000","48,627,000","40,004,000","38,186,000","31,866,000","32,477,000","33,579,000","35,297,000","28,803,000","28,690,000","24,392,000","27,194,000","20,101,000"
		GeneralAndAdministrativeExpense,"73,357,000","16,231,000","20,303,000","17,278,000","19,545,000","14,455,000","13,381,000","10,702,000","11,726,000","11,389,000","11,561,000","10,984,000","8,664,000","7,084,000","8,865,000","6,411,000"
			OtherGandA,"73,357,000","16,231,000","20,303,000","17,278,000","19,545,000","14,455,000","13,381,000","10,702,000","11,726,000","11,389,000","11,561,000","10,984,000","8,664,000","7,084,000","8,865,000","6,411,000"
		SellingAndMarketingExpense,"122,851,000","30,941,000","32,449,000","30,379,000","29,082,000","25,549,000","24,805,000","21,164,000","20,751,000","22,190,000","23,736,000","17,819,000","20,026,000","17,308,000","18,329,000","13,690,000"
	ResearchAndDevelopment,"77,277,000","20,467,000","19,642,000","18,476,000","18,692,000","21,702,000","13,085,000","12,224,000","11,411,000","12,214,000","12,422,000","11,283,000","10,857,000","11,454,000","10,202,000","9,634,000"
	DepreciationAmortizationDepletionIncomeStatement,"17,460,000","4,388,000","4,405,000","4,340,000","4,327,000","4,365,000","4,292,000","4,223,000","4,233,000","4,249,000","4,305,000","4,060,000","4,153,000","4,121,000","4,009,000","3,976,000"
		DepreciationAndAmortizationInIncomeStatement,"17,460,000","4,388,000","4,405,000","4,340,000","4,327,000","4,365,000","4,292,000","4,223,000","4,233,000","4,249,000","4,305,000","4,060,000","4,153,000","4,121,000","4,009,000","3,976,000"
OperatingIncome,"-78,488,000","-15,999,000","-28,563,000","-18,780,000","-15,146,000","-17,933,000","-10,765,000","-5,723,000","-5,819,000","-4,354,000","318,000","3,379,000","5,477,000","-1,817,000","6,059,000","-2,514,000"
NetNonOperatingInterestIncomeExpense,"-6,250,000","-3,636,000","-1,814,000","-490,000","-310,000","-396,000","-598,000","-605,000","-724,000","-506,000","-847,000","-3,818,000","-4,133,000","-4,116,000","-4,087,000","-3,959,000"
	InterestExpenseNonOperating,"6,250,000","3,636,000","1,814,000","490,000","310,000","396,000","598,000","605,000","724,000","506,000","847,000","3,818,000","4,133,000","4,116,000","4,087,000","3,959,000"
OtherIncomeExpense,"164,000","-804,000","1,343,000","-805,000","430,000","-872,000","2,231,000","1,271,000","695,000","-1,250,000","-252,000","-4,142,000","234,000","-9,000","708,000","-131,000"
	SpecialIncomeCharges,,,"1,244,000",,,,"0","0",,,"-1,382,000","-3,150,000",,,"0","0"
		OtherSpecialCharges,,,"153,000",,,,,,,,"1,382,000","3,150,000",,,"0",
		GainOnSaleOfPPE,,,"1,397,000",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-1,080,000","-804,000","99,000","-805,000","430,000","-872,000","2,231,000","1,271,000","695,000","-1,250,000","1,130,000","-992,000","234,000","-9,000","708,000","-131,000"
