name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
OperatingCashFlow,"2,991,000,000","663,000,000","941,000,000","794,000,000","593,000,000","546,000,000","790,000,000","604,000,000","648,000,000","414,000,000","671,000,000","600,000,000","612,000,000","591,000,000","550,000,000","645,000,000","315,000,000","103,000,000","306,000,000","322,000,000","313,000,000","97,000,000","256,000,000","276,000,000","230,000,000","177,000,000","268,000,000","374,000,000","248,000,000","101,000,000","253,000,000","331,000,000","309,000,000","129,000,000","250,000,000","340,000,000","216,000,000","60,000,000","194,000,000","305,000,000","284,000,000","-325,000,000","180,000,000","324,000,000","205,000,000","51,000,000","996,000,000","273,000,000","279,000,000","987,000,000","164,000,000","330,000,000","193,000,000","178,000,000","186,000,000","245,000,000","178,000,000","100,000,000"
	CashFlowFromContinuingOperatingActivities,"2,991,000,000","663,000,000","941,000,000","794,000,000","593,000,000","546,000,000","790,000,000","604,000,000","648,000,000","414,000,000","671,000,000","600,000,000","612,000,000","591,000,000","550,000,000","645,000,000","315,000,000","103,000,000","306,000,000","322,000,000","313,000,000","97,000,000","256,000,000","276,000,000","230,000,000","177,000,000","268,000,000","374,000,000","248,000,000","101,000,000","253,000,000","331,000,000","309,000,000","129,000,000","250,000,000","340,000,000","216,000,000","60,000,000","194,000,000","305,000,000","284,000,000","-325,000,000","180,000,000","324,000,000","205,000,000","51,000,000","996,000,000","273,000,000","279,000,000","987,000,000","164,000,000","330,000,000","193,000,000","178,000,000","186,000,000","245,000,000","178,000,000","100,000,000"
		NetIncomeFromContinuingOperations,"2,406,000,000","585,000,000","843,000,000","530,000,000","448,000,000","325,000,000","428,000,000","443,000,000","298,000,000","156,000,000","406,000,000","304,000,000","314,000,000","230,000,000","266,000,000","-71,000,000","235,000,000","159,000,000","508,000,000","203,000,000","188,000,000","177,000,000","165,000,000","240,000,000","260,000,000","182,000,000","185,000,000","202,000,000","220,000,000","157,000,000","150,000,000","188,000,000","210,000,000","155,000,000","156,000,000","207,000,000","155,000,000","106,000,000",,,,,"166,000,000",,,"114,000,000","112,000,000","144,000,000","183,000,000","89,000,000","114,000,000","151,000,000","158,000,000","132,000,000","-621,000,000","106,000,000","108,000,000","95,000,000"
		OperatingGainsLosses,"-651,000,000","-48,000,000","-559,000,000","-6,000,000","-38,000,000","53,000,000","-50,000,000","-25,000,000","31,000,000","39,000,000","-11,000,000","31,000,000","55,000,000","-1,000,000","76,000,000","11,000,000","-8,000,000","11,000,000","-14,000,000","-4,000,000","61,000,000","-5,000,000","32,000,000","-41,000,000",,,,,,,,,,,,,,,,,,,,"4,000,000","2,000,000","2,000,000","107,000,000","0","-3,000,000","3,000,000","6,000,000","-1,000,000","0","-62,000,000","8,000,000","-6,000,000","17,000,000","-2,000,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,"0","0","0","-28,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-112,000,000","-38,000,000","-70,000,000","-1,000,000","-3,000,000","-1,000,000","3,000,000","1,000,000","3,000,000","-43,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000","2,000,000","2,000,000",,,,,,"-1,000,000","0","-62,000,000",,,,
			NetForeignCurrencyExchangeGainLoss,"8,000,000","-11,000,000","8,000,000","16,000,000","-5,000,000","-10,000,000","-15,000,000","2,000,000","-10,000,000","22,000,000","-2,000,000","3,000,000","-8,000,000","-17,000,000","21,000,000",,,,"4,000,000",,,,"-52,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"24,000,000","-22,000,000","-31,000,000","-41,000,000","-39,000,000","-29,000,000","33,000,000","43,000,000","-24,000,000","17,000,000","36,000,000","7,000,000","55,000,000","-9,000,000","-8,000,000","11,000,000","-14,000,000","-17,000,000","12,000,000","-5,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-566,000,000","-47,000,000","-521,000,000","1,000,000","1,000,000","0","1,000,000","1,000,000","3,000,000","15,000,000","13,000,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"715,000,000","182,000,000","185,000,000","170,000,000","178,000,000","175,000,000","163,000,000","165,000,000","162,000,000","163,000,000","168,000,000","186,000,000","181,000,000","163,000,000","168,000,000","175,000,000","60,000,000","59,000,000","57,000,000","57,000,000","55,000,000","60,000,000","58,000,000","55,000,000","55,000,000","56,000,000","59,000,000","56,000,000","56,000,000","56,000,000","61,000,000","57,000,000","57,000,000","60,000,000","60,000,000","59,000,000","58,000,000","57,000,000","58,000,000","57,000,000","65,000,000","60,000,000","65,000,000","56,000,000","54,000,000","57,000,000","58,000,000","56,000,000","55,000,000","54,000,000","56,000,000","52,000,000","50,000,000","49,000,000","62,000,000","47,000,000","51,000,000","48,000,000"
			DepreciationAndAmortization,"715,000,000","182,000,000","185,000,000","170,000,000","178,000,000","175,000,000","163,000,000","165,000,000","162,000,000","163,000,000","168,000,000","186,000,000","181,000,000","163,000,000","168,000,000","175,000,000","60,000,000","59,000,000","57,000,000","57,000,000","55,000,000","60,000,000","58,000,000","55,000,000","55,000,000","56,000,000","59,000,000","56,000,000","56,000,000","56,000,000","61,000,000","57,000,000","57,000,000","60,000,000","60,000,000","59,000,000","58,000,000","57,000,000","58,000,000","57,000,000","65,000,000","60,000,000","65,000,000","56,000,000","54,000,000","57,000,000","58,000,000","56,000,000","55,000,000","54,000,000","56,000,000","52,000,000","50,000,000","49,000,000","62,000,000","47,000,000","51,000,000","48,000,000"
				Depreciation,"414,000,000","106,000,000","106,000,000","98,000,000","104,000,000","102,000,000","90,000,000","89,000,000","85,000,000","98,000,000","87,000,000","99,000,000","87,000,000","85,000,000","83,000,000","51,000,000","49,000,000","50,000,000","51,000,000","49,000,000","49,000,000","49,000,000","49,000,000","47,000,000","47,000,000","48,000,000","49,000,000","47,000,000","48,000,000","48,000,000","51,000,000","49,000,000","49,000,000","50,000,000","50,000,000","49,000,000","49,000,000","48,000,000","49,000,000","47,000,000","56,000,000","51,000,000","50,000,000","50,000,000","49,000,000","49,000,000","48,000,000","47,000,000","46,000,000","44,000,000","46,000,000","42,000,000","40,000,000","39,000,000","39,000,000","33,000,000","35,000,000","34,000,000"
				AmortizationCashFlow,"301,000,000","76,000,000","79,000,000","72,000,000","74,000,000","73,000,000","73,000,000","76,000,000","77,000,000","65,000,000","81,000,000","87,000,000","94,000,000","78,000,000","85,000,000","124,000,000","11,000,000","9,000,000","6,000,000","8,000,000","6,000,000","11,000,000","9,000,000","8,000,000","8,000,000","8,000,000","10,000,000","9,000,000","8,000,000","8,000,000","10,000,000","8,000,000","8,000,000","10,000,000","10,000,000","10,000,000","9,000,000","9,000,000","9,000,000","10,000,000","9,000,000","9,000,000","15,000,000","6,000,000","5,000,000","8,000,000","10,000,000","9,000,000","9,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","23,000,000","14,000,000","16,000,000","14,000,000"
					AmortizationOfIntangibles,"301,000,000","76,000,000","79,000,000","72,000,000","74,000,000","73,000,000","73,000,000","76,000,000","77,000,000","65,000,000","81,000,000","87,000,000","94,000,000","78,000,000","85,000,000","124,000,000","11,000,000","9,000,000","6,000,000","8,000,000","6,000,000","11,000,000","9,000,000","8,000,000","8,000,000","8,000,000","10,000,000","9,000,000","8,000,000","8,000,000","10,000,000","8,000,000","8,000,000","10,000,000","10,000,000","10,000,000","9,000,000","9,000,000","9,000,000","10,000,000","9,000,000","9,000,000","15,000,000","6,000,000","5,000,000","8,000,000","10,000,000","9,000,000","9,000,000","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000","23,000,000","14,000,000","16,000,000","14,000,000"
		DeferredTax,"28,000,000","8,000,000","52,000,000","-9,000,000","-23,000,000","11,000,000","-24,000,000","2,000,000","-24,000,000","-5,000,000","-18,000,000","0","-6,000,000","1,000,000","36,000,000","-161,000,000","24,000,000","20,000,000","-266,000,000","17,000,000","18,000,000","30,000,000","29,000,000","-30,000,000","14,000,000","16,000,000","2,000,000","8,000,000","4,000,000","15,000,000","10,000,000","11,000,000","8,000,000","14,000,000","-9,000,000","85,000,000","47,000,000","15,000,000","33,000,000","16,000,000","14,000,000","28,000,000","-137,000,000","-132,000,000","-143,000,000","-86,000,000","-7,000,000","31,000,000","4,000,000","9,000,000","55,000,000","10,000,000","21,000,000","17,000,000","-299,000,000","21,000,000","9,000,000","28,000,000"
			DeferredIncomeTax,"28,000,000","8,000,000","52,000,000","-9,000,000","-23,000,000","11,000,000","-24,000,000","2,000,000","-24,000,000","-5,000,000","-18,000,000","0","-6,000,000","1,000,000","36,000,000","-161,000,000","24,000,000","20,000,000","-266,000,000","17,000,000","18,000,000","30,000,000","29,000,000","-30,000,000","14,000,000","16,000,000","2,000,000","8,000,000","4,000,000","15,000,000","10,000,000","11,000,000","8,000,000","14,000,000","-9,000,000","85,000,000","47,000,000","15,000,000","33,000,000","16,000,000","14,000,000","28,000,000","-137,000,000","-132,000,000","-143,000,000","-86,000,000","-7,000,000","31,000,000","4,000,000","9,000,000","55,000,000","10,000,000","21,000,000","17,000,000","-299,000,000","21,000,000","9,000,000","28,000,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,"-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-17,000,000","-16,000,000","-16,000,000","-16,000,000","-16,000,000","-17,000,000","-16,000,000","-16,000,000","-16,000,000","-17,000,000",,,"-69,000,000","1,000,000","18,000,000","-15,000,000","-36,000,000","1,000,000","2,000,000","1,000,000","3,000,000","5,000,000","4,000,000","5,000,000",,,,
		AssetImpairmentCharge,"23,000,000","6,000,000","17,000,000","0","0","0","67,000,000","16,000,000","0","86,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"56,000,000","12,000,000","15,000,000","16,000,000","13,000,000","19,000,000","18,000,000","16,000,000","13,000,000","7,000,000","18,000,000","9,000,000","7,000,000","9,000,000","16,000,000",,,,"19,000,000",,,,"27,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"-14,000,000","-17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"48,000,000","-15,000,000","20,000,000","20,000,000","23,000,000","25,000,000","23,000,000","20,000,000","23,000,000","19,000,000","17,000,000","13,000,000","20,000,000","14,000,000","14,000,000","0","11,000,000","10,000,000","10,000,000","10,000,000","10,000,000","6,000,000","12,000,000","11,000,000","11,000,000","11,000,000","11,000,000","12,000,000","12,000,000","9,000,000","13,000,000","13,000,000","11,000,000","11,000,000","9,000,000","9,000,000","10,000,000","9,000,000","9,000,000","9,000,000","9,000,000","8,000,000","10,000,000","7,000,000","9,000,000","8,000,000","8,000,000","8,000,000","7,000,000","6,000,000","6,000,000","5,000,000","5,000,000","3,000,000",,,,
		OtherNonCashItems,"18,000,000","13,000,000","10,000,000","7,000,000","-12,000,000","15,000,000","10,000,000","14,000,000","14,000,000","22,000,000","-16,000,000","33,000,000",,,"-20,000,000","58,000,000","-24,000,000","-7,000,000","-34,000,000","-8,000,000","-14,000,000","-40,000,000","-8,000,000","12,000,000","-62,000,000","-41,000,000","-19,000,000","-2,000,000","-20,000,000","-33,000,000","24,000,000","-13,000,000","-20,000,000","-35,000,000","3,000,000","-17,000,000","-5,000,000","-11,000,000","-521,000,000","170,000,000","198,000,000","70,000,000","69,000,000","-296,000,000","254,000,000","-3,000,000","5,000,000","-13,000,000","4,000,000","3,000,000","36,000,000","0","3,000,000","1,000,000","1,048,000,000","2,000,000",,
		ChangeInWorkingCapital,"348,000,000","-80,000,000","358,000,000","66,000,000","4,000,000","-77,000,000","155,000,000","-47,000,000","131,000,000","-73,000,000","107,000,000","24,000,000","60,000,000","175,000,000","-6,000,000","595,000,000","17,000,000","-149,000,000","44,000,000","47,000,000","-5,000,000","-131,000,000","-32,000,000","29,000,000","-48,000,000","-47,000,000","23,000,000","98,000,000","-24,000,000","-103,000,000","-5,000,000","75,000,000","43,000,000","-76,000,000","31,000,000","-3,000,000","-49,000,000","-116,000,000","-63,000,000","70,000,000","30,000,000","-491,000,000","84,000,000","244,000,000","125,000,000","-26,000,000","748,000,000","46,000,000","27,000,000","822,000,000","-115,000,000","108,000,000","-48,000,000","33,000,000","-12,000,000","75,000,000","-31,000,000","-69,000,000"
			ChangeInReceivables,"-188,000,000","-73,000,000","-26,000,000","-85,000,000","-4,000,000","-37,000,000","-4,000,000","-59,000,000","16,000,000","42,000,000","-43,000,000","-32,000,000","-58,000,000","126,000,000","0","240,000,000","-121,000,000","-37,000,000","-9,000,000","33,000,000","-85,000,000","23,000,000","-9,000,000","60,000,000","-75,000,000","-4,000,000","-3,000,000","58,000,000","-57,000,000","-23,000,000","-14,000,000","29,000,000","-21,000,000","1,000,000","-37,000,000","94,000,000","-49,000,000","-30,000,000","-4,000,000","57,000,000","-55,000,000","39,000,000","-46,000,000","54,000,000","-55,000,000","-26,000,000",,"47,000,000","-48,000,000","10,000,000","5,000,000","44,000,000","-35,000,000","-9,000,000","-7,000,000","65,000,000","-60,000,000","9,000,000"
