name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-82,651,000","-26,339,000","-21,914,000","-15,479,000","-6,342,000"
	CashFlowFromContinuingOperatingActivities,"-82,651,000","-26,339,000","-21,914,000","-15,479,000","-6,342,000"
		NetIncomeFromContinuingOperations,"-128,147,000","-26,709,000","3,196,000","-15,882,000","-18,947,000"
		OperatingGainsLosses,"-913,000","-13,477,000","-24,037,000","3,382,000","3,089,000"
			GainLossOnInvestmentSecurities,"-1,570,000","-13,482,000","-24,130,000","3,382,000","2,190,000"
		DepreciationAmortizationDepletion,"14,542,000","6,088,000","3,441,000","2,397,000","2,939,000"
			DepreciationAndAmortization,"14,542,000","6,088,000","3,441,000","2,397,000","2,939,000"
		DeferredTax,"-11,495,000","-1,558,000","-6,272,000","-42,000","389,000"
			DeferredIncomeTax,"-11,495,000","-1,558,000","-6,272,000","-42,000","389,000"
		StockBasedCompensation,"43,425,000","11,958,000","8,384,000","1,090,000","1,104,000"
		OtherNonCashItems,"7,588,000","3,921,000","1,847,000","505,000","318,000"
		ChangeInWorkingCapital,"-7,651,000","-6,562,000","-8,473,000","-6,929,000","4,766,000"
			ChangeInReceivables,"-15,650,000","-9,312,000","2,659,000","365,000","3,817,000"
				ChangesInAccountReceivables,"-14,044,000","-5,644,000","2,812,000","611,000","2,137,000"
			ChangeInInventory,"-21,890,000","-9,132,000","-462,000","70,000","3,120,000"
			ChangeInPrepaidAssets,"-12,861,000","-1,071,000","-8,633,000","1,286,000","-1,732,000"
			ChangeInPayablesAndAccruedExpense,"-5,073,000","-2,440,000","285,000","1,190,000","787,000"
				ChangeInPayable,"-4,350,000","805,000","-20,000","638,000","-4,412,000"
					ChangeInAccountPayable,"-4,350,000","805,000","-20,000","638,000","-4,412,000"
				ChangeInAccruedExpense,"-723,000","-3,245,000","305,000","552,000","5,199,000"
			ChangeInOtherCurrentAssets,"-3,776,000","772,000",,"0",
			ChangeInOtherCurrentLiabilities,"2,911,000","3,494,000","760,000","-10,000","304,000"
			ChangeInOtherWorkingCapital,"48,688,000","11,127,000","1,466,000","-9,830,000","-1,530,000"
InvestingCashFlow,"-159,918,000","-71,830,000","-80,687,000","-4,046,000","-7,344,000"
	CashFlowFromContinuingInvestingActivities,"-159,918,000","-71,830,000","-80,687,000","-4,046,000","-7,344,000"
		NetPPEPurchaseAndSale,"-27,895,000","-6,242,000","-14,252,000","-4,046,000","-7,344,000"
			PurchaseOfPPE,"-27,895,000","-6,242,000","-14,252,000","-4,046,000","-7,344,000"
		NetBusinessPurchaseAndSale,"-132,023,000","-65,588,000","-66,435,000","0","0"
			PurchaseOfBusiness,"-132,023,000","-65,588,000","-66,435,000","0","0"
FinancingCashFlow,"813,969,000","14,444,000","-1,840,000","414,000","609,000"
	CashFlowFromContinuingFinancingActivities,"813,969,000","14,444,000","-1,840,000","414,000","609,000"
		NetIssuancePaymentsOfDebt,"98,850,000","-45,000","0","0","0"
			NetLongTermDebtIssuance,"98,850,000","-45,000","0","0","0"
				LongTermDebtIssuance,,,"0",,"0"
				LongTermDebtPayments,,"-45,000",,"0",
			NetShortTermDebtIssuance,,,"0",,"0"
				ShortTermDebtIssuance,,,"0",,"0"
				ShortTermDebtPayments,,,"0",,"0"
		NetCommonStockIssuance,,,"0",,"0"
			CommonStockPayments,,,"0",,"0"
		NetPreferredStockIssuance,,,"0",,"0"
			PreferredStockIssuance,,,"0",,"0"
		ProceedsFromStockOptionExercised,"25,838,000","23,245,000","357,000","554,000","609,000"
		NetOtherFinancingCharges,"719,639,000","-8,756,000","-2,197,000","-140,000",
EndCashPosition,"606,739,000","607,776,000","692,075,000","35,339,000","53,933,000"
	ChangesInCash,"571,400,000","-83,725,000","-104,441,000","-19,111,000","-13,077,000"
	EffectOfExchangeRateChanges,"1,037,000","-574,000","2,727,000","517,000","530,000"
	BeginningCashPosition,"35,339,000","692,075,000","793,789,000","53,933,000","66,480,000"
IncomeTaxPaidSupplementalData,"4,090,000","2,248,000","77,000","0",
InterestPaidSupplementalData,"6,283,000","2,292,000","2,069,000","0","0"
CapitalExpenditure,"-27,895,000","-6,242,000","-14,252,000","-4,046,000","-7,344,000"
IssuanceOfCapitalStock,,,"0",,"0"
IssuanceOfDebt,,,"0",,"0"
RepaymentOfDebt,"-15,045,000","-45,000","0","0","0"
RepurchaseOfCapitalStock,,,"0",,"0"
FreeCashFlow,"-110,546,000","-32,581,000","-36,166,000","-19,525,000","-13,686,000"
