name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,07/31/1988,04/30/1988,01/31/1988,10/31/1987,07/31/1987,04/30/1987,01/31/1987,10/31/1986,07/31/1986,04/30/1986,01/31/1986,10/31/1985
TotalRevenue,"10,373,000,000","2,432,000,000","2,569,000,000","3,001,000,000","2,371,000,000","1,372,000,000","1,355,000,000","1,534,000,000","760,000,000","1,753,000,000","2,162,000,000","2,753,000,000","2,337,000,000","1,920,000,000","2,050,000,000","2,778,000,000","2,328,000,000","1,968,000,000","2,019,000,000","2,752,000,000","2,238,000,000","1,839,000,000","1,879,000,000","2,656,000,000","2,243,000,000","1,881,000,000","1,902,000,000","2,577,000,000","2,173,000,000","1,850,000,000","1,887,000,000","2,542,000,000","2,194,000,000","1,862,000,000","1,850,000,000","2,395,000,000","2,002,000,000","1,691,000,000","1,698,000,000","2,170,000,000","1,866,000,000","1,623,000,000","1,631,000,000","1,623,000,000","1,412,000,000","1,235,000,000","1,226,000,000","1,512,000,000","1,294,000,000","1,153,000,000","1,160,000,000","1,465,000,000","1,312,000,000","1,194,000,000","1,261,000,000","1,701,000,000","1,577,000,000","1,445,000,000","1,386,000,000","1,719,000,000","1,516,000,000","1,365,000,000","1,331,000,000","1,566,000,000","4,252,000,000","4,217,000,000","4,578,000,000","5,046,000,000","4,735,000,000","3,877,000,000","4,904,000,000","5,363,000,000","5,209,000,000","4,477,000,000","4,456,000,000","5,062,000,000","4,580,000,000","4,094,000,000","3,850,000,000","3,839,000,000","3,784,000,000","2,713,000,000","2,580,000,000","2,481,000,000","2,403,000,000","1,303,000,000","968,000,000","1,044,000,000","1,137,000,000","1,128,000,000","1,283,300,000","1,410,400,000","1,377,300,000","1,304,900,000","1,418,700,000","1,457,800,000","1,306,300,000","1,436,600,000","774,700,000","672,700,000","624,700,000","674,300,000","602,200,000","490,400,000","390,000,000","435,100,000","341,400,000","316,000,000","292,500,000","281,800,000","263,700,000","254,900,000","244,300,000","230,100,000","222,100,000","215,800,000","207,000,000","197,300,000","187,100,000","180,500,000","173,900,000","243,100,000","136,900,000","133,200,000","129,000,000","120,900,000","114,500,000","109,800,000","104,700,000","96,400,000","94,000,000","89,500,000","83,800,000","74,300,000","71,100,000","64,500,000","58,200,000","51,900,000","50,700,000","48,100,000","44,600,000","41,100,000","37,300,000","34,200,000","25,700,000","23,200,000","22,500,000"
	OperatingRevenue,"10,373,000,000","2,432,000,000","2,569,000,000","3,001,000,000","2,371,000,000","1,372,000,000","1,355,000,000","1,534,000,000","760,000,000","1,753,000,000","2,162,000,000","2,753,000,000","2,337,000,000","1,920,000,000","2,050,000,000","2,778,000,000","2,328,000,000","1,968,000,000","1,421,000,000","1,949,000,000","1,563,000,000","1,286,000,000","1,309,000,000","1,871,000,000","1,573,000,000","1,328,000,000","1,342,000,000","1,832,000,000","1,533,000,000","1,319,000,000","1,334,000,000","1,810,000,000","1,553,000,000","1,329,000,000","1,319,000,000","1,734,000,000","1,438,000,000","1,217,000,000","1,213,000,000","1,582,000,000","1,334,000,000","1,168,000,000","69,000,000","1,623,000,000","1,412,000,000","1,235,000,000","-77,000,000","1,512,000,000","1,294,000,000","1,153,000,000","-65,000,000","1,465,000,000","1,312,000,000","1,194,000,000","-159,000,000","1,701,000,000","1,577,000,000","1,445,000,000","67,000,000","1,719,000,000","1,516,000,000","1,365,000,000","161,000,000","1,566,000,000","4,252,000,000","4,217,000,000","4,578,000,000","5,046,000,000","4,735,000,000","3,877,000,000","4,904,000,000","5,363,000,000","5,209,000,000","4,477,000,000","4,456,000,000","5,062,000,000","4,580,000,000","4,094,000,000","3,850,000,000","3,839,000,000","3,784,000,000","2,713,000,000","2,512,000,000","2,481,000,000","2,403,000,000","1,303,000,000","968,000,000","1,044,000,000","1,137,000,000","1,128,000,000","1,283,300,000","1,410,400,000","1,377,300,000","1,304,900,000","1,418,700,000","1,457,800,000","1,306,300,000","1,436,600,000","774,700,000","672,700,000","624,700,000","674,300,000","602,200,000","490,400,000","390,000,000","435,100,000","341,400,000","316,000,000","292,500,000","281,800,000","263,700,000","254,900,000","244,300,000","230,100,000","222,100,000","215,800,000","207,000,000","197,300,000","187,100,000","180,500,000","173,900,000","243,100,000","136,900,000","133,200,000","129,000,000","120,900,000","114,500,000","109,800,000","104,700,000","96,400,000","94,000,000","89,500,000","83,800,000","74,300,000","71,100,000","64,500,000","58,200,000","51,900,000","50,700,000","48,100,000","44,600,000","41,100,000","37,300,000","34,200,000","25,700,000","23,200,000","22,500,000"
CostOfRevenue,"1,984,000,000","491,000,000","529,000,000","509,000,000","455,000,000","378,000,000","384,000,000","442,000,000","463,000,000","553,000,000","580,000,000","678,000,000","657,000,000","574,000,000","576,000,000","697,000,000","680,000,000","588,000,000","576,000,000","692,000,000","643,000,000","544,000,000","540,000,000","657,000,000","614,000,000","531,000,000","521,000,000","637,000,000","600,000,000","524,000,000","528,000,000","647,000,000","602,000,000","508,000,000","489,000,000","604,000,000","544,000,000","443,000,000","439,000,000","521,000,000","473,000,000","431,000,000","-423,000,000","783,000,000","725,000,000","659,000,000","-341,000,000","705,000,000","639,000,000","612,000,000","-271,000,000","731,000,000","648,000,000","640,000,000","-424,000,000","847,000,000","811,000,000","778,000,000","-405,000,000","835,000,000","785,000,000","711,000,000","-468,000,000","823,000,000","2,602,000,000","2,473,000,000","2,830,000,000","2,867,000,000","2,734,000,000","2,252,000,000","2,621,000,000","2,777,000,000","2,733,000,000","2,240,000,000","2,398,000,000","2,596,000,000","2,401,000,000","2,012,000,000","2,021,000,000","2,007,000,000","1,831,000,000","945,000,000","836,000,000","862,000,000","788,000,000","433,000,000","433,000,000","220,000,000","388,000,000","341,000,000","410,000,000","409,900,000","108,300,000","120,000,000","247,200,000","29,300,000","290,700,000","146,800,000","50,900,000","29,600,000","40,600,000","19,700,000","-80,400,000","14,600,000","-21,400,000","-7,000,000","-34,600,000","-24,900,000","-23,800,000","-23,200,000","-22,500,000","-22,400,000","-23,600,000","-30,500,000","-20,300,000","-20,300,000","-21,800,000","-269,100,000","58,000,000","53,000,000","48,900,000","-230,500,000","42,100,000","40,700,000","42,100,000","-174,000,000","36,400,000","83,600,000","76,500,000","33,300,000","34,600,000",,,,,,,,,,,,,,,,
GrossProfit,"8,389,000,000","1,941,000,000","2,040,000,000","2,492,000,000","1,916,000,000","994,000,000","971,000,000","1,092,000,000","297,000,000","1,200,000,000","1,582,000,000","2,075,000,000","1,680,000,000","1,346,000,000","1,474,000,000","2,081,000,000","1,648,000,000","1,380,000,000","1,443,000,000","2,060,000,000","1,595,000,000","1,295,000,000","1,339,000,000","1,999,000,000","1,629,000,000","1,350,000,000","1,381,000,000","1,940,000,000","1,573,000,000","1,326,000,000","1,359,000,000","1,895,000,000","1,592,000,000","1,354,000,000","1,361,000,000","1,791,000,000","1,458,000,000","1,248,000,000","1,259,000,000","1,649,000,000","1,393,000,000","1,192,000,000","2,054,000,000","840,000,000","687,000,000","576,000,000","1,567,000,000","807,000,000","655,000,000","541,000,000","1,431,000,000","734,000,000","664,000,000","554,000,000","1,685,000,000","854,000,000","766,000,000","667,000,000","1,791,000,000","884,000,000","731,000,000","654,000,000","1,799,000,000","743,000,000","1,650,000,000","1,744,000,000","1,748,000,000","2,179,000,000","2,001,000,000","1,625,000,000","2,283,000,000","2,586,000,000","2,476,000,000","2,237,000,000","2,058,000,000","2,466,000,000","2,179,000,000","2,082,000,000","1,829,000,000","1,832,000,000","1,953,000,000","1,768,000,000","1,744,000,000","1,619,000,000","1,615,000,000","870,000,000","535,000,000","824,000,000","749,000,000","787,000,000","873,300,000","1,000,500,000","1,269,000,000","1,184,900,000","1,171,500,000","1,428,500,000","1,015,600,000","1,289,800,000","723,800,000","643,100,000","584,100,000","654,600,000","682,600,000","475,800,000","411,400,000","442,100,000","376,000,000","340,900,000","316,300,000","305,000,000","286,200,000","277,300,000","267,900,000","260,600,000","242,400,000","236,100,000","228,800,000","466,400,000","129,100,000","127,500,000","125,000,000","473,600,000","94,800,000","92,500,000","86,900,000","294,900,000","78,100,000","26,200,000","28,200,000","63,100,000","59,400,000",,,,,,,,,,,,,,,,
OperatingExpense,"6,078,000,000","1,488,000,000","1,547,000,000","1,655,000,000","1,388,000,000","1,082,000,000","1,043,000,000","1,065,000,000","825,000,000","1,378,000,000","1,522,000,000","1,703,000,000","1,595,000,000","1,422,000,000","1,411,000,000","1,692,000,000","1,563,000,000","1,449,000,000","1,369,000,000","1,642,000,000","1,493,000,000","1,361,000,000","1,277,000,000","1,597,000,000","1,499,000,000","1,370,000,000","1,312,000,000","1,572,000,000","1,429,000,000","1,282,000,000","1,273,000,000","1,512,000,000","1,437,000,000","1,289,000,000","1,285,000,000","1,455,000,000","1,318,000,000","1,189,000,000","1,204,000,000","1,310,000,000","1,215,000,000","1,144,000,000","2,358,000,000","582,000,000","483,000,000","455,000,000","1,753,000,000","537,000,000","507,000,000","491,000,000","1,687,000,000","538,000,000","550,000,000","510,000,000","2,019,000,000","667,000,000","634,000,000","569,000,000","2,002,000,000","638,000,000","595,000,000","545,000,000","1,982,000,000","587,000,000","1,218,000,000","1,438,000,000","1,385,000,000","1,406,000,000","1,331,000,000","1,212,000,000","1,710,000,000","1,672,000,000","1,632,000,000","1,650,000,000","1,515,000,000","1,634,000,000","1,503,000,000","1,478,000,000","1,294,000,000","1,317,000,000","1,265,000,000","1,178,000,000","1,327,000,000","1,141,000,000","1,149,000,000","569,000,000","242,000,000","462,000,000","431,000,000","460,000,000","465,900,000","561,200,000","891,000,000","826,200,000","880,600,000","1,060,300,000","654,600,000","897,900,000","561,900,000","500,000,000","475,100,000","507,000,000","569,500,000","379,000,000","333,600,000","356,800,000","310,000,000","279,600,000","260,800,000","253,100,000","236,900,000","231,600,000","224,500,000","222,900,000","204,500,000","201,300,000","196,400,000","439,200,000","102,500,000","102,800,000","102,000,000","437,800,000","77,900,000","76,300,000","72,500,000","284,000,000","66,100,000","15,300,000","19,200,000","52,700,000","52,200,000",,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"1,246,000,000","283,000,000","308,000,000","361,000,000","294,000,000","182,000,000","154,000,000","166,000,000","132,000,000","251,000,000","290,000,000","350,000,000","313,000,000","284,000,000","267,000,000","336,000,000","321,000,000","296,000,000","245,000,000","320,000,000","293,000,000","262,000,000","238,000,000","315,000,000","312,000,000","269,000,000","250,000,000","314,000,000","281,000,000","248,000,000","247,000,000","298,000,000","287,000,000","248,000,000","248,000,000","274,000,000","274,000,000","224,000,000","229,000,000","244,000,000","233,000,000","219,000,000","143,000,000","256,000,000","203,000,000","156,000,000","145,000,000","161,000,000","145,000,000","131,000,000","130,000,000","155,000,000","133,000,000","133,000,000","142,000,000","171,000,000","173,000,000","167,000,000","154,000,000","176,000,000","168,000,000","159,000,000","148,000,000","179,000,000","683,000,000","873,000,000","1,364,000,000","838,000,000","815,000,000","748,000,000","945,000,000","864,000,000","896,000,000","901,000,000","774,000,000","849,000,000","753,000,000","749,000,000","603,000,000","673,000,000","644,000,000","569,000,000","659,000,000","456,000,000","483,000,000","293,000,000","269,000,000","276,000,000","372,000,000","348,000,000","342,300,000","440,100,000","470,100,000","422,800,000","484,200,000","484,800,000","400,800,000","541,000,000","379,200,000","330,100,000","306,200,000","332,800,000","308,000,000","237,600,000","206,400,000","233,300,000","184,600,000","171,400,000","158,300,000","154,000,000","143,700,000","139,800,000","133,700,000","128,200,000","123,500,000","120,800,000","117,000,000","358,000,000","26,700,000","26,300,000","26,000,000","338,500,000","16,400,000","16,300,000","15,700,000","228,600,000","14,300,000","14,000,000","13,600,000","12,800,000","12,800,000",,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,"361,000,000",,,"154,000,000","166,000,000","132,000,000","251,000,000","290,000,000","350,000,000","313,000,000","284,000,000","267,000,000","336,000,000","321,000,000","296,000,000","245,000,000","320,000,000","293,000,000","262,000,000","238,000,000","315,000,000","312,000,000","269,000,000","250,000,000","314,000,000","281,000,000","248,000,000","247,000,000","298,000,000","287,000,000","248,000,000","248,000,000","274,000,000","274,000,000","224,000,000","229,000,000","244,000,000","233,000,000","219,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294,000,000","286,000,000","279,000,000",,"240,000,000","192,000,000","135,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,"50,000,000","42,000,000","56,000,000","64,000,000","72,000,000","62,000,000","57,000,000","61,000,000","72,000,000","64,000,000","56,000,000",,,"54,000,000","43,000,000","47,000,000","57,000,000","42,000,000","34,000,000","36,000,000","52,000,000","35,000,000","33,000,000","36,000,000","51,000,000","39,000,000","37,000,000","37,000,000","45,000,000","23,000,000","33,000,000","35,000,000","38,000,000","30,000,000","26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,"361,000,000",,,"154,000,000","166,000,000","132,000,000","251,000,000","290,000,000","350,000,000","313,000,000","284,000,000","267,000,000","336,000,000","321,000,000","296,000,000","245,000,000","320,000,000","293,000,000","262,000,000","238,000,000","315,000,000","312,000,000","269,000,000","250,000,000","314,000,000","281,000,000","248,000,000","247,000,000","298,000,000","287,000,000","248,000,000","248,000,000","274,000,000","274,000,000","224,000,000","229,000,000","244,000,000","233,000,000","219,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294,000,000","286,000,000","279,000,000",,"240,000,000","192,000,000","135,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"379,000,000","358,000,000","290,000,000",,"216,000,000","291,000,000","158,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
