name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
TotalAssets,"20,169,000,000","20,292,000,000","20,306,000,000","19,641,000,000","17,542,000,000","17,868,000,000","17,908,000,000","17,900,000,000","18,868,000,000","18,970,000,000","19,405,000,000","19,047,000,000","18,586,000,000","18,133,000,000","16,354,000,000","15,108,000,000","14,688,000,000","15,030,000,000","13,744,000,000","13,284,000,000","11,822,000,000","11,988,000,000","12,275,000,000","12,120,000,000","11,784,000,000","12,083,000,000","12,598,000,000","12,605,000,000","12,282,000,000","12,467,000,000","12,483,000,000","12,467,000,000","11,247,000,000","11,231,000,000","11,563,000,000","11,326,000,000","10,921,000,000","11,026,000,000","10,992,000,000","10,942,000,000","7,297,000,000","4,143,000,000","4,005,000,000","3,952,000,000","3,692,000,000","3,693,000,000","3,744,000,000","3,574,000,000","3,584,000,000","3,859,000,000","3,895,000,000","3,918,000,000","3,977,000,000","4,191,000,000","5,612,000,000","5,609,000,000","5,872,000,000","5,842,000,000","5,717,000,000","5,668,000,000","5,410,000,000","5,366,000,000","5,488,000,000","5,530,000,000","5,361,000,000","5,274,000,000","5,188,000,000","5,093,000,000","4,901,000,000","4,882,000,000","4,848,735,000","4,833,242,000","4,786,387,000","4,722,141,000","4,910,860,000","4,833,756,000","4,692,076,000","4,690,557,000","5,103,020,000","5,010,814,000","4,725,662,000","5,025,904,000","5,308,246,000","5,314,646,000","5,077,500,000","5,123,933,000","5,265,150,000","5,080,622,000","4,764,482,000","4,497,700,000","4,526,000,000","3,892,000,000","3,053,600,000","2,634,700,000","2,557,000,000","889,200,000","450,100,000","169,100,000"
	CurrentAssets,"2,010,000,000","2,151,000,000","2,200,000,000","2,154,000,000","2,004,000,000","2,017,000,000","1,728,000,000","1,622,000,000","2,214,000,000","1,842,000,000","1,881,000,000","1,840,000,000","1,720,000,000","1,761,000,000","1,692,000,000","1,506,000,000","1,590,000,000","1,772,000,000","1,639,000,000","1,483,000,000","1,320,000,000","1,361,000,000","1,354,000,000","1,264,000,000","1,182,000,000","1,294,000,000","1,426,000,000","1,436,000,000","1,452,000,000","1,546,000,000","1,378,000,000","1,396,000,000","1,400,000,000","1,362,000,000","1,414,000,000","1,363,000,000","1,311,000,000","1,343,000,000","1,111,000,000","1,019,000,000","656,000,000","723,000,000","658,000,000","674,000,000","733,000,000","725,000,000","712,000,000","531,000,000","511,000,000","705,000,000","679,000,000","665,000,000","622,000,000","703,000,000","781,000,000","768,000,000","1,190,000,000","1,120,000,000","919,000,000","928,000,000","894,000,000","1,005,000,000","1,052,000,000","1,109,000,000","1,179,000,000","1,216,000,000","1,073,000,000","1,069,000,000","1,050,000,000","1,032,000,000","934,374,000","812,426,000","807,927,000","803,014,000","873,846,000","783,609,000","713,910,000","708,518,000","804,837,000","782,473,000","720,460,000","687,761,000","846,749,000","825,145,000","742,417,000","741,851,000","869,258,000","781,149,000","684,248,000","669,800,000","779,900,000","639,100,000","568,200,000","384,100,000","365,800,000","128,900,000","111,100,000","82,900,000"
		CashCashEquivalentsAndShortTermInvestments,"101,000,000","144,000,000","320,000,000","336,000,000","278,000,000","202,000,000","174,000,000","127,000,000","513,000,000","52,000,000","60,000,000","75,000,000","52,000,000","43,000,000","65,000,000","117,000,000","278,000,000","352,000,000","324,000,000","338,000,000","337,000,000","312,000,000","297,000,000","265,000,000","219,000,000","179,000,000","171,000,000","200,000,000","257,000,000","158,000,000","168,000,000","170,000,000","227,000,000","175,000,000","125,000,000","133,000,000","147,000,000","106,000,000","68,000,000","41,000,000","26,000,000","36,000,000","26,000,000","58,000,000","205,000,000","203,000,000","170,000,000","30,000,000","20,000,000","169,000,000","149,000,000","125,000,000","96,000,000","77,000,000","66,000,000","80,000,000","515,000,000","381,000,000","112,000,000","104,000,000","104,000,000","119,000,000","140,000,000","208,000,000","331,000,000","316,000,000","151,000,000","254,000,000","342,000,000","303,000,000","149,167,000","72,384,000","127,144,000","79,449,000","76,348,000","30,403,000","32,928,000","19,231,000","23,926,000","23,952,000","31,250,000","27,326,000","30,516,000","36,135,000","26,202,000","34,384,000","31,715,000","33,192,000","34,902,000","23,800,000","31,100,000","19,800,000","110,800,000","20,400,000","21,800,000","5,500,000","54,800,000","68,600,000"
			CashAndCashEquivalents,"101,000,000","144,000,000","320,000,000","336,000,000","278,000,000","202,000,000","174,000,000","127,000,000","513,000,000","52,000,000","60,000,000","75,000,000","52,000,000","43,000,000","65,000,000","117,000,000","278,000,000","352,000,000","324,000,000","338,000,000","337,000,000","312,000,000","297,000,000","265,000,000","219,000,000","179,000,000","171,000,000","200,000,000","257,000,000","158,000,000","168,000,000","170,000,000","227,000,000","175,000,000","125,000,000","133,000,000","147,000,000","106,000,000","68,000,000","41,000,000","26,000,000","36,000,000","26,000,000","58,000,000","205,000,000","203,000,000","170,000,000","30,000,000","20,000,000","169,000,000","149,000,000","125,000,000","96,000,000","77,000,000","66,000,000","80,000,000","515,000,000","381,000,000","112,000,000","104,000,000","104,000,000","119,000,000","140,000,000","208,000,000","331,000,000","316,000,000","151,000,000","254,000,000","342,000,000","303,000,000","149,167,000","72,384,000","127,144,000","79,449,000","76,348,000","30,403,000","32,928,000","19,231,000","23,926,000","23,952,000","31,250,000","27,326,000","30,516,000","36,135,000","26,202,000","34,384,000","31,715,000","33,192,000","34,902,000","23,800,000","31,100,000","19,800,000","110,800,000","20,400,000","21,800,000","5,500,000","54,800,000","68,600,000"
		Receivables,"1,607,000,000","1,677,000,000","1,602,000,000","1,400,000,000","1,254,000,000","1,315,000,000","1,324,000,000","1,226,000,000","1,413,000,000","1,530,000,000","1,595,000,000","1,525,000,000","1,487,000,000","1,545,000,000","1,438,000,000","1,203,000,000","1,154,000,000","1,233,000,000","1,151,000,000","990,000,000","854,000,000","920,000,000","929,000,000","867,000,000","833,000,000","930,000,000","994,000,000","894,000,000","848,000,000","940,000,000","941,000,000","844,000,000","752,000,000","804,000,000","807,000,000","751,000,000","725,000,000","793,000,000","804,000,000","704,000,000","417,000,000","464,000,000","453,000,000","407,000,000","341,000,000","377,000,000","399,000,000","344,000,000","320,000,000","337,000,000","369,000,000","375,000,000","359,000,000","454,000,000","507,000,000","478,000,000","452,000,000","519,000,000","582,000,000","553,000,000","500,000,000","502,000,000","615,000,000","566,000,000","494,000,000","572,000,000","584,000,000","517,000,000","443,000,000","490,000,000","547,450,000","495,056,000","448,445,000","499,433,000","535,376,000","488,607,000","422,266,000","466,196,000","541,538,000","499,482,000","422,181,000","450,273,000","539,311,000","490,555,000","420,579,000","469,594,000","549,803,000","498,892,000","403,050,000","435,000,000","455,800,000","355,600,000","260,400,000","233,300,000","232,400,000","67,200,000","31,400,000","7,500,000"
			AccountsReceivable,"1,607,000,000","1,677,000,000","1,602,000,000","1,400,000,000","1,254,000,000","1,315,000,000","1,324,000,000","1,226,000,000","1,413,000,000","1,530,000,000","1,595,000,000","1,525,000,000","1,487,000,000","1,545,000,000","1,438,000,000","1,203,000,000","1,154,000,000","1,233,000,000","1,151,000,000","990,000,000","854,000,000","920,000,000","929,000,000","867,000,000","833,000,000","930,000,000","994,000,000","894,000,000","848,000,000","940,000,000","941,000,000","844,000,000","752,000,000","804,000,000","807,000,000","751,000,000","725,000,000","793,000,000","804,000,000","704,000,000","417,000,000","464,000,000","453,000,000","407,000,000","341,000,000","377,000,000","399,000,000","344,000,000","320,000,000","337,000,000","369,000,000","375,000,000","359,000,000","454,000,000","507,000,000","478,000,000","452,000,000","519,000,000","582,000,000","553,000,000","500,000,000","502,000,000","615,000,000","566,000,000","494,000,000","572,000,000","584,000,000","517,000,000","443,000,000","490,000,000","547,450,000","495,056,000","448,445,000","499,433,000","535,376,000","488,607,000","422,266,000","466,196,000","541,538,000","499,482,000","422,181,000","450,273,000","539,311,000","490,555,000","420,579,000",,,,,,,,,,,,,
				GrossAccountsReceivable,"1,723,000,000","1,789,000,000","1,717,000,000","1,512,000,000","1,358,000,000","1,423,000,000","1,438,000,000","1,334,000,000","1,520,000,000","1,633,000,000","1,698,000,000","1,632,000,000","1,591,000,000","1,638,000,000","1,515,000,000","1,268,000,000","1,221,000,000","1,301,000,000","1,208,000,000","1,049,000,000","909,000,000","974,000,000","984,000,000","922,000,000","890,000,000","985,000,000","1,042,000,000","939,000,000","893,000,000","983,000,000","979,000,000","881,000,000","796,000,000","853,000,000","860,000,000","806,000,000","790,000,000","857,000,000","852,000,000","744,000,000","447,000,000","497,000,000","482,000,000","433,000,000",,,"425,000,000","367,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-116,000,000","-112,000,000","-115,000,000","-112,000,000","-104,000,000","-108,000,000","-114,000,000","-108,000,000","-107,000,000","-103,000,000","-103,000,000","-107,000,000","-104,000,000","-93,000,000","-77,000,000","-65,000,000","-67,000,000","-68,000,000","-57,000,000","-59,000,000","-55,000,000","-54,000,000","-55,000,000","-55,000,000","-57,000,000","-55,000,000","-48,000,000","-45,000,000","-45,000,000","-43,000,000","-38,000,000","-37,000,000","-44,000,000","-49,000,000","-53,000,000","-55,000,000","-65,000,000","-64,000,000","-48,000,000","-40,000,000","-30,000,000","-33,000,000","-29,000,000","-26,000,000",,,"-26,000,000","-23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"179,000,000","164,000,000","166,000,000","174,000,000","114,000,000","125,000,000","108,000,000","107,000,000","115,000,000","120,000,000","130,000,000","135,000,000","123,000,000","109,000,000","104,000,000","94,000,000","84,000,000","75,000,000","82,000,000","78,000,000","75,000,000","68,000,000","72,000,000","71,000,000","74,000,000","69,000,000","77,000,000","81,000,000","81,000,000","78,000,000","112,000,000","119,000,000","102,000,000","70,000,000","91,000,000","111,000,000","103,000,000","68,000,000","89,000,000","102,000,000","85,000,000","44,000,000","56,000,000","70,000,000","63,000,000","39,000,000","48,000,000","60,000,000","46,000,000","44,000,000","52,000,000","55,000,000","59,000,000","59,000,000","78,000,000","94,000,000","95,000,000","91,000,000","123,000,000","162,000,000","169,000,000","139,000,000","174,000,000","195,000,000","211,000,000","174,000,000","180,000,000","178,000,000","149,000,000","119,000,000","123,242,000","119,617,000","114,140,000","105,987,000","111,415,000","110,488,000","107,781,000","91,798,000","93,190,000","107,071,000","103,891,000","85,764,000","105,064,000","114,570,000","127,829,000","133,380,000","142,078,000","156,258,000","145,797,000","129,500,000","160,300,000","149,300,000","98,800,000","71,000,000","74,900,000","33,300,000","14,900,000","3,800,000"
		PrepaidAssets,"123,000,000","166,000,000","112,000,000","244,000,000","358,000,000","375,000,000","122,000,000","162,000,000","173,000,000","140,000,000","96,000,000","105,000,000","58,000,000","64,000,000","85,000,000","92,000,000","74,000,000","112,000,000","82,000,000","77,000,000","54,000,000","61,000,000","56,000,000","61,000,000","56,000,000","116,000,000","58,000,000","74,000,000","51,000,000","122,000,000","64,000,000","71,000,000","59,000,000","53,000,000","129,000,000","113,000,000","81,000,000","111,000,000","108,000,000","106,000,000","78,000,000","75,000,000","68,000,000","68,000,000","48,000,000","37,000,000","37,000,000","40,000,000","56,000,000","89,000,000","35,000,000","36,000,000","33,000,000","37,000,000","50,000,000","72,000,000","54,000,000","57,000,000","51,000,000","61,000,000","70,000,000","56,000,000","123,000,000","140,000,000","143,000,000","154,000,000","158,000,000","120,000,000","116,000,000","120,000,000","114,515,000","125,369,000","118,198,000","118,145,000","150,707,000","154,111,000","150,935,000","131,293,000","146,183,000","151,968,000","163,138,000","124,398,000","171,858,000","183,885,000","167,807,000",,,,,,,,,,,,,
