name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
OperatingCashFlow,"1,799,000,000","470,000,000","299,000,000","436,000,000","594,000,000","676,000,000","658,000,000","511,000,000","632,000,000","345,000,000","479,500,000","441,000,000","387,400,000","367,100,000","376,500,000","307,300,000","385,800,000","391,500,000","404,800,000","390,400,000","464,700,000","-512,400,000","369,500,000","327,800,000","291,500,000","237,300,000","260,100,000","299,100,000","332,600,000","261,800,000","308,800,000","251,800,000","280,800,000","177,200,000","273,300,000","284,400,000","166,500,000","202,600,000","327,100,000","260,500,000","173,500,000","62,000,000","137,000,000","220,400,000","245,000,000","200,900,000","178,600,000","170,700,000","139,900,000","164,100,000","187,200,000","132,100,000","132,400,000","192,100,000","134,300,000","153,700,000","61,800,000","184,900,000","214,400,000","293,100,000","291,200,000","185,300,000","183,300,000","246,600,000","182,500,000","140,100,000","161,600,000","200,700,000","189,100,000","156,500,000","141,400,000","148,800,000","123,100,000","106,400,000","136,400,000","152,300,000","102,600,000","77,100,000","91,600,000","124,600,000","81,100,000","37,500,000","68,000,000","104,800,000","61,700,000","71,800,000","60,000,000","129,900,000","-221,500,000","99,200,000","68,000,000","83,700,000","125,700,000","67,300,000","21,100,000","42,300,000"
	CashFlowFromContinuingOperatingActivities,"1,799,000,000","470,000,000","299,000,000","436,000,000","594,000,000","676,000,000","658,000,000","511,000,000","632,000,000","345,000,000","479,500,000","441,000,000","387,400,000","367,100,000","376,500,000","307,300,000","385,800,000","391,500,000","404,800,000","390,400,000","464,700,000","-512,400,000","369,500,000","327,800,000","291,500,000","237,300,000","260,100,000","299,100,000","332,600,000","261,800,000","308,800,000","251,800,000","280,800,000","177,200,000","273,300,000","284,400,000","166,500,000","202,600,000","327,100,000","260,500,000","173,500,000","62,000,000","137,000,000","220,400,000","245,000,000","200,900,000","178,600,000","170,700,000","139,900,000","164,100,000","187,200,000","132,100,000","132,400,000","192,100,000","134,300,000","153,700,000","61,800,000","184,900,000","214,400,000","293,100,000","291,200,000","185,300,000","183,300,000","246,600,000","182,500,000","140,100,000","161,600,000","200,700,000","189,100,000","156,500,000","141,400,000","148,800,000","123,100,000","106,400,000","136,400,000","152,300,000","102,600,000","77,100,000","91,600,000","124,600,000","81,100,000","37,500,000","68,000,000","104,800,000","61,700,000","71,800,000","60,000,000","54,100,000","-145,700,000","99,200,000","68,000,000","83,700,000","125,700,000","67,300,000","26,100,000","8,600,000"
		NetIncomeFromContinuingOperations,"1,976,000,000","498,000,000","427,000,000","474,000,000","577,000,000","736,000,000","314,000,000","467,000,000","509,000,000","487,000,000","361,000,000","382,400,000","312,000,000","373,600,000","252,700,000","312,000,000","377,900,000","376,800,000","28,500,000","319,700,000","313,600,000","345,900,000","-425,500,000","256,600,000","258,100,000","186,600,000","220,400,000","233,800,000","264,100,000","231,300,000","241,400,000","218,500,000","324,400,000","221,700,000","209,600,000","186,800,000","228,400,000","191,100,000","162,000,000","186,500,000","175,700,000","175,500,000","98,100,000","132,100,000",,,"138,900,000","137,200,000","122,600,000","114,700,000","103,300,000","101,700,000","111,900,000","90,200,000","88,700,000","113,000,000","135,200,000","120,700,000","127,300,000","136,900,000","261,900,000","175,400,000","278,600,000","157,000,000","172,100,000","146,200,000","150,100,000","146,600,000","145,400,000","118,700,000","122,600,000","95,500,000","103,500,000","103,500,000","85,500,000","85,600,000","100,900,000","91,900,000","69,800,000","67,800,000","78,700,000","72,600,000","58,800,000","49,900,000","55,500,000","48,000,000","40,400,000","-17,600,000","67,900,000","67,800,000","63,100,000","66,100,000","66,400,000","60,400,000","86,600,000","68,700,000"
		OperatingGainsLosses,,,,,,,"0","24,000,000","0","9,000,000",,,,,,,,,"0","-69,900,000","-41,200,000","-59,700,000",,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,"0",,,,,,,"-47,600,000","40,900,000","23,700,000","24,000,000","38,600,000","29,400,000","16,200,000","13,500,000","26,200,000","13,300,000","11,700,000","12,800,000","6,900,000","6,600,000","22,000,000",,,,,,,,,"-93,700,000","-7,900,000","27,600,000","-11,400,000","-4,800,000","-2,600,000","60,300,000","-38,900,000"
			GainLossOnSaleOfBusiness,,,"0","0","0","0","0","0","0","9,000,000",,,,,"0","0","0","0","0","0","0","-59,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","-69,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"276,000,000","78,000,000","77,000,000","61,000,000","60,000,000","59,000,000","57,000,000","56,000,000","58,000,000","49,000,000","50,100,000","48,600,000","51,000,000","50,300,000","48,300,000","46,100,000","48,400,000","49,100,000","49,900,000","43,000,000","32,900,000","32,500,000","32,900,000","32,700,000","31,200,000","29,900,000","28,700,000","28,300,000","27,900,000","28,600,000","27,000,000","23,200,000","22,300,000","23,100,000","23,300,000","23,400,000","23,100,000","23,600,000","23,800,000","24,100,000","22,100,000","23,500,000","20,700,000","19,000,000","21,800,000","17,700,000","17,200,000","18,100,000","15,200,000","15,800,000","16,600,000","16,200,000","15,700,000","15,600,000","31,200,000","14,600,000","16,800,000","12,500,000","11,900,000","11,600,000","9,100,000","10,300,000","11,000,000","9,800,000","9,300,000","9,400,000","9,100,000","8,800,000","8,700,000","8,600,000","8,800,000","8,300,000","8,700,000","8,300,000","8,800,000","8,100,000","7,900,000","7,800,000","7,200,000","7,100,000","6,200,000","4,100,000","4,500,000","4,400,000","4,000,000","4,100,000","3,800,000","-43,600,000","22,300,000","34,100,000","35,800,000","33,500,000","36,200,000","35,400,000","36,400,000","34,300,000"
			DepreciationAndAmortization,"276,000,000","78,000,000","77,000,000","61,000,000","60,000,000","59,000,000","57,000,000","56,000,000","58,000,000","49,000,000","50,100,000","48,600,000","51,000,000","50,300,000","48,300,000","46,100,000","48,400,000","49,100,000","49,900,000","43,000,000","32,900,000","32,500,000","32,900,000","32,700,000","31,200,000","29,900,000","28,700,000","28,300,000","27,900,000","28,600,000","27,000,000","23,200,000","22,300,000","23,100,000","23,300,000","23,400,000","23,100,000","23,600,000","23,800,000","24,100,000","22,100,000","23,500,000","20,700,000","19,000,000","21,800,000","17,700,000","17,200,000","18,100,000","15,200,000","15,800,000","16,600,000","16,200,000","15,700,000","15,600,000","31,200,000","14,600,000","16,800,000","12,500,000","11,900,000","11,600,000","9,100,000","10,300,000","11,000,000","9,800,000","9,300,000","9,400,000","9,100,000","8,800,000","8,700,000","8,600,000","8,800,000","8,300,000","8,700,000","8,300,000","8,800,000","8,100,000","7,900,000","7,800,000","7,200,000","7,100,000","6,200,000","4,100,000","4,500,000","4,400,000","4,000,000","4,100,000","3,800,000","-43,600,000","22,300,000","34,100,000","35,800,000","33,500,000","36,200,000","35,400,000","36,400,000","34,300,000"
		DeferredTax,"-232,000,000","30,000,000","-139,000,000","-138,000,000","15,000,000","44,000,000","-43,000,000","-47,000,000","-11,000,000","57,000,000","-15,800,000","-19,200,000","-16,800,000","13,800,000","-23,600,000","-63,200,000","-7,900,000","-4,200,000","-73,100,000","-32,100,000","8,500,000","185,000,000","-160,200,000","-8,200,000","2,400,000","11,300,000","-1,600,000","2,700,000","3,000,000","7,600,000","-13,800,000","-8,900,000","18,300,000","27,900,000","-33,400,000","-23,800,000","-2,300,000","13,100,000","-6,500,000","-17,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,200,000","4,500,000",,,"34,900,000",,,,"-32,000,000","-8,800,000"
			DeferredIncomeTax,"-232,000,000","30,000,000","-139,000,000","-138,000,000","15,000,000","44,000,000","-43,000,000","-47,000,000","-11,000,000","57,000,000","-15,800,000","-19,200,000","-16,800,000","13,800,000","-23,600,000","-63,200,000","-7,900,000","-4,200,000","-73,100,000","-32,100,000","8,500,000","185,000,000","-160,200,000","-8,200,000","2,400,000","11,300,000","-1,600,000","2,700,000","3,000,000","7,600,000","-13,800,000","-8,900,000","18,300,000","27,900,000","-33,400,000","-23,800,000","-2,300,000","13,100,000","-6,500,000","-17,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,200,000","4,500,000",,,"34,900,000",,,,"-32,000,000","-8,800,000"
