name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
OperatingCashFlow,"33,900,000","-30,000,000","37,700,000","44,100,000","-17,800,000","-26,900,000","45,100,000","44,600,000","34,000,000","-26,400,000","24,000,000","900,000","37,800,000","300,000","-47,600,000","27,000,000","19,400,000","30,500,000","42,700,000","58,700,000","40,700,000","-9,600,000","33,700,000","52,800,000","32,300,000","-600,000","36,100,000","54,800,000","-11,300,000","-46,000,000","-109,900,000","139,000,000","90,700,000","-57,500,000","94,000,000","50,500,000","407,500,000","58,500,000","-74,356,000","6,100,000","2,579,000","9,636,000","57,506,000","-15,028,000","149,096,000","-3,731,000","64,051,000","4,970,000","29,450,000","-37,734,000","72,758,000","535,000","21,095,000","-11,854,000","-15,233,000","-6,780,000","-13,503,000","-4,604,265,000","-165,622,000","-292,100,000","244,358,000","-142,440,000","-16,765,000","-414,015,000","154,607,000","-94,641,000","104,916,000","100,138,000","-64,738,000","-38,361,000","206,465,000","11,749,000","81,715,000","254,840,000","-562,772,000","-256,582,000"
	CashFlowFromContinuingOperatingActivities,"33,900,000","-30,000,000","37,700,000","44,100,000","-17,800,000","-26,900,000","45,100,000","44,600,000","34,000,000","-26,400,000","24,000,000","900,000","37,800,000","300,000","-47,600,000","27,000,000","19,400,000","30,500,000","42,700,000","58,700,000","40,700,000","-9,600,000","33,700,000","52,800,000","32,300,000","-600,000","36,100,000","54,800,000","-11,300,000","-46,000,000","-109,900,000","139,000,000","90,700,000","-57,500,000","94,000,000","50,500,000","407,500,000","58,500,000","-74,356,000","6,100,000","2,579,000","9,636,000","57,506,000","-15,028,000","149,096,000","-3,731,000","64,051,000","4,970,000","29,450,000","-37,734,000","72,758,000","535,000","21,095,000","-11,854,000","-15,233,000","-6,780,000","-13,503,000","-4,604,265,000","-165,622,000","-292,100,000","244,358,000","-142,440,000","-16,765,000","-414,015,000","154,607,000","-94,641,000","104,916,000","100,138,000","-64,738,000","-38,361,000","206,465,000","11,749,000","81,715,000","254,840,000","-553,731,000","-256,582,000"
		NetIncomeFromContinuingOperations,"-17,400,000","5,100,000","4,200,000","-15,600,000","-11,100,000","-15,400,000","7,300,000","10,900,000","-4,600,000","-21,500,000","-11,900,000","-7,700,000","-27,200,000","-13,500,000","-12,500,000","-20,900,000","2,300,000","7,100,000","-52,500,000","7,700,000","6,200,000","8,800,000","7,200,000","10,200,000","3,100,000","-4,200,000","2,600,000","4,900,000","-12,400,000","-72,000,000","10,500,000","-3,000,000","25,600,000","39,000,000","23,400,000","22,500,000","19,100,000","-12,600,000","20,247,000","-54,700,000","-25,056,000","10,269,000","3,123,000","15,834,000","26,404,000","14,045,000","16,156,000","9,985,000","6,848,000","10,812,000","7,874,000","-18,304,000","-3,317,000","11,841,000","122,861,000","-38,552,000","15,161,000","-360,855,000","-1,168,238,000","34,292,000","32,359,000","29,839,000","26,375,000","30,038,000","36,706,000","30,935,000","29,555,000","28,798,000","26,063,000","27,789,000","21,971,000","24,515,000","-570,000","19,213,000","25,540,000","-11,564,000"
		OperatingGainsLosses,,,"200,000","33,600,000","12,800,000","2,800,000","2,600,000","2,600,000","2,800,000","3,100,000","0","0","37,100,000","4,100,000","3,800,000","4,000,000","4,200,000","6,200,000","0","0","-7,300,000","5,300,000","5,800,000","5,900,000","6,100,000","6,700,000","7,600,000","8,200,000","22,600,000","6,900,000","-4,400,000","7,000,000","7,100,000","5,500,000","600,000","1,600,000","400,000","43,700,000","-8,717,000","100,000","-1,839,000","2,043,000","-4,422,000","-1,324,000","-27,264,000","723,000","3,492,000","3,421,000","-2,754,000","-3,927,000","-921,000","-3,691,000","-1,742,000","-1,607,000","-24,738,000","-800,000","-278,000","258,649,000","-6,119,000","-137,000","471,000","-1,546,000","600,000","-174,000","-27,000","968,000","-4,291,000","312,000","-1,220,000","-1,772,000","147,664,000","-17,641,000","19,822,000","-6,973,000",,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000","1,600,000","400,000","-1,600,000","1,283,000","100,000","-1,839,000","2,043,000","-3,907,000","-1,324,000","335,000","723,000","1,043,000","3,421,000","-2,754,000","-1,478,000","-921,000","791,000","1,331,000","-1,607,000","1,766,000","-800,000","-242,000","2,315,000","-5,915,000","1,330,000","607,000","296,000","1,226,000","48,000","1,180,000","1,340,000",,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,"-32,820,000",,,"0","0","-2,449,000","0","-4,482,000","-3,073,000",,"-26,504,000",,"-36,000","256,334,000","-204,000","-1,467,000","-136,000","-1,842,000","-626,000","-222,000","-1,207,000","-372,000","-164,000","312,000","-1,220,000","-1,772,000",,"-17,641,000","-839,000","-6,973,000",,
			PensionAndEmployeeBenefitExpense,,,"3,400,000","2,400,000","2,500,000","2,800,000","2,600,000","2,600,000","2,800,000","3,100,000","3,100,000","2,800,000","34,700,000","4,100,000","3,800,000","4,000,000","4,200,000","6,200,000","5,000,000","5,200,000","4,900,000","5,300,000","5,800,000","5,900,000","6,100,000","6,700,000","7,600,000","8,200,000","22,600,000","6,900,000","-4,400,000","7,000,000","7,100,000","5,500,000","5,600,000","5,000,000","5,200,000","4,500,000",,"4,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"53,900,000","12,200,000","13,500,000","14,100,000","14,100,000","15,300,000","15,200,000","15,900,000","16,200,000","17,100,000","18,400,000","18,200,000","18,200,000","19,000,000","18,600,000","19,500,000","20,100,000","18,100,000","19,300,000","18,900,000","18,600,000","18,300,000","19,700,000","18,600,000","20,500,000","21,100,000","17,300,000","16,800,000","17,200,000","14,800,000","15,300,000","13,500,000","13,600,000","13,100,000","14,200,000","12,500,000","12,200,000","11,800,000","11,724,000","10,900,000","11,053,000","10,683,000","11,093,000","11,413,000","11,879,000","11,666,000","12,190,000","11,497,000","11,876,000","12,511,000","13,257,000","14,510,000","14,962,000","14,362,000","14,275,000","13,891,000","14,288,000","14,218,000","14,144,000","13,944,000","12,211,000","11,680,000","10,781,000","10,419,000","9,345,000","8,432,000","9,278,000","8,102,000","7,648,000","7,436,000","-13,205,000","7,439,000","7,396,000","7,223,000","-26,323,000","20,047,000"
			DepreciationAndAmortization,"53,900,000","12,200,000","13,500,000","14,100,000","14,100,000","15,300,000","15,200,000","15,900,000","16,200,000","17,100,000","18,400,000","18,200,000","18,200,000","19,000,000","18,600,000","19,500,000","20,100,000","18,100,000","19,300,000","18,900,000","18,600,000","18,300,000","19,700,000","18,600,000","20,500,000","21,100,000","17,300,000","16,800,000","17,200,000","14,800,000","15,300,000","13,500,000","13,600,000","13,100,000","14,200,000","12,500,000","12,200,000","11,800,000","11,724,000","10,900,000","11,053,000","10,683,000","11,093,000","11,413,000","11,879,000","11,666,000","12,190,000","11,497,000","11,876,000","12,511,000","13,257,000","14,510,000","14,962,000","14,362,000","14,275,000","13,891,000","14,288,000","14,218,000","14,144,000","13,944,000","12,211,000","11,680,000","10,781,000","10,419,000","9,345,000","8,432,000","9,278,000","8,102,000","7,648,000","7,436,000","-13,205,000","7,439,000","7,396,000","7,223,000","-26,323,000","20,047,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,841,000"
