name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"1,405,000,000","390,600,000","360,300,000","333,800,000","320,300,000","310,300,000","295,800,000","286,900,000","378,700,000","541,000,000","564,300,000","572,500,000","609,000,000","609,900,000","561,000,000","540,500,000","547,500,000","540,100,000","511,700,000","491,500,000","491,300,000","478,800,000","483,500,000","500,500,000","522,600,000","497,700,000","464,900,000","448,800,000","475,700,000","471,800,000","471,800,000","451,900,000","470,100,000","461,700,000","426,800,000","412,300,000","422,600,000","416,500,000","387,300,000","391,600,000","399,200,000","400,100,000","355,300,000","351,800,000","353,700,000","331,600,000","311,000,000","294,500,000","305,100,000","263,000,000","266,600,000","257,100,000","277,300,000","307,300,000","289,500,000","331,400,000","359,500,000","344,500,000","317,700,000","281,100,000","289,800,000","328,700,000","281,000,000","289,100,000","316,000,000","307,000,000","282,900,000","276,600,000","311,300,000","290,600,000","276,400,000","263,100,000","272,200,000","262,800,000","221,400,000","212,800,000","234,100,000","228,600,000","206,500,000","201,000,000","221,200,000","222,100,000","239,400,000","241,000,000","253,500,000","276,200,000","256,900,000","247,500,000","271,600,000","279,800,000","268,600,000","274,100,000","292,700,000","316,200,000","303,400,000","255,300,000","273,500,000","256,700,000","254,700,000","226,600,000","241,600,000","214,000,000","212,600,000","189,500,000","166,800,000","126,400,000","92,700,000","81,400,000","91,000,000","85,200,000","76,700,000","74,400,000","93,400,000","85,400,000","78,600,000","76,700,000","93,400,000","89,800,000","88,500,000","94,400,000","102,800,000","100,100,000","96,900,000","88,800,000","101,200,000","99,700,000","97,600,000","90,300,000","99,200,000","95,600,000","101,800,000","97,000,000","110,800,000","101,300,000","106,000,000","91,000,000","102,100,000","100,200,000","96,600,000","81,900,000","85,800,000","84,900,000","79,600,000","69,300,000","74,400,000","67,000,000","64,800,000","58,000,000"
	OperatingRevenue,"1,405,000,000","390,600,000","360,300,000","333,800,000","320,300,000","310,300,000","295,800,000","286,900,000","378,700,000","541,000,000","564,300,000","572,500,000","609,000,000","609,900,000","561,000,000","540,500,000","547,500,000","540,100,000","511,700,000","491,500,000","491,300,000","478,800,000","483,500,000","500,500,000","522,600,000","497,700,000","464,900,000","448,800,000","475,700,000","471,800,000","471,800,000","451,900,000","470,100,000","461,700,000","426,800,000","412,300,000","422,600,000","416,500,000","387,300,000","391,600,000","399,200,000","400,100,000","355,300,000","351,800,000","353,700,000","331,600,000","311,000,000","294,500,000","305,100,000","263,000,000","266,600,000","257,100,000","277,300,000","307,300,000","289,500,000","331,400,000","359,500,000","344,500,000","317,700,000","281,100,000","289,800,000","328,700,000","281,000,000","289,100,000","316,000,000","307,000,000","282,900,000","276,600,000","311,300,000","290,600,000","276,400,000","263,100,000","272,200,000","262,800,000","221,400,000","212,800,000","234,100,000","228,600,000","206,500,000","201,000,000","221,200,000","222,100,000","239,400,000","241,000,000","253,500,000","276,200,000","256,900,000","247,500,000","271,600,000","279,800,000","268,600,000","274,100,000","292,700,000","316,200,000","303,400,000","255,300,000","273,500,000","256,700,000","254,700,000","226,600,000","241,600,000","214,000,000","212,600,000","189,500,000","166,800,000","126,400,000","92,700,000","81,400,000","91,000,000","85,200,000","76,700,000","74,400,000","93,400,000","85,400,000","78,600,000","76,700,000","93,400,000","89,800,000","88,500,000","94,400,000","102,800,000","100,100,000","96,900,000","88,800,000","101,200,000","99,700,000","97,600,000","90,300,000","99,200,000","95,600,000","101,800,000","97,000,000","110,800,000","101,300,000","106,000,000","91,000,000","102,100,000","100,200,000","96,600,000","81,900,000","85,800,000","84,900,000","79,600,000","69,300,000","74,400,000","67,000,000","64,800,000","58,000,000"
CostOfRevenue,"1,121,300,000","303,900,000","291,200,000","267,800,000","258,400,000","257,200,000","265,400,000","273,400,000","323,800,000","400,100,000","417,800,000","414,600,000","440,200,000","442,700,000","410,600,000","397,500,000","402,700,000","397,500,000","369,500,000","355,900,000","351,400,000","344,700,000","347,900,000","364,800,000","372,300,000","354,700,000","337,100,000","324,700,000","336,600,000","330,000,000","343,300,000","329,900,000","341,000,000","332,500,000","313,700,000","300,200,000","305,800,000","304,500,000","291,700,000","292,400,000","293,700,000","293,700,000","269,700,000","265,300,000","266,700,000","248,600,000","243,400,000","224,000,000","226,700,000","196,900,000","210,300,000","205,000,000","214,200,000","230,300,000","227,600,000","260,300,000","283,400,000","264,400,000","243,500,000","214,200,000","219,400,000","250,400,000","219,000,000","229,100,000","244,300,000","235,900,000","223,500,000","218,200,000","240,700,000","224,800,000","218,300,000","208,200,000","210,700,000","208,200,000","180,100,000","173,200,000","186,500,000","182,600,000","166,900,000","163,700,000","176,400,000","182,500,000","203,600,000","197,000,000","201,800,000","216,100,000","199,900,000","195,800,000","211,100,000","217,600,000","200,400,000","206,800,000","210,600,000","229,700,000","214,800,000","182,400,000","192,500,000","180,600,000","183,800,000","162,000,000","173,800,000","158,700,000","160,300,000","145,700,000","126,100,000","95,200,000","71,400,000","62,700,000","69,900,000","67,600,000","62,100,000","59,300,000","72,400,000","67,200,000","62,800,000","60,000,000","77,000,000","75,700,000","58,700,000","74,500,000","80,600,000","78,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"283,700,000","86,700,000","69,100,000","66,000,000","61,900,000","53,100,000","30,400,000","13,500,000","54,900,000","140,900,000","146,500,000","157,900,000","168,800,000","167,200,000","150,400,000","143,000,000","144,800,000","142,600,000","142,200,000","135,600,000","139,900,000","134,100,000","135,600,000","135,700,000","150,300,000","143,000,000","127,800,000","124,100,000","139,100,000","141,800,000","128,500,000","122,000,000","129,100,000","129,200,000","113,100,000","112,100,000","116,800,000","112,000,000","95,600,000","99,200,000","105,500,000","106,400,000","85,600,000","86,500,000","87,000,000","83,000,000","67,600,000","70,500,000","78,400,000","66,100,000","56,300,000","52,100,000","63,100,000","77,000,000","61,900,000","71,100,000","76,100,000","80,100,000","74,200,000","66,900,000","70,400,000","78,300,000","62,000,000","60,000,000","71,700,000","71,100,000","59,400,000","58,400,000","70,600,000","65,800,000","58,100,000","54,900,000","61,500,000","54,600,000","41,300,000","39,600,000","47,600,000","46,000,000","39,600,000","37,300,000","44,800,000","39,600,000","35,800,000","44,000,000","51,700,000","60,100,000","57,000,000","51,700,000","60,500,000","62,200,000","68,200,000","67,300,000","82,100,000","86,500,000","88,600,000","72,900,000","81,000,000","76,100,000","70,900,000","64,600,000","67,800,000","55,300,000","52,300,000","43,800,000","40,700,000","31,200,000","21,300,000","18,700,000","21,100,000","17,600,000","14,600,000","15,100,000","21,000,000","18,200,000","15,800,000","16,700,000","16,400,000","14,100,000","29,800,000","19,900,000","22,200,000","21,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"191,600,000","56,600,000","46,100,000","43,200,000","45,700,000","63,300,000","50,800,000","51,100,000","48,500,000","75,200,000","49,100,000","48,000,000","53,700,000","64,400,000","54,600,000","46,500,000","48,300,000","60,200,000","49,000,000","46,500,000","50,200,000","55,500,000","48,600,000","46,600,000","50,200,000","59,100,000","46,600,000","46,100,000","48,500,000","59,200,000","51,400,000","43,000,000","54,000,000","54,600,000","46,100,000","43,100,000","44,900,000","49,000,000","41,300,000","39,200,000","31,600,000","45,800,000","36,200,000","40,500,000","37,600,000","35,800,000","36,600,000","36,000,000","37,900,000","42,300,000","41,800,000","32,500,000","33,400,000","37,100,000","31,300,000","34,500,000","45,600,000","43,100,000","50,300,000","34,100,000","35,900,000","43,000,000","36,100,000","32,900,000","36,300,000","38,300,000","32,600,000","48,700,000","33,300,000","32,500,000","36,600,000","35,700,000","34,700,000","30,400,000","29,000,000","27,500,000","28,100,000","28,100,000","27,500,000","22,300,000","25,200,000","25,600,000","333,600,000","37,000,000","38,500,000","36,400,000","34,600,000","34,800,000","36,400,000","39,200,000","54,100,000","64,600,000","55,800,000","59,300,000","71,100,000","45,300,000","42,900,000","42,400,000","44,400,000","55,200,000","43,300,000","38,900,000","44,500,000","35,000,000","58,600,000","27,200,000","16,600,000","14,200,000","15,200,000","15,000,000","3,200,000","19,400,000","17,900,000","18,000,000","33,900,000","67,900,000","15,700,000","16,900,000","54,900,000","15,600,000","18,900,000","18,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"140,100,000","44,700,000","32,300,000","32,000,000","31,100,000","39,600,000","25,900,000","24,600,000","24,100,000","46,500,000","35,900,000","33,800,000","39,500,000","49,500,000","31,700,000","32,600,000","35,300,000","46,400,000","36,100,000","34,700,000","38,100,000","42,900,000","36,500,000","35,100,000","38,600,000","47,400,000","35,800,000","35,500,000","38,100,000","46,700,000","38,100,000","32,900,000","37,100,000","41,000,000","35,700,000","32,900,000","34,800,000","38,000,000","31,300,000","30,300,000","32,500,000","36,600,000","28,000,000","29,900,000","29,700,000","32,900,000","28,800,000","28,700,000","29,600,000","31,400,000","26,800,000","25,800,000","25,300,000","29,300,000","24,000,000","26,900,000","37,600,000","34,600,000","29,200,000","26,400,000","27,400,000","33,400,000","27,100,000","26,600,000","28,800,000","30,700,000","26,700,000","26,900,000","28,200,000","26,600,000","30,500,000","28,900,000","28,200,000","25,500,000","24,500,000","22,900,000","23,800,000","23,800,000","23,800,000","18,500,000","22,000,000","21,600,000","27,900,000","28,000,000","33,700,000","31,700,000","30,000,000","29,800,000","31,200,000","32,900,000","33,600,000","43,000,000","33,700,000","37,100,000","47,800,000","28,400,000","27,200,000","27,200,000","18,200,000","45,600,000","33,300,000","30,500,000","35,800,000","27,000,000","53,100,000","22,700,000","13,700,000","11,400,000","12,100,000","12,200,000","-500,000","15,900,000","14,000,000","14,100,000","29,400,000","64,100,000","15,700,000","16,900,000","39,200,000","15,600,000","18,900,000","18,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"44,400,000","10,900,000","11,600,000","10,400,000","11,500,000","11,600,000","10,600,000","10,700,000","11,300,000","14,000,000","13,200,000","14,200,000","14,200,000","14,900,000","15,200,000","13,900,000","13,000,000","13,800,000","12,900,000","11,800,000","12,100,000","12,600,000","12,100,000","11,500,000","11,600,000","11,700,000","10,800,000","10,600,000","10,400,000","12,500,000","13,300,000","10,100,000","10,900,000","13,600,000","10,400,000","10,200,000","10,100,000","11,000,000","10,000,000","8,900,000","8,600,000","9,200,000","8,200,000","7,900,000","7,900,000","8,600,000","7,800,000","7,300,000","8,300,000","7,400,000","7,500,000","8,400,000","6,400,000","7,800,000","7,300,000","7,600,000","8,000,000","8,500,000","8,500,000","7,700,000","8,500,000","9,600,000","9,000,000","6,300,000","7,500,000","7,600,000","5,900,000","6,000,000","6,000,000","5,700,000","6,100,000","5,300,000","5,000,000","4,900,000","4,500,000","4,600,000","4,300,000","4,300,000","3,700,000","3,800,000","3,200,000","4,000,000","4,600,000","5,000,000","4,800,000","4,700,000","4,600,000","5,000,000","5,200,000","6,300,000","6,300,000","5,800,000","6,300,000","6,500,000","6,700,000","5,800,000","5,900,000","5,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,200,000","15,800,000","15,800,000","15,700,000","16,600,000","11,100,000","9,800,000","10,000,000","7,800,000","9,600,000","10,000,000","8,400,000","8,700,000","8,000,000","5,500,000","4,500,000","2,900,000","2,800,000","3,100,000","2,800,000","3,700,000","3,500,000","3,900,000","3,900,000","4,500,000","3,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,200,000","15,800,000","15,800,000","15,700,000","16,600,000","11,100,000","9,800,000","10,000,000","7,800,000","9,600,000","10,000,000","8,400,000","8,700,000","8,000,000","5,500,000","4,500,000","2,900,000","2,800,000","3,100,000","2,800,000","3,700,000","3,500,000","3,900,000","3,900,000","4,500,000","3,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"7,100,000","1,000,000","2,200,000","800,000","3,100,000","12,100,000","14,300,000","15,800,000","13,100,000","14,700,000",,,,,"7,700,000",,,,,,,,,,,,,,,,"0",,"6,000,000",,,,,,"0",,"-9,500,000",,"0","2,700,000",,"-5,700,000","0",,,"3,500,000",,"-1,700,000","1,700,000",,"0",,,,,,,,,,,,"0","15,800,000","-900,000","200,000","0","1,500,000","1,500,000",,,,,,,,,,"301,100,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
