name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,11/30/2015,09/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
	DepreciationAmortizationDepletionIncomeStatement,"71,379,000","17,231,000","17,924,000","17,730,000","18,494,000","17,979,000","18,484,000","18,690,000","18,845,000","19,033,000","18,793,000","19,226,000","18,273,000","15,985,000","18,443,000","14,569,000","14,426,000","13,904,000","14,175,000","12,993,000","12,303,000","12,248,000","10,807,000","10,474,000","10,360,000","10,191,000",,"10,242,000",,"10,426,000","9,768,000","9,808,000","10,156,000","9,078,000","8,777,000","8,284,000","8,457,000","8,327,000","8,337,000","8,591,000","8,586,000","8,313,000","8,416,000","8,279,000","8,910,000","8,920,000","8,377,000","8,489,000","8,315,000","8,342,000","8,208,000","7,975,000","8,041,000","8,088,000","7,893,000","7,916,000","8,148,000","8,271,000","7,562,000","7,656,000","7,959,000","8,082,000","7,662,000","6,897,000","6,303,000","6,405,000","6,529,000","6,504,000","6,597,000","6,501,000","6,225,000","6,181,000","6,041,000","6,572,000","11,839,000","11,553,000","11,336,000","11,308,000","11,253,000","11,246,000","11,428,000","11,438,000","11,491,000","11,274,000","11,144,000","10,978,000","10,193,000","11,143,000","10,679,000","11,314,000","10,668,000","10,203,000","10,200,000","10,400,000","9,100,000","10,100,000","9,900,000","9,200,000","10,700,000","7,600,000","7,300,000","7,200,000","9,300,000","6,700,000","6,500,000","6,300,000","7,900,000","5,700,000","5,700,000","5,900,000","7,200,000","5,800,000","5,400,000","5,200,000","6,700,000","4,600,000","4,700,000","4,500,000","6,100,000","4,100,000","4,000,000","4,100,000","5,700,000","4,000,000","4,100,000","3,800,000","5,000,000","3,600,000","3,500,000","3,600,000","4,700,000","3,300,000","3,400,000",,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"71,379,000","17,231,000","17,924,000","17,730,000","18,494,000","17,979,000","18,484,000","18,690,000","18,845,000","19,033,000","18,793,000","19,226,000","18,273,000","15,985,000","18,443,000","14,569,000","14,426,000","13,904,000","14,175,000","12,993,000","12,303,000","12,248,000","10,807,000","10,474,000","10,360,000","10,191,000",,"10,242,000",,"10,426,000","9,768,000","9,808,000","10,156,000","9,078,000","8,777,000","8,284,000","8,457,000","8,327,000","8,337,000","8,591,000","8,586,000","8,313,000","8,416,000","8,279,000","8,910,000","8,920,000","8,377,000","8,489,000","8,315,000","8,342,000","8,208,000","7,975,000","8,041,000","8,088,000","7,893,000","7,916,000","8,148,000","8,271,000","7,562,000","7,656,000","7,959,000","8,082,000","7,662,000","6,897,000","6,303,000","6,405,000","6,529,000","6,504,000","6,597,000","6,501,000","6,225,000","6,181,000","6,041,000","6,572,000","11,839,000","11,553,000","11,336,000","11,308,000","11,253,000","11,246,000","11,428,000","11,438,000","11,491,000","11,274,000","11,144,000","10,978,000","10,193,000","11,143,000","10,679,000","11,314,000","10,668,000","10,203,000","10,200,000","10,400,000","9,100,000","10,100,000","9,900,000","9,200,000","10,700,000","7,600,000","7,300,000","7,200,000","9,300,000","6,700,000","6,500,000","6,300,000","7,900,000","5,700,000","5,700,000","5,900,000","7,200,000","5,800,000","5,400,000","5,200,000","6,700,000","4,600,000","4,700,000","4,500,000","6,100,000","4,100,000","4,000,000","4,100,000","5,700,000","4,000,000","4,100,000","3,800,000","5,000,000","3,600,000","3,500,000","3,600,000","4,700,000","3,300,000","3,400,000",,,,,,,,,,,,,,,,,
	OtherTaxes,"18,479,000","4,745,000","4,331,000","4,935,000","4,468,000","4,739,000","5,556,000","5,950,000","6,025,000","6,029,000","5,344,000","5,666,000","5,468,000","5,393,000","4,385,000","5,018,000","4,779,000","5,214,000","4,240,000","5,052,000","4,445,000","5,078,000","3,951,000","4,168,000","3,995,000","4,143,000",,"4,003,000",,"3,821,000","3,502,000","3,874,000","3,719,000","3,906,000","3,321,000","4,142,000","3,752,000","3,422,000","3,821,000","3,860,000","3,520,000","3,635,000","3,347,000","3,003,000","3,528,000","3,228,000","2,905,000","2,990,000","3,450,000","3,537,000","3,335,000","3,660,000","3,495,000","2,979,000","3,772,000","3,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"28,701,000","9,674,000","3,899,000","6,500,000","8,628,000","4,790,000","-806,000","6,266,000","3,121,000","8,707,000","9,336,000","10,127,000","10,719,000","10,883,000","9,502,000","8,969,000","9,307,000","8,756,000","7,270,000","8,300,000","7,612,000","8,343,000","8,506,000","8,781,000","8,116,000","7,957,000",,"7,558,000",,"9,173,000","8,142,000","8,715,000","8,298,000","9,113,000","8,150,000","8,048,000","7,919,000","8,684,000","7,693,000","7,821,000","7,925,000","7,547,000","7,603,000","7,626,000","7,522,000","8,004,000","7,613,000","7,007,000","7,025,000","7,331,000","6,253,000","6,272,000","6,041,000","6,383,000","5,274,000","6,272,000","3,914,000","3,848,000","8,363,000","3,767,000","4,245,000","2,883,000","2,127,000","2,099,000","2,730,000","2,517,000","2,624,000","2,567,000","2,659,000","2,545,000","2,435,000","1,671,000","2,147,000","2,087,000","3,848,000","4,064,000","3,356,000","4,070,000","3,840,000","3,095,000","3,925,000","4,346,000","3,915,000","4,406,000","4,049,000","3,969,000","7,140,000","3,621,000","3,551,000","3,768,000","3,735,000","3,484,000","3,400,000","3,400,000","3,700,000","3,200,000","3,500,000","3,500,000","4,200,000","2,700,000","2,700,000","2,700,000","3,300,000","1,800,000","2,500,000","2,600,000","3,100,000","2,000,000","2,100,000",,"3,100,000","2,000,000","2,200,000","2,300,000","2,900,000","2,000,000","2,000,000","2,000,000","2,700,000","1,900,000","1,800,000","1,900,000","2,400,000","1,500,000","1,800,000","1,800,000","2,100,000","1,700,000","1,500,000","1,500,000","1,900,000","1,500,000","1,100,000",,,,,,,,,,,,,,,,,
OperatingIncome,"-16,822,000","-16,797,000","16,080,000","6,273,000","-22,378,000","-35,661,000","-39,974,000","-47,222,000","-53,062,000","-13,488,000","15,253,000","22,387,000","27,475,000","4,950,000","14,653,000","22,413,000","29,107,000","17,016,000","17,394,000","21,435,000","18,741,000","18,025,000","15,664,000","24,683,000","18,261,000","11,346,000",,"10,554,000",,"25,856,000","11,183,000","7,621,000","11,620,000","22,689,000","9,564,000","5,661,000","8,810,000","24,347,000","8,733,000","394,000","10,134,000","20,455,000","12,831,000","4,075,000","6,261,000","23,348,000","8,576,000","91,000","5,406,000","19,424,000","7,217,000","8,044,000","4,542,000","18,975,000","4,932,000","6,178,000","8,342,000","23,947,000","4,154,000","6,257,000","8,638,000","23,515,000","9,637,000","1,853,000","8,467,000","21,182,000","8,229,000","5,148,000","8,019,000","18,144,000","3,952,000","4,715,000","7,755,000","19,901,000","9,599,000","7,447,000","10,737,000","25,641,000","8,728,000","7,750,000","7,752,000","25,155,000","10,664,000","6,474,000","5,521,000","24,799,000","34,679,000","-5,926,000","-259,000","10,337,000","-3,845,000","-2,150,000","2,000,000","15,000,000","3,000,000","-1,600,000","3,800,000","17,800,000","29,100,000","3,100,000","8,000,000","17,300,000","21,100,000","4,800,000","8,400,000","16,100,000","10,100,000","2,500,000","7,400,000","19,700,000","8,400,000","3,100,000","7,200,000","13,300,000","-1,600,000","5,600,000","9,400,000","14,700,000","-2,200,000","5,500,000","8,700,000","12,300,000","10,100,000","4,300,000","6,700,000","10,100,000","-1,800,000","3,300,000","6,200,000","10,000,000","-1,900,000","3,000,000","5,700,000","46,900,000","-105,700,000","35,300,000","37,900,000","44,900,000","-91,800,000","34,100,000","37,100,000","42,000,000","-90,600,000","31,900,000","34,100,000","38,500,000","-82,200,000","28,900,000","32,200,000","36,100,000"
NetNonOperatingInterestIncomeExpense,"-17,951,000","-4,092,000","-4,352,000","-4,600,000","-4,907,000","-4,843,000","-6,098,000","-4,132,000","-3,529,000","-2,516,000","-2,832,000","-2,807,000","-3,093,000","-3,059,000","-3,079,000","-3,180,000","-3,511,000","-3,309,000","-2,646,000","-3,367,000","-3,163,000","-2,924,000","-2,183,000","-2,127,000","-2,457,000","-2,409,000",,"-2,382,000",,"-2,401,000","-2,359,000","-2,326,000","-2,388,000","-2,404,000","-2,497,000","-2,585,000","-2,584,000","-2,394,000","-2,454,000","-2,464,000","-2,317,000","-2,074,000","-2,298,000","-2,323,000","-2,275,000","-2,351,000","-2,540,000","-2,583,000","-2,581,000","-2,658,000","-2,812,000","-2,768,000","-2,683,000","-2,972,000","-3,070,000","-3,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"17,951,000","4,092,000","4,352,000","4,600,000","4,907,000","4,843,000","6,098,000","4,132,000","3,529,000","2,516,000","2,832,000","2,807,000","3,093,000","3,059,000","3,079,000","3,180,000","3,511,000","3,309,000","2,646,000","3,367,000","3,163,000","2,924,000","2,183,000","2,127,000","2,457,000","2,409,000",,"2,382,000",,"2,401,000","2,359,000","2,326,000","2,388,000","2,404,000","2,497,000","2,585,000","2,584,000","2,394,000","2,454,000","2,464,000","2,317,000","2,074,000","2,298,000","2,323,000","2,300,000","2,351,000","2,540,000","2,583,000","2,581,000","2,658,000","2,812,000","2,768,000","2,683,000","2,972,000","3,070,000","3,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-6,784,000","-562,000","-2,054,000","236,000","-4,404,000","1,616,000","-12,902,000","-2,594,000","-219,000","-10,066,000","-2,712,000","-507,000","-536,000","-84,000","-1,977,000","-384,000","-677,000","-480,000","4,731,000","-342,000","498,000","-272,000","-62,000","408,000","-465,000","-126,000",,"-167,000",,"181,000","-3,118,000","-733,000","-443,000","-22,000","136,000","32,000","-718,000","-63,000","-393,000","5,038,000","-377,000","6,000","1,069,000","-826,000","36,000","-108,000","-478,000","-866,000","40,000","-18,000","9,000","-188,000","-2,231,000","80,000","885,000","-29,000","-3,135,000","209,000","450,000","247,000","107,000","354,000","1,388,000","6,270,000","8,141,000","10,783,000","-1,913,000","2,674,000","2,117,000","4,866,000","-3,857,000","2,001,000","2,613,000","1,312,000","1,742,000","374,000","1,314,000","15,565,000","-33,837,000","9,788,000","10,350,000","15,652,000","13,664,000","9,823,000","10,367,000","2,835,000","8,287,000","10,541,000","12,590,000","13,468,000","13,289,000","7,724,000","10,500,000","11,000,000","6,200,000","7,000,000","9,600,000","9,900,000","-16,400,000","5,000,000","6,500,000","7,200,000","-2,700,000","4,500,000","5,400,000","5,600,000","3,800,000","3,800,000","6,100,000","25,200,000","4,900,000","3,600,000","4,000,000","4,400,000",,,,,"12,100,000","-800,000","-700,000","-700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,"291,000","-268,000","446,000","-7,000","120,000","40,000","357,000","66,000","836,000","-695,000","544,000","187,000","175,000","473,000","-225,000","442,000","27,000","-36,000","359,000","119,000","38,000","72,000","273,000","8,000","9,000","8,000",,"20,000",,"5,000","224,000","-22,000","25,000","25,000","221,000","389,000","17,000","3,000","193,000","258,000",,,"898,000","88,000",,"144,000",,"-643,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"-233,000","-141,000","-92,000","0","0","0","0","-1,054,000","-428,000","-57,000","-22,000","-84,000","-84,000","-84,000","-681,000","30,000","200,000","52,000","-29,000","-12,000","32,000","55,000","31,000","161,000","130,000","-21,000",,"39,000",,"-19,000","-66,000","-106,000","27,000","-41,000","-57,000","-164,000","54,000","-83,000","-132,000","-295,000","17,000","-40,000","10,000","-173,000","34,000","-71,000","-130,000","761,000","-17,000","-69,000","-225,000","-76,000","-5,000","-31,000","-53,000","-324,000","-15,000","-84,000","-89,000","-184,000","-69,000","-69,000","9,000","24,000","-1,102,000","-297,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-4,383,000","424,000","-1,779,000","868,000","-3,896,000","2,204,000","-14,044,000","-1,016,000","-36,000","-8,724,000","-2,754,000","-129,000","-147,000","7,000","-575,000","-359,000","-408,000","0","4,401,000","-449,000","428,000","-399,000","-366,000","239,000","-604,000","-113,000",,"-226,000",,"195,000","-3,276,000","-605,000","-495,000","-6,000","-28,000","-193,000","-789,000","17,000","-454,000","5,075,000","-394,000","46,000","161,000","-741,000","2,000","-181,000","-881,000","-984,000","57,000","51,000","234,000","-112,000","-2,226,000","111,000","938,000","295,000","-3,120,000","293,000","539,000","431,000","176,000","423,000","1,379,000","6,246,000","9,243,000","11,080,000","-45,000","2,674,000","2,117,000","4,866,000","-3,857,000","2,001,000","2,613,000","1,312,000","1,742,000","374,000","1,314,000","15,565,000","-33,837,000","9,788,000","10,350,000","15,652,000","13,664,000","9,823,000","10,367,000","2,835,000","8,287,000","10,541,000","12,590,000","13,468,000","13,289,000","7,724,000","10,500,000","11,000,000","6,200,000","7,000,000","9,600,000","9,900,000","-16,400,000","5,000,000","6,500,000","7,200,000","-2,700,000","4,500,000","5,400,000","5,600,000","3,800,000","3,800,000","6,100,000","25,200,000","4,900,000","3,600,000","4,000,000","4,400,000",,,,,"12,100,000","-800,000","-700,000","-700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"2,034,000","0","3,732,000","0","15,199,000","765,000","0","8,712,000","1,874,000",,,,,,,,,,,,"0",,"0",,,,,,"2,603,000","316,000",,,"0","0","0",,"477,000","618,000","417,000",,,,,,"0","0","0",,"0","0","2,575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-6,008,000","-19,000","-24,000","-898,000","-88,000","-25,000","-144,000","-168,000","643,000","-58,000","-52,000","-171,000","-149,000","-183,000","-104,000","-680,000","-195,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"1,383,000","424,000","255,000","868,000","-164,000","2,204,000","1,155,000","-251,000","-36,000","-12,000","-880,000","-129,000","-147,000","7,000","-575,000","-359,000","-408,000","0","4,401,000","-449,000","428,000","-399,000","-366,000","239,000","-604,000","-113,000",,"-226,000",,"195,000","-673,000","-289,000","-495,000","-6,000","-28,000","-193,000","-789,000","17,000","23,000","-315,000","4,000","22,000","161,000","-741,000","2,000","-181,000","-516,000","-984,000","-1,000","-1,000","63,000","-261,000","166,000","7,000","258,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-2,459,000","-577,000","-629,000","-625,000","-628,000","-628,000","785,000","-590,000","-591,000","-590,000","-480,000","-481,000","-480,000","-480,000","-496,000","-497,000","-496,000","-496,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-41,557,000","-21,451,000","9,674,000","1,909,000","-31,689,000","-38,888,000","-58,974,000","-53,948,000","-56,810,000","-26,070,000","9,709,000","19,073,000","23,846,000","1,807,000","9,597,000","18,849,000","24,919,000","13,227,000","19,479,000","17,726,000","16,076,000","14,829,000","13,419,000","22,964,000","15,339,000","8,811,000",,"8,005,000",,"23,636,000","5,706,000","4,562,000","8,789,000","20,263,000","7,203,000","3,108,000","5,508,000","21,890,000","5,886,000","2,968,000","7,440,000","18,387,000","11,602,000","926,000","4,022,000","20,889,000","5,558,000","-3,358,000","2,865,000","16,748,000","4,414,000","5,088,000","-372,000","16,083,000","2,747,000","2,694,000","1,566,000","20,359,000","6,083,000","2,938,000","4,930,000","19,748,000","6,940,000","4,764,000","13,417,000","18,382,000","2,927,000","4,145,000","6,543,000","19,272,000","2,562,000","2,994,000","6,714,000","17,334,000","7,070,000","3,808,000","8,018,000","21,566,000","3,328,000","2,903,000","4,305,000","20,862,000","7,162,000","2,545,000","1,130,000","22,663,000","-3,728,000","-936,000","6,376,000","18,578,000","4,928,000","900,000","8,700,000","21,300,000","4,400,000","900,000","9,800,000","23,700,000","8,900,000","5,000,000","11,500,000","21,800,000","14,300,000","6,200,000","11,300,000","19,400,000","12,500,000","4,000,000","11,300,000","42,300,000","11,100,000","4,500,000","9,300,000","15,500,000","9,900,000","4,000,000","7,400,000","13,200,000","8,500,000","2,900,000","6,000,000","9,700,000","7,400,000","2,200,000","4,500,000","7,900,000","5,200,000","1,500,000","4,300,000","7,800,000","4,100,000","1,400,000","4,100,000",,,,,,,,,,,,,,,,,
TaxProvision,"-11,492,000","-6,549,000","3,230,000","150,000","-8,323,000","-10,758,000","-19,952,000","-14,508,000","-29,906,000","-6,570,000","1,855,000","4,843,000","5,609,000","13,000","873,000","2,626,000","6,207,000","3,421,000","-14,946,000","6,908,000","5,951,000","5,712,000","4,758,000","8,712,000","5,993,000","3,531,000",,"2,897,000",,"9,183,000","2,565,000","1,728,000","3,398,000","7,987,000","2,905,000","2,835,000","2,026,000","9,044,000","2,299,000","-1,310,000","2,653,000","7,708,000","4,903,000","192,000","1,198,000","8,412,000","2,075,000","-1,329,000","781,000","6,728,000","1,385,000","1,897,000","-49,000","5,865,000","539,000","1,031,000","670,000","7,926,000","2,053,000","1,153,000","1,990,000","8,017,000","1,238,000","510,000","3,154,000","4,674,000","459,000","983,000","2,021,000","6,956,000","713,000","1,208,000","2,297,000","6,847,000","2,491,000","1,524,000","3,215,000","8,621,000","979,000","1,168,000","1,751,000","8,491,000","2,870,000","1,028,000","-798,000","7,940,000","-1,563,000","-990,000","2,597,000","7,506,000","2,010,000","367,000","3,600,000","8,600,000","1,900,000","400,000","3,900,000","9,500,000","3,500,000","2,000,000","4,600,000","8,700,000","5,500,000","2,500,000","4,500,000","7,800,000","4,700,000","1,400,000","4,700,000","17,000,000","4,100,000","1,900,000","3,800,000","6,400,000","3,400,000","1,800,000","2,900,000","5,400,000","3,000,000","1,300,000","2,500,000","3,900,000","2,900,000","900,000","1,800,000","3,100,000","1,800,000","700,000","1,700,000","3,000,000","900,000","500,000","1,600,000",,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-30,065,000","-14,902,000","6,444,000","1,759,000","-23,366,000","-28,130,000","-39,022,000","-39,440,000","-27,029,000","-19,352,000","7,802,000","14,289,000","18,066,000","1,860,000","8,720,000","16,231,000","18,619,000","9,821,000","34,441,000","10,978,000","10,124,000","9,453,000","8,742,000","14,372,000","9,336,000","5,452,000",,"4,945,000",,"14,651,000","3,249,000","3,091,000","5,223,000","12,432,000","4,254,000","4,071,000","3,245,000","13,431,000","3,475,000","-1,372,000","4,724,000","10,679,000","6,699,000","734,000","2,824,000","12,477,000","3,483,000","-2,029,000","2,084,000","10,020,000","3,029,000","3,191,000","-323,000","10,218,000","2,208,000","1,663,000","896,000","12,433,000","4,030,000","1,785,000","2,940,000","11,731,000","5,471,000","4,028,000","10,091,000","13,707,000","3,015,000","4,723,000","5,044,000","15,489,000","2,893,000","6,595,000","71,588,000","18,145,000","4,579,000","2,284,000","4,803,000","12,945,000","2,682,000","1,735,000","2,552,000","13,587,000","4,292,000","1,517,000","1,928,000","14,723,000","5,890,000","341,000","4,096,000","11,449,000","2,983,000","881,000","5,600,000","13,200,000","2,500,000","500,000","5,900,000","14,200,000","5,400,000","3,000,000","6,900,000","13,100,000","8,800,000","3,700,000","6,800,000","11,600,000","7,800,000","2,600,000","6,600,000","25,300,000","7,000,000","2,600,000","5,500,000","9,100,000","6,500,000","2,200,000","4,500,000","9,600,000","5,500,000","1,600,000","3,500,000","5,800,000","4,500,000","1,300,000","2,700,000","4,800,000","3,400,000","800,000","2,600,000","4,800,000","3,200,000","900,000","2,500,000",,,,,,,,,,,,,,,,,
	NetIncome,"-30,065,000","-14,902,000","6,444,000","1,759,000","-23,366,000","-28,130,000","-39,022,000","-39,440,000","-27,029,000","-19,352,000","7,802,000","14,289,000","18,066,000","1,860,000","8,720,000","16,231,000","18,619,000","9,821,000","34,441,000","10,978,000","10,124,000","9,453,000","8,742,000","14,372,000","9,336,000","5,452,000",,"4,945,000",,"14,651,000","3,249,000","3,091,000","5,223,000","12,432,000","4,254,000","4,071,000","3,245,000","13,431,000","3,475,000","-1,372,000","4,724,000","10,679,000","6,699,000","734,000","2,824,000","12,477,000","3,483,000","-2,029,000","2,084,000","10,020,000","3,029,000","3,191,000","-323,000","10,218,000","2,208,000","1,663,000","896,000","12,433,000","4,030,000","1,785,000","2,940,000","11,731,000","5,471,000","4,028,000","10,091,000","13,707,000","3,015,000","4,723,000","5,044,000","15,489,000","2,893,000","6,595,000","71,588,000","18,145,000","4,579,000","2,284,000","4,803,000","12,945,000","2,682,000","1,735,000","2,552,000","13,587,000","4,292,000","1,517,000","1,928,000","14,723,000","5,890,000","341,000","4,096,000","11,449,000","2,983,000","881,000","5,600,000","13,200,000","2,500,000","500,000","5,900,000","14,200,000","5,400,000","3,000,000","6,900,000","13,100,000","8,800,000","3,700,000","6,800,000","11,600,000","7,800,000","2,600,000","6,600,000","25,300,000","7,000,000","2,600,000","5,500,000","9,100,000","6,500,000","2,200,000","4,500,000","9,600,000","5,500,000","1,600,000","3,500,000","5,800,000","4,500,000","1,300,000","2,700,000","4,800,000","3,400,000","800,000","2,600,000","4,800,000","3,200,000","900,000","2,500,000",,,,,,,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"-30,065,000","-14,902,000","6,444,000","1,759,000","-23,366,000","-28,130,000","-39,022,000","-39,440,000","-26,904,000","-19,500,000","7,854,000","14,230,000","18,237,000","1,794,000","8,724,000","16,223,000","18,712,000","9,806,000","34,425,000","10,818,000","10,125,000","9,117,000","8,661,000","14,252,000","9,346,000","5,280,000",,"5,108,000",,"14,453,000","3,141,000","2,834,000","5,391,000","12,276,000","4,298,000","273,000","3,482,000","12,846,000","3,587,000","4,278,000","4,787,000","10,679,000","6,699,000","734,000","2,824,000","12,477,000","3,483,000","-2,029,000","2,084,000","10,020,000","3,029,000","3,191,000","-323,000","10,218,000","2,208,000","1,663,000","896,000","12,433,000","4,030,000","1,785,000","2,940,000","11,731,000","5,471,000","4,028,000","10,091,000","13,707,000","3,015,000","4,723,000","5,044,000","15,489,000","2,893,000","6,595,000","71,588,000","18,145,000","4,579,000","2,284,000","4,803,000","12,945,000","2,682,000","1,735,000","2,552,000","13,587,000","4,292,000","1,517,000","1,928,000","14,723,000","5,890,000","341,000","4,096,000","11,449,000","2,983,000","881,000","5,600,000","13,200,000","2,500,000","500,000","5,900,000","14,200,000","5,400,000","3,000,000","6,900,000","13,100,000","8,800,000","3,700,000","6,800,000","11,600,000","7,800,000","2,600,000","6,600,000","25,300,000","7,000,000","2,600,000","5,500,000","9,100,000","6,500,000","2,200,000","4,500,000","9,600,000","5,500,000","1,600,000","3,500,000","5,800,000","4,500,000","1,300,000","2,700,000","4,800,000","3,400,000","800,000","2,600,000","4,800,000","3,200,000","900,000","2,500,000","4,100,000","3,000,000","600,000","2,300,000","4,100,000","3,000,000","900,000","2,600,000","3,600,000","2,500,000","700,000","1,600,000","3,200,000","2,500,000","800,000","2,200,000","3,200,000"
