name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
OperatingCashFlow,"56,850,000","18,097,000","18,401,000","-11,518,000","31,870,000","-5,155,000","1,998,000","7,708,000","17,867,000","26,069,000","-5,952,000","-1,950,000","-17,271,000","-13,849,000","4,443,000","11,734,000","31,225,000","51,143,000","45,954,000","28,033,000","7,605,000","13,416,000","-13,289,000"
	CashFlowFromContinuingOperatingActivities,"56,850,000","18,097,000","18,401,000","-11,518,000","31,870,000","-5,155,000","1,998,000","7,708,000","17,867,000","26,069,000","-5,952,000","-1,950,000","-17,271,000","-13,849,000","4,443,000","11,734,000","31,225,000","51,143,000","45,954,000","28,033,000","7,605,000","13,416,000","-13,289,000"
		NetIncomeFromContinuingOperations,"-35,126,000","-32,584,000","1,527,000","-876,000","-3,193,000","5,749,000","23,194,000","3,473,000","-3,028,000","1,162,000","-25,660,000","-8,498,000","1,291,000","-15,339,000","14,916,000","18,897,000","21,417,000","17,776,000","28,863,000","24,323,000","17,160,000","18,154,000","39,851,000"
		OperatingGainsLosses,,,"8,000","25,000",,,"104,000","1,000","0","10,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"15,086,000","3,615,000","3,694,000","3,789,000","3,988,000","4,209,000","4,310,000","4,405,000","4,487,000","4,768,000","4,819,000","5,018,000","2,489,000","2,396,000","2,417,000","2,369,000","2,366,000","2,302,000","2,162,000","2,007,000","1,841,000","1,728,000","1,557,000"
			DepreciationAndAmortization,"15,086,000","3,615,000","3,694,000","3,789,000","3,988,000","4,209,000","4,310,000","4,405,000","4,487,000","4,768,000","4,819,000","5,018,000","2,489,000","2,396,000","2,417,000","2,369,000","2,366,000","2,302,000","2,162,000","2,007,000","1,841,000","1,728,000","1,557,000"
		DeferredTax,"-700,000","369,000","391,000","-1,495,000","35,000","138,000","-692,000","-1,414,000","-345,000","-75,000","34,535,000","-9,515,000","-2,679,000","-2,700,000","-2,387,000","1,123,000","-11,293,000","1,040,000","10,075,000","388,000","-856,000","1,815,000","-2,845,000"
			DeferredIncomeTax,"-700,000","369,000","391,000","-1,495,000","35,000","138,000","-692,000","-1,414,000","-345,000","-75,000","34,535,000","-9,515,000","-2,679,000","-2,700,000","-2,387,000","1,123,000","-11,293,000","1,040,000","10,075,000","388,000","-856,000","1,815,000","-2,845,000"
		ProvisionandWriteOffofAssets,"2,151,000","226,000","2,164,000","-118,000","-121,000","204,000","346,000","167,000","620,000","521,000","1,421,000","-307,000","-651,000","642,000","-2,974,000","-1,742,000","-406,000","-1,043,000","3,448,000","428,000","83,000","162,000","1,676,000"
		StockBasedCompensation,"13,994,000","2,628,000","3,574,000","3,698,000","4,094,000","3,453,000","3,657,000","3,482,000","3,579,000","2,437,000","2,371,000","2,891,000","2,659,000","1,900,000","2,352,000","2,218,000","94,000","4,230,000","3,243,000","2,079,000","1,914,000","1,900,000","2,330,000"
		ChangeInWorkingCapital,"61,408,000","43,843,000","7,043,000","-16,541,000","27,063,000","-18,908,000","-28,921,000","-2,406,000","12,554,000","17,246,000","-23,438,000","8,461,000","-20,380,000","-748,000","-9,881,000","-11,131,000","19,047,000","26,838,000","-1,837,000","-1,192,000","-12,537,000","-10,343,000","-55,858,000"
			ChangeInReceivables,"45,204,000","37,487,000","-5,008,000","-15,239,000","27,964,000","469,000","-27,887,000","-12,840,000","2,356,000","38,021,000","-31,652,000","9,308,000","-1,064,000","25,289,000","-3,346,000","-9,203,000","18,795,000","28,470,000","-25,740,000","-36,185,000","-16,935,000","53,134,000","-40,856,000"
				ChangesInAccountReceivables,"45,204,000","37,487,000","-5,008,000","-15,239,000","27,964,000","469,000","-27,887,000","-12,840,000","2,356,000","38,021,000","-31,652,000","9,308,000","-1,064,000","25,289,000","-3,346,000","-9,203,000","18,795,000","28,470,000","-25,740,000","-36,185,000","-16,935,000","53,134,000","-40,856,000"
			ChangeInInventory,"9,029,000","-514,000","4,799,000","3,930,000","814,000","4,558,000","-3,157,000","-12,834,000","-5,656,000","11,873,000","4,151,000","-2,352,000","-6,089,000","-16,986,000","-7,707,000","-6,423,000","-4,634,000","7,713,000","8,785,000","16,636,000","3,933,000","-7,495,000","-24,539,000"
			ChangeInPrepaidAssets,"15,741,000","21,128,000","-4,380,000","-3,288,000","2,281,000","-6,514,000","-2,149,000","-554,000","472,000","-6,677,000","-2,158,000","382,000","1,079,000","-2,966,000","-327,000","-622,000","1,181,000","-1,170,000","1,330,000","7,124,000","-3,070,000","-2,351,000","-299,000"
			ChangeInPayablesAndAccruedExpense,"-9,021,000","-18,383,000","11,090,000","2,678,000","-4,406,000","-23,500,000","11,362,000","19,369,000","16,776,000","-18,941,000","9,836,000","1,626,000","-8,817,000","-6,194,000","1,992,000","7,429,000","1,361,000","-3,549,000","24,139,000","7,004,000","2,902,000","-33,489,000","14,870,000"
				ChangeInPayable,"-7,580,000","-4,676,000","2,868,000","-1,458,000","-4,314,000","-13,382,000","6,081,000","15,916,000","11,052,000","-10,737,000","7,317,000","5,585,000","-10,601,000","1,977,000","-3,583,000","1,767,000","-688,000","3,613,000","11,565,000","2,258,000","-21,000","-23,489,000","10,658,000"
					ChangeInTaxPayable,"2,520,000","8,985,000","-2,639,000","1,639,000","-5,465,000","2,225,000","2,830,000","3,483,000","593,000","-1,609,000","206,000","3,277,000","-1,571,000","812,000","-3,471,000","628,000","-2,214,000","1,969,000","1,346,000","4,071,000","2,117,000","-10,746,000","11,767,000"
						ChangeInIncomeTaxPayable,"2,520,000","8,985,000","-2,639,000","1,639,000","-5,465,000","2,225,000","2,830,000","3,483,000","593,000","-1,609,000","206,000","3,277,000","-1,571,000","812,000","-3,471,000","628,000","-2,214,000","1,969,000","1,346,000","4,071,000","2,117,000","-10,746,000","11,767,000"
					ChangeInAccountPayable,"-10,100,000","-13,661,000","5,507,000","-3,097,000","1,151,000","-15,607,000","3,251,000","12,433,000","10,459,000","-9,128,000","7,111,000","2,308,000","-9,030,000","1,165,000","-112,000","1,139,000","1,526,000","1,644,000","10,219,000","-1,813,000","-2,138,000","-12,743,000","-1,109,000"
				ChangeInAccruedExpense,"-1,441,000","-13,707,000","8,222,000","4,136,000","-92,000","-10,118,000","5,281,000","3,453,000","5,724,000","-8,204,000","2,519,000","-3,959,000","1,784,000","-8,171,000","5,575,000","5,662,000","2,049,000","-7,162,000","12,574,000","4,746,000","2,923,000","-10,000,000","4,212,000"
			ChangeInOtherWorkingCapital,"455,000","4,125,000","542,000","-4,622,000","410,000","6,079,000","-7,090,000","4,453,000","-1,394,000","-7,030,000","-3,615,000","-503,000","-5,489,000","109,000","-493,000","-2,312,000","2,344,000","-4,626,000","-10,351,000","4,229,000","633,000","-20,142,000","-5,034,000"
InvestingCashFlow,"-4,040,000","-966,000","-922,000","-1,490,000","-662,000","-2,252,000","-1,483,000","-1,385,000","-2,327,000","-390,000","-1,866,000","-112,392,000","-1,929,000","-1,835,000","-1,742,000","-1,723,000","-1,962,000","-2,539,000","-2,311,000","-1,053,000","12,797,000","-1,858,000","-15,652,000"
	CashFlowFromContinuingInvestingActivities,"-4,040,000","-966,000","-922,000","-1,490,000","-662,000","-2,252,000","-1,483,000","-1,385,000","-2,327,000","-390,000","-1,866,000","-112,392,000","-1,929,000","-1,835,000","-1,742,000","-1,723,000","-1,962,000","-2,539,000","-2,311,000","-1,053,000","12,797,000","-1,858,000","-15,652,000"
		NetPPEPurchaseAndSale,"-3,997,000","-962,000","-908,000","-1,465,000","-662,000","-852,000","-1,051,000","-1,385,000","-2,327,000","-390,000","-1,866,000","-2,961,000","-1,929,000","-1,835,000","-1,742,000","-1,723,000","-1,962,000","-2,539,000","-2,311,000","-1,053,000","-1,792,000","-1,858,000","-1,260,000"
			PurchaseOfPPE,"-3,997,000","-962,000","-908,000","-1,465,000","-662,000","-852,000","-1,051,000","-1,385,000","-2,327,000","-390,000","-1,866,000","-2,961,000","-1,929,000","-1,835,000","-1,742,000","-1,723,000","-1,962,000","-2,539,000","-2,311,000","-1,053,000","-1,792,000","-1,858,000","-1,260,000"
		NetIntangiblesPurchaseAndSale,"-43,000","-4,000","-14,000","-25,000","0","-1,400,000",,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,"-43,000","-4,000","-14,000","-25,000","0","-1,400,000",,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,,,,,"0",,,,,,,,,,,,
			PurchaseOfBusiness,,,,,,,,,,,"0",,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,"0",,,,"0","0",,,"-14,392,000"
			SaleOfInvestment,,,,,,,,,,,,,,,"0",,,,"0","0",,,
FinancingCashFlow,"-27,930,000","-3,354,000","-17,490,000","917,000","-8,003,000","-4,819,000","-536,000","-381,000","-1,235,000","-4,151,000","-2,629,000","-4,316,000","-1,487,000","-1,095,000","-30,389,000","-43,635,000","9,041,000","-3,368,000","33,089,000","-1,813,000","-101,382,000","-102,555,000","197,514,000"
	CashFlowFromContinuingFinancingActivities,"-27,930,000","-3,354,000","-17,490,000","917,000","-8,003,000","-4,819,000","-536,000","-381,000","-1,235,000","-4,151,000","-2,629,000","-4,316,000","-1,487,000","-1,095,000","-30,389,000","-43,635,000","9,041,000","-3,368,000","33,089,000","-1,813,000","-101,382,000","-102,555,000","197,514,000"
		NetIssuancePaymentsOfDebt,"-16,275,000","-750,000","-7,250,000","-750,000","-7,525,000","-750,000","-751,000","-733,000","-830,000","-830,000","-828,000","-4,336,000","-828,000","-828,000","-828,000","-825,000","-825,000","-826,000","-824,000","-823,000","-822,000","-823,000","292,117,000"
			NetLongTermDebtIssuance,"-16,275,000","-750,000","-7,250,000","-750,000","-7,525,000","-750,000","5,749,000","-7,233,000","-830,000","-830,000","-828,000","-4,336,000","-828,000","-828,000","-828,000","-825,000","-825,000","-826,000","-824,000","-823,000","-822,000","-823,000","-72,000"
				LongTermDebtIssuance,,,,,,,"0",,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-16,275,000","-750,000","-7,250,000","-750,000","-7,525,000","-750,000","-751,000","-7,233,000","-830,000","-830,000","-828,000","-4,336,000","-828,000","-828,000","-828,000","-825,000","-825,000","-826,000","-824,000","-823,000","-822,000","-823,000","-72,000"
			NetShortTermDebtIssuance,,,,,,,"0",,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,,,,,,"0",,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-10,011,000","-1,192,000",,,,"0","0","0","-33,000","-2,998,000","-1,795,000",,,,"-29,403,000",,,,,,,,
			CommonStockPayments,"-10,011,000","-1,192,000",,,,"0","0","0","-33,000","-2,998,000","-1,795,000",,,,"-29,403,000",,,,,,,,
		CashDividendsPaid,"-86,000","-1,000","-1,000","-38,000","-46,000","-13,000","-22,000","-39,000","-446,000","-176,000","-215,000","-285,000","-1,329,000","-761,000","-853,000","-986,000","-3,245,000","-2,241,000","-48,447,000","-1,034,000","-100,414,000","-96,739,000","-94,508,000"
			CommonStockDividendPaid,,,,,,,"-22,000","-39,000","-446,000","-176,000","-215,000","-285,000",,,,,,,,,,,
		ProceedsFromStockOptionExercised,"1,767,000","79,000","-1,270,000","2,345,000","613,000","574,000","238,000","543,000","102,000","312,000","209,000","310,000","670,000","1,498,000","695,000","3,888,000","9,472,000","675,000","70,000","44,000","120,000","40,000","422,000"
		NetOtherFinancingCharges,"-3,325,000","-1,490,000","-150,000","-640,000","-1,045,000","-4,630,000","-1,000","-152,000","-28,000","-459,000","0","-5,000","0","-1,004,000","0","-13,000","3,639,000","-976,000","-1,131,000","0","-266,000","-5,033,000","-517,000"
EndCashPosition,"170,849,000","171,681,000","157,804,000","157,460,000","169,654,000","145,969,000","158,461,000","157,195,000","150,150,000","135,777,000","114,657,000","124,582,000","244,190,000","265,436,000","281,606,000","309,362,000","343,931,000","307,095,000","260,820,000","183,519,000","157,914,000","238,622,000","329,554,000"
	ChangesInCash,"24,880,000","13,777,000","-11,000","-12,091,000","23,205,000","-12,226,000","-21,000","5,942,000","14,305,000","21,528,000","-10,447,000","-118,658,000","-20,687,000","-16,779,000","-27,688,000","-33,624,000","38,304,000","45,236,000","76,732,000","25,167,000","-80,980,000","-90,997,000","168,573,000"
	EffectOfExchangeRateChanges,"832,000","100,000","355,000","-103,000","480,000","-266,000","1,287,000","1,103,000","68,000","-408,000","522,000","-950,000","-559,000","609,000","-68,000","-945,000","-1,468,000","1,039,000","569,000","438,000","272,000","65,000","-725,000"
	BeginningCashPosition,"145,969,000","157,804,000","157,460,000","169,654,000","145,969,000","158,461,000","157,195,000","150,150,000","135,777,000","114,657,000","124,582,000","244,190,000","265,436,000","281,606,000","309,362,000","343,931,000","307,095,000","260,820,000","183,519,000","157,914,000","238,622,000","329,554,000","161,706,000"
IncomeTaxPaidSupplementalData,"11,710,000","1,806,000","1,906,000","724,000","7,274,000","290,000","663,000","417,000","1,700,000","189,000","1,290,000","187,000","2,174,000","683,000","3,016,000","698,000","3,501,000","53,000","11,093,000","108,000","776,000","14,320,000","-21,000"
InterestPaidSupplementalData,"16,740,000","3,478,000","4,777,000","4,809,000","3,676,000","3,682,000","3,691,000","3,724,000","1,308,000","4,194,000","4,418,000","4,928,000","4,857,000","4,682,000","4,907,000","4,607,000","4,543,000","4,291,000","4,078,000","4,063,000","3,860,000","4,274,000","67,000"
CapitalExpenditure,"-4,040,000","-966,000","-922,000","-1,490,000","-662,000","-2,252,000","-1,483,000","-1,385,000","-2,327,000","-390,000","-1,866,000","-2,961,000","-1,929,000","-1,835,000","-1,742,000","-1,723,000","-1,962,000","-2,539,000","-2,311,000","-1,053,000","-1,792,000","-1,858,000","-1,260,000"
IssuanceOfDebt,,,,,,,"0",,,,,,,,,,,,,,,,
RepaymentOfDebt,"-16,275,000","-750,000","-7,250,000","-750,000","-7,525,000","-750,000","-751,000","-7,233,000","-830,000","-830,000","-828,000","-4,336,000","-828,000","-828,000","-828,000","-825,000","-825,000","-826,000","-824,000","-823,000","-822,000","-823,000","-72,000"
RepurchaseOfCapitalStock,"-10,011,000","-1,192,000",,,,"0","0","0","-33,000","-2,998,000","-1,795,000",,,,"-29,403,000",,,,,,,,
FreeCashFlow,"52,810,000","17,131,000","17,479,000","-13,008,000","31,208,000","-7,407,000","515,000","6,323,000","15,540,000","25,679,000","-7,818,000","-4,911,000","-19,200,000","-15,684,000","2,701,000","10,011,000","29,263,000","48,604,000","43,643,000","26,980,000","5,813,000","11,558,000","-14,549,000"
