name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-441,810,000","-122,364,000","-101,887,000","-20,319,000","-13,634,000"
	CashFlowFromContinuingOperatingActivities,"-441,810,000","-122,364,000","-101,887,000","-20,319,000","-13,634,000"
		NetIncomeFromContinuingOperations,"-594,078,000","-153,098,000","-84,299,000","-75,525,000","-57,949,000"
		OperatingGainsLosses,"62,693,000","894,000","2,182,000","-184,000","884,000"
			GainLossOnSaleOfPPE,"63,544,000","0","1,204,000","647,000","10,000"
			NetForeignCurrencyExchangeGainLoss,"880,000","894,000","978,000","-831,000","874,000"
		DepreciationAmortizationDepletion,"12,023,000","4,853,000","3,890,000","988,000","471,000"
			DepreciationAndAmortization,"12,023,000","4,853,000","3,890,000","988,000","471,000"
		AssetImpairmentCharge,,,"-2,814,000",,"0"
		ProvisionandWriteOffofAssets,,,"0",,"0"
		StockBasedCompensation,"30,789,000","3,347,000","6,821,000","2,520,000","2,439,000"
		OtherNonCashItems,"99,344,000","1,241,000","-41,448,000","53,357,000","31,420,000"
		ChangeInWorkingCapital,"-51,980,000","20,399,000","13,781,000","-1,475,000","9,101,000"
			ChangeInPrepaidAssets,"-40,638,000","6,840,000","-12,707,000","-1,025,000","7,075,000"
			ChangeInPayablesAndAccruedExpense,"8,682,000","12,346,000","29,759,000","30,000","7,312,000"
				ChangeInPayable,"-29,076,000","5,747,000","3,809,000","-635,000","-253,000"
					ChangeInAccountPayable,"-29,076,000","5,747,000","3,809,000","-635,000","-253,000"
				ChangeInAccruedExpense,"37,758,000","6,599,000","25,950,000","665,000","7,565,000"
					ChangeInInterestPayable,,"-7,928,000",,"0",
			ChangeInOtherCurrentAssets,"-19,142,000","2,095,000","-3,271,000","-480,000","-5,286,000"
			ChangeInOtherCurrentLiabilities,,"-882,000",,"0",
InvestingCashFlow,"-139,368,000","-44,398,000","-58,417,000","-711,000","-18,000"
	CashFlowFromContinuingInvestingActivities,"-139,368,000","-44,398,000","-58,417,000","-711,000","-18,000"
		NetPPEPurchaseAndSale,"-139,368,000","-44,398,000","-58,417,000","-711,000","-18,000"
			PurchaseOfPPE,"-139,368,000","-44,398,000","-58,417,000","-711,000","-18,000"
		NetOtherInvestingChanges,,,,,"0"
FinancingCashFlow,"807,896,000","-85,676,000","-426,000","72,997,000","8,504,000"
	CashFlowFromContinuingFinancingActivities,"807,896,000","-85,676,000","-426,000","72,997,000","8,504,000"
		NetIssuancePaymentsOfDebt,"-75,286,000","-87,531,000","-521,000","70,347,000","12,657,000"
			NetLongTermDebtIssuance,"-75,286,000","-87,531,000","-521,000","70,347,000","12,657,000"
				LongTermDebtIssuance,"95,891,000","0","0","76,340,000","15,398,000"
				LongTermDebtPayments,"-171,177,000","-87,531,000","-521,000","-5,993,000","-2,741,000"
		NetCommonStockIssuance,,,"0",,"0"
			CommonStockIssuance,,,"0",,"0"
		ProceedsFromStockOptionExercised,"9,792,000","1,855,000","95,000","2,650,000","84,000"
		NetOtherFinancingCharges,,,"0",,"-4,237,000"
EndCashPosition,"279,964,000","277,386,000","530,477,000","53,246,000","1,827,000"
	ChangesInCash,"226,718,000","-252,438,000","-160,730,000","51,967,000","-5,148,000"
	EffectOfExchangeRateChanges,"-2,578,000","-653,000","63,000","-548,000","598,000"
	BeginningCashPosition,"53,246,000","530,477,000","691,144,000","1,827,000","6,377,000"
InterestPaidSupplementalData,"15,585,000","10,040,000",,"772,000",
CapitalExpenditure,"-139,368,000","-44,398,000","-58,417,000","-711,000","-18,000"
IssuanceOfCapitalStock,,,"0",,"0"
IssuanceOfDebt,"95,891,000","0","0","76,340,000","15,398,000"
RepaymentOfDebt,"-171,177,000","-87,531,000","-521,000","-5,993,000","-2,741,000"
FreeCashFlow,"-581,178,000","-166,762,000","-160,304,000","-21,030,000","-13,652,000"
