name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
OperatingCashFlow,"65,036,000","8,478,000","19,176,000","21,707,000","15,675,000","3,814,000","13,105,567","11,451,109","13,265,110","7,213,078","12,291,441","16,262,617","14,020,170","-7,962,755","-8,313,530","-6,803,030","-4,506,396","-6,081,450","-4,029,867","-2,632,841","-3,200,989","-3,878,875","-4,411,739","-3,278,026","-4,343,520","-5,930,218","-4,631,322","-5,343,193","-4,245,737","-3,794,969","-3,979,955","-3,552,924","-2,983,860","-2,425,044","-4,130,259","-1,683,987","-1,812,224","-2,249,204","-1,593,786","-1,100,934","-1,144,355","-1,301,291","-1,438,196","-1,252,640","-1,463,094","-831,119","-769,152","-817,344","-1,149,321","-1,021,588","-828,906","-1,353,231","-2,664,440","-2,836,612","-2,900,716","-2,520,257","-1,615,410","-1,224,029","-932,349","-692,121","-1,434,815","-1,365,649","-677,651","-66,354"
	CashFlowFromContinuingOperatingActivities,"65,036,000","8,478,000","19,176,000","21,707,000","15,675,000","3,814,000","13,105,567","11,451,109","13,265,110","7,213,078","12,291,441","16,262,617","14,020,170","-7,962,755","-8,313,530","-6,803,030","-4,506,396","-6,081,450","-4,029,867","-2,632,841","-3,200,989","-3,878,875","-4,411,739","-3,278,026","-4,343,520","-5,930,218","-4,631,322","-5,343,193","-4,245,737","-3,794,969","-3,979,955","-3,552,924","-2,983,860","-2,425,044","-4,130,259","-1,683,987","-1,812,224","-2,249,204","-1,593,786","-1,100,934","-1,144,355","-1,301,291","-1,438,196","-1,252,640","-1,463,094","-831,119","-769,152","-817,344","-1,149,321","-1,021,588","-828,906","-1,353,231","-2,664,440","-2,836,612","-2,900,716","-2,520,257","-1,615,410","-1,224,029","-932,349","-692,121","-1,434,815","-1,365,649","-677,651","-66,354"
		NetIncomeFromContinuingOperations,"45,060,000","13,241,000","9,309,000","10,329,000","12,181,000","7,663,000","11,437,131","43,339,867","9,779,987","10,426,015","7,929,713","13,630,179","10,959,948","-644,503","-14,499,609","-7,838,873","-5,965,140","-5,699,892","-5,387,698","-4,177,649","-3,879,901","-4,967,129","-4,163,320","-3,953,981","-4,568,914","-5,386,237","-5,815,158","-4,449,038","-4,558,503","-5,410,259","-3,490,030","-5,009,892","-3,198,020","-3,811,119","-1,354,658","-5,912,059","-3,143,590","-1,744,289",,,,,,,,"-1,517,136","-728,754","-903,985","-1,328,541","-1,045,043","-1,162,120","-1,286,720","-1,761,887","-3,031,201","-3,747,750","-2,855,360","-2,377,440","-1,584,047","-944,938","-734,347","-1,208,130","-1,252,078","-741,241","-1,321,388"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,"0","0","-210,331","397,235","-106,946","106,948","-152,783","-733,356","-389,596","-521,731","-333,956","1,180,278","-472,026","906,787","223,591","335,514","-1,330,155","2,676,601","498,587","45,326",,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","0","-210,331","397,235","-106,946","106,948","-152,783","-733,356","-389,596","-521,731","-333,956","1,180,278","-472,026","906,787","223,591","335,514","-1,330,155","2,676,601","498,587","45,326",,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"129,000","34,000","33,000","31,000","31,000","97,000","31,486","89,337","687,985","76,509","271,008","6,532","6,438","13,748","12,493","9,294","8,176","8,015","6,935","12,839","12,957","12,958","11,964","9,482","8,762","13,198","6,086","11,259","8,975","8,148","7,971","7,235","6,083","5,285","5,706","5,707","5,706","5,364","2,653","2,725","2,710","2,801","7,915","7,452","21,030","6,438","6,427","6,234","6,329","6,751","7,082","7,306","7,799","8,040","8,159","8,158","8,233","8,207","7,678","3,413","2,580","2,090","737","2,139"
			DepreciationAndAmortization,"129,000","34,000","33,000","31,000","31,000","97,000","31,486","89,337","687,985","76,509","271,008","6,532","6,438","13,748","12,493","9,294","8,176","8,015","6,935","12,839","12,957","12,958","11,964","9,482","8,762","13,198","6,086","11,259","8,975","8,148","7,971","7,235","6,083","5,285","5,706","5,707","5,706","5,364","2,653","2,725","2,710","2,801","7,915","7,452","21,030","6,438","6,427","6,234","6,329","6,751","7,082","7,306","7,799","8,040","8,159","8,158","8,233","8,207","7,678","3,413","2,580","2,090","737","2,139"
				Depreciation,"129,000","34,000","33,000","31,000","31,000","97,000","31,486","89,337","687,985","76,509","271,008","6,532","6,438","13,748","12,493","9,294","8,176","8,015","6,935","12,839","12,957","12,958","11,964","9,482","8,762","13,198","6,086","11,259","8,975","8,148","7,971","7,235",,,,,,,,"2,725",,,,"7,452","21,030","6,438",,"6,234","6,329","6,751",,"7,306","7,799","8,040",,,,,,,,,,
		DeferredTax,"9,667,000","1,901,000","2,745,000","2,301,000","2,720,000","1,550,000","-1,623,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"9,667,000","1,901,000","2,745,000","2,301,000","2,720,000","1,550,000","-1,623,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
