name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0"
		PrepaidAssets,"4,609,489","5,630,655","2,564,711","3,124,479","3,519,528","4,456,611","1,867,590","2,701,249","3,035,205","871,043","973,177","627,573","446,022","590,744","201,320","215,108","191,413","255,428","246,806","272,153","62,081","80,820","102,759","127,272","54,555","70,623","86,796","76,376","38,299","28,093","48,043","41,969","11,805","11,771","26,336","55,719","32,336","68,158","44,892","56,686","114,000","119,032","196,456","114,863","18,583","80,051","10,588","18,908","13,360","8,092","10,806","7,393","3,205","3,292"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","11,805","11,771","26,336","55,719","32,336","68,158","0","0","0",,"0","500,000","500,000","500,000","0","0","0","0","0","0","0","0"
	TotalNonCurrentAssets,"25,439,215","25,872,182","26,281,988","26,641,520","27,033,566","27,468,662","27,913,434","28,436,528","28,928,331","29,496,777","10,662,197","11,048,612","9,774,009","9,091,959","871,214","915,148","936,943","954,850","1,849,956","1,941,900","1,334,569","1,302,896","1,259,665","1,193,304","1,154,176","1,188,642","1,318,403","1,341,289","1,396,533","1,453,359","1,452,698","1,409,046","1,361,408","1,311,042","1,162,181","1,148,126","1,188,442","1,206,185","1,253,202","1,305,022","1,330,055","1,342,419","1,312,081","1,437,232","1,547,042","1,664,482","1,332,226","1,299,355","247,722","211,191","111,621","119,749","127,878","136,007"
		NetPPE,"137,441","472,638","492,887","530,295","564,754","594,828","626,715","660,056","701,967","735,877","744,306","779,286","790,878","149,330","149,936","152,898","157,608","167,305","180,459","183,248","182,295","173,649","89,273","26,365","23,076","10,239","10,104","10,674","11,744","12,813","13,436","13,909","13,688","15,057","16,464","17,871","19,278","20,685","22,067","23,449","24,055","23,931","11,702","12,155","12,608","13,061","13,514","12,737","13,159","13,581","14,004","14,426","14,848","15,270"
			GrossPPE,"137,441","796,987","492,887","530,295","564,754","813,886","626,715","660,056","701,967","884,793","744,306","779,286","790,878","254,032",,,,"241,581",,,,"199,338",,,,"32,653",,,,"30,607",,,"33,448","33,448","33,448","33,448","33,448","33,448","33,448","33,448","32,642","31,218","18,117","18,117","18,118","18,117","18,118","16,888","16,888","16,887","16,888","16,888","16,888","16,887"
				MachineryFurnitureEquipment,,"468,167",,,,"367,912",,,,"324,930",,,,"254,032",,,,"241,581",,,,"199,338",,,,"32,653",,,,"30,607",,,"33,448","33,448","33,448","33,448","33,448","33,448","33,448","33,448","32,642","31,218","18,117","18,117","18,118","18,117","18,118","16,888","16,888","16,887","16,888","16,888","16,888","16,887"
				OtherProperties,"137,441","328,820","492,887","530,295","564,754","445,974","626,715","660,056","701,967","559,863","744,306","779,286","790,878",,,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0"
			AccumulatedDepreciation,,"-324,349",,,,"-219,058",,,,"-148,916",,,,"-104,702",,,,"-74,276",,,,"-25,689",,,,"-22,414",,,,"-17,794",,,"-19,760","-18,391","-16,984","-15,577","-14,170","-12,763","-11,381","-9,999","-8,587","-7,287","-6,415","-5,962","-5,510","-5,056","-4,604","-4,151","-3,729","-3,306","-2,884","-2,462","-2,040","-1,617"
		GoodwillAndOtherIntangibleAssets,"25,288,915","25,386,685","25,776,242","26,098,366","26,455,953","26,860,975","27,270,706","27,740,529","28,210,351","28,680,173","9,825,652","10,099,070","8,789,159","8,937,580","716,229","757,201","774,286","782,496","1,664,448","1,753,603","1,147,225","1,124,198","1,165,343","1,161,890","1,126,051","1,173,354","1,303,250","1,325,566","1,379,740","1,435,497","1,434,213","1,390,088","1,342,671","1,290,936","1,140,668","1,125,206","1,164,115","1,180,451","1,226,086","1,276,524","1,300,951","1,313,439","1,300,379","1,258,410","1,242,767","1,234,754","1,303,712","1,286,618","234,563","197,610","97,617","105,323","113,030","120,737"
			Goodwill,"14,740,031","14,740,031","14,740,031","14,740,031","14,740,031","14,740,031","14,740,031","14,740,031","14,740,031","14,740,031","3,678,513","3,678,513","3,678,513","3,678,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"10,548,884","10,646,654","11,036,211","11,358,335","11,715,922","12,120,944","12,530,675","13,000,498","13,470,320","13,940,142","6,147,139","6,420,557","5,110,646","5,259,067","716,229","757,201","774,286","782,496","1,664,448","1,753,603","1,147,225","1,124,198","1,165,343","1,161,890","1,126,051","1,173,354","1,303,250","1,325,566","1,379,740","1,435,497","1,434,213","1,390,088","1,342,671","1,290,936","1,140,668","1,125,206","1,164,115","1,180,451","1,226,086","1,276,524","1,300,951","1,313,439","1,300,379","1,258,410","1,242,767","1,234,754","1,303,712","1,286,618","234,563","197,610","97,617","105,323","113,030","120,737"
		NonCurrentPrepaidAssets,"12,859",,,,,,,,,,,,,"5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049",,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"12,859","12,859","12,859","12,859","12,859","12,859","16,013","35,943","16,013","80,727","92,239","170,256","193,972",,,,"5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049",,"5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","5,049","0","166,667","291,667","416,667","15,000","0","0","0","0","0","0","0"
TotalLiabilitiesNetMinorityInterest,"7,088,074","9,605,475","7,833,066","6,948,238","5,735,443","10,353,840","8,466,900","12,554,236","12,610,133","11,776,266","7,418,342","7,727,341","5,814,983","6,596,133","2,556,388","2,844,775","2,438,918","3,543,202","3,762,400","4,008,579","3,866,296","3,666,580","3,220,609","2,841,007","2,551,208","3,371,784","3,080,010","2,279,242","2,180,722","2,418,722","1,522,525","1,482,437","1,912,659","1,968,652","757,725","712,270","751,208","679,945","890,250","1,024,587","949,526","1,303,317","739,440","1,862,570","1,874,593","1,854,829","627,414","620,772","13,879","37,830","11,781","48,343","193,073","217,797"
	CurrentLiabilities,"6,875,128","9,368,749","7,572,452","6,665,304","5,430,404","10,028,307","8,110,282","12,166,582","9,471,743","6,107,513","5,410,141","5,672,437","3,856,267","4,231,133","2,556,388","2,844,775","2,438,918","3,543,202","3,762,400","4,008,579","3,866,296","3,666,580","3,220,609","2,841,007","2,551,208","3,371,784","3,080,010","2,279,242","2,180,722","2,418,722","1,522,525","1,482,437","1,912,659","1,968,652","757,725","712,270","751,208","679,945","890,250","1,024,587","949,526","1,303,317","739,440","862,570","874,593","854,829","627,414","620,772","13,879","37,830","11,781","48,343","193,073","217,797"
		PayablesAndAccruedExpenses,"5,494,503","7,887,860","7,122,984","6,235,424","4,862,875","9,619,292","7,527,422","11,398,378","8,862,826","5,412,068","4,180,761","4,791,078","3,100,378","3,620,508","1,743,072","1,999,622","1,582,004","3,036,042","3,033,308","2,971,667","2,536,522","3,279,999","2,454,502","2,173,758","1,705,982","3,144,782","2,786,898","1,943,029","1,927,284","2,298,592","1,522,525","1,439,529","1,743,945","1,964,400","744,453","582,150","626,686","630,693","578,476","747,511","746,373","912,712","599,140","709,960","699,143","629,109","627,414","620,772","13,879","37,830","11,781","48,343","189,073","213,797"
			Payables,"3,776,448","4,985,024","4,662,736","4,146,773","3,993,084","7,198,931","5,733,403","9,354,043","7,188,349","3,611,433","3,573,761","3,950,235","2,808,922","2,319,626","928,542","1,171,082","1,032,348","2,082,095","2,598,749","2,775,380","2,479,229","2,991,731","2,412,100","2,005,759","1,697,892","3,137,799","2,741,893","1,933,178","1,896,433","2,273,133","1,514,675","1,439,529","1,743,945","1,952,400","744,453","582,150","626,686","624,693","578,476","747,511","746,373","906,712","599,140","607,460","669,143","608,409","627,414","620,772","13,807","33,224","11,781","27,743","182,800","171,864"
				AccountsPayable,"3,776,448","4,985,024","4,662,736","4,146,773","3,993,084","5,588,118","4,122,590","3,993,231","3,188,349","2,111,433","2,763,761","2,876,235","1,716,922","2,319,626","928,542","1,171,082","1,032,348","2,082,095","2,598,749","2,775,380","2,479,229","2,991,731","2,412,100","2,005,759","1,697,892","3,137,799","2,741,893","1,933,178","1,896,433","2,273,133","1,514,675","1,439,529","1,597,903","1,952,400","744,453","582,150","626,686","624,693","578,476","747,511","746,051","906,712","599,140","607,460","669,143","608,409","627,414","620,772","13,807","33,224","11,781","27,743","182,800","171,864"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146,042",,,,,,"0","0","322","0","0",,,,,,,,,"0","0",
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","322","0","0",,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,"447,670",,,,"0","0","0","0","570,000",,"570,000","570,000","570,000",,"570,000","570,000",,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,"1,610,813","1,610,813","5,360,812","4,000,000","1,500,000","810,000","1,074,000","1,092,000",,"763,084","994,142","898,478","1,624,806","1,877,991","1,871,423","1,948,787","2,622,517","2,220,703","1,811,033","1,502,816","2,355,608","2,566,969","1,190,995","1,163,302","1,502,761",,"506,901","797,725","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0"
			CurrentAccruedExpenses,"1,718,055","2,902,836","2,460,248","2,088,651","869,791","2,420,361","1,794,019","2,044,335","1,674,477","1,800,635","607,000","840,843","291,456","1,300,882","814,530","828,540","549,656","953,947","434,559","196,287","57,293","288,268","42,402","167,999","8,090","6,983","45,005","9,851","30,851","25,459","7,850","0","0","12,000","0","0","0","6,000","0","0","0","6,000","0","102,500","30,000","20,700","0","0","72","4,606","0","20,600","6,273","41,933"
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","45,000","30,000","15,000",,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","87,500","43,750","0",,"0","0","60,000",,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"87,581","90,982","101,063","110,271","119,389","123,220","121,583","119,512","117,479","115,431","113,476","111,968","110,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","4,000","4,000"
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","4,000","4,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","4,000","4,000"
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
			CurrentCapitalLeaseObligation,"87,581","90,982","101,063","110,271","119,389","123,220","121,583","119,512","117,479","115,431","113,476","111,968","110,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"1,293,044","1,389,907","348,405","319,609","448,140","285,795","461,277","648,692","491,438","580,014","1,115,904","769,391","645,824","610,625","813,316","845,153","856,914","507,160","729,092","1,036,912","1,329,774","386,581","766,107","667,249","845,226","227,002","293,112","336,213","253,438","120,130","0","42,908","168,714","4,252","13,272","42,620","80,772","49,252","311,774","277,076","203,153","330,605","140,300","152,610","175,450","225,720",,,,,,,,
			CurrentDeferredRevenue,"1,293,044","1,389,907","348,405","319,609","448,140","285,795","461,277","648,692","491,438","580,014","1,115,904","769,391","645,824","610,625","813,316","845,153","856,914","507,160","729,092","1,036,912","1,329,774","386,581","766,107","667,249","845,226","227,002","293,112","336,213","253,438","120,130","0","42,908","168,714","4,252","13,272","42,620","80,772","49,252","311,774","277,076","203,153","330,605","140,300","152,610","175,450","225,720",,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,"110,065",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","1,193,661","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"212,946","236,726","260,614","282,934","305,039","325,533","356,618","387,654","3,138,390","5,668,753","2,008,201","2,054,904","1,958,716","2,365,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000,000","1,000,000","1,000,000","0","0","0","0","0","0","0","0"
		LongTermDebtAndCapitalLeaseObligation,"212,946","236,726","260,614","282,934","305,039","325,533","356,618","387,654","418,390","448,753","478,201","508,904","537,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","1,000,000",,,,,,,,,
			LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,000,000","1,000,000",,,,,,,,"0","0"
			LongTermCapitalLeaseObligation,"212,946","236,726","260,614","282,934","305,039","325,533","356,618","387,654","418,390","448,753","478,201","508,904","537,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,,,,,"0","0","0","2,720,000","5,220,000","1,530,000","1,546,000","1,421,000","2,365,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,
		DuetoRelatedPartiesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"1,000,000",,,,,,,,
		OtherNonCurrentLiabilities,,,,,,,,,,,,,"537,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,
TotalEquityGrossMinorityInterest,"131,050,845","131,379,717","126,817,740","124,675,142","121,835,237","49,973,914","46,679,214","43,503,026","43,624,992","44,862,259","41,135,389","41,909,763","19,441,876","18,458,445","17,204,166","15,800,058","6,833,455","6,220,539","6,052,242","6,469,870","7,058,941","7,812,179","8,040,796","8,155,236","8,546,549","8,942,496","9,239,702","4,702,720","4,578,474","4,610,084","4,853,042","4,783,038","4,602,663","2,039,368","2,066,391","1,783,692","1,390,633","1,495,459","1,334,123","1,390,679","1,408,490","1,589,170","1,910,157","1,299,390","1,678,866","1,893,798","1,425,450","1,831,094","619,305","852,312","1,121,920","1,418,636","1,760,781","2,425,504"
	StockholdersEquity,"131,050,845","131,379,717","126,817,740","124,675,142","121,835,237","49,973,914","46,679,214","43,503,026","43,624,992","44,862,259","41,135,389","41,909,763","19,441,876","18,458,445","17,204,166","15,800,058","6,833,455","6,220,539","6,052,242","6,469,870","7,058,941","7,812,179","8,040,796","8,155,236","8,546,549","8,942,496","9,239,702","4,702,720","4,578,474","4,610,084","4,853,042","4,783,038","4,602,663","2,039,368","2,066,391","1,783,692","1,390,633","1,495,459","1,334,123","1,390,679","1,408,490","1,589,170","1,910,157","1,299,390","1,678,866","1,893,798","1,425,450","1,831,094","619,305","852,312","1,121,920","1,418,636","1,760,781","2,425,504"
		CapitalStock,"17,903","17,861","17,728","17,495","17,261","15,223","15,072","14,753","14,647","14,601","14,174","14,117","12,279","12,039","11,971","11,557","29,637","29,318","29,275","29,256","29,738","29,719","29,672","29,263","29,043","29,031","29,018","22,950","22,925","22,867","23,362","23,362","23,168","14,773","14,752","14,252","14,232","14,232","14,232","14,192","14,192","14,192","14,192","13,869","13,869","13,607","13,234","13,234","12,881","12,826","12,726","12,689","12,423","12,263"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,"0","0"
			CommonStock,"17,903","17,861","17,728","17,495","17,261","15,223","15,072","14,753","14,647","14,601","14,174","14,117","12,279","12,039","11,971","11,557","29,637","29,318","29,275","29,256","29,738","29,719","29,672","29,263","29,043","29,031","29,018","22,950","22,925","22,867","23,362","23,362","23,168","14,773","14,752","14,252","14,232","14,232","14,232","14,192","14,192","14,192","14,192","13,869","13,869","13,607","13,234","13,234","12,881","12,826","12,726","12,689","12,423","12,263"
			OtherCapitalStock,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"170,047,698","166,615,514","162,677,132","160,574,661","158,087,090","85,590,428","83,653,045","80,194,282","79,238,886","78,272,268","72,561,045","71,764,534","49,705,102","48,725,211","47,361,086","44,915,896","36,211,722","35,267,919","33,854,614","33,649,474","33,876,562","33,747,137","33,623,051","32,911,750","32,631,226","32,185,499","32,075,631","27,806,253","27,720,330","27,595,609","28,398,825","27,304,112","27,155,730","8,726,708","8,449,271","6,203,546","6,164,666","6,164,666","5,353,440","5,303,862","5,245,612","5,125,558","4,942,777","3,658,450","3,605,353","3,355,615","0","0","1,929,683","1,747,962","1,626,313","1,400,859","695,840","0"
		RetainedEarnings,"-39,014,756","-35,253,658","-35,877,120","-35,917,014","-36,269,114","-35,631,737","-36,988,903","-36,706,009","-35,628,541","-33,424,610","-31,439,830","-29,868,888","-30,275,505","-30,278,805","-30,168,891","-30,413,819","-30,694,328","-30,363,122","-30,126,063","-29,503,276","-29,141,775","-28,259,093","-27,906,343","-27,663,738","-27,071,806","-26,719,890","-26,305,240","-26,393,176","-26,235,951","-26,124,750","-25,716,530","-25,322,216","-25,269,535","-24,616,220","-24,481,381","-24,492,157","-24,846,316","-24,741,490","-24,860,483","-24,754,309","-24,678,248","-24,377,514","-23,873,746","-22,654,367","-22,221,684","-21,756,752","-21,758,745","-21,254,167","-19,308,695","-19,047,728","-16,717,114","-16,194,907","-15,852,762","-14,492,039"
		OtherEquityInterest,,,,,,,,,,,,,,,,"1,286,424","1,286,424","1,286,424","2,294,416","2,294,416","2,294,416","2,294,416","2,294,416","2,877,961","2,958,086","3,447,856","3,440,293","3,266,693","3,071,170","3,116,358","2,147,385","2,777,780","2,693,300","17,914,107","18,083,749","20,058,051","20,058,051","20,058,051","20,826,934","20,826,934","20,826,934","20,826,934","20,826,934","20,281,438","20,281,328","20,281,328","23,170,961","23,072,027","17,985,436","18,139,252","16,199,995","16,199,995","16,905,280","16,905,280"
TotalCapitalization,"131,050,845","131,379,717","126,817,740","124,675,142","121,835,237","49,973,914","46,679,214","43,503,026","43,624,992","44,862,259","41,135,389","41,909,763","19,441,876","18,458,445","17,204,166","15,800,058","6,833,455","6,220,539","6,052,242","6,469,870","7,058,941","7,812,179","8,040,796","8,155,236","8,546,549","8,942,496","9,239,702","4,702,720","4,578,474","4,610,084","4,853,042","4,783,038","4,602,663","2,039,368","2,066,391","1,783,692","1,390,633","1,495,459","1,334,123","1,390,679","1,408,490","1,589,170","1,910,157","2,299,390","2,678,866","1,893,798","1,425,450","1,831,094","619,305","852,312","1,121,920","1,418,636","1,760,781","2,425,504"
CommonStockEquity,"131,050,845","131,379,717","126,817,740","124,675,142","121,835,237","49,973,914","46,679,214","43,503,026","43,624,992","44,862,259","41,135,389","41,909,763","19,441,876","18,458,445","17,204,166","15,800,058","6,833,455","6,220,539","6,052,242","6,469,870","7,058,941","7,812,179","8,040,796","8,155,236","8,546,549","8,942,496","9,239,702","4,702,720","4,578,474","4,610,084","4,853,042","4,783,038","4,602,663","2,039,368","2,066,391","1,783,692","1,390,633","1,495,459","1,334,123","1,390,679","1,408,490","1,589,170","1,910,157","1,299,390","1,678,866","1,893,798","1,425,450","1,831,094","619,305","852,312","1,121,920","1,418,636","1,760,781","2,425,504"
CapitalLeaseObligations,"300,527","327,708","361,677","393,205","424,428","448,753","478,201","507,166","535,869","564,184","591,677","620,872","647,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"105,761,930","105,993,032","101,041,498","98,576,776","95,379,284","23,112,939","19,408,508","15,762,497","15,414,641","16,182,086","31,309,737","31,810,693","10,652,717","9,520,865","16,487,937","15,042,857","6,059,169","5,438,043","4,387,794","4,716,267","5,911,716","6,687,981","6,875,453","6,993,346","7,420,498","7,769,142","7,936,452","3,377,154","3,198,734","3,174,587","3,418,829","3,392,950","3,259,992","748,432","925,723","658,486","226,518","315,008","108,037","114,155","107,539","275,731","609,778","40,980","436,099","659,044","121,738","544,476","384,742","654,702","1,024,303","1,313,313","1,647,751","2,304,767"
WorkingCapital,"105,824,576","105,744,261","100,796,366","98,316,556","95,106,710","22,830,785","19,122,398","15,454,152","17,835,051","21,034,235","32,481,393","32,916,055","11,626,583","11,731,486","16,332,952","14,884,910","5,896,512","5,265,689","4,202,286","4,527,970","5,724,372","6,509,283","6,781,131","6,961,932","7,392,373","7,753,854","7,921,299","3,361,431","3,181,941","3,156,725","3,400,344","3,373,992","3,241,255","728,326","904,210","635,566","202,191","289,274","80,921","85,657","78,435","246,751","598,076","862,158","1,131,824","1,229,316","93,224","531,739","371,583","641,121","1,010,299","1,298,887","1,632,903","2,289,497"
