name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"820,700,000","190,600,000","223,500,000","182,000,000","224,600,000","165,400,000","174,500,000","149,600,000","177,400,000","140,200,000","78,500,000","117,800,000","148,300,000","126,100,000","126,200,000","115,400,000","141,500,000","110,500,000","120,900,000","101,200,000","102,200,000","75,600,000","110,900,000","102,100,000","107,500,000","67,200,000","290,300,000","55,000,000","51,400,000","38,100,000","17,400,000","14,100,000","32,800,000","-34,700,000","-38,900,000","-26,900,000"
	CashFlowFromContinuingOperatingActivities,"820,700,000","190,600,000","223,500,000","182,000,000","224,600,000","165,400,000","174,500,000","149,600,000","177,400,000","140,200,000","78,500,000","117,800,000","148,300,000","126,100,000","126,200,000","115,400,000","141,500,000","110,500,000","120,900,000","101,200,000","102,200,000","75,600,000","110,900,000","102,100,000","107,500,000","67,200,000","290,300,000","55,000,000","51,400,000","38,100,000","17,400,000","14,100,000","32,800,000","-34,700,000","-38,900,000","-26,900,000"
		NetIncomeFromContinuingOperations,"617,800,000","159,600,000","165,100,000","131,100,000","162,000,000","159,600,000","132,300,000","115,800,000","107,800,000","129,000,000","31,100,000","100,400,000","90,900,000","95,300,000","91,900,000","96,800,000","94,600,000","89,000,000","77,100,000","76,500,000","68,100,000","63,100,000","71,000,000","48,400,000","39,900,000","47,000,000","89,100,000","39,000,000","36,900,000","28,400,000","18,900,000","15,600,000","12,200,000","-13,800,000","-61,100,000","-30,100,000"
		OperatingGainsLosses,"-8,300,000","-400,000","-2,000,000","-3,000,000","-2,900,000","-2,700,000","-3,100,000","-3,600,000","-1,200,000","-2,900,000","-3,700,000",,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","0","-200,000","-200,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-8,300,000","-400,000","-2,000,000","-3,000,000","-2,900,000","-2,700,000","-3,100,000","-3,600,000","-900,000","-2,700,000","-2,900,000",,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"169,800,000","44,400,000","43,500,000","41,500,000","40,400,000","40,200,000","40,000,000","39,500,000","38,900,000","38,500,000","41,400,000","34,500,000","34,000,000","32,600,000","32,200,000","30,600,000","30,200,000","30,000,000","29,300,000","28,500,000","28,500,000","26,800,000","27,600,000","24,700,000","24,800,000","22,600,000","45,400,000","13,700,000","13,200,000","13,800,000","13,200,000","13,600,000","13,900,000","3,700,000","2,400,000","2,900,000"
			DepreciationAndAmortization,"169,800,000","44,400,000","43,500,000","41,500,000","40,400,000","40,200,000","40,000,000","39,500,000","38,900,000","38,500,000","41,400,000","34,500,000","34,000,000","32,600,000","32,200,000","30,600,000","30,200,000","30,000,000","29,300,000","28,500,000","28,500,000","26,800,000","27,600,000","24,700,000","24,800,000","22,600,000","45,400,000","13,700,000","13,200,000","13,800,000","13,200,000","13,600,000","13,900,000","3,700,000","2,400,000","2,900,000"
				Depreciation,"169,800,000","44,400,000","43,500,000","41,500,000","40,400,000","40,200,000","40,000,000","39,500,000","38,900,000","38,500,000","41,400,000","34,500,000","34,000,000","32,600,000","32,200,000","30,600,000","30,200,000","30,000,000","29,300,000","28,500,000","28,500,000","26,800,000","27,600,000","24,700,000","24,800,000","22,600,000","45,400,000","13,700,000","13,200,000","13,800,000","13,200,000","13,600,000","13,900,000","3,700,000","2,400,000","2,900,000"
