name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalAssets,"2,541,400,000","2,422,400,000","2,437,200,000","2,414,500,000","2,152,800,000","1,864,700,000","1,847,000,000","1,848,400,000","1,553,100,000","1,526,200,000","1,426,300,000","1,422,100,000","1,447,800,000","1,419,300,000","1,426,000,000","1,423,800,000","1,405,400,000","1,385,200,000","1,422,700,000","1,386,700,000","1,413,100,000","1,446,100,000","1,433,400,000","1,421,600,000","1,236,600,000","1,250,100,000","1,263,100,000","1,251,300,000","1,534,900,000","1,743,600,000","1,816,300,000","1,772,600,000","1,766,000,000","1,770,900,000","1,792,000,000","1,739,700,000","1,764,400,000","1,752,500,000","1,694,300,000","1,661,400,000","1,390,300,000","1,320,600,000","1,381,300,000","1,419,800,000","1,370,800,000","1,342,400,000","1,325,700,000","1,274,800,000","1,271,400,000","1,085,500,000","1,035,500,000","1,035,500,000","1,069,800,000","1,145,400,000","1,210,300,000","1,212,800,000","1,199,600,000","1,165,200,000","805,500,000","773,500,000","717,600,000","655,400,000","621,100,000","1,597,900,000","1,601,700,000","1,538,900,000","2,197,800,000","2,208,700,000","1,876,500,000","1,882,400,000","1,521,000,000","1,620,000,000","1,593,000,000","1,623,000,000","2,046,400,000","2,102,700,000","2,145,000,000","2,225,400,000","2,501,600,000","2,624,900,000","2,662,000,000","2,743,700,000","3,364,300,000","3,342,800,000","3,279,300,000","3,343,100,000","3,308,100,000","3,199,400,000","3,150,100,000","3,198,800,000","3,095,200,000","3,046,200,000","2,933,600,000","2,990,900,000","2,983,800,000","3,011,900,000","2,963,800,000","3,013,900,000","2,964,300,000","2,969,000,000","2,936,300,000","2,934,000,000","2,869,200,000","2,856,200,000","2,873,900,000","2,813,200,000","2,787,500,000","2,747,500,000","2,772,800,000","2,698,100,000","2,598,200,000","2,599,200,000","2,588,200,000","2,527,900,000","2,483,300,000","2,515,300,000","2,547,000,000","2,098,800,000","2,071,800,000","2,079,100,000","2,107,100,000","2,134,100,000","2,085,000,000","2,103,700,000","2,124,100,000"
	CurrentAssets,"1,321,400,000","1,205,400,000","1,223,300,000","1,200,600,000","930,800,000","1,121,400,000","1,109,600,000","1,107,700,000","806,400,000","779,800,000","668,600,000","649,700,000","671,100,000","656,600,000","673,000,000","704,800,000","682,300,000","656,600,000","662,600,000","615,800,000","636,200,000","655,900,000","657,900,000","640,400,000","447,800,000","501,600,000","564,500,000","546,500,000","823,200,000","825,200,000","822,900,000","769,100,000","677,000,000","690,800,000","752,600,000","736,300,000","757,500,000","741,700,000","755,700,000","722,500,000","482,200,000","434,500,000","408,100,000","439,700,000","433,100,000","471,400,000","455,800,000","432,600,000","429,400,000","300,700,000","337,300,000","322,100,000","334,800,000","428,700,000","467,900,000","470,900,000","476,000,000","454,600,000","425,800,000","409,000,000","385,400,000","384,900,000","377,900,000","314,200,000","334,200,000","287,300,000","271,000,000","292,300,000","312,600,000","321,900,000","407,000,000","465,000,000","434,000,000","426,000,000","465,100,000","505,300,000","533,300,000","516,600,000","594,300,000","677,600,000","679,500,000","759,200,000","990,500,000","903,700,000","991,300,000","1,012,100,000","962,600,000","971,400,000","936,100,000","973,900,000","971,500,000","955,400,000","931,400,000","1,030,000,000","1,034,400,000","1,060,400,000","1,008,700,000","1,045,600,000","1,009,700,000","1,004,700,000","1,009,900,000","1,023,700,000","940,400,000","945,000,000","978,800,000","932,800,000","893,500,000","871,500,000","882,000,000","842,800,000","778,600,000","781,800,000","779,200,000","737,000,000","760,300,000","794,500,000","820,000,000","766,000,000","795,600,000","799,500,000","801,400,000","817,200,000","773,300,000","796,800,000","815,700,000"
		CashCashEquivalentsAndShortTermInvestments,"261,000,000","303,200,000","295,700,000","283,100,000","128,000,000","780,300,000","750,100,000","710,600,000","346,500,000","343,000,000","197,400,000","146,800,000","137,600,000","162,300,000","182,700,000","235,900,000","218,800,000","234,800,000","265,300,000","232,800,000","229,900,000","286,200,000","273,900,000","267,300,000","80,700,000","102,500,000","112,600,000","84,300,000","250,900,000","291,700,000","312,400,000","301,400,000","290,100,000","299,000,000","340,500,000","329,000,000","333,600,000","358,400,000","335,500,000","317,800,000","77,300,000","49,800,000","23,600,000","59,800,000","55,900,000","135,600,000","143,700,000","134,400,000","135,500,000","30,300,000","34,600,000","14,600,000","3,300,000","200,000","1,100,000","27,400,000","47,500,000","68,700,000","101,400,000","70,900,000","51,800,000","50,000,000","52,700,000","37,300,000","38,500,000","49,500,000","43,300,000","54,300,000","24,500,000","55,400,000","32,000,000","27,000,000","14,000,000","36,000,000","50,200,000","83,900,000","89,700,000","78,700,000","93,900,000","147,300,000","148,900,000","153,300,000","212,100,000","65,600,000","44,200,000","23,400,000","46,500,000","19,900,000","15,900,000","21,200,000","8,600,000","26,200,000","10,800,000","98,300,000","97,400,000","113,400,000","21,100,000","15,800,000","26,300,000","17,400,000","14,500,000","81,300,000","21,600,000","10,800,000","14,100,000","21,900,000","11,200,000","14,800,000","7,400,000","17,600,000","53,100,000","78,500,000","57,600,000","14,700,000","13,900,000","20,800,000","15,300,000","19,100,000","16,500,000","18,000,000","14,300,000","15,800,000","23,300,000","22,100,000","13,100,000"
			CashAndCashEquivalents,"261,000,000","303,200,000","295,700,000","283,100,000","128,000,000","780,300,000","750,100,000","710,600,000","307,200,000","264,300,000","172,100,000","122,400,000","115,300,000","125,600,000","94,300,000","164,000,000","135,000,000","51,100,000","73,900,000","57,100,000","34,400,000","55,200,000","72,900,000","195,300,000","70,700,000","72,500,000","82,600,000","54,300,000","220,900,000","177,700,000","212,300,000","174,200,000","185,600,000","169,500,000","224,600,000","281,700,000","248,000,000","273,400,000","255,600,000","317,800,000","77,300,000","49,800,000","23,600,000","59,800,000","55,900,000","135,600,000","143,700,000","134,400,000","135,500,000","30,300,000","34,600,000","14,600,000","3,300,000","200,000","1,100,000","27,400,000","47,500,000","68,700,000","101,400,000","70,900,000","51,800,000","50,000,000","52,700,000","37,300,000","38,500,000","49,500,000","43,300,000","54,300,000","24,500,000","55,400,000","32,000,000","27,000,000","14,000,000","36,000,000","50,200,000","83,900,000","89,700,000","78,700,000","93,900,000","147,300,000","148,900,000","153,300,000","212,100,000","65,600,000","44,200,000","23,400,000","46,500,000","19,900,000","15,900,000","21,200,000","8,600,000","26,200,000","10,800,000","98,300,000","97,400,000","113,400,000","21,100,000","15,800,000","26,300,000","17,400,000","14,500,000","81,300,000","21,600,000","10,800,000","14,100,000","21,900,000","11,200,000","14,800,000","7,400,000","17,600,000","53,100,000","78,500,000","57,600,000","14,700,000","13,900,000","20,800,000","15,300,000","19,100,000","16,500,000","18,000,000","14,300,000","15,800,000","23,300,000","22,100,000","13,100,000"
				CashFinancial,,"303,200,000",,,,"780,300,000","750,100,000","710,600,000","199,600,000","28,200,000","29,300,000","32,200,000","29,300,000","22,900,000","23,200,000","18,100,000","17,300,000","23,500,000","17,300,000","30,700,000","23,500,000","37,900,000","26,800,000","50,600,000","34,500,000",,"37,100,000","42,300,000","204,900,000","29,500,000","35,400,000","69,700,000","68,500,000","57,700,000","89,500,000",,"82,900,000","107,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,"0","0","0","107,600,000","236,100,000","142,800,000","90,200,000","86,000,000","102,700,000","71,100,000","145,900,000","117,700,000","27,600,000","56,600,000","26,400,000","10,900,000","17,300,000","46,100,000","144,700,000","36,200,000",,"45,500,000","12,000,000","16,000,000","148,200,000","176,900,000","104,500,000","117,100,000","111,800,000","135,100,000",,"165,100,000","165,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,"0","0","0","39,300,000","78,700,000","25,300,000","24,400,000","22,300,000","36,700,000","88,400,000","71,900,000","83,800,000","183,700,000","191,400,000","175,700,000","195,500,000","231,000,000","201,000,000","72,000,000","10,000,000","30,000,000","30,000,000","30,000,000","30,000,000","114,000,000","100,100,000","127,200,000","104,500,000","129,500,000","115,900,000","47,300,000","85,600,000","85,000,000","79,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"557,700,000","448,900,000","446,300,000","474,700,000","381,700,000","160,500,000","176,600,000","190,000,000","244,900,000","239,800,000","260,300,000","250,100,000","276,600,000","260,300,000","269,900,000","262,700,000","261,000,000","180,500,000","153,600,000","156,300,000","168,800,000","149,600,000","149,500,000","142,800,000","147,400,000","122,800,000","136,000,000","144,500,000","158,500,000","140,200,000","142,800,000","134,100,000","135,200,000","133,200,000","136,600,000","134,300,000","153,600,000","127,200,000","156,400,000","131,300,000","130,100,000","100,100,000","131,000,000","122,900,000","117,300,000","88,200,000","90,200,000","90,900,000","100,000,000","86,100,000","81,100,000","77,300,000","80,000,000","127,800,000","124,100,000","122,700,000","130,000,000","112,300,000","116,900,000","123,700,000","122,000,000","106,000,000","116,200,000","119,800,000","129,000,000","101,500,000","112,900,000","108,000,000","108,200,000","111,000,000","111,000,000","149,000,000","149,000,000","152,000,000","150,800,000","150,100,000","162,700,000","149,500,000","163,400,000","200,500,000","201,400,000","206,400,000","296,500,000","342,400,000","441,600,000","429,800,000","370,800,000","365,100,000","290,400,000","261,000,000","287,400,000","271,700,000","275,800,000","282,700,000","298,100,000","294,600,000","319,200,000","340,200,000","305,000,000","289,800,000","283,600,000","252,400,000","261,600,000","274,600,000","300,700,000","308,600,000","277,800,000","252,800,000","266,500,000","199,200,000","214,000,000","222,200,000","240,100,000","234,700,000","241,200,000","298,100,000","316,800,000","270,000,000","232,500,000","249,300,000","236,600,000","218,800,000","218,100,000","222,200,000","246,900,000"
			AccountsReceivable,"432,200,000","332,700,000","361,600,000","389,200,000","305,800,000","112,800,000","119,000,000","126,400,000","175,200,000","167,100,000","188,100,000","178,100,000","195,800,000","179,800,000","194,500,000","191,200,000","185,300,000","165,000,000","138,200,000","145,600,000","157,000,000","137,700,000","142,200,000","134,600,000","138,800,000","116,700,000","131,600,000","138,600,000","149,700,000","129,300,000","132,400,000","123,100,000","123,500,000","119,800,000","122,100,000","122,700,000","141,800,000","123,800,000","156,400,000","131,300,000","130,100,000","98,900,000","129,100,000","114,400,000","114,000,000","83,000,000","90,200,000","90,900,000","100,000,000","83,700,000","81,100,000","74,200,000","70,700,000","98,500,000","115,400,000","114,400,000","121,200,000","96,500,000","112,100,000","116,700,000","115,700,000","98,400,000","109,300,000","114,100,000","129,000,000","101,500,000","112,900,000","108,000,000","103,000,000","97,400,000","106,000,000","128,000,000","122,000,000","103,000,000","117,200,000","111,600,000","122,200,000","103,100,000","117,300,000","142,300,000","131,600,000","124,100,000","145,500,000","168,300,000","175,900,000","188,700,000","200,900,000","177,700,000",,"154,100,000",,,,"170,100,000",,,,"232,900,000",,,,"177,900,000",,,,"222,900,000",,,"266,500,000","150,700,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"432,800,000","333,500,000","362,400,000","389,900,000","306,700,000","113,600,000","119,800,000","127,500,000","176,600,000","168,500,000","188,900,000","178,900,000","196,600,000","180,600,000","195,700,000","192,400,000","186,500,000","166,200,000","139,000,000","146,700,000","158,100,000","138,500,000","143,000,000","135,400,000","139,600,000","117,500,000","132,400,000","139,400,000","150,500,000","130,100,000","133,200,000","123,900,000","124,300,000","120,600,000","122,900,000","123,500,000","142,600,000","124,600,000","157,100,000","132,200,000",,"98,900,000","129,800,000","114,400,000",,"83,600,000",,,,"84,500,000",,,,"99,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
