name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
TotalAssets,"5,006,200,000","4,975,100,000","3,505,963,000","3,656,345,000","3,692,227,000","3,745,993,000","3,503,917,000","3,595,425,000","3,976,744,000","4,071,035,000","4,117,892,000","4,119,327,000","4,139,090,000","3,796,807,000","3,703,931,000","3,704,814,000","3,788,495,000","3,818,518,000","3,614,569,000","3,645,156,000","3,607,635,000","3,639,336,000","3,429,191,000","3,511,225,000","3,431,371,000","3,562,381,000","3,292,408,000","3,275,495,000","3,122,255,000","3,183,135,000","2,983,913,000","3,070,560,000","3,005,449,000","3,051,170,000","2,895,932,000","2,871,480,000","2,687,964,000","2,776,722,000","2,503,361,000","2,469,999,000","2,415,578,000","2,339,629,000","2,238,198,000","2,254,489,000","2,324,549,000","2,250,764,000","2,072,101,000","2,100,802,000","2,278,504,000","2,068,855,000","2,004,768,000","2,099,945,000","2,211,621,000","2,410,701,000","3,152,352,000","3,382,522,000","3,424,116,000","3,282,744,000","3,230,131,000","3,309,092,000","3,179,995,000","3,124,764,000","2,995,764,000","3,194,980,000","3,157,718,000","3,025,501,000","2,780,948,000","3,010,304,000","2,934,641,000","2,901,611,000","2,784,443,000","2,881,775,000","2,740,646,000","2,686,229,000","2,425,202,000","2,453,423,000","2,381,874,000","2,375,308,000","2,220,009,000","2,240,771,000","2,221,785,000","1,805,926,000","1,689,314,000","1,785,721,000","1,774,544,000","1,789,248,000","1,654,071,000","1,695,957,000","1,643,459,000","1,501,100,000","910,200,000","789,200,000","696,300,000","576,100,000","490,300,000","369,600,000","306,500,000","291,500,000","161,900,000"
	CurrentAssets,"2,060,600,000","2,084,100,000","1,471,963,000","1,719,374,000","1,780,684,000","1,882,567,000","1,652,130,000","1,739,103,000","2,129,786,000","2,017,610,000","2,022,461,000","2,021,178,000","2,023,269,000","1,993,387,000","1,863,975,000","1,909,695,000","1,958,540,000","2,019,797,000","1,832,776,000","1,960,160,000","1,946,335,000","2,031,044,000","1,857,481,000","1,967,235,000","1,931,458,000","2,083,112,000","1,823,915,000","1,835,308,000","1,683,064,000","1,768,959,000","1,627,526,000","1,752,599,000","1,688,716,000","1,732,185,000","1,574,972,000","1,630,444,000","1,474,586,000","1,611,033,000","1,355,194,000","1,323,661,000","1,263,336,000","1,180,729,000","1,067,310,000","1,100,911,000","1,186,879,000","1,190,350,000","1,070,216,000","1,104,598,000","1,286,076,000","1,085,383,000","1,121,191,000","1,206,351,000","1,398,376,000","1,594,231,000","1,398,320,000","1,598,069,000","1,665,967,000","1,580,061,000","1,536,645,000","1,652,724,000","1,644,250,000","1,613,132,000","1,488,090,000","1,728,745,000","1,740,505,000","1,616,700,000","1,409,617,000","1,647,158,000","1,607,107,000","1,591,543,000","1,449,008,000","1,646,227,000","1,566,528,000","1,554,197,000","1,267,222,000","1,354,962,000","1,303,787,000","1,301,627,000","1,171,612,000","1,240,920,000","1,217,372,000","956,296,000","902,781,000","1,005,134,000","993,823,000","1,037,403,000","933,301,000","982,060,000","924,398,000","835,600,000","499,900,000","488,700,000","433,100,000","364,800,000","296,000,000","244,100,000","200,000,000","197,400,000","121,400,000"
		CashCashEquivalentsAndShortTermInvestments,"360,200,000","299,400,000","220,082,000","239,617,000","77,233,000","170,313,000","125,739,000","115,724,000","181,780,000","29,103,000","2,401,000","2,140,000","2,722,000","5,854,000","7,582,000","8,154,000","9,163,000","6,352,000","13,379,000","4,380,000","6,565,000","3,108,000","2,941,000","2,419,000","2,390,000","3,625,000","2,493,000","3,552,000","3,958,000","4,182,000","1,664,000","2,999,000","2,139,000","3,016,000","8,993,000","3,190,000","4,247,000","3,371,000","62,477,000","5,908,000","2,360,000","1,913,000","28,007,000","11,013,000","8,355,000","21,842,000","10,623,000","20,122,000","214,063,000","30,035,000","614,000","5,163,000","614,000","6,971,000","7,340,000","11,381,000","5,112,000","16,514,000","15,687,000","12,157,000","14,001,000","12,696,000","22,664,000","18,342,000","6,911,000","7,566,000","6,453,000","8,278,000","5,974,000","9,991,000",,,"39,475,000","82,082,000","34,951,000","32,071,000","16,568,000","10,576,000","4,150,000","6,790,000","125,599,000","127,943,000","103,431,000","117,247,000","103,699,000","109,325,000","89,813,000","87,083,000","82,395,000","83,100,000","69,900,000","60,500,000","59,700,000","51,800,000","40,100,000","27,200,000","23,400,000","18,300,000","14,100,000"
			CashAndCashEquivalents,"360,200,000","299,400,000","220,082,000","239,617,000","77,233,000","170,313,000","125,739,000","115,724,000","181,780,000","29,103,000","2,401,000","2,140,000","2,722,000","5,854,000","7,582,000","8,154,000","9,163,000","6,352,000","13,379,000","4,380,000","6,565,000","3,108,000","2,941,000","2,419,000","2,390,000","3,625,000","2,493,000","3,552,000","3,958,000","4,182,000","1,664,000","2,999,000","2,139,000","3,016,000","8,993,000","3,190,000","4,247,000","3,371,000","62,477,000","5,908,000","2,360,000","1,913,000","28,007,000","11,013,000","8,355,000","21,842,000","10,623,000","20,122,000","214,063,000","30,035,000","614,000","5,163,000","614,000","6,971,000","7,340,000","11,381,000","5,112,000","16,514,000","15,687,000","12,157,000","14,001,000","12,696,000","22,664,000","18,342,000","6,911,000","7,566,000","6,453,000","8,278,000","5,974,000","9,991,000",,,"39,475,000","82,082,000","34,951,000","32,071,000","16,568,000","10,576,000","4,150,000","6,790,000","125,599,000","127,943,000","103,431,000","117,247,000","103,699,000","109,325,000","89,813,000","87,083,000","82,395,000","83,100,000","69,900,000","60,500,000","59,700,000","51,800,000","40,100,000","27,200,000","23,400,000","18,300,000","14,100,000"
		Receivables,"351,500,000","401,100,000","278,008,000","356,850,000","373,518,000","371,666,000","286,938,000","322,703,000","200,876,000","432,742,000","365,005,000","364,026,000","371,768,000","438,186,000","350,912,000","347,847,000","367,895,000","482,126,000","410,945,000","289,820,000","297,266,000","430,242,000","299,254,000","313,572,000","278,099,000","378,520,000","299,530,000","308,853,000","315,106,000","371,994,000","270,386,000","293,443,000","303,799,000","354,138,000","271,874,000","295,523,000","280,920,000","345,294,000","240,664,000","264,108,000","255,001,000","303,279,000","200,011,000","198,936,000","215,546,000","239,634,000","166,546,000","193,842,000","211,594,000","232,969,000","163,161,000","185,473,000","205,957,000","247,025,000","214,625,000","279,740,000","305,624,000","347,309,000","326,444,000","318,827,000","334,097,000","385,849,000","323,212,000","340,437,000","347,245,000","396,225,000","299,992,000","371,640,000","330,764,000","357,403,000","330,512,000","350,922,000","310,613,000","306,498,000","306,655,000","295,890,000","268,426,000","297,859,000","252,064,000","284,759,000","150,598,000","134,968,000","114,992,000","134,677,000","125,528,000","127,865,000","127,236,000","130,051,000","116,721,000","104,200,000","54,800,000","48,200,000","43,300,000","41,400,000","39,800,000","35,800,000","22,100,000","19,800,000","15,600,000"
			AccountsReceivable,"351,500,000","401,100,000","278,008,000","356,850,000","373,518,000","371,666,000","286,938,000","322,703,000","200,876,000","432,742,000","365,005,000","364,026,000","371,768,000","438,186,000","350,912,000","347,847,000","367,895,000","482,126,000","410,945,000","289,820,000","297,266,000","430,242,000","299,254,000","313,572,000","278,099,000","378,520,000","299,530,000","308,853,000","315,106,000","371,994,000","270,386,000","293,443,000","303,799,000","354,138,000","271,874,000","295,523,000","280,920,000","345,294,000",,,,,,,,,,,,,,,,,"214,625,000","279,740,000","305,624,000","347,309,000","326,444,000","318,827,000","334,097,000","385,849,000","323,212,000","340,437,000","347,245,000","396,225,000","299,992,000","371,640,000","330,764,000","357,403,000","330,512,000","350,922,000","310,613,000","306,498,000","306,655,000","295,890,000","268,426,000","297,859,000","252,064,000","284,759,000","150,598,000","134,968,000","114,992,000","134,677,000","125,528,000",,,,,,,,,,,,,,
		Inventory,"1,198,100,000","1,261,200,000","850,469,000","1,016,566,000","1,232,253,000","1,247,254,000","1,137,852,000","1,176,506,000","1,608,218,000","1,517,875,000","1,528,667,000","1,521,567,000","1,530,201,000","1,528,461,000","1,474,832,000","1,527,661,000","1,550,521,000","1,512,745,000","1,390,053,000","1,622,338,000","1,600,602,000","1,570,701,000","1,511,336,000","1,590,216,000","1,593,732,000","1,599,581,000","1,422,433,000","1,441,148,000","1,280,027,000","1,311,702,000","1,203,394,000","1,302,059,000","1,269,996,000","1,282,138,000","1,228,651,000","1,249,817,000","1,142,023,000","1,177,966,000","1,033,290,000","1,033,044,000","986,095,000","863,133,000","815,567,000","861,655,000","931,236,000","903,221,000","863,917,000","868,686,000","830,255,000","795,275,000","657,475,000","790,101,000","802,830,000","916,837,000","1,030,704,000","1,156,208,000","1,182,086,000","1,093,017,000","1,048,059,000","1,109,214,000","1,069,693,000","991,984,000","921,299,000","1,051,815,000","1,023,119,000","1,016,457,000","894,701,000","1,037,821,000","1,061,865,000","1,095,057,000","1,015,026,000","1,160,487,000","1,096,550,000","1,046,909,000","872,366,000","939,826,000","918,207,000","929,450,000","811,288,000","874,765,000","896,790,000","664,258,000","654,762,000","720,939,000","741,978,000","773,785,000","661,175,000","713,768,000","702,580,000","630,900,000","362,600,000","368,200,000","319,900,000","265,000,000","210,900,000","175,500,000","150,800,000","156,500,000","89,600,000"
			RawMaterials,"76,600,000","74,600,000","62,261,000","59,240,000","57,601,000","57,066,000","51,107,000","51,797,000","59,120,000","62,683,000","60,938,000","61,228,000","61,610,000","66,013,000","64,417,000","65,378,000","67,679,000","70,320,000","68,085,000","70,795,000","67,134,000","70,778,000","64,749,000","65,425,000","63,048,000","65,042,000","61,175,000","62,306,000","60,606,000","60,349,000","60,645,000","64,755,000","61,728,000","63,830,000","58,677,000","58,515,000","55,383,000","53,723,000","52,273,000","53,397,000","53,363,000","54,042,000","52,350,000","51,972,000","51,923,000","50,854,000","50,702,000","50,434,000","50,968,000","51,470,000","52,104,000","52,462,000","55,402,000","57,057,000",,,,,,,"58,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"1,009,000,000","1,080,300,000","682,804,000","837,330,000","1,045,468,000","1,061,657,000","959,219,000","997,691,000","1,396,844,000","1,302,914,000","1,312,519,000","1,312,888,000","1,327,098,000","1,320,906,000","1,273,078,000","1,325,439,000","1,351,369,000","1,312,019,000","1,191,311,000","1,417,991,000","1,403,032,000","1,371,102,000","1,320,856,000","1,399,534,000","1,404,181,000","1,412,593,000","1,245,741,000","1,261,203,000","1,103,680,000","1,138,833,000","1,043,464,000","1,137,048,000","1,096,743,000","1,110,172,000","1,064,204,000","1,097,789,000","1,004,020,000","1,042,399,000","909,530,000","911,866,000","868,624,000","748,141,000","706,473,000","751,250,000","821,109,000","793,978,000","757,632,000","765,358,000","731,639,000","695,720,000","619,592,000","768,685,000","847,926,000","910,462,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,"112,500,000","106,300,000","105,404,000","119,996,000","129,184,000","128,531,000","127,526,000","127,018,000","152,254,000","152,278,000","155,210,000","147,451,000","141,493,000","141,542,000","137,337,000","136,844,000","131,473,000","130,406,000","130,657,000","133,552,000","130,436,000","128,821,000","125,731,000","125,257,000","126,503,000","121,946,000","115,517,000","117,639,000","115,741,000","112,520,000","106,915,000","112,076,000","111,525,000","108,136,000","105,770,000","93,513,000","82,620,000","81,844,000","71,487,000","67,781,000","64,108,000","60,950,000","56,744,000","58,433,000","58,204,000","58,389,000","55,583,000","54,449,000","53,011,000","52,613,000","54,322,000","64,657,000","67,096,000","156,626,000",,"1,212,909,000","1,254,208,000","1,147,045,000","1,122,282,000","1,204,598,000","1,115,433,000","1,098,565,000","1,026,578,000","1,215,934,000","1,186,740,000",,"959,383,000","1,120,906,000","1,132,568,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
