name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007
TotalAssets,"2,209,900,000","2,141,400,000","2,038,500,000","1,976,300,000","1,794,300,000","1,805,900,000","1,811,900,000","1,821,000,000","1,884,200,000","1,914,900,000","1,918,800,000","1,912,300,000","1,521,600,000","1,442,500,000","1,521,200,000","1,479,100,000","1,498,000,000","1,391,400,000","1,424,900,000","1,319,600,000","1,271,800,000","1,187,400,000","960,700,000","949,200,000","922,200,000","876,100,000","781,700,000","671,600,000","650,200,000","697,800,000","648,400,000","657,300,000","600,800,000","621,200,000","607,100,000","591,000,000","582,100,000","678,000,000","660,500,000","621,500,000","584,000,000","592,200,000","576,400,000","598,100,000","571,200,000","582,200,000","570,600,000","511,400,000","506,800,000","533,100,000","551,300,000","560,800,000","559,200,000","591,300,000","586,000,000","578,300,000","597,300,000","573,900,000"
	CurrentAssets,"777,100,000","718,700,000","664,400,000","778,100,000","597,400,000","616,100,000","634,500,000","640,200,000","703,000,000","708,200,000","725,100,000","715,400,000","626,800,000","618,500,000","686,700,000","685,200,000","678,600,000","588,600,000","609,300,000","560,400,000","520,500,000","485,000,000","472,400,000","459,100,000","430,500,000","396,200,000","423,800,000","370,300,000","354,500,000","387,900,000","388,000,000","434,500,000","378,500,000","396,600,000","383,300,000","370,700,000","357,300,000","451,100,000","423,200,000","385,400,000","349,900,000","359,100,000","356,300,000","368,400,000","340,800,000","356,400,000","354,100,000","300,500,000","287,200,000","303,400,000","316,100,000","316,400,000","327,800,000","357,000,000","366,500,000","368,200,000","392,100,000","369,800,000"
		CashCashEquivalentsAndShortTermInvestments,"84,200,000","78,800,000","58,200,000","202,300,000","57,500,000","47,500,000","50,600,000","58,000,000","75,400,000","39,500,000","49,100,000","39,100,000","43,900,000","43,000,000","38,500,000","36,300,000","30,600,000","34,000,000","38,400,000","26,300,000","42,900,000","33,200,000","47,900,000","35,100,000","36,000,000","37,200,000","37,900,000","19,900,000","19,800,000","33,300,000","23,300,000","63,700,000","19,100,000","29,400,000","35,600,000","21,000,000","15,300,000","99,000,000","84,400,000","74,600,000","19,100,000","9,000,000","20,100,000","7,800,000","10,000,000","13,700,000","12,500,000","8,600,000","9,700,000","14,400,000","12,700,000","17,100,000","22,400,000","43,600,000","31,100,000","5,700,000","11,700,000","9,500,000"
			CashAndCashEquivalents,"84,200,000","78,800,000","58,200,000","202,300,000","57,500,000","47,500,000","50,600,000","58,000,000","75,400,000","39,500,000","49,100,000","39,100,000","43,900,000","43,000,000","38,500,000","36,300,000","30,600,000","34,000,000","38,400,000","26,300,000","42,900,000","33,200,000","47,900,000","35,100,000","36,000,000","37,200,000","37,900,000","19,900,000","19,800,000","33,300,000","23,300,000","63,700,000","19,100,000","29,400,000","35,600,000","21,000,000","15,300,000","99,000,000","84,400,000","74,600,000","19,100,000","9,000,000","20,100,000","7,800,000","10,000,000","13,700,000","12,500,000","8,600,000","9,700,000","14,400,000","12,700,000","17,100,000","22,400,000","43,600,000","31,100,000","5,700,000","11,700,000","9,500,000"
		Receivables,"340,900,000","333,500,000","319,700,000","307,100,000","281,500,000","304,400,000","305,000,000","302,600,000","338,700,000","363,300,000","354,700,000","357,300,000","295,800,000","323,700,000","334,000,000","318,700,000","287,600,000","316,400,000","299,900,000","281,800,000","246,600,000","260,500,000","240,900,000","232,000,000","210,900,000","212,500,000","182,300,000","164,900,000","145,800,000","176,200,000","155,100,000","158,300,000","148,700,000","186,400,000","141,300,000","147,000,000","149,600,000","188,400,000","148,100,000","144,200,000","155,800,000","189,400,000","158,900,000","190,900,000","161,400,000","192,700,000","166,700,000","141,100,000","134,000,000","149,300,000","121,500,000","131,000,000","123,800,000","159,000,000","162,600,000","163,100,000","176,100,000","179,200,000"
			AccountsReceivable,"236,900,000","239,100,000","227,600,000","218,000,000","204,600,000","236,100,000","224,200,000","226,200,000","258,100,000","288,900,000","274,400,000","273,700,000","227,400,000","253,400,000","334,000,000","318,700,000","287,600,000","316,400,000","299,900,000","281,800,000","246,600,000","260,500,000","240,900,000","232,000,000","210,900,000","212,500,000","182,300,000","164,900,000","145,800,000","176,200,000","155,100,000","158,300,000","148,700,000","186,400,000","141,300,000","147,000,000","149,600,000","188,400,000","148,100,000","144,200,000","155,800,000","189,400,000","158,900,000","190,900,000","161,400,000","192,700,000","166,700,000","141,100,000","134,000,000","149,300,000","121,500,000","131,000,000","123,800,000","159,000,000","162,600,000","163,100,000","176,100,000","179,200,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,"337,500,000","322,300,000","290,900,000","319,600,000","303,200,000","284,800,000","249,800,000","263,600,000","243,000,000","234,100,000","212,900,000","214,600,000","184,200,000","167,300,000","148,100,000","179,200,000","157,800,000","162,000,000","151,900,000","190,100,000","143,800,000","149,600,000","152,800,000","192,100,000","151,700,000","147,600,000","160,900,000",,"162,800,000","194,800,000",,,,,,,,"136,200,000",,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,"-3,500,000","-3,600,000","-3,300,000","-3,200,000","-3,300,000","-3,000,000","-3,200,000","-3,100,000","-2,100,000","-2,100,000","-2,000,000","-2,100,000","-1,900,000","-2,400,000","-2,300,000","-3,000,000","-2,700,000","-3,700,000","-3,200,000","-3,700,000","-2,500,000","-2,600,000","-3,200,000","-3,700,000","-3,600,000","-3,400,000","-5,100,000",,"-3,900,000","-3,900,000",,,,,,,,"-5,200,000",,,,,,
			OtherReceivables,"104,000,000","94,400,000","92,100,000","89,100,000","76,900,000","68,300,000","80,800,000","76,400,000","80,600,000","74,400,000","80,300,000","83,600,000","68,400,000","70,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"275,600,000","229,100,000","217,900,000","204,100,000","195,700,000","197,300,000","219,700,000","229,100,000","237,200,000","245,000,000","264,000,000","260,400,000","226,400,000","206,100,000","256,600,000","270,500,000","305,400,000","190,200,000","217,500,000","198,300,000","178,400,000","139,600,000","143,400,000","150,300,000","136,900,000","104,900,000","137,700,000","121,700,000","118,000,000","111,800,000","138,600,000","143,400,000","142,400,000","117,600,000","145,000,000","139,300,000","132,300,000","109,200,000","142,800,000","124,700,000","132,200,000","122,300,000","139,900,000","128,100,000","128,300,000","106,700,000","131,600,000","117,100,000","110,700,000","107,000,000","143,400,000","140,700,000","148,900,000","123,000,000","141,300,000","162,700,000","168,300,000","147,200,000"
