name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,12/31/1998
TotalAssets,"14,251,100,000","14,430,300,000","14,447,500,000","14,222,900,000","7,618,400,000","5,084,800,000","4,837,000,000","4,738,200,000","4,585,000,000","4,579,800,000","4,479,600,000","4,200,200,000","4,161,700,000","3,809,300,000","3,913,200,000","3,882,900,000","3,920,100,000","3,846,400,000","3,847,500,000","3,780,100,000","3,673,000,000","2,774,400,000","2,793,700,000","2,780,500,000","2,737,900,000","2,718,500,000","2,771,000,000","2,807,100,000","2,793,100,000","2,862,200,000","2,792,900,000","2,806,200,000","2,760,200,000","2,751,100,000","2,620,700,000","2,514,100,000","2,530,400,000","2,406,400,000","2,434,000,000","1,988,900,000","1,939,600,000","1,826,100,000","1,844,300,000","1,867,600,000","1,943,200,000","1,557,800,000","1,527,900,000","1,456,000,000","1,445,400,000","1,421,500,000","1,460,100,000","1,484,800,000","1,499,500,000","1,534,500,000","1,459,100,000","1,409,300,000","1,381,600,000","1,159,400,000","1,150,500,000","1,153,100,000","1,125,700,000","1,061,400,000","1,079,800,000","813,400,000","795,300,000","728,200,000","727,400,000","676,700,000","655,000,000","624,800,000","579,500,000","540,000,000","450,800,000","428,100,000","440,500,000","415,500,000","394,200,000","391,100,000","370,800,000","352,600,000","351,200,000","349,300,000","362,600,000","364,200,000","374,500,000","350,900,000","352,300,000","342,500,000","328,000,000","317,400,000","250,800,000"
	CurrentAssets,"2,337,400,000","2,429,400,000","2,534,900,000","2,650,900,000","4,280,600,000","1,722,600,000","1,535,100,000","1,483,800,000","1,363,800,000","1,313,700,000","1,238,100,000","1,161,000,000","1,117,500,000","1,114,400,000","1,109,600,000","1,077,500,000","1,060,200,000","1,011,900,000","1,041,000,000","1,038,700,000","985,100,000","846,200,000","851,200,000","830,500,000","833,400,000","828,200,000","866,500,000","874,000,000","901,300,000","941,700,000","877,700,000","858,500,000","821,200,000","799,100,000","842,900,000","778,300,000","793,800,000","744,800,000","735,000,000","648,100,000","674,300,000","602,700,000","598,300,000","593,200,000","690,100,000","648,000,000","567,200,000","562,000,000","558,600,000","531,700,000","541,600,000","546,300,000","564,200,000","593,000,000","595,900,000","561,500,000","560,000,000","476,700,000","484,800,000","486,700,000","476,800,000","446,800,000","468,500,000","378,500,000","371,700,000","331,500,000","341,600,000","325,200,000","319,600,000","286,900,000","284,600,000","281,100,000","254,700,000","252,500,000","247,800,000","227,900,000","224,800,000","221,900,000","214,300,000","214,200,000","212,200,000","209,300,000","237,800,000","230,200,000","240,000,000","222,800,000","226,000,000","212,800,000","213,900,000","204,600,000","171,000,000"
		CashCashEquivalentsAndShortTermInvestments,"284,300,000","474,700,000","551,800,000","695,100,000","3,234,200,000","673,100,000","454,500,000","382,800,000","231,400,000","199,500,000","128,500,000","108,100,000","106,200,000","142,500,000","126,100,000","101,400,000","79,900,000","70,900,000","82,500,000","81,700,000","69,700,000","98,600,000","99,500,000","71,700,000","83,200,000","85,100,000","71,500,000","61,300,000","110,200,000","141,400,000","125,800,000","103,400,000","73,700,000","66,000,000","88,700,000","70,100,000","49,000,000","45,800,000","24,200,000","26,100,000","84,900,000","49,400,000","37,900,000","33,200,000","29,900,000","75,100,000","27,100,000","36,500,000","30,400,000","26,100,000","21,600,000","24,100,000","21,800,000","20,400,000","14,800,000","17,700,000","21,200,000","13,400,000","16,100,000","12,200,000","16,300,000","13,000,000","27,400,000","7,900,000","9,200,000","9,300,000","12,800,000","12,300,000","12,200,000","11,400,000","15,700,000","24,100,000","24,000,000","37,800,000","26,600,000","4,900,000","15,400,000","19,000,000","8,900,000","10,100,000","7,000,000","11,900,000","6,900,000","5,200,000","4,600,000","14,900,000","3,500,000","3,200,000","4,600,000","7,100,000",
			CashAndCashEquivalents,"284,300,000","474,700,000","551,800,000","695,100,000","3,234,200,000","673,100,000","454,500,000","382,800,000","231,400,000","199,500,000","128,500,000","108,100,000","106,200,000","142,500,000","126,100,000","101,400,000","79,900,000","70,900,000","82,500,000","81,700,000","69,700,000","98,600,000","99,500,000","71,700,000","83,200,000","85,100,000","71,500,000","61,300,000","110,200,000","141,400,000","125,800,000","103,400,000","73,700,000","66,000,000","88,700,000","70,100,000","49,000,000","45,800,000","24,200,000","26,100,000","84,900,000","49,400,000","37,900,000","33,200,000","29,900,000","75,100,000","27,100,000","36,500,000","30,400,000","26,100,000","21,600,000","24,100,000","21,800,000","20,400,000","14,800,000","17,700,000","21,200,000","13,400,000","16,100,000","12,200,000","16,300,000","13,000,000","27,400,000","7,900,000","9,200,000","9,300,000","12,800,000","12,300,000","12,200,000","11,400,000","15,700,000","24,100,000","24,000,000","37,800,000","26,600,000","4,900,000","15,400,000","19,000,000","8,900,000","10,100,000","7,000,000","11,900,000","6,900,000","5,200,000","4,600,000","14,900,000","3,500,000","3,200,000","4,600,000","7,100,000",
				CashFinancial,,,"513,700,000","535,000,000",,,,,,"199,500,000","128,500,000","108,100,000","106,200,000","142,500,000","126,100,000","101,400,000","79,900,000","70,900,000","82,500,000","81,700,000","69,700,000","98,600,000","99,500,000","71,700,000","83,200,000","85,100,000","71,500,000","61,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,"38,100,000","160,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,132,400,000","1,083,800,000","1,031,300,000","963,300,000","639,200,000","624,100,000","650,200,000","653,000,000","668,100,000","660,900,000","643,700,000","608,800,000","564,400,000","561,800,000","551,800,000","539,100,000","534,800,000","478,100,000","466,000,000","467,100,000","444,800,000","383,700,000","371,500,000","367,600,000","371,800,000","373,000,000","382,000,000","395,600,000","389,100,000","400,700,000","374,400,000","376,300,000","376,900,000","378,000,000","368,900,000","346,700,000","372,100,000","350,300,000","349,500,000","312,800,000","292,500,000","270,000,000","281,000,000","280,600,000","301,100,000","254,800,000","277,500,000","270,000,000","270,000,000","245,800,000","261,700,000","271,800,000","276,800,000","281,400,000","293,100,000","284,500,000","282,100,000","241,100,000","236,500,000","242,700,000","245,600,000","226,100,000","232,000,000","189,000,000","183,300,000","167,600,000","173,300,000","165,000,000","163,300,000","141,700,000","149,200,000","147,300,000","133,000,000","121,300,000","119,500,000","115,100,000","108,100,000","109,200,000","112,500,000","117,700,000","120,100,000","108,700,000","115,500,000","112,000,000","120,900,000","118,500,000","127,300,000","123,400,000","127,200,000","117,600,000","103,200,000"
			AccountsReceivable,"783,900,000","767,700,000","759,600,000","679,500,000","435,500,000","402,000,000","411,400,000","432,400,000","450,200,000","460,400,000","448,400,000","432,300,000","410,400,000","416,500,000","387,400,000","383,800,000","386,600,000","435,700,000","466,000,000","467,100,000","444,800,000","343,100,000","371,500,000","367,600,000","371,800,000","339,100,000","382,000,000","395,600,000","389,100,000","367,000,000","374,400,000","376,300,000","376,900,000","350,200,000","368,900,000","346,700,000","372,100,000","350,300,000","349,500,000","312,800,000","292,500,000","270,000,000","281,000,000","280,600,000","301,100,000","254,800,000","277,500,000","270,000,000","270,000,000","245,800,000","261,700,000","271,800,000","276,800,000","281,400,000","293,100,000","284,500,000","282,100,000","241,100,000","236,500,000","242,700,000","245,600,000","226,100,000","232,000,000","189,000,000","183,300,000","167,600,000","173,300,000","165,000,000","163,300,000","141,700,000","149,200,000","147,300,000","133,000,000","121,300,000","119,500,000","115,100,000","108,100,000","109,200,000","112,500,000","117,700,000","120,100,000","108,700,000","115,500,000","112,000,000","120,900,000",,,,,,
				GrossAccountsReceivable,"795,600,000","781,500,000","774,000,000","691,100,000","447,100,000","414,300,000","422,800,000","444,400,000",,"470,600,000",,,,"423,200,000",,,,"446,000,000",,,,"348,300,000",,,,"345,400,000",,,,"374,800,000",,,,"355,400,000",,,,"355,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-11,700,000","-13,800,000","-14,400,000","-11,600,000","-11,600,000","-12,300,000","-11,400,000","-12,000,000",,"-10,200,000",,,,"-6,700,000",,,,"-10,300,000",,,,"-5,200,000",,,,"-6,300,000",,,,"-7,800,000",,,,"-5,200,000",,,,"-4,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
