name,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,05/31/1991,05/31/1990
TotalAssets,"1,940,500,000","1,980,700,000","1,925,300,000","2,008,300,000","2,035,000,000","2,106,900,000","2,056,300,000","2,033,600,000","1,948,400,000","2,031,700,000","1,944,600,000","1,878,500,000","2,023,100,000","2,081,900,000","1,899,600,000","1,825,400,000","1,833,700,000","1,908,300,000","1,759,600,000","1,760,400,000","1,847,600,000","1,907,500,000","1,775,200,000","1,713,100,000","1,760,700,000","1,823,200,000","1,707,000,000","1,822,300,000","1,551,500,000","1,651,100,000","1,680,800,000","1,528,500,000","1,587,900,000","1,579,900,000","1,506,400,000","1,441,000,000","1,653,500,000","1,769,000,000","1,722,800,000","1,670,300,000","1,646,200,000","1,610,900,000","1,559,100,000","1,487,000,000","1,643,300,000","1,600,400,000","1,662,800,000","1,707,700,000","1,670,800,000","1,608,800,000","1,654,100,000","1,789,700,000","1,805,700,000","1,761,600,000","2,032,400,000","2,177,500,000","2,240,900,000","1,877,700,000","1,952,400,000","2,110,800,000","2,005,000,000","2,052,200,000","2,124,600,000","2,186,300,000","2,111,100,000","1,931,400,000","1,825,600,000","1,897,600,000","1,893,500,000","1,755,800,000","1,871,200,000","1,958,900,000","1,998,200,000","1,801,000,000","1,824,500,000","1,857,200,000","1,793,000,000","1,636,700,000","1,632,300,000","1,655,800,000","1,624,500,000","1,501,800,000","1,568,700,000","1,664,900,000","1,684,100,000","983,200,000","1,000,400,000","1,046,100,000","963,500,000","842,300,000","872,000,000","897,500,000","850,600,000","765,300,000","802,400,000","873,500,000","841,600,000","784,400,000","789,100,000","811,300,000","742,300,000","673,200,000","681,900,000","675,900,000","622,200,000","505,900,000","492,900,000","498,900,000","458,600,000","390,000,000","388,700,000","406,100,000","371,400,000","263,200,000","283,100,000","290,300,000","278,100,000","226,000,000","319,200,000","187,600,000","168,200,000"
	CurrentAssets,"991,300,000","1,027,500,000","958,100,000","1,028,300,000","1,058,300,000","1,111,100,000","1,055,200,000","1,035,300,000","941,200,000","1,022,600,000","938,800,000","960,600,000","1,097,000,000","1,172,300,000","1,003,400,000","958,300,000","1,005,600,000","1,075,100,000","956,800,000","970,500,000","1,054,600,000","1,133,000,000","1,009,300,000","950,100,000","1,055,500,000","1,110,700,000","1,000,400,000","1,110,500,000","715,300,000","810,500,000","824,400,000","663,400,000","711,500,000","876,100,000","788,700,000","721,200,000","900,600,000","1,015,700,000","977,300,000","929,900,000","921,700,000","889,800,000","839,700,000","758,100,000","925,300,000","894,500,000","933,600,000","968,900,000","888,200,000","819,800,000","886,000,000","959,500,000","954,900,000","918,000,000","1,099,600,000","1,212,700,000","1,274,900,000","904,700,000","1,000,600,000","1,155,200,000","1,041,800,000","1,078,900,000","1,139,600,000","1,201,600,000","1,118,900,000","939,300,000","905,800,000","981,900,000","984,500,000","842,700,000","948,500,000","1,030,800,000","1,078,300,000","882,100,000","915,400,000","963,500,000","904,100,000","798,300,000","853,800,000","895,600,000","880,800,000","769,500,000","829,700,000","932,800,000","943,700,000","539,700,000","580,400,000","634,300,000","551,300,000","434,200,000","470,700,000","499,500,000","452,700,000","382,700,000","419,100,000","481,600,000","452,500,000","396,300,000","400,000,000","467,200,000","416,600,000","350,500,000","390,700,000","415,700,000","379,600,000","279,500,000","288,200,000","311,400,000","281,900,000","220,400,000","232,300,000","263,800,000","237,800,000","166,200,000","192,700,000","208,900,000","200,300,000","154,300,000","248,200,000","123,600,000","110,800,000"
		CashCashEquivalentsAndShortTermInvestments,"308,900,000","300,700,000","308,600,000","366,500,000","353,200,000","356,600,000","355,500,000","393,800,000","263,800,000","277,800,000","199,400,000","334,100,000","338,100,000","358,100,000","269,800,000","391,900,000","362,600,000","387,800,000","311,900,000","444,100,000","461,800,000","442,900,000","287,600,000","399,700,000","351,900,000","360,900,000","250,300,000","506,800,000","14,600,000","42,900,000","15,400,000","20,900,000","22,000,000","117,200,000","15,800,000","87,400,000","196,700,000","257,300,000","193,100,000","194,900,000","111,800,000","114,000,000","33,700,000","105,300,000","124,200,000","244,100,000","238,900,000","178,300,000","54,200,000","143,600,000","37,000,000","30,800,000","31,700,000","120,000,000","198,400,000","187,600,000","42,700,000","22,800,000","29,400,000","133,700,000","19,700,000","205,300,000","219,500,000","249,300,000","18,400,000","110,600,000","22,100,000","27,100,000","13,300,000","17,800,000","20,900,000","70,300,000","9,100,000","58,600,000","7,800,000","8,100,000","7,600,000","10,700,000","12,600,000","11,400,000","9,500,000","13,800,000","11,900,000","12,700,000","8,200,000","9,000,000","5,600,000","7,800,000","2,900,000","5,900,000","1,600,000","3,600,000","1,100,000","5,100,000","900,000","4,300,000","1,400,000","4,900,000","2,300,000","2,200,000","1,100,000","4,300,000","1,100,000","600,000","500,000","3,700,000","2,000,000","900,000","5,100,000","4,100,000","100,000","1,400,000","2,400,000","4,100,000","2,100,000","3,800,000","3,400,000","17,100,000","900,000","12,700,000","16,500,000"
			CashAndCashEquivalents,"308,900,000","300,700,000","308,600,000","366,500,000","353,200,000","356,600,000","355,500,000","393,800,000","263,800,000","277,800,000","199,400,000","334,100,000","338,100,000","358,100,000","269,800,000","391,900,000","362,600,000","387,800,000","311,900,000","444,100,000","461,800,000","442,900,000","287,600,000","399,700,000","351,900,000","360,900,000","250,300,000","506,800,000","14,600,000","42,900,000","15,400,000","20,900,000","22,000,000","117,200,000","15,800,000","87,400,000","196,700,000","257,300,000","193,100,000","194,900,000","111,800,000","114,000,000","33,700,000","105,300,000","124,200,000","244,100,000","238,900,000","178,300,000","54,200,000","143,600,000","37,000,000","30,800,000","31,700,000","120,000,000","198,400,000","187,600,000","42,700,000","22,800,000","29,400,000","133,700,000","19,700,000","205,300,000","219,500,000","249,300,000","18,400,000","110,600,000","22,100,000","27,100,000","13,300,000","17,800,000","20,900,000","70,300,000","9,100,000","58,600,000","7,800,000","8,100,000","7,600,000","10,700,000","12,600,000","11,400,000","9,500,000","13,800,000","11,900,000","12,700,000","8,200,000","9,000,000","5,600,000","7,800,000","2,900,000","5,900,000","1,600,000","3,600,000","1,100,000","5,100,000","900,000","4,300,000","1,400,000","4,900,000","2,300,000","2,200,000","1,100,000","4,300,000","1,100,000","600,000","500,000","3,700,000","2,000,000","900,000","5,100,000","4,100,000","100,000","1,400,000","2,400,000","4,100,000","2,100,000","3,800,000","3,400,000","17,100,000","900,000","12,700,000","16,500,000"
		Receivables,"310,600,000","383,100,000","279,700,000","344,900,000","339,300,000","396,600,000","322,800,000","329,800,000","281,200,000","325,100,000","226,100,000","250,100,000","317,300,000","377,300,000","223,700,000","204,900,000","186,000,000","262,400,000","145,400,000","199,200,000","172,400,000","281,600,000","222,600,000","196,300,000","188,100,000","252,200,000","148,000,000","193,800,000","204,400,000","287,600,000","239,100,000","253,300,000","206,000,000","286,400,000","211,600,000","214,900,000","196,400,000","272,900,000","211,600,000","314,100,000","271,500,000","288,100,000","217,100,000","220,300,000","212,400,000","212,500,000","185,700,000","284,600,000","228,000,000","197,400,000","196,600,000","269,900,000","196,500,000","220,100,000","210,100,000","343,000,000","479,000,000","281,600,000","278,100,000","339,000,000","249,800,000","266,800,000","241,900,000","308,300,000","411,700,000","269,600,000","249,100,000","321,000,000","242,000,000","265,700,000","260,600,000","321,400,000","379,200,000","266,200,000","267,400,000","335,800,000","236,300,000","243,800,000","233,900,000","314,600,000","228,500,000","220,700,000","242,800,000","374,600,000","296,300,000","153,700,000","183,800,000","250,700,000","142,200,000","136,400,000","129,200,000","191,400,000","110,700,000","116,700,000","116,300,000","168,300,000","117,100,000","100,500,000","104,400,000","184,900,000","123,300,000","118,400,000","107,600,000","161,800,000","114,800,000","77,400,000","68,500,000","113,700,000","56,000,000","56,300,000","51,500,000","84,700,000","43,100,000","37,200,000","46,600,000","67,400,000","31,800,000","31,900,000","123,600,000","26,600,000","25,900,000"
			AccountsReceivable,"287,700,000","370,500,000","244,300,000","256,100,000","238,000,000","304,700,000","219,600,000","239,800,000","281,200,000","325,100,000","226,100,000","250,100,000","317,300,000","377,300,000","223,700,000","204,900,000","186,000,000","262,400,000","145,400,000","199,200,000","172,400,000","281,600,000","222,600,000","196,300,000","188,100,000","252,200,000","148,000,000","193,800,000","204,400,000","287,600,000","239,100,000","253,300,000","206,000,000","286,400,000","211,600,000","214,900,000","196,400,000","272,900,000","211,600,000","314,100,000","271,500,000","288,100,000","217,100,000","220,300,000","212,400,000","212,500,000","185,700,000","284,600,000","228,000,000","197,400,000","196,600,000","269,900,000","196,500,000","220,100,000","210,100,000","343,000,000","479,000,000","281,600,000","278,100,000","339,000,000","249,800,000","266,800,000","241,900,000","308,300,000","411,700,000","269,600,000","249,100,000","321,000,000","242,000,000","265,700,000","260,600,000","321,400,000","379,200,000","266,200,000","267,400,000","335,800,000","236,300,000","243,800,000","233,900,000","314,600,000","228,500,000","220,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"311,000,000","393,400,000","266,100,000","277,500,000","259,200,000","325,900,000","240,500,000","259,700,000",,,,"261,700,000",,,,"217,300,000",,,,"212,900,000",,,,"212,400,000",,,,"208,700,000",,,,"270,600,000",,,,"234,200,000",,,,"340,000,000",,,,"242,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-23,300,000","-22,900,000","-21,800,000","-21,400,000","-21,200,000","-21,200,000","-20,900,000","-19,900,000",,,,"-11,600,000",,,,"-12,400,000",,,,"-13,700,000",,,,"-16,100,000",,,,"-14,900,000",,,,"-17,300,000",,,,"-19,300,000",,,,"-25,900,000",,,,"-22,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"22,900,000","12,600,000","35,400,000","88,800,000","101,300,000","91,900,000","103,200,000","90,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"299,400,000","279,300,000","298,100,000","269,700,000","304,800,000","306,500,000","323,200,000","270,600,000","307,700,000","357,800,000","403,600,000","323,700,000","356,800,000","365,600,000","402,300,000","294,900,000","356,900,000","355,700,000","386,500,000","282,500,000","351,200,000","348,300,000","375,700,000","271,200,000","333,100,000","332,000,000","367,000,000","257,600,000","341,400,000","346,500,000","390,500,000","272,700,000","335,600,000","342,300,000","374,600,000","278,100,000","352,500,000","356,400,000","396,400,000","295,300,000","397,200,000","376,200,000","422,800,000","309,900,000","433,000,000","315,700,000","374,600,000","374,700,000","435,000,000","344,800,000","413,800,000","430,300,000","482,600,000","370,200,000","453,200,000","478,100,000","531,200,000","422,900,000","489,500,000","494,300,000","548,000,000","431,500,000","480,700,000","472,300,000","509,200,000","404,900,000","468,000,000","472,700,000","533,700,000","402,600,000","484,000,000","459,000,000","491,900,000","382,600,000","444,200,000","423,600,000","445,300,000","359,500,000","408,200,000","390,100,000","427,300,000","340,300,000","406,300,000","401,400,000","423,600,000","290,700,000","319,500,000","301,800,000","315,100,000","227,400,000","267,600,000","236,100,000","259,000,000","199,300,000","244,200,000","250,900,000","263,200,000","222,000,000","242,800,000","239,200,000","243,000,000","189,900,000","240,400,000","218,600,000","218,500,000","165,200,000","181,200,000","163,600,000","166,600,000","120,300,000","137,200,000","133,400,000","139,700,000","102,500,000","122,700,000","116,900,000","130,400,000","85,100,000","106,300,000","71,200,000","59,600,000"
