name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,12/31/1991
TotalAssets,"10,543,000,000","10,457,000,000","8,288,000,000","7,842,000,000","7,747,000,000","7,804,600,000","7,682,000,000","7,666,400,000","7,446,200,000","7,289,900,000","7,194,100,000","7,285,100,000","7,291,200,000","7,059,200,000","7,306,600,000","7,079,300,000","7,130,300,000","4,863,000,000","4,839,800,000","4,691,400,000","4,661,800,000","4,603,400,000","4,722,100,000","4,720,000,000","4,691,000,000","4,256,100,000","4,507,800,000","4,512,400,000","4,493,300,000","4,331,300,000","4,430,600,000","4,546,100,000","4,542,900,000","4,559,300,000","4,618,700,000","4,619,300,000","4,633,700,000","4,620,800,000","4,371,300,000","4,395,900,000","4,459,600,000","4,649,700,000","4,486,000,000","4,657,000,000","4,524,100,000","4,484,600,000","4,617,700,000","4,629,000,000","4,678,300,000","4,701,800,000","4,899,700,000","4,871,300,000","4,963,200,000","4,983,100,000","5,084,200,000","5,018,900,000","5,017,500,000","2,777,300,000","3,187,700,000","3,203,500,000","3,229,800,000","3,233,600,000","3,307,500,000","3,346,200,000","3,360,300,000","3,356,000,000","3,065,300,000","3,086,600,000","3,132,700,000","3,111,300,000","3,164,900,000","3,169,400,000","3,223,100,000","3,200,300,000","3,200,300,000","1,025,968,000","1,025,528,000","1,020,866,000","1,025,476,000","1,044,883,000","1,238,860,000","1,229,335,000","1,268,646,000","1,288,456,000","1,322,231,000","1,331,450,000","1,388,786,000","1,410,930,000","1,408,452,000","1,627,000,000","1,845,400,000","1,046,900,000","1,034,500,000","961,200,000","1,009,400,000","998,600,000","1,112,000,000","701,200,000","702,400,000","686,500,000","678,200,000","676,700,000","708,100,000","719,000,000","693,400,000","785,500,000","796,300,000","797,100,000","804,500,000","758,400,000","779,100,000","686,400,000","676,800,000","654,000,000","658,400,000","648,100,000","652,100,000","629,100,000","640,500,000","641,000,000"
	CurrentAssets,"2,657,000,000","2,502,000,000","1,969,000,000","1,877,000,000","1,911,000,000","2,020,200,000","2,018,400,000","2,050,000,000","1,938,300,000","1,805,600,000","1,771,000,000","1,860,800,000","1,836,900,000","1,763,800,000","1,952,000,000","1,816,400,000","1,825,100,000","1,169,900,000","1,222,600,000","1,152,000,000","1,145,300,000","1,114,900,000","1,178,500,000","1,169,000,000","1,190,200,000","1,066,800,000","1,349,600,000","1,319,800,000","1,312,700,000","1,220,900,000","1,299,100,000","1,386,800,000","1,294,200,000","1,232,200,000","1,270,800,000","1,256,700,000","1,255,900,000","1,203,100,000","1,086,700,000","1,097,300,000","1,138,100,000","1,314,100,000","1,160,600,000","1,195,500,000","1,081,600,000","1,013,600,000","1,111,700,000","1,090,500,000","1,054,100,000","1,021,300,000","1,176,500,000","1,102,700,000","1,156,600,000","1,128,600,000","1,201,200,000","1,093,600,000","1,099,200,000","586,300,000","639,000,000","596,600,000","594,000,000","564,300,000","595,600,000","601,300,000","585,900,000","553,600,000","578,500,000","570,900,000","580,300,000","538,300,000","575,600,000","550,000,000","565,700,000","538,000,000","556,100,000","206,818,000","199,458,000","201,101,000","196,507,000","205,613,000","211,779,000","191,804,000","216,301,000","214,718,000","228,485,000","216,061,000","252,319,000","256,695,000","236,088,000","434,000,000","414,600,000","394,400,000","387,000,000","358,200,000","389,500,000","378,300,000","341,100,000","270,000,000","304,600,000","299,600,000","289,200,000","271,900,000","271,000,000","283,100,000","264,100,000","292,500,000","307,600,000","310,700,000","312,100,000","265,600,000","276,900,000","254,300,000","243,600,000","218,600,000","234,000,000","214,700,000","219,300,000","194,400,000","207,700,000","215,600,000"
		CashCashEquivalentsAndShortTermInvestments,"111,000,000","172,000,000","67,000,000","89,000,000","116,000,000","179,000,000","55,500,000","83,600,000","110,200,000","152,900,000","48,700,000","64,700,000","62,300,000","70,500,000","39,700,000","50,900,000","52,500,000","67,400,000","17,200,000","12,500,000","37,400,000","59,100,000","45,700,000","38,700,000","75,600,000","54,900,000","81,500,000","46,800,000","43,400,000","81,600,000","55,200,000","157,000,000","34,700,000","52,200,000","92,000,000","33,100,000","38,800,000","51,500,000","36,500,000","31,000,000","30,200,000","271,800,000","157,100,000","191,200,000","109,100,000","138,700,000","166,300,000","171,600,000","105,600,000","149,800,000","244,700,000","160,600,000","181,000,000","170,100,000","161,100,000","15,800,000","21,900,000","9,300,000","10,200,000","11,800,000","9,700,000","7,300,000","4,900,000","7,300,000","6,800,000","12,700,000","9,000,000","7,100,000","8,300,000","7,300,000","25,900,000","5,300,000","10,500,000","17,500,000","14,700,000","6,959,000","5,028,000","28,626,000","10,646,000","4,982,000","5,272,000","6,766,000","4,292,000","3,991,000","4,238,000","4,012,000","3,794,000","3,923,000","4,089,000","15,900,000","175,400,000","37,300,000","32,700,000","26,200,000","37,000,000","35,600,000","27,200,000","49,400,000","63,300,000","67,300,000","26,200,000","15,700,000","19,000,000","18,800,000","17,000,000","52,700,000","29,100,000","19,200,000","16,600,000","9,800,000","11,500,000","8,300,000","6,100,000","6,800,000","10,300,000","8,300,000","17,100,000","3,400,000","14,600,000","22,000,000"
			CashAndCashEquivalents,"111,000,000","172,000,000","67,000,000","89,000,000","116,000,000","179,000,000","55,500,000","83,600,000","110,200,000","152,900,000","48,700,000","64,700,000","62,300,000","70,500,000","39,700,000","50,900,000","52,500,000","67,400,000","17,200,000","12,500,000","37,400,000","59,100,000","45,700,000","38,700,000","75,600,000","54,900,000","81,500,000","46,800,000","43,400,000","81,600,000","55,200,000","157,000,000","34,700,000","52,200,000","92,000,000","33,100,000","38,800,000","51,500,000","36,500,000","31,000,000","30,200,000","271,800,000","157,100,000","191,200,000","109,100,000","138,700,000","166,300,000","171,600,000","105,600,000","149,800,000","244,700,000","160,600,000","181,000,000","170,100,000","161,100,000","15,800,000","21,900,000","9,300,000","10,200,000","11,800,000","9,700,000","7,300,000","4,900,000","7,300,000","6,800,000","12,700,000","9,000,000","7,100,000","8,300,000","7,300,000","25,900,000","5,300,000","10,500,000","17,500,000","14,700,000","6,959,000","5,028,000","28,626,000","10,646,000","4,982,000","5,272,000","6,766,000","4,292,000","3,991,000","4,238,000","4,012,000","3,794,000","3,923,000","4,089,000","15,900,000","42,300,000","37,300,000","32,700,000","26,200,000","37,000,000","35,600,000","27,200,000","49,400,000","63,300,000","67,300,000","26,200,000","15,700,000","19,000,000","18,800,000","17,000,000","52,700,000","29,100,000","19,200,000","16,600,000","9,800,000","11,500,000","8,300,000","6,100,000","6,800,000","10,300,000","8,300,000","17,100,000","3,400,000","14,600,000","22,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"945,000,000","859,000,000","643,000,000","593,000,000","586,000,000","654,400,000","743,400,000","692,400,000","624,800,000","514,900,000","591,900,000","639,900,000","647,900,000","582,700,000","816,000,000","701,200,000","742,700,000","422,800,000","539,000,000","493,600,000","453,000,000","426,800,000","500,900,000","501,200,000","474,000,000","423,900,000","483,200,000","484,700,000","483,100,000","408,300,000","497,700,000","490,100,000","470,900,000","412,800,000","494,800,000","498,700,000","497,600,000","461,300,000","462,200,000","446,800,000","449,500,000","380,500,000","440,500,000","441,700,000","409,200,000","382,200,000","430,900,000","406,800,000","429,600,000","382,300,000","413,800,000","406,800,000","388,100,000","369,600,000","427,700,000","427,000,000","410,700,000","226,700,000","256,900,000","261,800,000","248,500,000","230,900,000","262,200,000","272,500,000","231,300,000","216,300,000","244,300,000","252,000,000","239,700,000","214,900,000","236,400,000","227,500,000","233,400,000","198,500,000","216,600,000","76,899,000","74,068,000","63,546,000","68,755,000","74,409,000","75,831,000","59,474,000","83,432,000","79,419,000","85,497,000","75,187,000","90,307,000","78,374,000","81,519,000","268,700,000",,"168,000,000","106,100,000","153,400,000","113,200,000","164,600,000","102,700,000","81,400,000","87,700,000","83,500,000","81,900,000","71,800,000","73,300,000","80,100,000","78,600,000","98,100,000","111,100,000","120,900,000","118,300,000","103,400,000","112,100,000","86,500,000","77,100,000","72,900,000","81,300,000","73,700,000","72,400,000","64,500,000","69,100,000","63,700,000"
			AccountsReceivable,"945,000,000","785,000,000","643,000,000","593,000,000","586,000,000","596,600,000","743,400,000","692,400,000","624,800,000","451,200,000","591,900,000","639,900,000","647,900,000","465,500,000","816,000,000","701,200,000","742,700,000","272,000,000","539,000,000","493,600,000","453,000,000","363,300,000","500,900,000","501,200,000","474,000,000","336,800,000","483,200,000","484,700,000","483,100,000","346,400,000","497,700,000","490,100,000","470,900,000","391,400,000","494,800,000","498,700,000","497,600,000","439,400,000",,,,"380,500,000",,,,,,,,,,,,,"427,700,000","427,000,000","410,700,000","226,700,000","256,900,000","261,800,000","248,500,000","212,200,000","262,200,000","272,500,000","231,300,000","216,300,000","244,300,000","252,000,000","239,700,000","214,900,000","236,400,000","227,500,000","233,400,000","198,500,000","216,600,000","76,899,000","74,068,000","63,546,000","68,755,000","74,409,000","75,831,000","59,474,000","83,432,000","79,419,000","85,497,000",,"90,307,000",,,"268,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"803,000,000",,,,"608,500,000",,,,"462,700,000",,,,"475,900,000",,,,"279,200,000",,,,"370,000,000",,,,"344,300,000",,,,"352,700,000",,,,"396,700,000",,,,"445,800,000",,,,"384,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-18,000,000",,,,"-11,900,000",,,,"-11,500,000",,,,"-10,400,000",,,,"-7,200,000",,,,"-6,700,000",,,,"-7,500,000",,,,"-6,300,000",,,,"-5,300,000",,,,"-6,400,000",,,,"-3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"74,000,000",,,,"57,800,000",,,,"63,700,000",,,,"117,200,000",,,,"150,800,000",,,,"63,500,000",,,,"87,100,000",,,,"61,900,000",,,,"21,400,000",,,,"21,900,000",,,,,,,,,,,,,,,,,,,,,,,,"18,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
