name,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalRevenue,"657,104,000"
	OperatingRevenue,"657,104,000"
CostOfRevenue,"435,455,000"
GrossProfit,"221,649,000"
OperatingExpense,"40,160,000"
	SellingGeneralAndAdministration,"40,170,000"
	OtherOperatingExpenses,"-10,000"
OperatingIncome,"181,489,000"
NetNonOperatingInterestIncomeExpense,"-46,961,000"
	InterestExpenseNonOperating,"46,961,000"
	TotalOtherFinanceCost,"46,389,000"
OtherIncomeExpense,"-12,421,000"
	OtherNonOperatingIncomeExpenses,"-2,162,000"
PretaxIncome,"122,107,000"
TaxProvision,"6,517,000"
NetIncomeCommonStockholders,"-137,860,000"
	NetIncome,"115,590,000"
		NetIncomeIncludingNoncontrollingInterests,"115,590,000"
			NetIncomeContinuousOperations,"115,590,000"
			NetIncomeDiscontinuousOperations,"0"
	OtherunderPreferredStockDividend,"1,012,000"
DilutedNIAvailtoComStockholders,"-137,860,000"
TotalOperatingIncomeAsReported,"181,489,000"
TotalExpenses,"475,615,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"115,590,000"
NormalizedIncome,"125,301,464.617"
InterestExpense,"46,961,000"
NetInterestIncome,"-46,961,000"
EBIT,"169,068,000"
EBITDA,"239,442,000"
ReconciledCostOfRevenue,"435,455,000"
ReconciledDepreciation,"70,374,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"115,590,000"
TotalUnusualItemsExcludingGoodwill,"-10,259,000"
TotalUnusualItems,"-10,259,000"
NormalizedEBITDA,"249,701,000"
TaxRateForCalcs,"0.053"
TaxEffectOfUnusualItems,"-547,535.383"
