name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalAssets,"2,225,354,000","2,214,492,000","2,199,806,000","2,135,061,000","2,664,269,000","2,278,722,000","2,201,543,000","2,228,882,000","2,257,174,000","2,930,867,000","3,112,014,000","3,122,031,000","3,116,535,000","3,297,781,000","3,370,107,000","1,099,908,000","1,076,887,000","1,022,653,000","1,022,382,000","1,009,994,000","1,017,159,000","972,741,000","960,527,000","931,938,000","933,437,000","917,521,000","907,187,000","1,059,686,000","876,042,000","894,390,000","861,349,000","829,720,000","811,815,000","803,370,000","793,673,000","780,520,000","764,605,000","725,457,000","702,414,000","683,997,000","672,470,000","647,840,000","630,240,000","667,569,000","744,647,000","725,848,000","657,441,000","660,427,000","655,351,000","641,969,000","633,708,000","639,074,000","633,120,000","641,460,000","802,670,000","772,619,000","741,393,000","733,845,000","703,055,000","675,278,000","651,304,000","641,852,000","632,139,000","629,843,000","612,249,000","581,573,000","594,981,000","472,478,000","487,929,000","481,695,000","438,265,000","408,019,000","368,252,000","275,464,000","241,968,000","220,386,000","205,209,000","212,760,000","216,346,000","216,293,000","201,058,000","220,155,000","209,977,000","223,850,000","233,272,000","228,413,000","212,033,000","188,971,000","170,030,000","152,400,000","147,600,000","151,800,000","142,900,000","211,300,000","189,600,000","181,200,000","165,500,000","165,800,000","149,600,000","141,400,000","127,200,000","122,400,000","111,700,000","110,300,000","108,700,000","100,500,000","89,200,000","82,700,000","74,900,000","74,900,000","71,300,000","72,400,000","67,000,000"
	CurrentAssets,"779,139,000","753,864,000","728,790,000","733,756,000","1,238,110,000","814,286,000","702,978,000","695,398,000","685,028,000","688,027,000","821,420,000","789,162,000","781,146,000","913,863,000","874,349,000","930,121,000","899,726,000","727,019,000","734,386,000","715,366,000","698,977,000","645,626,000","639,881,000","612,590,000","596,995,000","612,351,000","659,124,000","805,314,000","602,654,000","622,989,000","592,172,000","565,626,000","556,287,000","553,105,000","577,375,000","568,272,000","566,490,000","532,992,000","554,487,000","549,128,000","524,174,000","493,744,000","480,322,000","522,844,000","617,720,000","621,924,000","558,730,000","576,014,000","569,592,000","553,172,000","511,419,000","476,979,000","463,555,000","468,300,000","512,688,000","485,078,000","450,203,000","463,135,000","429,127,000","399,523,000","374,861,000","361,201,000","346,962,000","344,600,000","328,349,000","320,667,000","336,363,000","378,356,000","406,694,000","413,642,000","372,911,000","344,099,000","310,627,000","219,136,000","190,795,000","169,156,000","153,017,000","159,751,000","163,113,000","163,542,000","148,569,000","175,979,000","166,711,000","181,347,000","190,926,000","188,115,000","175,098,000","154,407,000","135,866,000","127,400,000","123,100,000","127,700,000","119,700,000","188,500,000","165,700,000","156,900,000","140,100,000","140,600,000","123,700,000","116,000,000","103,000,000","99,300,000","89,400,000","89,000,000","89,700,000","82,400,000","70,800,000","64,300,000","56,400,000","57,000,000","53,700,000","54,600,000","49,000,000"
		CashCashEquivalentsAndShortTermInvestments,"183,703,000","199,717,000","208,014,000","212,714,000","217,119,000","245,345,000","227,876,000","262,932,000","225,720,000","172,138,000","200,820,000","206,073,000","215,841,000","341,578,000","305,791,000","645,189,000","659,974,000","499,066,000","500,394,000","487,476,000","480,149,000","419,903,000","422,940,000","399,372,000","395,317,000","385,348,000","424,443,000","589,994,000","374,709,000","370,997,000","358,519,000","328,437,000","335,421,000","321,931,000","359,123,000","357,953,000","345,357,000","328,901,000","360,429,000","355,373,000","334,512,000","297,522,000","289,959,000","329,805,000","429,956,000","414,306,000","359,395,000","363,030,000","369,192,000","316,725,000","269,169,000","253,565,000","218,180,000","183,417,000","199,983,000","190,188,000","163,091,000","169,564,000","139,894,000","110,427,000","103,365,000","68,743,000","60,078,000","58,486,000","76,732,000","58,191,000","91,187,000","212,228,000","242,814,000","229,845,000","214,283,000","210,959,000","180,616,000","107,329,000","92,105,000","73,614,000","59,725,000","63,813,000","66,571,000","71,872,000","60,310,000","82,691,000","66,696,000","77,484,000","73,929,000","61,493,000","54,410,000","48,937,000","45,309,000","44,500,000","47,200,000","53,400,000","43,000,000","119,200,000","95,100,000","82,300,000","64,900,000","62,100,000","56,200,000","50,600,000","42,300,000","35,700,000","25,700,000","23,900,000","26,800,000","22,700,000","17,200,000","12,700,000","3,400,000","3,700,000","2,800,000","7,800,000","8,500,000"
			CashAndCashEquivalents,"170,000,000","182,700,000","191,877,000","196,761,000","202,560,000","230,065,000","213,901,000","249,766,000","213,879,000","156,821,000","186,442,000","191,904,000","202,509,000","328,156,000","291,086,000","631,042,000","390,661,000","280,293,000","303,116,000","290,484,000","301,970,000","242,461,000","244,455,000","227,473,000","235,266,000","219,091,000","304,836,000","475,379,000","276,850,000","280,350,000","268,229,000","235,250,000","232,704,000","235,534,000","245,980,000","256,343,000","228,776,000","196,656,000","207,929,000","204,639,000","209,335,000","178,063,000","185,377,000","202,747,000","284,375,000","257,887,000","294,429,000","363,030,000","349,961,000","283,503,000","244,170,000","203,574,000","158,193,000","153,452,000","199,983,000","190,188,000","163,091,000","115,479,000","86,379,000","97,093,000","94,131,000","68,743,000","51,013,000","58,486,000","68,703,000","58,191,000","61,107,000","87,505,000","78,398,000","219,345,000","210,283,000","210,959,000","180,616,000","107,329,000","92,105,000","73,614,000","54,704,000","63,813,000","66,571,000","71,872,000","43,048,000","74,109,000","52,561,000","54,349,000","60,544,000","53,637,000","44,315,000","46,147,000","40,271,000","35,600,000","38,300,000","53,400,000","43,000,000","119,200,000","95,100,000","82,300,000","64,900,000","62,100,000","56,200,000","50,600,000","42,300,000","35,700,000","25,700,000","23,900,000","26,800,000","22,700,000","17,200,000","12,700,000","3,400,000","3,700,000","2,800,000","7,800,000","8,500,000"
				CashFinancial,,,,"171,751,000",,"205,058,000","188,894,000","199,763,000","213,879,000","156,821,000","186,442,000","191,904,000","202,509,000","328,156,000",,,"308,734,000",,,,,,,,,,,,,,,,,,"236,372,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,"25,010,000",,"25,007,000","25,007,000","50,003,000",,,,,,,,,"81,927,000",,,,,,,,,,,,,,,,,,"9,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"13,703,000","17,017,000","16,137,000","15,953,000","14,559,000","15,280,000","13,975,000","13,166,000","11,841,000","15,317,000","14,378,000","14,169,000","13,332,000","13,422,000","14,705,000","14,147,000","269,313,000","218,773,000","197,278,000","196,992,000","178,179,000","177,442,000","178,485,000","171,899,000","160,051,000","166,257,000","119,607,000","114,615,000","97,859,000","90,647,000","90,290,000","93,187,000","102,717,000","86,397,000","113,143,000","101,610,000","116,581,000","132,245,000","152,500,000","150,734,000","125,177,000","119,459,000","104,582,000","127,058,000","145,581,000","156,419,000","64,966,000","0","19,231,000","33,222,000","24,999,000","49,991,000","59,987,000","29,965,000",,,,"54,085,000","53,515,000","13,334,000","9,234,000",,"9,065,000",,"8,029,000",,"30,080,000","124,723,000","164,416,000","10,500,000","4,000,000",,,,,,"5,021,000",,,,"17,262,000","8,582,000","14,135,000","23,135,000","13,385,000","7,856,000","10,095,000","2,790,000","5,038,000","8,900,000","8,900,000",,,,,,,,,,,,,,,,,,,,,,
		Receivables,"277,924,000","275,913,000","249,491,000","271,592,000","267,464,000","315,477,000","239,479,000","208,688,000","246,835,000","246,318,000","337,077,000","318,235,000","337,671,000","363,837,000","354,066,000","161,529,000","152,888,000","143,919,000","139,683,000","134,833,000","141,177,000","141,297,000","136,779,000","133,155,000","128,219,000","136,402,000","139,939,000","127,160,000","136,581,000","157,322,000","140,427,000","150,765,000","138,301,000","133,379,000","123,748,000","120,903,000","128,209,000","112,677,000","108,070,000","108,300,000","111,771,000","109,677,000","103,026,000","108,516,000","103,289,000","111,514,000","94,989,000","96,850,000","88,328,000","113,291,000","103,003,000","88,350,000","83,657,000","106,463,000","115,032,000","130,530,000","131,493,000","136,550,000","128,705,000","121,705,000","113,758,000","131,735,000","118,646,000","121,702,000","118,008,000","126,169,000","115,078,000","88,576,000","87,558,000","90,260,000","73,892,000","68,521,000","64,999,000","64,425,000","52,033,000","49,852,000","50,503,000","51,927,000","51,303,000","44,714,000","43,838,000","45,569,000","47,213,000","50,292,000","60,203,000","68,203,000","63,574,000","56,814,000","48,481,000","44,100,000","45,600,000","48,400,000","46,800,000","44,300,000","45,100,000","43,500,000","41,600,000","43,600,000","40,500,000","39,100,000","37,000,000","37,100,000","38,000,000","38,900,000","38,600,000","38,400,000","34,700,000","32,600,000","30,800,000","30,800,000","29,900,000","29,000,000","22,000,000"
			AccountsReceivable,"277,924,000","275,913,000","249,491,000","271,592,000","267,464,000","315,477,000","239,479,000","208,688,000","246,835,000","246,318,000","337,077,000","318,235,000","337,671,000","363,837,000","354,066,000","161,529,000","152,888,000","143,919,000","139,683,000","134,833,000","141,177,000","141,297,000","136,779,000","133,155,000","128,219,000","136,402,000","139,939,000","127,160,000","136,581,000","157,322,000","140,427,000","150,765,000","138,301,000","133,379,000","123,748,000","120,903,000","128,209,000","112,677,000","108,070,000","108,300,000","111,771,000","109,677,000","103,026,000","108,516,000","103,289,000","111,514,000","94,989,000","96,850,000","88,328,000","113,291,000","103,003,000","88,350,000","83,657,000","106,463,000","115,032,000","130,530,000","131,493,000","136,550,000","128,705,000","121,705,000","113,758,000","131,735,000","118,646,000","121,702,000","118,008,000","126,169,000","115,078,000","88,576,000","87,558,000","90,260,000","73,892,000","68,521,000","64,999,000","64,425,000","52,033,000","49,852,000","50,503,000","51,927,000","51,303,000","44,714,000","43,838,000","45,569,000","47,213,000","50,292,000","60,203,000","68,203,000","63,574,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"381,744,000","358,877,000","331,906,000","360,004,000","352,108,000","402,285,000","326,062,000","297,260,000","350,642,000","345,516,000","394,264,000","383,337,000","393,415,000","427,326,000","404,496,000","201,590,000","202,270,000","196,175,000","186,870,000","177,106,000","184,068,000","188,234,000","174,141,000","171,191,000","163,834,000","170,912,000","158,571,000","149,317,000","159,397,000","182,103,000","162,579,000","175,466,000","159,592,000","159,317,000","147,581,000","146,280,000","151,250,000","135,654,000","128,961,000","130,269,000","133,233,000","131,249,000","125,245,000","131,232,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
