name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,12/31/1990,12/31/1989
TotalAssets,"1,629,740,000","1,648,294,000","1,643,166,000","1,642,393,000","1,651,719,000","1,664,396,000","1,670,510,000","1,715,869,000","1,749,272,000","1,757,321,000","1,761,704,000","1,736,270,000","1,689,793,000","1,620,012,000","1,309,883,000","1,291,191,000","1,239,209,000","1,111,811,000","1,087,151,000","1,051,851,000","1,015,181,000","942,803,000","928,599,000","814,965,000","803,420,000","778,728,000","768,039,000","755,122,000","740,024,000","747,165,000","746,509,000","744,120,000","741,810,000","728,283,000","718,183,000","728,384,000","712,139,000","705,309,000","519,186,000","500,156,000","489,403,000","447,017,000","418,833,000","458,213,000","380,417,000","369,480,000","364,042,000","280,212,000","277,136,000","271,513,000","264,631,000","257,065,000","241,150,000","231,776,000","227,922,000","217,435,000","210,759,000","200,420,000","193,165,000","190,596,000","189,443,000","182,668,000","177,107,000","172,720,000","166,074,000","162,247,000","158,981,000","153,417,000","146,340,000","139,877,000","128,994,000","125,498,399","115,865,661","107,300,514","99,853,286","92,083,446","85,457,084","78,305,214","74,574,484","70,558,033","66,528,240","66,658,815","68,274,938","68,691,822","70,212,246","71,446,631","74,683,245","76,241,175","75,034,401","72,400,000","68,600,000","54,000,000","52,300,000","50,700,000","48,200,000","45,900,000","45,600,000","45,300,000","45,600,000","44,300,000","43,800,000","41,700,000","38,000,000","37,800,000","36,100,000","34,500,000","31,200,000","31,100,000","28,200,000","27,000,000","25,700,000","25,000,000","23,800,000","20,500,000","18,900,000","17,300,000","17,200,000","16,400,000","15,500,000","15,300,000","9,900,000","9,400,000","8,100,000","3,700,000","1,600,000"
	CurrentAssets,"478,092,000","482,212,000","463,442,000","449,782,000","438,488,000","429,707,000","434,626,000","445,945,000","462,508,000","454,538,000","441,302,000","426,946,000","421,783,000","429,834,000","387,649,000","370,964,000","343,770,000","316,121,000","299,865,000","295,560,000","272,151,000","243,423,000","234,294,000","219,977,000","210,009,000","204,003,000","194,347,000","192,357,000","187,910,000","192,340,000","185,985,000","180,053,000","177,498,000","165,915,000","162,481,000","167,300,000","162,138,000","161,996,000","148,878,000","141,113,000","139,031,000","133,652,000","123,956,000","178,567,000","115,388,000","112,301,000","112,451,000","95,588,000","94,145,000","90,614,000","91,529,000","87,625,000","94,592,000","105,455,000","102,201,000","93,264,000","88,438,000","81,988,000","76,409,000","75,443,000","76,716,000","75,646,000","70,146,000","69,032,000","66,793,000","64,410,000","65,112,000","68,400,000","74,636,000","76,867,000","76,375,000","80,798,942","77,786,050","71,460,686","64,995,538","58,077,533","52,403,357","46,168,109","42,517,481","41,566,940","37,323,707","37,601,684","39,156,276","39,528,690","40,741,591","41,975,486","43,854,453","45,244,209","45,067,637","43,200,000","39,500,000","33,800,000","32,500,000","31,100,000","29,100,000","27,900,000","27,600,000","27,500,000","26,600,000","26,000,000","25,500,000","24,500,000","22,800,000","22,800,000","21,700,000","21,100,000","18,700,000","17,800,000","15,200,000","16,700,000","16,900,000","17,500,000","16,600,000","13,800,000","11,900,000","10,400,000","9,800,000","9,600,000","9,200,000","9,600,000","5,100,000","5,000,000","4,900,000","2,400,000","800,000"
		CashCashEquivalentsAndShortTermInvestments,"53,875,000","67,750,000","68,904,000","69,672,000","58,519,000","56,916,000","44,551,000","49,702,000","50,080,000","44,320,000","37,315,000","35,182,000","49,522,000","67,359,000","51,955,000","43,512,000","34,171,000","32,336,000","23,362,000","37,675,000","26,464,000","19,171,000","17,318,000","10,487,000","5,162,000","4,177,000","5,859,000","12,102,000","9,908,000","7,355,000","6,438,000","9,401,000","12,591,000","7,459,000","9,115,000","13,143,000","9,017,000","9,719,000","9,465,000","9,918,000","9,661,000","10,128,000","5,819,000","63,009,000","3,465,000","3,735,000","5,298,000","4,254,000","5,992,000","6,133,000","5,763,000","4,873,000","16,430,000","34,030,000","31,975,000","26,756,000","23,757,000","17,574,000","12,199,000","9,281,000","9,645,000","9,838,000","7,005,000","7,644,000","9,014,000","4,645,000","11,976,000","18,835,000","28,617,000","33,037,000","34,434,000","35,865,142","34,933,026","30,777,071","26,825,755","21,238,077","16,438,687","9,901,029","6,541,804","3,880,027","1,014,375","426,976","648,998","358,743","469,092","412,384","1,041,721","714,641","751,370","700,000","700,000","800,000","500,000","900,000","800,000","700,000","600,000","1,000,000","700,000","500,000","600,000","1,300,000","400,000","400,000","300,000","300,000","200,000","200,000","200,000","200,000","200,000","100,000",,"900,000","1,100,000","600,000","600,000","1,600,000","2,100,000","3,500,000","200,000","500,000","1,200,000","600,000",
			CashAndCashEquivalents,"53,875,000","67,750,000","68,904,000","69,672,000","58,519,000","56,916,000","44,551,000","49,702,000","50,080,000","44,320,000","37,315,000","35,182,000","49,522,000","67,359,000","51,955,000","43,512,000","34,171,000","32,336,000","23,362,000","37,675,000","26,464,000","19,171,000","17,318,000","10,487,000","5,162,000","4,177,000","5,859,000","12,102,000","9,908,000","7,355,000","6,438,000","9,401,000","12,591,000","7,459,000","9,115,000","13,143,000","9,017,000","9,719,000","9,465,000","9,918,000","9,661,000","10,128,000","5,819,000","63,009,000","3,465,000","3,735,000","5,298,000","4,254,000","5,992,000","6,133,000","5,763,000","4,873,000","16,430,000","34,030,000","31,081,000","26,756,000","23,757,000","17,574,000","12,199,000","9,281,000","9,645,000","9,838,000","7,005,000","7,644,000","9,014,000","4,645,000","11,976,000","18,835,000","28,617,000","33,037,000","34,434,000","35,865,142","33,893,118","30,204,083","26,322,717","20,802,823","16,165,429","9,683,578","6,420,658","3,656,071","929,089","341,690","648,998","358,743","469,092","412,384","1,041,721","714,641","751,370","700,000","700,000","800,000","500,000","900,000","800,000","700,000","600,000","1,000,000","700,000","500,000","600,000","1,300,000","400,000","400,000","300,000","300,000","200,000","200,000","200,000","200,000","200,000","100,000",,"900,000","1,100,000","600,000","600,000","1,600,000","2,100,000","3,500,000","200,000","500,000","1,200,000","600,000",
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"894,000",,,,,,,,,,,,,,,,,,"1,039,908","572,988","503,038","435,254","273,258","217,451","121,146","223,956","85,286","85,286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"169,410,000","172,841,000","164,000,000","165,362,000","162,364,000","157,964,000","161,842,000","157,473,000","164,882,000","168,532,000","166,000,000","172,840,000","158,499,000","149,986,000","139,228,000","142,764,000","129,200,000","116,176,000","107,532,000","109,440,000","100,995,000","86,587,000","83,596,000","81,742,000","77,842,000","78,213,000","75,210,000","74,285,000","77,157,000","80,552,000","74,104,000","71,855,000","67,561,000","64,087,000","61,132,000","61,612,000","59,120,000","57,319,000","51,661,000","51,504,000","49,881,000","45,251,000","42,687,000","43,752,000","42,931,000","40,781,000","40,846,000","37,779,000","35,810,000","32,221,000","33,115,000","31,704,000","31,246,000","29,300,000","28,262,000","26,142,000","26,899,000","28,200,000","25,950,000","26,084,000","26,707,000","26,213,000","23,774,000","23,909,000","23,062,000","25,657,000","22,118,000","21,566,000","20,747,000","19,881,000","18,445,000","20,257,582","19,446,238","18,370,389","17,093,230","17,811,618","17,255,638","16,757,447","14,421,718","16,091,071","15,636,277","15,113,007","14,785,957","14,754,902","15,064,306","14,442,629","14,281,179","14,591,153","13,811,919","13,100,000","12,300,000","12,000,000","12,000,000","11,100,000","10,000,000","10,400,000","10,200,000","10,600,000","10,100,000","9,500,000","8,800,000","8,100,000","7,900,000","8,000,000","7,500,000","7,600,000","6,700,000","6,600,000","5,800,000","7,700,000","8,100,000","9,600,000","9,800,000","6,800,000","4,700,000","4,100,000","3,300,000","3,000,000","2,600,000","2,400,000","2,100,000","2,000,000","1,400,000","900,000","300,000"
			AccountsReceivable,"155,859,000","152,301,000","150,780,000","153,443,000","150,314,000","146,641,000","141,957,000","138,792,000","150,050,000","155,365,000","144,683,000","156,444,000","146,488,000","137,174,000","129,282,000","131,943,000","119,146,000","105,536,000","101,394,000","103,689,000","95,252,000","80,521,000","79,697,000","76,792,000","71,574,000","70,292,000","68,003,000","67,397,000","70,499,000","72,717,000","69,387,000","67,345,000","64,326,000","60,186,000","57,279,000","58,416,000","54,624,000","53,402,000","47,720,000","47,808,000","45,599,000","40,550,000","40,579,000","41,889,000","41,031,000","37,362,000","38,644,000","37,010,000","34,770,000","30,954,000","31,812,000","30,454,000","29,794,000","27,749,000","26,330,000","25,212,000","25,391,000","26,619,000","24,844,000","25,029,000","25,986,000","25,745,000","23,317,000","23,150,000","22,672,000","25,433,000","21,705,000","21,199,000","20,544,000","19,724,000","17,215,000","19,918,295","19,030,958","17,728,457","16,881,910","17,564,611","16,188,869","15,247,892","14,221,770","15,986,060","15,090,272","14,748,021","14,246,477","14,328,653","14,372,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"163,427,000","159,068,000","157,224,000","159,095,000","156,267,000","151,954,000","146,644,000","142,658,000","154,174,000","158,473,000","147,531,000","159,100,000","148,894,000","139,529,000","131,293,000","133,864,000","121,051,000","107,305,000","102,941,000","105,203,000","96,689,000","82,108,000","81,428,000","78,290,000","73,025,000","71,589,000","69,227,000","68,566,000","71,529,000","73,610,000","70,307,000","68,248,000","65,234,000","61,026,000","58,058,000","59,451,000","55,609,000","54,294,000","48,548,000","48,550,000",,"41,014,000","41,052,000","42,378,000","41,523,000","37,955,000","39,304,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-7,568,000","-6,767,000","-6,444,000","-5,652,000","-5,953,000","-5,313,000","-4,687,000","-3,866,000","-4,124,000","-3,108,000","-2,848,000","-2,656,000","-2,406,000","-2,355,000","-2,011,000","-1,921,000","-1,905,000","-1,769,000","-1,547,000","-1,514,000","-1,437,000","-1,587,000","-1,731,000","-1,498,000","-1,451,000","-1,297,000","-1,224,000","-1,169,000","-1,030,000","-893,000","-920,000","-903,000","-908,000","-840,000","-779,000","-1,035,000","-985,000","-892,000","-828,000","-742,000",,"-464,000","-473,000","-489,000","-492,000","-593,000","-660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"1,803,000","2,777,000","2,561,000","3,543,000","3,331,000","3,549,000","11,812,000","10,467,000","5,586,000","3,151,000","9,566,000","4,876,000","1,317,000","933,000","1,043,000","2,331,000","1,327,000","1,211,000","91,000","43,000","680,000","423,000","373,000","43,000","504,000","905,000","374,000","271,000","685,000","155,000","315,000","297,000","211,000","398,000","1,102,000","511,000","1,752,000","1,076,000","672,000","906,000","1,310,000","2,797,000","467,000","302,000","472,000","2,067,000","428,000","177,000","267,000","295,000","667,000","651,000","626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
