name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
TotalRevenue,"4,109,000,000","1,010,000,000","1,069,000,000","1,016,000,000","1,014,000,000","1,023,000,000","1,073,000,000","1,027,000,000","973,000,000","963,000,000","1,052,000,000","1,031,000,000","973,000,000","966,000,000","1,051,000,000","1,001,000,000","974,000,000","942,000,000","1,028,000,000","963,000,000","963,000,000","936,000,000","991,000,000","1,010,000,000","980,000,000","958,000,000","987,035,000","1,068,906,000","975,667,000","965,245,000","1,008,744,000","1,000,419,000","957,773,000","925,811,000","902,724,000","939,236,000","995,130,000","1,081,746,000","1,115,206,000","1,140,357,000","1,104,400,000","1,092,121,000","1,099,633,000","1,110,439,000","1,076,182,000","1,057,092,000","1,063,150,000","1,060,781,000","1,029,893,000","1,024,037,000","1,060,997,000","1,058,300,000","1,042,550,000","1,052,764,000","1,052,862,000","1,091,875,000","1,060,592,000","1,037,856,000","1,024,110,000","1,015,834,000","971,646,000","934,674,000","902,119,000","888,523,000","845,704,000","837,236,000","787,345,000","795,506,000","741,922,000","708,435,000","719,531,000","748,213,000","712,225,000","657,650,000","689,716,000","657,343,000","639,810,000","595,914,000","580,777,000","597,571,000","527,710,000","478,420,000","478,748,000","501,024,000","475,289,000","439,769,000","544,697,000","414,199,000","397,657,000","360,087,000","357,100,000","373,200,000","361,000,000","326,000,000","313,300,000","313,900,000","290,100,000","245,200,000","242,900,000","232,000,000","217,600,000","184,600,000","197,500,000","187,600,000","174,700,000","148,000,000","137,000,000","138,600,000","117,100,000","99,700,000","95,600,000","89,900,000","80,700,000","66,200,000","72,100,000","69,200,000","58,300,000","47,800,000","48,100,000","44,600,000","40,700,000","30,800,000","30,200,000","27,500,000","24,200,000","17,800,000","18,200,000","16,600,000","15,200,000","13,100,000","12,800,000","11,000,000","9,400,000","7,100,000","4,600,000","4,500,000","4,500,000","4,500,000","2,600,000","2,600,000","2,600,000","2,500,000","1,800,000","1,800,000","1,700,000","1,700,000"
	OperatingRevenue,"4,109,000,000","1,010,000,000","1,069,000,000","1,016,000,000","1,014,000,000","1,023,000,000","1,073,000,000","1,027,000,000","973,000,000","963,000,000","1,052,000,000","1,031,000,000","973,000,000","966,000,000","1,051,000,000","1,001,000,000","974,000,000","942,000,000","1,028,000,000","963,000,000","963,000,000","936,000,000","991,000,000","1,010,000,000","980,000,000","958,000,000","987,035,000","1,068,906,000","975,667,000","965,245,000","1,008,744,000","1,000,419,000","957,773,000","925,811,000","902,724,000","939,236,000","995,130,000","1,081,746,000","1,115,206,000","1,140,357,000","1,104,400,000","1,092,121,000","1,099,633,000","1,110,439,000","1,076,182,000","1,057,092,000","1,063,150,000","1,060,781,000","1,029,893,000","1,024,037,000","1,060,997,000","1,058,300,000","1,042,550,000","1,052,764,000","1,052,862,000","1,091,875,000","1,060,592,000","1,037,856,000","1,024,110,000","1,015,834,000","971,646,000","934,674,000","902,119,000","888,523,000","845,704,000","837,236,000","787,345,000","795,506,000","741,922,000","708,435,000","719,531,000","748,213,000","712,225,000","657,650,000","689,716,000","657,343,000","639,810,000","595,914,000","580,777,000","597,571,000","527,710,000","478,420,000","478,748,000","501,024,000","475,289,000","439,769,000","544,697,000","414,199,000","397,657,000","360,087,000","357,100,000","373,200,000","361,000,000","326,000,000","313,300,000","313,900,000","290,100,000","245,200,000","242,900,000","232,000,000","217,600,000","184,600,000","197,500,000","187,600,000","174,700,000","148,000,000","137,000,000","138,600,000","117,100,000","99,700,000","95,600,000","89,900,000","80,700,000","66,200,000","72,100,000","69,200,000","58,300,000","47,800,000","48,100,000","44,600,000","40,700,000","30,800,000","30,200,000","27,500,000","24,200,000","17,800,000","18,200,000","16,600,000","15,200,000","13,100,000","12,800,000","11,000,000","9,400,000","7,100,000","4,600,000","4,500,000","4,500,000","4,500,000","2,600,000","2,600,000","2,600,000","2,500,000","1,800,000","1,800,000","1,700,000","1,700,000"
CostOfRevenue,"1,890,000,000","442,000,000","528,000,000","457,000,000","462,000,000","460,000,000","521,000,000","460,000,000","415,000,000","397,000,000","492,000,000","465,000,000","417,000,000","409,000,000","507,000,000","458,000,000","427,000,000","398,000,000","505,000,000","446,000,000","449,000,000","403,000,000","470,000,000","476,000,000","455,000,000","440,000,000","462,689,000","486,238,000","449,947,000","428,978,000","544,778,000","507,612,000","459,109,000","451,081,000","524,285,000","370,823,000","409,337,000","457,990,000","530,351,000","497,274,000","434,927,000","420,200,000","467,958,000","435,343,000","396,415,000","411,963,000","446,874,000","407,312,000","375,507,000","368,182,000","408,233,000","394,812,000","350,861,000","385,704,000","415,507,000","378,057,000","368,846,000","365,053,000","357,772,000","350,141,000","327,424,000","321,963,000","322,117,000","305,864,000","283,971,000","298,171,000","294,606,000","289,925,000","264,715,000","266,959,000","256,756,000","280,785,000","255,069,000","257,411,000","317,078,000","207,107,000","204,394,000","202,730,000","197,057,000","187,962,000","154,726,000","138,288,000","130,809,000","150,881,000","134,056,000","129,396,000","238,794,000","89,089,000","80,497,000","81,781,000","87,000,000","73,100,000","89,300,000","84,400,000","80,100,000","76,900,000","72,900,000","58,000,000","70,900,000","60,500,000","56,300,000","49,700,000","63,500,000","45,400,000","44,700,000","39,100,000","34,500,000","36,300,000","30,000,000","24,600,000","26,600,000","20,900,000","21,100,000","17,500,000","27,900,000","27,800,000","21,100,000","17,000,000","16,100,000","15,200,000","15,300,000","12,200,000","13,400,000","13,100,000","11,000,000","7,800,000","9,100,000","8,400,000","6,800,000","5,600,000","6,700,000","7,200,000","6,200,000",,,,,,,,,,,,,
GrossProfit,"2,219,000,000","568,000,000","541,000,000","559,000,000","552,000,000","563,000,000","552,000,000","567,000,000","558,000,000","566,000,000","560,000,000","566,000,000","556,000,000","557,000,000","544,000,000","543,000,000","547,000,000","544,000,000","523,000,000","517,000,000","514,000,000","533,000,000","521,000,000","534,000,000","525,000,000","518,000,000","524,346,000","582,668,000","525,720,000","536,267,000","463,966,000","492,807,000","498,664,000","474,730,000","378,439,000","568,413,000","585,793,000","623,756,000","584,855,000","643,083,000","669,473,000","671,921,000","631,675,000","675,096,000","679,767,000","645,129,000","616,276,000","653,469,000","654,386,000","655,855,000","652,764,000","663,488,000","691,689,000","667,060,000","637,355,000","713,818,000","691,746,000","672,803,000","666,338,000","665,693,000","644,222,000","612,711,000","580,002,000","582,659,000","561,733,000","539,065,000","492,739,000","505,581,000","477,207,000","441,476,000","462,775,000","467,428,000","457,156,000","400,239,000","372,638,000","450,236,000","435,416,000","393,184,000","383,720,000","409,609,000","372,984,000","340,132,000","347,939,000","350,143,000","341,233,000","310,373,000","305,903,000","325,110,000","317,160,000","278,306,000","270,100,000","300,100,000","271,700,000","241,600,000","233,200,000","237,000,000","217,200,000","187,200,000","172,000,000","171,500,000","161,300,000","134,900,000","134,000,000","142,200,000","130,000,000","108,900,000","102,500,000","102,300,000","87,100,000","75,100,000","69,000,000","69,000,000","59,600,000","48,700,000","44,200,000","41,400,000","37,200,000","30,800,000","32,000,000","29,400,000","25,400,000","18,600,000","16,800,000","14,400,000","13,200,000","10,000,000","9,100,000","8,200,000","8,400,000","7,500,000","6,100,000","3,800,000","3,200,000",,,,,,,,,,,,,
OperatingExpense,"2,044,000,000","496,000,000","529,000,000","506,000,000","514,000,000","475,000,000","541,000,000","496,000,000","501,000,000","512,000,000","557,000,000","539,000,000","521,000,000","495,000,000","536,000,000","506,000,000","501,000,000","485,000,000","526,000,000","503,000,000","506,000,000","492,000,000","547,000,000","525,000,000","511,000,000","514,000,000","543,626,000","526,954,000","513,552,000","516,053,000","535,508,000","546,497,000","552,589,000","563,317,000","653,091,000","611,453,000","606,707,000","609,925,000","618,352,000","583,677,000","585,310,000","586,719,000","611,491,000","583,176,000","577,377,000","588,086,000","611,146,000","593,636,000","590,882,000","577,070,000","625,738,000","605,796,000","550,770,000","552,290,000","579,817,000","593,861,000","573,844,000","553,837,000","603,073,000","564,754,000","520,750,000","504,188,000","516,357,000","505,332,000","482,180,000","467,344,000","421,110,000","439,360,000","410,143,000","405,239,000","421,174,000","425,419,000","391,286,000","371,957,000","351,300,000","353,205,000","380,957,000","399,373,000","346,144,000","344,914,000","272,935,000","261,286,000","275,513,000","257,466,000","247,607,000","251,890,000","264,226,000","230,582,000","222,205,000","217,153,000","234,700,000","204,900,000","199,200,000","189,700,000","203,000,000","174,800,000","167,200,000","154,300,000","153,400,000","127,000,000","119,600,000","112,000,000","122,100,000","109,300,000","100,200,000","97,400,000","96,700,000","84,600,000","76,500,000","67,400,000","67,600,000","58,200,000","54,300,000","49,800,000","50,100,000","41,100,000","36,600,000","34,100,000","34,800,000","28,500,000","26,100,000","21,300,000","24,200,000","17,400,000","16,300,000","13,900,000","12,500,000","9,900,000","10,200,000","9,600,000","11,000,000","7,500,000","7,300,000",,,,,,,,,,,,,
	SellingGeneralAndAdministration,"1,365,000,000","325,000,000","361,000,000","346,000,000","334,000,000","305,000,000","374,000,000","335,000,000","323,000,000","335,000,000","379,000,000","358,000,000","344,000,000","326,000,000","374,000,000","346,000,000","342,000,000","326,000,000","371,000,000","350,000,000","351,000,000","339,000,000","391,000,000","370,000,000","357,000,000","361,000,000","387,206,000","374,585,000","362,971,000","368,968,000","394,553,000","397,545,000","404,252,000","395,564,000","442,720,000","410,468,000","404,127,000","420,080,000","449,110,000","438,526,000","435,053,000","442,244,000","469,515,000","441,512,000","426,172,000","442,004,000","474,904,000","446,938,000","445,177,000","428,661,000","471,403,000","454,839,000","410,070,000","412,448,000","429,506,000","441,543,000","422,367,000","407,634,000","413,836,000","414,978,000","371,894,000","354,931,000","370,696,000","358,392,000","342,162,000","325,618,000","337,558,000","312,777,000","283,676,000","277,989,000","296,864,000","298,011,000","269,619,000","258,206,000","211,616,000","252,483,000","274,186,000","266,370,000","247,027,000","242,038,000","196,526,000","188,534,000","196,488,000","180,180,000","174,599,000","180,551,000","196,363,000","163,880,000","157,080,000","151,145,000","170,500,000","147,500,000","142,700,000","137,800,000","142,900,000","122,800,000","116,800,000","109,000,000","115,600,000","94,000,000","88,200,000","81,800,000","93,400,000","81,500,000","73,300,000","72,000,000","71,300,000","60,700,000","55,200,000","47,500,000","49,000,000","41,100,000","38,500,000","34,800,000","37,000,000","30,200,000","26,200,000","24,400,000","26,200,000","21,300,000","18,900,000","15,000,000","16,700,000","13,100,000","11,400,000","9,300,000","8,600,000","7,000,000","7,400,000","6,800,000","7,400,000","5,700,000","5,600,000",,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"679,000,000","171,000,000","168,000,000","160,000,000","180,000,000","170,000,000","167,000,000","161,000,000","178,000,000","177,000,000","178,000,000","181,000,000","177,000,000","169,000,000","162,000,000","160,000,000","159,000,000","159,000,000","155,000,000","153,000,000","155,000,000","153,000,000","156,000,000","155,000,000","154,000,000","153,000,000","156,420,000","152,369,000","150,581,000","147,085,000","140,955,000","148,952,000","148,337,000","167,753,000","210,371,000","200,985,000","202,580,000","189,845,000","169,242,000","145,151,000","147,555,000","146,685,000","141,976,000","141,664,000","148,283,000","145,045,000","144,649,000","144,717,000","144,455,000","143,233,000","146,807,000","147,586,000","138,614,000","137,651,000","143,709,000","145,434,000","145,258,000","142,530,000","134,380,000","149,776,000","148,856,000","149,257,000","145,661,000","146,940,000","140,018,000","141,726,000","128,212,000","126,583,000","126,467,000","127,250,000","134,391,000","127,408,000","122,249,000","113,894,000","117,395,000","102,164,000","103,271,000","109,503,000","99,117,000","102,876,000","76,409,000","72,752,000","78,493,000","77,464,000","73,186,000","71,515,000","67,863,000","66,702,000","65,125,000","66,008,000","64,200,000","57,400,000","56,500,000","51,900,000","60,100,000","52,000,000","50,400,000","45,300,000","37,800,000","33,000,000","31,400,000","30,200,000","28,700,000","27,800,000","26,900,000","25,400,000","25,400,000","23,900,000","21,300,000","19,900,000","18,600,000","17,100,000","15,800,000","15,000,000","13,100,000","10,900,000","10,400,000","9,700,000","8,600,000","7,200,000","7,200,000","6,300,000","7,500,000","4,300,000","4,900,000","4,600,000","3,900,000","2,900,000","2,800,000","2,800,000","3,600,000","1,800,000","1,700,000",,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"679,000,000","171,000,000","168,000,000","160,000,000","180,000,000","170,000,000","167,000,000","161,000,000","178,000,000","177,000,000","178,000,000","181,000,000","177,000,000","169,000,000","162,000,000","160,000,000","159,000,000","159,000,000","155,000,000","153,000,000","155,000,000","153,000,000","156,000,000","155,000,000","154,000,000","153,000,000","156,420,000","152,369,000","150,581,000","147,085,000","140,955,000","148,952,000","148,337,000","167,753,000","210,371,000","200,985,000","202,580,000","189,845,000",,,,,,,,,,,,,,,,,,"145,434,000","145,258,000","142,530,000","134,380,000","149,776,000","148,856,000","149,257,000","145,661,000","146,940,000","140,018,000","141,726,000","128,212,000","126,583,000","126,467,000","127,250,000","134,391,000","127,408,000","122,249,000","113,894,000","117,395,000","102,164,000","103,271,000","109,503,000","99,117,000","102,876,000","76,409,000","72,752,000","78,493,000","77,464,000","73,186,000","71,515,000","67,863,000","66,702,000","65,125,000","66,008,000","64,200,000","57,400,000","56,500,000","51,900,000","60,100,000","52,000,000","50,400,000","45,300,000","37,800,000","33,000,000","31,400,000","30,200,000","28,700,000","27,800,000","26,900,000","25,400,000","25,400,000","23,900,000","21,300,000","19,900,000","18,600,000","17,100,000","15,800,000","15,000,000","13,100,000","10,900,000","10,400,000","9,700,000","8,600,000","7,200,000","7,200,000","6,300,000","7,500,000","4,300,000","4,900,000","4,600,000","3,900,000","2,900,000","2,800,000","2,800,000","3,600,000","1,800,000","1,700,000",,,,,,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,901,000","115,377,000","110,314,000","101,440,000","101,996,000","89,797,000","87,104,000","95,872,000","83,704,000","93,355,000","68,957,000","65,977,000","62,909,000","61,520,000","57,673,000","55,244,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,490,000","12,031,000","11,935,000","12,454,000","15,399,000","12,367,000","16,167,000","13,631,000","15,413,000","9,521,000","7,452,000","6,775,000","15,584,000","15,944,000","15,513,000","16,271,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
