name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,09/30/2020
TotalAssets,"1,500,936,000","1,482,654,000","717,675,000","692,976,000","364,025,000"
	CurrentAssets,"1,415,920,000","1,381,335,000","661,515,000","638,865,000","327,473,000"
		CashCashEquivalentsAndShortTermInvestments,"651,948,000","632,143,000","36,829,000","58,497,000","93,815,000"
			CashAndCashEquivalents,"651,948,000","632,143,000","36,829,000","58,497,000","93,815,000"
			OtherShortTermInvestments,,,,,"0"
		Receivables,"273,642,000","215,593,000","206,050,000","223,461,000","186,753,000"
			AccountsReceivable,"126,234,000","56,136,000","46,664,000","61,456,000","32,097,000"
				GrossAccountsReceivable,"126,320,000","56,224,000",,,
				AllowanceForDoubtfulAccountsReceivable,"-86,000","-88,000",,,
			TaxesReceivable,"26,574,000","21,636,000","14,049,000","4,437,000","2,167,000"
			DuefromRelatedPartiesCurrent,"37,034,000","48,388,000","33,362,000","24,574,000","52,452,000"
			OtherReceivables,"2,500,000","2,500,000","10,000,000","10,000,000",
		Inventory,"351,985,000","442,356,000","389,787,000","333,417,000","37,310,000"
			OtherInventories,"345,619,000","440,194,000","389,177,000","332,898,000","37,214,000"
		PrepaidAssets,"61,253,000","49,675,000","15,822,000","15,805,000","4,137,000"
		RestrictedCash,"70,740,000","39,506,000","1,240,000","1,244,000","1,236,000"
		CurrentDeferredAssets,"0","0","7,103,000","3,594,000","2,083,000"
		AssetsHeldForSaleCurrent,,,,"849,000","849,000"
		OtherCurrentAssets,"6,352,000","2,062,000","4,684,000","1,998,000","1,290,000"
	TotalNonCurrentAssets,"85,016,000","101,319,000","56,160,000","54,111,000","36,552,000"
		NetPPE,"8,496,000","8,567,000","8,206,000","7,602,000","5,170,000"
			GrossPPE,,,"10,715,000",,"6,252,000"
				OtherProperties,,,"8,592,000",,"2,833,000"
				ConstructionInProgress,,,"855,000",,"2,689,000"
				Leases,,,"1,268,000",,"730,000"
			AccumulatedDepreciation,,,"-2,509,000",,"-1,082,000"
		GoodwillAndOtherIntangibleAssets,"43,607,000","44,312,000","45,233,000","46,154,000","31,029,000"
			Goodwill,"9,168,000","9,167,000","9,176,000","9,201,000","4,731,000"
			OtherIntangibleAssets,"34,439,000","35,145,000","36,057,000","36,953,000","26,298,000"
		NonCurrentDeferredAssets,"1,184,000","1,184,000","1,184,000",,"0"
			NonCurrentDeferredTaxesAssets,"1,184,000","1,184,000","1,184,000",,"0"
		NonCurrentPrepaidAssets,"26,250,000",,,,
		OtherNonCurrentAssets,"5,479,000","47,256,000","1,537,000","355,000","353,000"
TotalLiabilitiesNetMinorityInterest,"775,480,000","704,554,000","773,874,000","662,163,000","381,250,000"
	CurrentLiabilities,"774,777,000","702,355,000","771,493,000","658,041,000","378,240,000"
		PayablesAndAccruedExpenses,"508,830,000","495,577,000","585,326,000","507,526,000","244,229,000"
			Payables,"315,568,000","316,587,000","399,183,000","240,703,000","106,533,000"
				AccountsPayable,"121,620,000","92,802,000","158,366,000","68,204,000","78,132,000"
				TotalTaxPayable,"17,275,000","17,764,000","12,892,000","5,997,000","5,937,000"
				DuetoRelatedPartiesCurrent,"176,673,000","206,021,000","227,925,000","166,502,000","22,464,000"
			CurrentAccruedExpenses,"193,262,000","178,990,000","186,143,000","266,823,000","137,696,000"
		CurrentProvisions,"23,863,000","35,848,000",,,
		CurrentDebtAndCapitalLeaseObligation,,,"100,000,000",,
			CurrentDebt,,,"100,000,000",,
				LineOfCredit,"0","0","50,000,000",,
				OtherCurrentBorrowings,,,"50,000,000",,
		CurrentDeferredLiabilities,"222,815,000","145,765,000","71,365,000","140,386,000","123,841,000"
			CurrentDeferredRevenue,"222,815,000","145,765,000","71,365,000","140,386,000","123,841,000"
		OtherCurrentLiabilities,"19,269,000","25,165,000","14,802,000","10,129,000","10,170,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"703,000","2,199,000","2,381,000","4,122,000","3,010,000"
		NonCurrentDeferredLiabilities,,,"0","163,000","163,000"
			NonCurrentDeferredTaxesLiabilities,,,"0","163,000","163,000"
		NonCurrentAccruedExpenses,"305,000","340,000","257,000","257,000","257,000"
		OtherNonCurrentLiabilities,"398,000","1,859,000","2,124,000","3,702,000","2,590,000"
TotalEquityGrossMinorityInterest,"725,456,000","778,100,000","-56,199,000","30,813,000","-17,225,000"
	TotalPartnershipCapital,,,"-56,199,000","30,813,000","-17,225,000"
		LimitedPartnershipCapital,,,"106,152,000","106,152,000","99,872,000"
	StockholdersEquity,"241,436,000","252,547,000","0","0","0"
		CapitalStock,"0","1,000",,,
			PreferredStock,"0","0",,,
			CommonStock,"0","1,000",,,
		AdditionalPaidInCapital,"289,428,000","281,347,000",,,
		RetainedEarnings,"-47,990,000","-28,805,000","-279,301,000","-192,102,000","-117,298,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,000","4,000","-285,000","-509,000","201,000"
		OtherEquityInterest,,,"117,235,000","117,272,000",
	MinorityInterest,"484,020,000","525,553,000",,,
TotalCapitalization,"241,436,000","252,547,000","-56,199,000","30,813,000","-17,225,000"
CommonStockEquity,"241,436,000","252,547,000","-56,199,000","30,813,000","-17,225,000"
NetTangibleAssets,"197,829,000","208,235,000","-45,233,000","-46,154,000","-31,029,000"
WorkingCapital,"641,143,000","678,980,000","-109,978,000","-19,176,000","-50,767,000"
InvestedCapital,"241,436,000","252,547,000","43,801,000","30,813,000","-17,225,000"
TangibleBookValue,"197,829,000","208,235,000","-101,432,000","-15,341,000","-48,254,000"
TotalDebt,,,"100,000,000",,
NetDebt,,,"63,171,000",,
ShareIssued,"54,143,275","54,143,275","49,493,275","49,493,275","49,493,275"
OrdinarySharesNumber,"54,143,275","54,143,275","49,493,275","49,493,275","49,493,275"
