name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
TotalRevenue,"1,020,285,000","242,327,000","273,970,000","248,827,000","255,161,000","232,677,000","252,828,000","237,835,000","157,785,000","214,010,000","264,865,000","233,590,000","238,263,000","218,378,000","242,443,000","202,307,000","212,820,000","202,064,000","222,555,000","190,117,000","197,154,000","186,567,000","204,094,000","184,792,000","193,433,000","181,201,000","191,017,000","169,184,000","181,027,000","177,940,000","193,467,000","173,627,000","186,781,000","180,592,000","201,906,000","177,828,000","191,587,000","185,434,000","201,244,000","181,885,000","189,695,000","194,316,000","185,577,000","172,814,000","183,236,000","183,450,000","184,077,000","172,195,000","181,086,000","176,365,000","190,633,000","175,475,000","164,569,000","164,062,000","179,246,000","179,409,000","192,755,000","190,773,000","189,568,000","164,448,000","169,258,000","171,014,000","169,892,000","154,981,000","163,473,000","158,466,000","153,200,000","149,970,000","158,276,000","155,859,000","161,223,000","132,289,000","130,912,000","133,964,000","133,809,000","120,747,000","124,540,000","118,034,000","115,256,000","113,332,000","111,269,000","113,205,000","113,324,000","105,318,000","104,171,000","105,909,000","101,409,000","91,922,000","96,986,000","101,913,000","99,500,000","91,700,000","90,500,000","90,900,000","89,900,000","85,700,000","80,500,000","80,200,000","37,500,000","38,600,000","30,700,000","31,500,000","33,200,000","31,400,000","31,800,000","29,200,000","27,700,000","26,300,000","25,900,000","19,800,000","18,500,000","17,300,000","17,500,000","17,800,000","17,800,000","14,900,000","10,300,000","10,600,000","10,900,000","10,100,000","11,100,000","10,500,000","10,600,000","9,800,000","9,700,000","8,500,000","7,500,000","7,900,000","8,000,000","8,000,000","6,600,000","5,100,000","4,400,000","3,900,000","3,600,000","3,700,000","3,300,000","3,600,000","3,500,000","3,100,000","3,000,000","2,800,000","2,600,000","2,600,000","2,700,000","2,600,000"
	OperatingRevenue,"1,020,285,000","242,327,000","273,970,000","248,827,000","255,161,000","232,677,000","252,828,000","237,835,000","157,785,000","214,010,000","264,865,000","233,590,000","238,263,000","218,378,000","242,443,000","202,307,000","212,820,000","202,064,000","222,555,000","190,117,000","197,154,000","186,567,000","204,094,000","184,792,000","193,433,000","181,201,000","191,017,000","169,184,000","181,027,000","177,940,000","195,003,000","174,961,000","188,150,000","181,941,000","203,442,000","179,255,000","192,993,000","187,014,000","201,244,000","181,885,000","189,695,000","194,316,000","185,577,000","172,814,000","183,236,000","183,450,000","184,077,000","172,195,000","181,086,000","176,365,000","190,633,000","175,475,000","164,569,000","164,062,000","179,246,000","179,409,000","192,755,000","190,773,000","189,568,000","164,448,000","169,258,000","171,014,000","169,892,000","154,981,000","163,473,000","158,466,000","153,200,000","149,970,000","158,276,000","155,859,000","161,223,000","132,289,000","130,912,000","133,964,000","133,809,000","120,747,000","124,540,000","118,034,000","115,256,000","113,332,000","111,269,000","113,205,000","113,324,000","105,318,000","104,171,000","105,909,000","101,409,000","91,922,000","96,986,000","101,913,000","99,500,000","91,700,000","90,500,000","90,900,000","89,900,000","85,700,000","80,500,000","80,200,000","37,500,000","38,600,000","30,700,000","31,500,000","33,200,000","31,400,000","31,800,000","29,200,000","27,700,000","26,300,000","25,900,000","19,800,000","18,500,000","17,300,000","17,500,000","17,800,000","17,800,000","14,900,000","10,300,000","10,600,000","10,900,000","10,100,000","11,100,000","10,500,000","10,600,000","9,800,000","9,700,000","8,500,000","7,500,000","7,900,000","8,000,000","8,000,000","6,600,000","5,100,000","4,400,000","3,900,000","3,600,000","3,700,000","3,300,000","3,600,000","3,500,000","3,100,000","3,000,000","2,800,000","2,600,000","2,600,000","2,700,000","2,600,000"
	ExciseTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,536,000","1,334,000","1,369,000","1,349,000","1,536,000","1,427,000","1,406,000","1,580,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CostOfRevenue,"444,707,000","106,336,000","118,114,000","106,521,000","113,737,000","104,228,000","117,314,000","104,137,000","85,856,000","94,851,000","122,890,000","103,479,000","107,073,000","96,940,000","109,788,000","91,680,000","96,549,000","92,507,000","98,598,000","87,570,000","92,502,000","86,682,000","97,135,000","83,583,000","91,011,000","83,461,000","88,641,000","75,638,000","87,529,000","85,658,000","90,970,000","78,547,000","87,122,000","79,359,000","92,047,000","83,831,000","90,077,000","84,332,000","93,957,000","83,972,000","89,963,000","93,405,000","89,125,000","81,503,000","91,781,000","87,734,000","93,154,000","83,212,000","87,403,000","84,570,000","94,601,000","87,839,000","87,257,000","87,710,000","90,207,000","84,721,000","91,865,000","93,009,000","93,886,000","82,090,000","83,398,000","85,789,000","87,451,000","80,250,000","85,699,000","80,566,000","78,732,000","74,016,000","76,152,000","75,384,000","80,891,000","64,802,000","62,198,000","63,605,000","64,130,000","57,516,000","59,409,000","56,378,000","55,647,000","54,429,000","51,711,000","54,104,000","53,403,000","51,332,000","49,965,000","47,489,000","39,112,000","37,240,000","40,508,000","41,876,000","40,200,000","38,600,000","36,500,000","37,500,000","37,400,000","35,100,000","34,700,000","38,800,000","18,400,000","19,600,000","14,500,000","14,800,000","16,200,000","14,400,000","14,700,000","13,800,000","12,700,000","13,100,000","12,100,000","9,800,000","8,900,000","8,300,000","8,600,000","8,900,000","9,100,000","6,900,000","5,100,000","5,100,000","5,200,000","3,700,000","5,200,000","5,000,000","5,000,000","4,700,000","4,700,000","4,000,000","3,500,000","3,800,000","3,800,000","4,100,000","4,200,000","3,200,000",,,,,,,,,,,,,,
GrossProfit,"575,578,000","135,991,000","155,856,000","142,306,000","141,424,000","128,449,000","135,514,000","133,698,000","71,929,000","119,159,000","141,975,000","130,111,000","131,190,000","121,438,000","132,655,000","110,627,000","116,271,000","109,557,000","123,957,000","102,547,000","104,652,000","99,885,000","106,959,000","101,209,000","102,422,000","97,740,000","102,376,000","93,546,000","93,498,000","92,282,000","102,497,000","95,080,000","99,659,000","101,233,000","109,859,000","93,997,000","101,510,000","101,102,000","107,287,000","97,913,000","99,732,000","100,911,000","96,452,000","91,311,000","91,455,000","95,716,000","90,923,000","88,983,000","93,683,000","91,795,000","96,032,000","87,636,000","77,312,000","76,352,000","89,039,000","94,688,000","100,890,000","97,764,000","95,682,000","82,358,000","85,860,000","85,225,000","82,441,000","74,731,000","77,774,000","77,900,000","74,468,000","75,954,000","82,124,000","80,475,000","80,332,000","67,487,000","68,714,000","70,359,000","69,679,000","63,231,000","65,131,000","61,656,000","59,609,000","58,903,000","59,558,000","59,101,000","59,921,000","53,986,000","54,206,000","58,420,000","62,297,000","54,682,000","56,478,000","60,037,000","59,300,000","53,100,000","54,000,000","53,400,000","52,500,000","50,600,000","45,800,000","41,400,000","19,100,000","19,000,000","16,200,000","16,700,000","17,000,000","17,000,000","17,100,000","15,400,000","15,000,000","13,200,000","13,800,000","10,000,000","9,600,000","9,000,000","8,900,000","8,900,000","8,700,000","8,000,000","5,200,000","5,500,000","5,700,000","6,400,000","5,900,000","5,500,000","5,600,000","5,100,000","5,000,000","4,500,000","4,000,000","4,100,000","4,200,000","3,900,000","2,400,000","1,900,000",,,,,,,,,,,,,,
OperatingExpense,"463,499,000","113,547,000","118,640,000","115,595,000","115,717,000","108,367,000","110,813,000","104,316,000","93,175,000","105,987,000","114,095,000","109,172,000","112,532,000","109,801,000","106,832,000","99,105,000","99,589,000","92,279,000","100,781,000","89,077,000","91,869,000","102,379,000","94,353,000","87,362,000","94,738,000","94,201,000","89,409,000","78,708,000","81,082,000","81,328,000","83,465,000","81,236,000","82,309,000","81,441,000","92,683,000","83,717,000","85,331,000","85,023,000","87,522,000","83,799,000","82,674,000","83,889,000","77,777,000","75,371,000","74,757,000","78,453,000","77,371,000","73,781,000","78,905,000","78,234,000","85,146,000","82,634,000","72,277,000","69,006,000","75,015,000","77,145,000","78,238,000","76,724,000","71,913,000","65,442,000","66,972,000","61,985,000","121,553,000","63,481,000","66,243,000","66,769,000","66,645,000","59,837,000","62,550,000","60,281,000","79,662,000","48,292,000","47,245,000","48,532,000","39,297,000","44,236,000","54,953,000","33,356,000","41,496,000","38,815,000","39,219,000","38,292,000","40,947,000","38,520,000","37,398,000","40,710,000","44,645,000","41,584,000","42,746,000","40,055,000","37,600,000","36,100,000","35,700,000","35,700,000","34,500,000","33,500,000","31,100,000","30,100,000","11,300,000","12,100,000","11,200,000","10,800,000","9,900,000","10,900,000","10,600,000","9,600,000","9,300,000","8,000,000","8,900,000","6,900,000","6,900,000","6,700,000","6,900,000","7,000,000","12,200,000","7,200,000","4,900,000","4,800,000","4,600,000","5,400,000","4,000,000","3,600,000","3,900,000","3,500,000","3,500,000","3,100,000","3,000,000","2,900,000","3,000,000","2,800,000","2,400,000","2,100,000",,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"419,289,000","102,875,000","107,278,000","104,736,000","104,399,000","98,340,000","99,096,000","94,380,000","84,475,000","95,867,000","102,001,000","98,187,000","100,726,000","99,226,000","96,461,000","84,983,000","89,604,000","84,568,000","92,403,000","80,807,000","83,828,000","94,761,000","86,719,000","79,009,000","86,729,000","85,943,000","82,668,000","72,056,000","73,581,000","74,786,000","74,861,000","71,237,000","74,026,000","73,818,000","83,798,000","73,476,000","77,174,000","77,725,000","73,471,000","76,722,000","75,482,000","76,794,000","70,625,000","68,350,000","67,960,000","70,772,000","68,326,000","66,091,000","71,494,000","70,552,000","72,830,000","67,480,000","64,147,000","61,853,000","66,474,000","67,768,000","69,549,000","68,646,000","65,023,000","57,506,000","58,207,000","59,805,000","62,116,000","56,219,000","58,123,000","58,374,000","57,945,000","52,649,000","53,559,000","52,532,000","54,262,000","42,719,000","42,409,000","43,793,000","42,359,000","38,596,000","39,353,000","37,145,000","37,564,000","34,562,000","35,141,000","34,468,000","36,780,000","35,029,000","33,922,000","34,829,000","31,875,000","30,579,000","32,355,000","29,864,000","27,400,000","26,700,000","26,600,000","26,600,000","25,300,000","24,500,000","22,000,000","21,800,000","9,100,000","9,300,000","8,600,000","8,300,000","8,000,000","7,900,000","8,100,000","7,500,000","6,900,000","6,600,000","6,800,000","5,300,000","5,200,000","5,100,000","5,300,000","5,400,000","11,100,000","5,600,000","4,300,000","4,200,000","4,000,000","4,400,000","3,400,000","3,100,000","3,300,000","3,000,000","3,000,000","2,600,000","2,600,000","2,500,000","2,600,000","2,400,000","2,000,000","1,800,000",,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,"102,001,000","98,187,000","100,726,000","99,226,000","96,461,000","84,983,000","89,604,000","84,568,000","92,403,000","80,807,000","83,828,000","94,761,000","86,719,000","79,009,000","86,729,000","85,943,000","82,668,000","72,056,000","73,581,000","74,786,000","74,861,000","71,237,000","74,026,000","73,818,000","83,798,000","73,476,000","77,174,000","77,725,000","79,892,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,"102,001,000","98,187,000","100,726,000","99,226,000","96,461,000","84,983,000","89,604,000","84,568,000","92,403,000","80,807,000","83,828,000","94,761,000","86,719,000","79,009,000","86,729,000","85,943,000","82,668,000","72,056,000","73,581,000","74,786,000","74,861,000","71,237,000","74,026,000","73,818,000","82,355,000","73,476,000","77,174,000","77,725,000","79,892,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"44,210,000","10,672,000","11,362,000","10,859,000","11,318,000","10,027,000","11,717,000","9,936,000","8,700,000","10,120,000","12,094,000","10,985,000","11,806,000","10,575,000","10,371,000","14,122,000","9,985,000","7,711,000","8,378,000","8,270,000","8,041,000","7,618,000","7,634,000","8,353,000","8,009,000","8,258,000","6,741,000","6,652,000","7,501,000","6,542,000","7,105,000","6,910,000","6,854,000","6,910,000","6,438,000","7,108,000","6,591,000","5,694,000","6,850,000","7,077,000","7,192,000","7,095,000","7,152,000","7,021,000","6,797,000","7,681,000","8,130,000","7,399,000","6,441,000","7,682,000","8,247,000","7,705,000","7,396,000","8,489,000","7,673,000","8,668,000","8,689,000","8,078,000","7,417,000","7,936,000","7,453,000","7,594,000","8,130,000","7,262,000","7,498,000","7,825,000","6,836,000","6,409,000","6,375,000","5,849,000","5,924,000","4,706,000","4,836,000","4,739,000","4,738,000","4,487,000","4,378,000","3,703,000","3,932,000","4,253,000","4,078,000","3,824,000","4,167,000","3,491,000","3,476,000","3,696,000","3,783,000","4,109,000","3,572,000","3,406,000","3,300,000","3,000,000","2,800,000","3,000,000","3,400,000","3,000,000","2,900,000","2,700,000","700,000","800,000","800,000","800,000","800,000","900,000","700,000","700,000","700,000","800,000","700,000","700,000","700,000","600,000","600,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
