name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"959,662,000","998,139,000","942,728,000","931,644,000","894,572,000","950,751,000","952,681,000","929,983,000","869,187,000","842,253,000","801,412,000","780,835,000","752,034,000","703,010,000","675,629,000","664,359,000","644,283,000","640,423,000","1,364,559,000","1,369,685,000","1,271,660,000","1,247,999,000","1,239,624,000","1,228,921,000","1,237,327,000","1,187,253,000","1,155,181,000","1,126,447,000","1,128,500,000","1,088,647,000","1,062,972,000","1,051,594,000","1,061,479,000","903,560,000","882,595,000","857,990,000","875,036,000","836,470,000","830,933,000","808,622,000","813,750,000","792,067,000","760,478,000","744,065,000","759,683,000","737,495,000","725,715,000","714,534,000","719,122,000","714,424,000","718,916,000","704,418,000","704,467,000","704,236,000","705,502,000","701,587,000","703,306,000","711,480,000","747,672,000","747,761,000","740,364,000","721,255,000","716,805,000","706,362,000","712,226,000","723,825,000","708,396,000","699,216,000","699,907,000","716,306,000","730,474,000","744,729,000","761,818,000","753,316,000","749,476,000","754,037,000","750,100,000","739,500,000","387,500,000","211,000,000","205,900,000","200,000,000","178,400,000","169,400,000","158,000,000","147,600,000","148,400,000","138,200,000","134,900,000","62,100,000","60,700,000","60,500,000","61,800,000","61,700,000","62,000,000","61,400,000","61,500,000","64,800,000","64,300,000","58,400,000","57,400,000","55,100,000","53,200,000","50,700,000","48,000,000","44,700,000","38,700,000","38,700,000","30,300,000","26,400,000","18,500,000"
	CurrentAssets,"279,403,000","318,329,000","321,477,000","314,626,000","295,452,000","374,872,000","363,461,000","331,729,000","332,189,000","315,655,000","285,633,000","274,220,000","245,230,000","325,900,000","288,547,000","272,114,000","250,802,000","250,959,000","420,712,000","451,168,000","382,964,000","373,928,000","366,297,000","355,292,000","358,652,000","369,822,000","351,024,000","329,919,000","333,471,000","302,458,000","280,938,000","268,872,000","288,492,000","327,563,000","308,143,000","292,169,000","309,850,000","293,984,000","290,820,000","267,712,000","274,026,000","254,690,000","233,226,000","219,359,000","235,101,000","218,642,000","219,075,000","210,068,000","215,112,000","211,321,000","214,853,000","203,135,000","201,487,000","200,033,000","201,122,000","195,439,000","197,199,000","201,759,000","196,345,000","201,026,000","211,393,000","194,040,000","186,850,000","187,289,000","192,642,000","207,549,000","200,142,000","192,998,000","195,887,000","212,175,000","221,916,000","209,507,000","223,727,000","219,045,000","213,791,000","193,958,000","189,400,000","186,600,000","234,600,000","72,900,000","74,300,000","70,700,000","66,100,000","61,100,000","61,500,000","58,600,000","56,100,000","52,800,000","51,600,000","28,200,000","26,600,000","26,100,000","26,900,000","26,300,000","26,400,000","25,300,000","25,300,000","25,200,000","24,200,000","20,700,000","20,800,000","19,700,000","18,900,000","17,800,000","16,000,000","15,700,000","13,100,000","12,300,000","9,900,000","7,200,000","5,200,000"
		CashCashEquivalentsAndShortTermInvestments,"37,423,000","61,692,000","75,587,000","76,178,000","70,316,000","144,602,000","147,510,000","129,853,000","115,949,000","74,419,000","49,947,000","38,229,000","20,511,000","95,114,000","61,035,000","48,792,000","32,913,000","1,508,000","4,902,000","55,624,000","9,860,000","7,216,000","5,766,000","15,033,000","19,211,000","55,620,000","41,613,000","32,248,000","42,896,000","31,437,000","19,526,000","19,666,000","36,308,000","95,609,000","77,109,000","69,042,000","89,534,000","83,358,000","81,353,000","56,909,000","63,381,000","53,525,000","30,856,000","19,913,000","34,438,000","23,357,000","30,086,000","19,454,000","23,139,000","13,934,000","12,691,000","6,172,000","7,921,000","8,164,000","8,939,000","8,258,000","8,351,000","10,746,000","1,190,000","3,005,000","15,363,000","12,085,000","4,520,000","13,679,000","6,566,000","22,002,000","15,201,000","6,902,000","10,043,000","3,459,000","10,083,000","10,338,000","20,669,000","7,828,000","3,289,000","1,885,000","5,700,000","9,100,000","159,700,000","5,000,000","9,700,000","9,400,000","8,700,000","5,700,000","6,600,000","6,500,000","5,700,000","6,700,000","6,600,000","1,400,000","500,000","1,100,000","1,500,000","1,100,000","1,400,000","900,000","1,000,000","1,200,000","1,100,000","400,000","1,400,000","300,000","400,000","700,000","1,400,000","100,000","100,000","500,000","500,000","1,000,000","700,000"
			CashAndCashEquivalents,"37,423,000","61,692,000","75,587,000","76,178,000","70,316,000","144,602,000","147,510,000","129,853,000","115,949,000","74,419,000","49,947,000","38,229,000","20,511,000","95,114,000","61,035,000","48,792,000","32,913,000","1,508,000","4,902,000","55,624,000","9,860,000","7,216,000","5,766,000","15,033,000","19,211,000","55,620,000","41,613,000","32,248,000","42,896,000","31,437,000","19,526,000","19,666,000","36,308,000","95,609,000","72,133,000","64,066,000","84,558,000","78,382,000","76,377,000","51,933,000","58,413,000","53,525,000","23,954,000","12,947,000","26,938,000","23,357,000","30,086,000","19,454,000","23,139,000","13,934,000","12,691,000","6,172,000","7,921,000","8,164,000","8,939,000","8,258,000","8,351,000","10,746,000","1,190,000","3,005,000","15,363,000","12,085,000","4,520,000","13,679,000","6,566,000","22,002,000","15,201,000","6,902,000","10,043,000","3,459,000","10,083,000","10,338,000","20,669,000","7,828,000","3,289,000","1,885,000","5,700,000","9,100,000","159,700,000","5,000,000","9,700,000","9,400,000","8,700,000","5,700,000","6,600,000","6,500,000","5,700,000","6,700,000","6,600,000","1,400,000","500,000","1,100,000","1,500,000","1,100,000","1,400,000","900,000","1,000,000","1,200,000","1,100,000","400,000","1,400,000","300,000","400,000","700,000","1,400,000","100,000","100,000","500,000","500,000","1,000,000","700,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","4,976,000","4,976,000","4,976,000","4,976,000","4,976,000","4,976,000","4,968,000",,"6,902,000","6,966,000","7,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"146,456,000","160,364,000","150,517,000","143,903,000","137,436,000","147,547,000","134,894,000","129,274,000","140,424,000","166,070,000","152,002,000","155,667,000","146,186,000","152,213,000","141,751,000","143,598,000","134,213,000","167,093,000","205,325,000","183,548,000","185,769,000","176,663,000","170,601,000","156,813,000","165,668,000","144,096,000","142,551,000","133,308,000","138,826,000","127,231,000","121,731,000","110,146,000","118,622,000","104,610,000","106,329,000","99,255,000","105,480,000","95,785,000","97,656,000","96,076,000","99,861,000","95,803,000","97,764,000","93,000,000","99,117,000","98,543,000","96,173,000","93,315,000","99,403,000","97,575,000","97,570,000","95,552,000","103,200,000","103,153,000","104,585,000","102,776,000","109,191,000","110,909,000","113,103,000","116,114,000","116,479,000","110,920,000","111,060,000","105,505,000","107,604,000","104,994,000","105,995,000","104,377,000","105,073,000","117,382,000","119,845,000","107,912,000","111,210,000","119,443,000","116,784,000","104,517,000","106,800,000","106,600,000","44,300,000","40,500,000","39,200,000","35,700,000","32,900,000","31,700,000","31,100,000","30,300,000","28,200,000","24,500,000","24,300,000","14,100,000","13,600,000","12,300,000","13,300,000","12,600,000","12,400,000","12,000,000","12,400,000","11,900,000","11,200,000","9,700,000","10,100,000","9,100,000","8,900,000","8,200,000","6,900,000","6,800,000","5,500,000","5,200,000","4,400,000","3,400,000","2,600,000"
			AccountsReceivable,"139,617,000","152,058,000","136,112,000","124,956,000","118,162,000","128,596,000","121,409,000","115,575,000","128,882,000","159,359,000","145,378,000","148,275,000","136,891,000","143,986,000","132,446,000","134,079,000","127,010,000","146,346,000","205,325,000","183,548,000","185,769,000","176,663,000","170,601,000","156,813,000","165,668,000","144,096,000","142,551,000","133,308,000","138,826,000","127,231,000","121,731,000","110,146,000","118,622,000","104,610,000","106,329,000","99,255,000","105,480,000","95,785,000","97,656,000","96,076,000","99,861,000","95,803,000","97,764,000","93,000,000","99,117,000","98,543,000","96,173,000","93,315,000","99,403,000","97,575,000","97,570,000","95,552,000","103,200,000","103,153,000","104,585,000","102,776,000","109,191,000","110,909,000","113,103,000","116,114,000","116,479,000","110,920,000","111,060,000","105,505,000","107,604,000","104,994,000","105,995,000","104,377,000","104,040,000","110,768,000","107,165,000","107,912,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"141,544,000","154,067,000","138,123,000","127,267,000","120,748,000","131,419,000","124,726,000","119,130,000","133,525,000","162,000,000","147,656,000","150,608,000","139,056,000","146,258,000","136,152,000","137,821,000","131,235,000","160,411,000","216,593,000","193,861,000","195,791,000","185,021,000","196,086,000","178,108,000","187,047,000","166,667,000","166,933,000","155,330,000","160,854,000","147,199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,927,000","-2,009,000","-2,011,000","-2,311,000","-2,586,000","-2,823,000","-3,317,000","-3,555,000","-4,643,000","-2,641,000","-2,278,000","-2,333,000","-2,165,000","-2,272,000","-3,706,000","-3,742,000","-4,225,000","-14,065,000","-11,268,000","-10,313,000","-10,022,000","-8,358,000","-25,485,000","-21,295,000","-21,379,000","-22,571,000","-24,382,000","-22,022,000","-22,028,000","-19,968,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"548,000","581,000","8,135,000","12,831,000","12,863,000","12,888,000","5,945,000","4,409,000","4,434,000","0","0","1,718,000","734,000","379,000","1,723,000","1,389,000","824,000","13,079,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
