name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,12/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
TotalAssets,"37,163,000,000","37,669,000,000","35,410,000,000","34,911,000,000","34,800,000,000","33,584,000,000","31,594,000,000","32,127,000,000","30,648,000,000","29,236,000,000","25,981,000,000","24,731,000,000","23,520,000,000","24,860,000,000","23,340,000,000","22,471,000,000","22,944,000,000","21,329,000,000","20,914,000,000","19,839,000,000","18,570,000,000","18,675,000,000","17,323,000,000","16,282,000,000","15,905,000,000","16,269,000,000","14,634,000,000","15,272,000,000","14,633,000,000","15,329,000,000","14,659,000,000","14,375,000,000","14,802,000,000","14,242,000,000","13,730,000,000","12,021,000,000","11,809,000,000","12,462,000,000","12,120,000,000","11,240,000,000","11,131,000,000","10,693,000,000","9,674,000,000","9,025,000,000","8,502,000,000","8,837,000,000","7,432,000,000","7,286,000,000","7,470,279,000","6,939,348,000","6,983,933,000","6,415,312,000","6,475,849,000","7,272,975,000","6,860,175,000","6,425,607,000","6,260,041,000","6,134,980,000","5,606,549,000","5,206,153,000","5,082,470,000","4,871,950,000","4,641,939,000","3,710,961,000","3,700,544,000","3,264,670,000","2,900,905,000","2,854,998,000","2,757,238,000","2,548,011,000","2,260,875,000","2,179,874,000","2,021,264,000"
	CurrentAssets,"15,953,000,000","16,949,000,000","15,382,000,000","15,079,000,000","16,405,000,000","19,113,000,000","18,469,000,000","19,381,000,000","18,123,000,000","16,902,000,000","14,847,000,000","14,165,000,000","14,396,000,000","16,171,000,000","15,064,000,000","14,305,000,000","14,707,000,000","13,797,000,000","13,231,000,000","12,542,000,000","12,885,000,000","13,228,000,000","11,776,000,000","10,998,000,000","10,606,000,000","10,985,000,000","9,625,000,000","10,217,000,000","10,348,000,000","10,997,000,000","10,956,000,000","10,577,000,000","11,342,000,000","10,950,000,000","10,559,000,000","8,962,000,000","8,783,000,000","9,357,000,000","9,072,000,000","8,283,000,000","8,113,000,000","7,741,000,000","6,753,000,000","6,011,000,000","6,073,000,000","6,454,000,000","5,543,000,000","5,106,000,000","5,003,147,000","4,752,667,000","4,690,202,000","4,106,900,000","4,311,507,000","5,070,643,000","4,399,637,000","4,424,429,000","4,591,741,000","4,481,330,000","3,988,534,000","3,608,547,000","3,577,229,000","3,358,446,000","3,161,768,000","2,246,069,000","2,227,898,000","1,902,796,000","1,609,850,000","1,570,143,000","1,486,244,000","1,342,844,000","1,455,638,000","1,404,785,000","1,282,250,000"
		CashCashEquivalentsAndShortTermInvestments,"7,328,000,000","7,894,000,000","6,916,000,000","6,760,000,000","7,735,000,000","10,596,000,000","10,625,000,000","11,527,000,000","10,684,000,000","7,676,000,000","5,852,000,000","6,500,000,000","7,174,000,000","8,378,000,000","8,493,000,000","7,745,000,000","8,268,000,000","7,782,000,000","7,423,000,000","6,959,000,000","7,660,000,000","8,335,000,000","6,979,000,000","6,447,000,000","6,208,000,000","6,738,000,000","5,109,000,000","5,077,000,000","5,796,000,000","6,305,000,000","6,319,000,000","5,714,000,000","6,562,000,000","6,295,000,000","6,007,000,000","5,090,000,000","5,020,000,000","5,039,000,000","5,639,000,000","4,956,000,000","5,141,000,000","4,949,000,000","4,392,000,000","3,604,000,000","3,939,000,000","4,198,000,000","3,453,000,000","3,101,000,000","2,879,784,000","2,946,069,000","2,653,597,000","2,275,861,000","2,247,255,000","2,905,102,000","2,488,234,000","2,662,749,000","2,969,982,000","3,277,791,000","2,830,585,000","2,509,169,000","2,483,921,000","2,324,414,000","2,081,272,000","1,306,976,000","1,281,892,000","1,137,889,000","910,510,000","414,636,000","305,011,000","141,219,000","336,474,000","269,939,000","309,402,000"
			CashAndCashEquivalents,"6,879,000,000","7,421,000,000","6,406,000,000","6,216,000,000","7,246,000,000","10,113,000,000","10,225,000,000","11,137,000,000","10,207,000,000","6,988,000,000","5,101,000,000","5,691,000,000","5,857,000,000","6,682,000,000","6,871,000,000","6,210,000,000","6,890,000,000","5,933,000,000","5,559,000,000","5,177,000,000","6,006,000,000","6,721,000,000","5,205,000,000","5,176,000,000","4,894,000,000","5,747,000,000","3,877,000,000","3,361,000,000","4,207,000,000","5,137,000,000","4,462,000,000","2,878,000,000","4,019,000,000","3,599,000,000","3,413,000,000","2,348,000,000","1,984,000,000","2,052,000,000","3,045,000,000","3,153,000,000","3,684,000,000","3,734,000,000","3,753,000,000","2,764,000,000","2,954,000,000","3,067,000,000","2,323,000,000","2,119,000,000","2,055,439,000","2,316,391,000","2,048,194,000","1,678,192,000","1,505,160,000","2,071,457,000","1,769,211,000","1,872,550,000","1,659,295,000","1,687,423,000","1,520,323,000","1,209,819,000","1,185,080,000","1,421,139,000","1,209,856,000","494,792,000","545,273,000","328,996,000","374,169,000","414,636,000","305,011,000","141,219,000","336,474,000","269,939,000","309,402,000"
			OtherShortTermInvestments,"449,000,000","473,000,000","510,000,000","544,000,000","489,000,000","483,000,000","400,000,000","390,000,000","477,000,000","688,000,000","751,000,000","809,000,000","1,317,000,000","1,696,000,000","1,622,000,000","1,535,000,000","1,378,000,000","1,849,000,000","1,864,000,000","1,782,000,000","1,654,000,000","1,614,000,000","1,774,000,000","1,271,000,000","1,314,000,000","991,000,000","1,232,000,000","1,716,000,000","1,589,000,000","1,168,000,000","1,857,000,000","2,836,000,000","2,543,000,000","2,696,000,000","2,594,000,000","2,742,000,000","3,036,000,000","2,987,000,000","2,594,000,000","1,803,000,000","1,457,000,000","1,215,000,000","639,000,000","840,000,000","985,000,000","1,131,000,000","1,130,000,000","982,000,000","824,345,000","629,678,000","605,403,000","597,669,000","742,095,000","833,645,000","719,023,000","790,199,000","1,310,687,000","1,590,368,000","1,310,262,000","1,299,350,000","1,298,841,000","903,275,000","871,416,000","812,184,000","736,619,000","808,893,000","536,341,000",,,,,,
		Receivables,"3,990,000,000","4,325,000,000","3,681,000,000","3,710,000,000","4,326,000,000","4,352,000,000","3,732,000,000","3,929,000,000","3,605,000,000","5,509,000,000","5,223,000,000","4,156,000,000","4,003,000,000","4,728,000,000","3,612,000,000","3,696,000,000","3,653,000,000","3,344,000,000","3,057,000,000","2,979,000,000","2,638,000,000","2,509,000,000","2,435,000,000","2,208,000,000","2,206,000,000","2,147,000,000","1,993,000,000","2,402,000,000","2,142,000,000","2,161,000,000","2,259,000,000","2,477,000,000","2,471,000,000","2,317,000,000","2,323,000,000","1,617,000,000","1,611,000,000","2,205,000,000","1,727,000,000","1,651,000,000","1,466,000,000","1,409,000,000","1,285,000,000","1,196,000,000","1,035,000,000","1,147,000,000","928,000,000","915,000,000","995,645,000","930,547,000","1,170,827,000","1,088,278,000","1,350,981,000","867,229,000","1,334,233,000","1,299,097,000","1,245,191,000","879,999,000","757,348,000","726,081,000","763,214,000","444,946,000","651,551,000","324,473,000","347,754,000","293,292,000","259,429,000","213,497,000","210,280,000","202,925,000","198,855,000","200,650,000","193,331,000"
			AccountsReceivable,"2,889,000,000","3,006,000,000","2,820,000,000","2,773,000,000","2,648,000,000","2,646,000,000","2,357,000,000","2,147,000,000","2,441,000,000","2,514,000,000","2,500,000,000","2,607,000,000","2,577,000,000","2,276,000,000","2,277,000,000","2,164,000,000","2,122,000,000","1,969,000,000","1,858,000,000","1,708,000,000","1,553,000,000","1,416,000,000","1,298,000,000","1,203,000,000","1,186,000,000","1,079,000,000","1,081,000,000","1,128,000,000","1,072,000,000","1,109,000,000","1,071,000,000","1,134,000,000","995,000,000","966,000,000","990,000,000","949,000,000","941,000,000","925,000,000","912,000,000","844,000,000","812,000,000","808,000,000","763,000,000","713,000,000","642,000,000","1,147,000,000","928,000,000","915,000,000","995,645,000","930,547,000","1,170,827,000","1,088,278,000","1,152,673,000","610,760,000","575,493,000","527,065,000","532,633,000","536,401,000","480,939,000","450,372,000","451,261,000","444,946,000","410,321,000","324,473,000","347,754,000","293,292,000","259,429,000","213,497,000","210,280,000","202,925,000","198,855,000","200,650,000","193,331,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,000,000",,,,,,,,,,,"0","0","0","0","198,308,000",,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"815,000,000","807,000,000","654,000,000","601,000,000","522,000,000","483,000,000","393,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"1,101,000,000","1,319,000,000","861,000,000","937,000,000","1,678,000,000","1,706,000,000","1,375,000,000","1,782,000,000","1,164,000,000","2,995,000,000","2,723,000,000","1,549,000,000","1,426,000,000","2,452,000,000","1,335,000,000","1,532,000,000","1,531,000,000","1,375,000,000","1,199,000,000","1,271,000,000","1,085,000,000","1,093,000,000","1,137,000,000","1,005,000,000","1,020,000,000","1,068,000,000","912,000,000","1,274,000,000","1,070,000,000","1,052,000,000","1,188,000,000","1,343,000,000","1,476,000,000","1,351,000,000","1,333,000,000","668,000,000","670,000,000","1,117,000,000",,,,"601,000,000",,,,,,,,,,,,"256,469,000","758,740,000","772,032,000","712,558,000","343,598,000","276,409,000","275,709,000","311,953,000",,"241,230,000",,,,,,,,,,
