name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"835,600,000","241,700,000","222,300,000","197,600,000","174,000,000","153,300,000","139,700,000","123,400,000","110,900,000","102,200,000","91,100,000","79,100,000","68,500,000","54,600,000"
	OperatingRevenue,"835,600,000","241,700,000","222,300,000","197,600,000","174,000,000","153,300,000","139,700,000","123,400,000","110,900,000","102,200,000","91,100,000","79,100,000","68,500,000","54,600,000"
CostOfRevenue,"152,600,000","44,000,000","40,400,000","37,900,000","30,300,000","28,100,000","26,600,000","26,700,000","33,800,000","20,400,000","18,500,000","17,800,000","17,600,000","14,700,000"
GrossProfit,"683,000,000","197,700,000","181,900,000","159,700,000","143,700,000","125,200,000","113,100,000","96,700,000","77,100,000","81,800,000","72,600,000","61,300,000","50,900,000","39,900,000"
OperatingExpense,"543,500,000","162,800,000","151,600,000","128,500,000","100,600,000","92,800,000","82,000,000","78,400,000","98,800,000","58,600,000","49,600,000","45,400,000","44,100,000","33,900,000"
	SellingGeneralAndAdministration,"377,800,000","111,900,000","105,400,000","88,700,000","71,800,000","67,600,000","62,700,000","63,200,000","77,700,000","44,100,000","36,400,000","33,300,000","30,600,000","25,000,000"
		GeneralAndAdministrativeExpense,"101,400,000","27,800,000","28,300,000","23,400,000","21,900,000","18,800,000","17,500,000","17,100,000","18,200,000","10,000,000","9,200,000","9,100,000","10,100,000","6,700,000"
			OtherGandA,"101,400,000","27,800,000","28,300,000","23,400,000","21,900,000","18,800,000","17,500,000","17,100,000","18,200,000","10,000,000","9,200,000","9,100,000","10,100,000","6,700,000"
		SellingAndMarketingExpense,"276,400,000","84,100,000","77,100,000","65,300,000","49,900,000","48,800,000","45,200,000","46,100,000","59,500,000","34,100,000","27,200,000","24,200,000","20,500,000","18,300,000"
	ResearchAndDevelopment,"144,900,000","45,600,000","40,900,000","34,400,000","24,000,000","20,400,000","14,500,000","10,600,000","16,400,000","9,900,000","8,500,000","7,500,000","8,900,000","5,200,000"
	DepreciationAmortizationDepletionIncomeStatement,"20,800,000","5,300,000","5,300,000","5,400,000","4,800,000","4,800,000","4,800,000","4,600,000","4,700,000","4,600,000","4,700,000","4,600,000","4,600,000","3,700,000"
		DepreciationAndAmortizationInIncomeStatement,"20,800,000","5,300,000","5,300,000","5,400,000","4,800,000","4,800,000","4,800,000","4,600,000","4,700,000","4,600,000","4,700,000","4,600,000","4,600,000","3,700,000"
			Amortization,"20,800,000","5,300,000","5,300,000","5,400,000","4,800,000","4,800,000","4,800,000","4,600,000","4,700,000","4,600,000","4,700,000","4,600,000","4,600,000","3,700,000"
				AmortizationOfIntangiblesIncomeStatement,"20,800,000","5,300,000","5,300,000","5,400,000","4,800,000","4,800,000","4,800,000","4,600,000","4,700,000","4,600,000","4,700,000","4,600,000","4,600,000","3,700,000"
OperatingIncome,"139,500,000","34,900,000","30,300,000","31,200,000","43,100,000","32,400,000","31,100,000","18,300,000","-21,700,000","23,200,000","23,000,000","15,900,000","6,800,000","6,000,000"
NetNonOperatingInterestIncomeExpense,"-49,200,000","-11,800,000","-13,400,000","-13,900,000","-10,100,000","-6,500,000","-10,000,000","-9,700,000","-25,100,000","-24,500,000","-25,500,000","-26,500,000","-26,900,000","-23,500,000"
	InterestExpenseNonOperating,"49,200,000","11,800,000","13,400,000","13,900,000","10,100,000","6,500,000","10,000,000","9,700,000","25,100,000","24,500,000","25,500,000","26,500,000","26,900,000","23,500,000"
	TotalOtherFinanceCost,,,,,,,,,,"24,500,000",,,,"23,500,000"
OtherIncomeExpense,"14,100,000","-3,900,000","33,000,000","-12,700,000","-2,300,000","-10,100,000","10,100,000","3,900,000","-22,300,000","-5,000,000","-3,800,000","-2,800,000","-1,200,000","-26,000,000"
	SpecialIncomeCharges,"-23,600,000","-2,500,000","-6,100,000","-12,800,000","-2,200,000","-10,300,000","-1,500,000","100,000","-22,200,000","-5,100,000","-3,800,000","-2,800,000","-1,200,000","-26,000,000"
		RestructuringAndMergernAcquisition,"21,800,000","2,500,000","6,100,000","11,000,000","2,200,000","4,400,000","1,500,000","-100,000","9,500,000","2,900,000","3,800,000","2,800,000","1,200,000","7,800,000"
		OtherSpecialCharges,,,"0","1,800,000",,"5,900,000","0",,"12,700,000","2,200,000","0",,,"18,200,000"
	OtherNonOperatingIncomeExpenses,"37,700,000","-1,400,000","39,100,000","100,000","-100,000","200,000","11,600,000","3,800,000","-100,000","100,000",,,,
PretaxIncome,"104,400,000","19,200,000","49,900,000","4,600,000","30,700,000","15,800,000","31,200,000","12,500,000","-69,100,000","-6,300,000","-6,300,000","-13,400,000","-21,300,000","-43,500,000"
TaxProvision,"-30,600,000","13,000,000","-95,300,000","45,500,000","6,200,000","49,700,000","-5,100,000","1,400,000","-12,900,000","-400,000","-800,000","-1,000,000","-1,400,000","-3,300,000"
